"term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"PAHgroup5","1-0",0,0.0921801075268818,0.0233372086830493,0.161023006370714,0.00259528321065183
"PAHgroup5","4-0",0,0.0887347052280313,0.0192912237773028,0.15817818667876,0.00472036679801768
