"Comparison","Z","P.adjusted"
"1 - 2",-2.10665697893142,0.105441971604427
"1 - 3",-1.22790266003985,0.658450532534683
"2 - 3",0.885452768160807,1
"1 - 4",-3.35044861319665,0.00242042332493218
"2 - 4",-1.25751593005996,0.625700622992995
"3 - 4",-2.14111013149057,0.0967954735495543
