"","metric","site_number","site_name","reporting_area","latitude","longitude","local_i","e_i","var_i","z_i","p_value","lag_x","quad","sig","p_adj_bh","sig_bh"
"1","p450",77,"Aiston Preserve",7,48.6793778,-122.6300583,0.107459219289716,-0.0027332041572364,0.00575792181323667,1.45217465570668,0.146453047846106,0.543990081666667,"LL",FALSE,0.338672673144121,FALSE
"2","p450",13,"Arroyo Beach",11,47.50161,-122.38593,-0.0154144070167234,0.000297737555789626,7.4424960857471e-05,-1.82127765400677,0.0685646614711236,1.5299831905,"LH",FALSE,0.278243296954335,FALSE
"3","p450",41,"Blair Waterway",11,47.27568,-122.4173,0.0444150698811178,0.000861027599508593,0.00228338950676824,0.911461791891796,0.362052108493501,1.26971251066667,"HH",FALSE,0.594256704457027,FALSE
"4","p450",42,"Blair Waterway Two",11,47.2632444,-122.385731,-0.00520661165060969,-0.000186139175227107,2.63080994249661e-05,-0.978813280390568,0.327672246605358,1.2856592525,"LH",FALSE,0.551085142018101,FALSE
"5","p450",23,"Brackenwood Lane",10,47.68234,-122.5064,1.04469351222009,-0.07806871645809,0.439009056116123,1.69453699330076,0.0901632882873922,0.509397230333333,"LL",FALSE,0.290090579707262,FALSE
"6","p450",30,"Broad Spit",12,47.78184,-122.83474,0.365094178365772,-0.0202639352940364,0.33578909202054,0.665014654008047,0.506041120338041,0.793031545,"LL",FALSE,0.696904381185913,FALSE
"7","p450",54,"Browns Point Lighthouse",11,47.30515,-122.44441,0.0268359525434323,-0.0192496481325998,0.144974954907309,0.121037170129883,0.903661594103238,1.00454069533333,"HH",FALSE,0.916040520049858,FALSE
"8","p450",64,"Cap Sante",7,48.520971,-122.600717,0.307974700802684,-0.013079785510217,0.0439741258456851,1.53101743184763,0.125765084478758,0.535416745833333,"LL",FALSE,0.338672673144121,FALSE
"9","p450",56,"Chambers Bay Park",13,47.1905742,-122.5834897,0.123649101134814,-0.00453967234690997,0.118564907637682,0.372281888686268,0.709682981831587,1.09355849033333,"HH",FALSE,0.824252825151831,FALSE
"10","p450",75,"Cherry Point Aquatic Reserve, Conoco Phillips",7,48.8208,-122.7101,0.107991123989777,-0.00113591787956532,0.0054623897642125,1.47652580014847,0.139802794358997,0.5441081015,"LL",FALSE,0.338672673144121,FALSE
"11","p450",8,"Chimacum Creek delta",9,48.04906,-122.7724,0.531472901517356,-0.029549241960869,0.125736724476949,1.58215464967901,0.11361427035442,0.530060415,"LL",FALSE,0.323363692547195,FALSE
"12","p450",74,"Chuckanut, Clark's Point",7,48.68975,-122.50434,0.281091604556508,-0.0121742465600015,0.163078984083799,0.726210454196014,0.467709764118889,0.773048542166667,"LL",FALSE,0.682296061559696,FALSE
"13","p450",45,"Commencement Bay Skookum",11,47.29,-122.41,0.201613767496566,-0.00645385712251659,0.0865650288658686,0.707185374014441,0.479451286501408,1.19652637166667,"HH",FALSE,0.682296061559696,FALSE
"14","p450",48,"Commencement Bay, Dick Gilmur Launch",11,47.292549,-122.412175,-0.116214645546117,-0.00308478231719344,0.011572733480173,-1.05162108797257,0.292973428690293,1.31635768566667,"LH",FALSE,0.528781310319066,FALSE
"15","p450",49,"Commencement Bay, Milwaukee Waterway",11,47.2694,-122.4243,0.232352862394034,-0.0153013764779021,0.152742049371205,0.633674833138518,0.52629305245007,1.16684500766667,"HH",FALSE,0.708103379660094,FALSE
"16","p450",21,"Des Moines Marina",11,47.40301418,-122.3305538,0.929065540698963,3.71486156562271e-05,0.236916353253292,1.90867272353085,0.0563043239868652,1.568189927,"HH",FALSE,0.278243296954335,FALSE
"17","p450",12,"Discovery Bay",6,48.064957,-122.857524,0.196756604436539,0.0018136284891227,0.0130099473378011,1.70910924070037,0.0874307162046356,0.456174634166666,"LL",FALSE,0.290090579707262,FALSE
"18","p450",44,"Donkey Creek Delta",11,47.33775,-122.59014,0.213641688757959,0.00736693569980909,0.0212631069065939,1.41459694066606,0.157186706314995,0.535510456666667,"LL",FALSE,0.342112243156165,FALSE
"19","p450",31,"Eagle Harbor Dr",10,47.61889,-122.5275,0.273842427986466,-0.0360028275289971,0.475700317874198,0.449239701101909,0.653258750820181,0.861881303,"LL",FALSE,0.805685792678223,FALSE
"20","p450",60,"Eastsound, Fishing Bay",7,48.69368,-122.90985,0.161236845040868,-0.0302105601793427,0.451118084992242,0.285039052380701,0.775614222904301,0.9091233615,"LL",FALSE,0.824252825151831,FALSE
"21","p450",69,"Edmonds Ferry",9,47.81407,-122.3825,0.309038085532761,-0.00752210098569612,0.19495240096014,0.71695516711151,0.473401760390502,1.19516629316667,"HH",FALSE,0.682296061559696,FALSE
"22","p450",68,"Edmonds Marina",9,47.8111,-122.388,0.32485430049905,-0.0400962267163287,0.304748218969185,0.661094291834304,0.50855184573026,1.15488228583333,"HH",FALSE,0.696904381185913,FALSE
"23","p450",72,"Eld Inlet",13,47.074603,-123.003527,0.574610829159466,-0.00297936752683557,0.106046193196273,1.77366776008536,0.0761181222402789,1.51920024566667,"HH",FALSE,0.278243296954335,FALSE
"24","p450",19,"Elliot Bay Myrtle Edwards",10,47.61862,-122.36108,0.038934950526166,-0.0419834001819101,0.184044445895285,0.188619098322955,0.850391363199043,0.955348325,"LL",FALSE,0.886323392629988,FALSE
"25","p450",14,"Elliott Bay, Harbor Island, Pier 17",10,47.58766,-122.35065,-0.754300613380514,-0.0093742375119932,0.398977680412391,-1.17934006067486,0.238262792301919,0.6197158795,"HL",FALSE,0.476525584603838,FALSE
"26","p450",66,"Everett Harbor",8.2,47.9726,-122.22977,0.484131119693093,0.0116155113107288,0.0603059273243518,1.92413774445507,0.0543373200736209,1.58997653383333,"HH",FALSE,0.278243296954335,FALSE
"27","p450",63,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,48.482448,-122.583879,0.0741253359323411,0.000171792971356704,0.0555468661594961,0.313782850533697,0.753685970330847,0.8886476055,"LL",FALSE,0.824252825151831,FALSE
"28","p450",59,"Filucy Bay",13,47.19483,-122.748665,0.93244093482172,-0.0383044296386139,0.592050319650217,1.26161259321208,0.207088222467083,1.35976383116667,"HH",FALSE,0.425681346182338,FALSE
"29","p450",61,"Friday Harbor",7,48.5069444,-123.0194444,-0.287727817818867,0.002251563992801,0.0448233438551646,-1.36966700439059,0.170790873062977,0.566596672166666,"HL",FALSE,0.361100703047437,FALSE
"30","p450",58,"Gig Harbor Boat Launch",11,47.33785,-122.58277,0.205815393525974,0.000378331022619862,0.018365709279018,1.51591532655517,0.129540764306723,0.533726396,"LL",FALSE,0.338672673144121,FALSE
"31","p450",29,"Hood Canal Holly",12,47.5706,-122.9717,1.07815879315167,-0.0269149377230354,1.06750282548535,1.06956390614485,0.284815649019927,0.673281762,"LL",FALSE,0.528781310319066,FALSE
"32","p450",2,"Jamestown",6,48.024789,-122.998135,0.35324586328565,-0.0103920613102075,0.0501005770054986,1.62460507892524,0.104246734249721,0.4875351705,"LL",FALSE,0.321427430603305,FALSE
"33","p450",36,"Kingston Marina",10,47.794695,-122.499858,-0.0288036731264631,-0.00421351794683759,0.0265751873358503,-0.150842284824643,0.880100129407328,0.928871672666666,"HL",FALSE,0.904547355224198,FALSE
"34","p450",25,"Kitsap St Boat Launch",10,47.54167,-122.64034,-0.187951884611108,-0.0270706408340701,0.231211482551575,-0.334580569394669,0.737941504324863,1.097082986,"LH",FALSE,0.824252825151831,FALSE
"35","p450",52,"Kopachuck State Park",13,47.30973,-122.68868,0.328695677359335,-0.0160265341303882,0.114309297559139,1.01959685975342,0.307919694922852,1.2770638245,"HH",FALSE,0.542508174289138,FALSE
"36","p450",37,"Lions Park",10,47.5833538,-122.6414587,-0.113439964806573,-0.00235097209878238,0.0737829258327656,-0.408971545170008,0.682560543238881,0.859453982333333,"HL",FALSE,0.824252825151831,FALSE
"37","p450",76,"Locust Beach",7,48.77636877,-122.5378679,0.47786871339597,-0.0107680992582637,0.196010214784405,1.1036892950116,0.269727940900469,0.656533025333333,"LL",FALSE,0.525259674385125,FALSE
"38","p450",28,"Madrona Pont",10,47.57995505,-122.6786,-0.17440913899864,-0.00198457629014006,0.123012990451833,-0.491613324199643,0.622992722336917,0.8352380795,"HL",FALSE,0.781380702592065,FALSE
"39","p450",33,"Manchester, Stormwater Outfall",10,47.55622,-122.54281,-0.115782077833661,-0.0167740637416351,0.125290775774693,-0.27971180793313,0.779698618386867,0.8857498405,"HL",FALSE,0.824252825151831,FALSE
"40","p450",51,"Maple Hollow Park",13,47.30008,-122.74566,0.891810992924067,-0.0328169713767449,0.172622501313703,2.2254524602658,0.0260508791553243,1.6197455745,"HH",TRUE,0.275395008213428,FALSE
"41","p450",11,"Maristone Island",9,48.018127,-122.699524,0.121494696548979,0.000781459952214949,0.00449195701108566,1.80109698340384,0.0716875951328865,0.442434867166666,"LL",FALSE,0.278243296954335,FALSE
"42","p450",71,"Meyer's Point, Henderson Inlet",13,47.11795,-122.83359,-1.36654970633543,-0.0192507307594543,0.303611809581536,-2.44514517462699,0.014479384550403,1.75625148033333,"LH",TRUE,0.236107270841167,FALSE
"43","p450",20,"Miller Creek",11,47.4436,-122.360316,1.68793294610106,-0.0950901030425752,0.845736302208024,1.93882883931989,0.0525221832163649,1.53763598316667,"HH",FALSE,0.278243296954335,FALSE
"44","p450",55,"Minter Bay",13,47.3539722,-122.69175,0.231558404884053,-0.028701320389756,0.248739246580986,0.521836929047498,0.601783875058768,1.12299729383333,"HH",FALSE,0.781263276392085,FALSE
"45","p450",65,"Mukilteo",8.2,47.94968,-122.30158,0.890711163945146,-0.0290036354169206,0.274086653688552,1.75674704048359,0.0789609356221761,1.50620287666667,"HH",FALSE,0.278243296954335,FALSE
"46","p450",62,"N Avenue Park",7,48.52108,-122.61531,-0.706585712444019,-0.0239021251081298,0.116286239935942,-2.00195954859977,0.0452890822769262,0.366031,"HL",TRUE,0.278243296954335,FALSE
"47","p450",7,"North Camano",8.1,48.255358,-122.507014,-0.515223295141137,-0.0163289151196441,0.3126461663674,-0.892240757306122,0.372263900624035,0.7079332815,"HL",FALSE,0.594256704457027,FALSE
"48","p450",10,"Oak Bay County Park",9,48.02218,-122.728709,0.63539791838477,-0.0262313099873598,0.203666291687723,1.46607134229616,0.142628852011423,0.560619037666666,"LL",FALSE,0.338672673144121,FALSE
"49","p450",3,"Penn Cove Reference",8.1,48.21423,-122.718972,0.282133079127804,0.00510249730704172,0.309190362548778,0.498212637910919,0.618334175749942,0.824351930833333,"LL",FALSE,0.781380702592065,FALSE
"50","p450",50,"Penrose Point State Park",13,47.2619,-122.7376,0.852073850660958,0.0066656531448762,0.163471676504587,2.09095745546005,0.0365318779253721,1.62689903283333,"HH",TRUE,0.278243296954335,FALSE
"51","p450",43,"Point Defiance Ferry",11,47.3062,-122.5145,0.134742865462751,-0.0316567472163188,0.281265845782094,0.313757280193441,0.753705392514817,0.907081464666667,"LL",FALSE,0.824252825151831,FALSE
"52","p450",1,"Port Angeles Yacht Club",6,48.12823,-123.45715,-0.150304999917191,0.0037488471798631,0.0210782913484215,-1.06109641346559,0.288646087632475,0.670179024833333,"HL",FALSE,0.528781310319066,FALSE
"53","p450",47,"Purdy, Burley Lagoon",13,47.386977,-122.6367089,-0.085292487210582,0.00224055898802034,0.0239300261088133,-0.565848874242323,0.571496518894618,1.15154000466667,"LH",FALSE,0.755191828539317,FALSE
"54","p450",57,"Purdy, Dexters",13,47.38566,-122.627255,0.0244162415452098,0.00263393785125683,0.00557863202128617,0.291635206383542,0.770565554190821,1.08155577716667,"HH",FALSE,0.824252825151831,FALSE
"55","p450",53,"Raft Island Park",13,47.32598,-122.66724,-0.0704406835781579,-0.00246998674944384,0.00742101255848814,-0.789023864704758,0.43009805848829,1.236902794,"LH",FALSE,0.663067840169447,FALSE
"56","p450",39,"Reach Island",13,47.346537,-122.82236,0.250834585719295,-0.0044082811128594,0.0318739490161524,1.42966958181835,0.152811874504783,1.4200926265,"HH",FALSE,0.342112243156165,FALSE
"57","p450",32,"Rich Passage",10,47.578117,-122.524833,0.0456023206712709,-0.00190769966825194,0.00289739548839374,0.882635369106501,0.377433312290274,0.720422116166667,"LL",FALSE,0.594256704457027,FALSE
