"","metric","site_number","site_name","reporting_area","latitude","longitude","local_i","e_i","var_i","z_i","p_value","lag_x","quad","sig","p_adj_bh","sig_bh"
"1","chlordane_index",41,"Blair Waterway",11,47.27568,-122.4173,5.26645967859634,-0.0956369519707729,1.07912680828879,5.16176698269852,2.44629681109712e-07,6.68607627683333,"HH",TRUE,3.62640634684293e-06,TRUE
"2","chlordane_index",42,"Blair Waterway Two",11,47.2632444,-122.385731,-1.03034366428101,-0.00304548289422299,0.031084520226677,-5.82672383939102,5.65260343929884e-09,8.12848742733333,"LH",TRUE,4.18292654508114e-07,TRUE
"3","chlordane_index",54,"Browns Point Lighthouse",11,47.30515,-122.44441,2.5788390245394,-0.0122620859072408,0.225993353505439,5.45050229821932,5.02277536855304e-08,7.39266601133333,"HH",TRUE,1.85842688636462e-06,TRUE
"4","chlordane_index",45,"Commencement Bay Skookum",11,47.29,-122.41,5.53771339113434,-0.0877407476263371,1.20378581723616,5.12723209741275,2.94032947041318e-07,6.60129404166667,"HH",TRUE,3.62640634684293e-06,TRUE
"5","chlordane_index",48,"Commencement Bay, Dick Gilmur Launch",11,47.292549,-122.412175,4.94189528333318,-0.0864710546114798,0.956698264253674,5.14090309243887,2.73421057438189e-07,6.78329834033333,"HH",TRUE,3.62640634684293e-06,TRUE
"6","chlordane_index",49,"Commencement Bay, Milwaukee Waterway",11,47.2694,-122.4243,6.36771704074256,-0.220112331561089,1.72206173803122,5.02016490752762,5.16271387346376e-07,6.31679910566667,"HH",TRUE,5.45772609480454e-06,TRUE
"7","chlordane_index",21,"Des Moines Marina",11,47.40301418,-122.3305538,0.598718384958164,0.0066125390137054,0.0306251749662873,3.38345231169497,0.000715806374575694,5.282503657,"HH",TRUE,0.00591671670384557,TRUE
"8","chlordane_index",14,"Elliott Bay, Harbor Island, Pier 17",10,47.58766,-122.35065,-0.577104679941924,-0.00227106051767212,0.0288893013173318,-3.38200029241314,0.000719600680197435,5.0641173255,"LH",TRUE,0.00591671670384557,TRUE
"9","chlordane_index",17,"Seattle Aquarium, Pier 59",10,47.607,-122.342,-0.577104679941924,-0.00441183233110262,0.0296746537637326,-3.32451983956906,0.000885709314197406,5.0641173255,"LH",TRUE,0.0065542489250608,TRUE
"10","chlordane_index",46,"Thea Foss Waterway",11,47.259189,-122.434689,4.66751588332298,-0.0900025347383685,0.795097621054411,5.33544013348457,9.53130733343293e-08,6.86230336083333,"HH",TRUE,2.35105580891346e-06,TRUE
"11","ddt_index",41,"Blair Waterway",11,47.27568,-122.4173,1.27097408593469,0.00704250340496125,0.115739017834806,3.71521258864149,0.000203032924791338,9.51719986516667,"HH",TRUE,0.00254477114757412,TRUE
