latitude,longitude,site_name,analyte,dry_value,units,qualifier,class
48.218047,-122.712359,Penn Cove Baseline 3,C2_fluoranthenes_pyrenes,-2.13162681,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,C2_fluorenes,-2.13162681,ng/g,U,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C2_naphthalenes,7.460693836,ng/g,"D,B",lmw
48.218047,-122.712359,Penn Cove Baseline 3,C2_phenanthrenes_anthracenes,7.993600539,ng/g,D,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_benzanthracenes_chrysenes,-1.278976086,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_dibenzothiophenes,-2.13162681,ng/g,U,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_fluoranthenes_pyrenes,-2.13162681,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_fluorenes,-2.13162681,ng/g,U,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_naphthalenes,7.460693836,ng/g,"D,B",lmw
48.218047,-122.712359,Penn Cove Baseline 3,C3_phenanthrenes_anthracenes,3.730346918,ng/g,"D,LOQ",lmw
48.218047,-122.712359,Penn Cove Baseline 3,C4_benzanthracenes_chrysenes,-1.278976086,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,C4_dibenzothiophenes,-2.13162681,ng/g,U,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C4_fluoranthenes_pyrenes,-2.13162681,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,C4_naphthalenes,3.250730886,ng/g,D,lmw
48.218047,-122.712359,Penn Cove Baseline 3,C4_phenanthrenes_anthracenes,4.20996295,ng/g,D,lmw
48.218047,-122.712359,Penn Cove Baseline 3,chrysene,2.557952172,ng/g,"D,LOQ",hmw
48.218047,-122.712359,Penn Cove Baseline 3,cis_nonachlor,-0.639488043,ng/g,U,chlordane
48.218047,-122.712359,Penn Cove Baseline 3,dibenz_ah_anthracene,-1.865173459,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,dibenzothiophene,-2.07833614,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,dieldrin,-0.479616032,ng/g,U,pesticide
48.218047,-122.712359,Penn Cove Baseline 3,Endosulfan_1,-0.532906703,ng/g,U,pesticide
48.218047,-122.712359,Penn Cove Baseline 3,fluoranthene,6.927787134,ng/g,D,hmw
48.218047,-122.712359,Penn Cove Baseline 3,fluorene,-2.13162681,ng/g,U,lmw
48.218047,-122.712359,Penn Cove Baseline 3,gamma_hexachlorocyclohexane,-0.511590434,ng/g,U,hch
48.218047,-122.712359,Penn Cove Baseline 3,heptachlor,-0.532906703,ng/g,U,chlordane
48.218047,-122.712359,Penn Cove Baseline 3,heptachlor_epoxide,-0.586197373,ng/g,U,chlordane
48.218047,-122.712359,Penn Cove Baseline 3,hexachlorobenzene,-0.586197373,ng/g,U,pesticide
48.218047,-122.712359,Penn Cove Baseline 3,indeno_123cd_pyrene,-1.865173459,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,mirex,-0.586197373,ng/g,U,pesticide
48.218047,-122.712359,Penn Cove Baseline 3,naphthalene,25.57952172,ng/g,"U,B",lmw
48.218047,-122.712359,Penn Cove Baseline 3,nonachlor3,-0.586197373,ng/g,U,chlordane
48.218047,-122.712359,Penn Cove Baseline 3,opDDD,-0.639488043,ng/g,U,ddt
48.218047,-122.712359,Penn Cove Baseline 3,opDDE,-0.639488043,ng/g,U,ddt
48.218047,-122.712359,Penn Cove Baseline 3,opDDT,-0.639488043,ng/g,U,ddt
48.218047,-122.712359,Penn Cove Baseline 3,Oxychlordane,-0.639488043,ng/g,U,chlordane
48.218047,-122.712359,Penn Cove Baseline 3,PCB011,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB017,0.692778713,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB018,1.545429438,ng/g,"D,B,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB028,1.758592119,ng/g,"D,B,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB031,2.13162681,ng/g,"D,B,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB033,1.385557427,ng/g,D,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB044,0.799360054,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB049,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB052,1.119104075,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB066,0.799360054,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB070,1.119104075,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB074,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB082,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB087,0.799360054,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB095,0.746069384,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB099,0.692778713,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB101,1.385557427,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB105,1.278976086,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB110,1.918464129,ng/g,"D,B,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB118,2.13162681,ng/g,"D,B",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB128,-0.639488043,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB138,2.717824183,ng/g,"D,B",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB149,1.119104075,ng/g,"D,LOQ",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB151,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB153,2.291498821,ng/g,"D,B",pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB156,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB158,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB170,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB171,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB177,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB180,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB183,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB187,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB191,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB194,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB195,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB198,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB199,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB205,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB206,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB208,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,PCB209,-0.586197373,ng/g,U,pcb
48.218047,-122.712359,Penn Cove Baseline 3,perylene,-1.865173459,ng/g,U,hmw
48.218047,-122.712359,Penn Cove Baseline 3,phenanthrene,11.19104075,ng/g,D,lmw
48.218047,-122.712359,Penn Cove Baseline 3,ppDDD,-0.586197373,ng/g,U,ddt
48.218047,-122.712359,Penn Cove Baseline 3,ppDDE,0.639488043,ng/g,"D,LOQ",ddt
48.218047,-122.712359,Penn Cove Baseline 3,ppDDT,-0.532906703,ng/g,U,ddt
48.218047,-122.712359,Penn Cove Baseline 3,pyrene,4.956032334,ng/g,D,hmw
48.218047,-122.712359,Penn Cove Baseline 3,Retene,7.460693836,ng/g,D,lmw
48.218047,-122.712359,Penn Cove Baseline 3,trans_Nonachlor,-0.586197373,ng/g,U,chlordane
