site_name,reporting_area,latitude,longitude,p450,sod,shell,ci1,ci2,ci3,ibr1bio,ibr1morph,ibr1overall,1_7_dimethylphenanthrene,2_3_5_trimethylnaphthalene,2_6_dimethylnaphthalene,2_methylnaphthalene,3_methylphenanthrene,9_methylphenanthrene,acenaphthene,acenaphthylene,aldrin,alpha_chlordane,alpha_hexachlorocyclohexane,anthracene,BDE028,BDE047,BDE049,BDE066,BDE085,BDE099,BDE100,BDE153,BDE154,BDE155,BDE183,benz_a_anthracene,benzo_a_pyrene,benzo_b_fluoranthene,benzo_e_pyrene,benzo_ghi_perylene,benzo_k_fluoranthene,beta_chlordane,beta_hexachlorocyclohexane,Br5DE04,Br5DE05,Br6DE01,Br7DE01,C1_benzanthracenes_chrysenes,C1_dibenzothiophenes,C1_fluoranthenes_pyrenes,C1_fluorenes,C1_naphthalenes,C1_phenanthrenes_anthracenes,C2_benzanthracenes_chrysenes,C2_dibenzothiophenes,C2_fluoranthenes_pyrenes,C2_fluorenes,C2_naphthalenes,C2_phenanthrenes_anthracenes,C3_benzanthracenes_chrysenes,C3_dibenzothiophenes,C3_fluoranthenes_pyrenes,C3_fluorenes,C3_naphthalenes,C3_phenanthrenes_anthracenes,C4_benzanthracenes_chrysenes,C4_dibenzothiophenes,C4_fluoranthenes_pyrenes,C4_naphthalenes,C4_phenanthrenes_anthracenes,chrysene,cis_nonachlor,dibenz_ah_anthracene,dibenzothiophene,dieldrin,Endosulfan_1,fluoranthene,fluorene,gamma_hexachlorocyclohexane,heptachlor,heptachlor_epoxide,hexachlorobenzene,indeno_123cd_pyrene,mirex,naphthalene,nonachlor3,opDDD,opDDE,opDDT,Oxychlordane,PCB011,PCB017,PCB018,PCB028,PCB031,PCB033,PCB044,PCB049,PCB052,PCB066,PCB070,PCB074,PCB082,PCB087,PCB095,PCB099,PCB101,PCB105,PCB110,PCB118,PCB128,PCB138,PCB149,PCB151,PCB153,PCB156,PCB158,PCB170,PCB171,PCB177,PCB180,PCB183,PCB187,PCB191,PCB194,PCB195,PCB198,PCB199,PCB205,PCB206,PCB208,PCB209,perylene,phenanthrene,ppDDD,ppDDE,ppDDT,pyrene,Retene,trans_Nonachlor
Penrose Point State Park,13,47.2619,-122.7376,4.750101165,-1.095769753,5.56333668,-4.369114044,-1.468687952,1.249504851,1.827165706,0.620717581,1.223941643,4.554877691,-3.762725049,-3.762725049,3.828737769,4.22481409,-3.762725049,-3.828737769,-3.762725049,-0.990190802,-0.990190802,-0.924178082,-3.762725049,-1.122216243,1.452279843,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-0.990190802,-1.122216243,-1.122216243,-0.924178082,4.22481409,-4.02677593,5.347030333,-4.02677593,-3.960763209,6.601272016,-1.122216243,-0.607317025,-1.122216243,-1.122216243,-1.122216243,-0.924178082,4.22481409,-3.762725049,7.261399217,-3.762725049,3.828737769,14.52279843,-2.772534247,-3.762725049,3.960763209,-3.762725049,-3.762725049,19.80381605,-2.772534247,-3.762725049,-3.762725049,-3.762725049,9.901908023,14.52279843,-2.772534247,-3.762725049,-3.762725049,6.601272016,10.56203523,14.52279843,-1.122216243,-4.02677593,-3.696712329,-0.858165362,-0.990190802,25.08483366,-3.696712329,-0.924178082,-0.990190802,-0.990190802,-1.122216243,-4.02677593,-1.122216243,24.42470646,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,1.122216243,2.838546967,2.640508806,3.102597847,2.046394325,1.188228963,-1.122216243,1.650318004,1.320254403,3.234623288,-1.122216243,-1.122216243,-1.056203523,1.584305284,1.584305284,2.640508806,1.584305284,2.442470646,2.970572407,-1.122216243,4.09278865,2.046394325,-1.122216243,3.894750489,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.122216243,-1.056203523,-1.122216243,-1.122216243,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.056203523,-1.056203523,-1.122216243,-1.122216243,-4.02677593,19.80381605,-1.122216243,1.386267123,-0.990190802,11.88228963,18.48356164,-1.122216243
Point Defiance Ferry,11,47.3062,-122.5145,-0.157244858,-0.823369708,5.148162301,2.073295776,0.565916459,-0.473950117,-0.490307283,-0.804796434,-0.647551858,8.106279734,-3.300413892,-3.35831589,4.226845861,13.31745956,9.264319696,5.326983825,-3.35831589,-0.984333968,-0.984333968,-0.984333968,11.58039962,-1.158039962,2.200275928,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.042235966,-1.158039962,-1.158039962,-0.92643197,21.4237393,5.79019981,17.37059943,13.31745956,3.705727878,19.10765937,-1.158039962,-0.636921979,-1.158039962,-1.158039962,-1.158039962,-0.92643197,14.47549952,3.474119886,25.47687916,5.095375833,4.226845861,44.00551855,9.843339676,4.747963844,13.89647954,7.527259753,14.47549952,50.37473834,5.095375833,7.527259753,10.42235966,14.47549952,20.26569933,38.21531874,-2.084471931,4.747963844,4.111041865,13.31745956,26.05589914,30.10903901,-1.158039962,-3.010903901,-3.300413892,-0.92643197,-1.042235966,86.85299715,6.948239772,-0.984333968,-1.042235966,-1.042235966,-1.158039962,-3.068805899,-1.158039962,24.3188392,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.679157945,1.968667935,2.084471931,1.447549952,1.21594196,-1.158039962,1.910765937,1.273843958,1.794961941,-1.158039962,-1.158039962,1.331745956,2.200275928,1.968667935,3.64782588,2.14237393,3.705727878,3.879433873,1.273843958,5.79019981,2.779295909,-1.158039962,4.979571836,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,1.273843958,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,-1.158039962,4.111041865,63.69219791,1.21594196,2.258177926,-1.042235966,52.69081827,22.58177926,-1.158039962
Port Angeles Yacht Club,6,48.12823,-123.45715,3.043014654,-0.61625313,4.308587445,0.483922478,-0.812943484,0.287242495,1.213380762,-0.131571147,0.540904808,20.43505155,-3.005154639,3.66628866,-4.928453608,28.24845361,18.63195876,10.8185567,-3.005154639,-1.202061856,-1.202061856,-1.202061856,32.4556701,-1.382371134,-1.442474227,-1.382371134,-1.442474227,-1.382371134,-1.382371134,-1.382371134,-1.262164948,-1.442474227,-1.382371134,-1.141958763,78.13402062,15.62680412,66.11340206,52.28969072,7.212371134,72.12371134,-1.382371134,-0.781340206,-1.382371134,-1.382371134,-1.442474227,-1.141958763,45.67835052,5.349175258,90.15463918,6.611340206,-4.928453608,102.1752577,27.64742268,10.8185567,46.88041237,9.015463918,11.96051546,114.1958763,14.42474227,16.82886598,40.26907216,19.83402062,21.03608247,120.2061856,5.409278351,16.22783505,21.03608247,13.82371134,96.16494845,102.1752577,-1.382371134,2.884948454,5.83,-1.08185567,-1.202061856,294.5051546,13.22268041,-1.141958763,-1.202061856,-1.262164948,-1.382371134,7.813402062,-1.382371134,7.212371134,-1.382371134,2.344020619,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,1.742989691,2.16371134,2.16371134,1.562680412,1.803092784,-1.382371134,2.945051546,2.283917526,3.125360825,-1.382371134,-1.382371134,1.742989691,2.58443299,2.344020619,4.808247423,2.704639175,4.688041237,5.409278351,-1.382371134,6.611340206,3.005154639,-1.382371134,5.649690722,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,-1.382371134,13.22268041,144.2474227,3.546082474,1.923298969,-1.262164948,180.3092784,90.15463918,-1.382371134
"Purdy, Burley Lagoon",13,47.386977,-122.6367089,1.483430408,-0.341036541,6.836538108,-0.331481782,-0.565916459,-0.775554736,0.571196934,1.199988403,0.885592668,-4.062230882,-4.062230882,-4.062230882,-4.185328787,4.431524598,-4.062230882,-4.123779834,-4.062230882,-0.923234291,-0.923234291,-0.861685339,-4.062230882,-1.046332197,1.600272772,-1.046332197,-1.046332197,-1.046332197,1.10788115,-1.046332197,-0.923234291,-1.046332197,-1.046332197,-0.861685339,4.554622504,-4.369975645,5.724052606,-4.308426693,-4.308426693,6.154895275,-1.046332197,-0.578560156,-1.046332197,-1.046332197,-1.046332197,-0.861685339,4.800818315,-4.062230882,6.770384803,-4.062230882,-4.185328787,14.77174866,-3.015898685,-4.062230882,-4.062230882,-4.062230882,7.38587433,19.08017535,-3.015898685,-4.062230882,-4.062230882,4.123779834,9.84783244,11.69430102,-3.015898685,-4.062230882,-4.062230882,6.770384803,12.30979055,15.38723819,-1.046332197,-4.308426693,-4.000681929,1.169430102,-0.923234291,23.38860205,-4.000681929,-0.861685339,-0.923234291,-0.984783244,-1.046332197,-4.369975645,-1.046332197,25.23507063,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,2.338860205,2.031115441,2.338860205,1.600272772,-1.046332197,-1.046332197,1.600272772,1.230979055,3.077447638,-1.046332197,-1.046332197,-1.046332197,1.538723819,1.661821724,3.077447638,1.538723819,2.646604968,3.13899659,-1.046332197,5.354758889,2.831251827,-1.046332197,5.724052606,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,1.292528008,-1.046332197,1.908017535,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,-1.046332197,4.431524598,18.46468583,-1.046332197,2.031115441,-0.923234291,13.54076961,19.08017535,-1.046332197
"Purdy, Dexters",13,47.38566,-122.627255,2.061475607,-1.452817005,5.258875469,0.204106838,-1.333945938,-1.464936724,0.304329301,-0.270159393,0.017084954,-3.32734343,-3.32734343,-3.32734343,-3.26997544,3.38471142,-3.32734343,-3.38471142,-3.32734343,-0.975255833,-0.975255833,-0.917887843,-3.32734343,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-0.975255833,-1.089991813,-1.089991813,-0.917887843,3.38471142,-3.26997544,3.958391322,-3.26997544,-3.21260745,6.310478919,-1.089991813,-0.631047892,-1.089991813,-1.089991813,-1.089991813,-0.917887843,3.614183381,-3.32734343,5.105751126,-3.32734343,-3.26997544,11.47359804,-2.409455587,-3.32734343,-3.32734343,-3.32734343,6.310478919,16.06303725,-2.409455587,-3.32734343,-3.32734343,-3.32734343,6.884158821,9.178878428,-2.409455587,-3.32734343,-3.32734343,-3.32734343,9.75255833,12.04727794,-1.089991813,-3.26997544,-3.26997544,-0.860519853,-0.975255833,16.63671715,-3.32734343,-0.917887843,-0.975255833,-1.032623823,-1.089991813,-3.26997544,-1.089991813,14.34199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.434199754,1.376831764,1.721039705,1.089991813,-1.089991813,-1.089991813,1.376831764,-1.089991813,1.262095784,-1.089991813,-1.089991813,-1.089991813,1.319463774,1.491567745,2.409455587,1.434199754,2.294719607,2.638927548,-1.089991813,4.417335244,2.294719607,-1.089991813,4.532071224,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,1.434199754,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-1.089991813,-3.26997544,16.06303725,-1.089991813,1.663671715,-0.975255833,8.605198526,16.06303725,-1.089991813
Raft Island Park,13,47.32598,-122.66724,1.707190051,-1.182261126,1.051775094,1.290630457,1.118358716,-0.861727484,0.262464462,-1.622929086,-0.680232312,-3.728894831,-3.658538324,-3.728894831,-3.588181818,-3.728894831,-3.728894831,-3.728894831,-3.728894831,-1.1257041,-1.1257041,-1.1257041,-3.728894831,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.336773619,-1.266417112,-1.336773619,-1.1257041,-1.336773619,-1.266417112,-1.055347594,3.799251337,-3.588181818,4.221390374,-3.588181818,-3.588181818,5.909946524,-1.266417112,-0.703565062,-1.336773619,-1.336773619,-1.336773619,-1.055347594,-2.673547237,-3.728894831,5.276737968,-3.728894831,-3.588181818,11.257041,-2.673547237,-3.728894831,-3.728894831,-3.728894831,6.683868093,15.47843137,-2.673547237,-3.728894831,-3.728894831,-3.728894831,7.739215686,7.739215686,-2.673547237,-3.728894831,-3.728894831,-3.658538324,6.54315508,11.257041,-1.336773619,-3.588181818,-3.658538324,-0.984991087,-1.1257041,19.69982175,-3.658538324,-1.055347594,-1.1257041,-1.196060606,-1.266417112,-3.588181818,-1.266417112,17.58912656,-1.266417112,-1.336773619,-1.266417112,-1.266417112,-1.336773619,-1.266417112,-1.266417112,1.68855615,1.68855615,2.110695187,1.336773619,-1.266417112,-1.266417112,1.477486631,-1.266417112,1.618199643,-1.266417112,-1.266417112,-1.266417112,1.477486631,1.68855615,2.673547237,1.547843137,2.743903743,3.236399287,-1.266417112,3.939964349,2.040338681,-1.266417112,4.010320856,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-1.266417112,-3.588181818,15.47843137,-1.266417112,1.407130125,-1.1257041,11.96060606,10.55347594,-1.266417112
Reach Island,13,47.346537,-122.82236,3.090689143,-1.074209779,3.625856244,-0.702864149,-2.007656007,-0.603209239,1.008239682,-0.579758688,0.214240498,6.42192623,-2.977438525,-2.977438525,-3.32772541,4.02829918,-2.977438525,-3.035819672,-2.977438525,-1.284385246,-1.284385246,-1.226004098,-3.035819672,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.284385246,-1.459528689,-1.459528689,-1.167622951,4.26182377,-2.335245902,6.42192623,3.386106557,-2.276864754,7.58954918,-1.459528689,-0.817336066,-1.459528689,-1.459528689,-1.459528689,-1.167622951,3.56125,-2.977438525,6.42192623,-2.977438525,-3.32772541,15.17909836,-1.868196721,-2.977438525,3.79477459,-2.977438525,8.173360656,23.35245902,-1.868196721,-2.977438525,-2.977438525,-2.977438525,9.924795082,12.26004098,-1.868196721,-2.977438525,-2.977438525,6.42192623,16.34672131,12.26004098,-1.459528689,-2.276864754,-2.977438525,-1.109241803,-1.284385246,22.18483607,-2.977438525,-1.226004098,-1.284385246,-1.342766393,-1.459528689,-2.335245902,-1.459528689,3.56125,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,1.459528689,1.576290984,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.401147541,2.510389344,-1.401147541,2.276864754,2.743913934,-1.459528689,4.086680328,1.984959016,-1.459528689,4.26182377,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.459528689,-1.459528689,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,-1.401147541,-1.459528689,-1.401147541,-2.335245902,15.17909836,-1.459528689,1.459528689,-1.284385246,12.84385246,33.86106557,-1.459528689
Rich Passage,10,47.578117,-122.524833,2.496055624,-1.37786005,4.511561586,0.744299372,0.458122848,-0.689381988,0.559097787,-1.321253522,-0.381077868,5.173580858,-3.567986799,-3.567986799,4.400517052,5.768245325,-3.567986799,-3.627453245,-3.627453245,-0.773063806,-0.773063806,-0.773063806,-3.627453245,-0.8919967,2.081325633,-0.8919967,-0.8919967,-0.8919967,1.129862486,-0.8919967,-0.773063806,-0.8919967,-0.8919967,-0.71359736,10.7039604,-3.686919692,9.514631463,5.233047305,-3.627453245,10.10929593,-0.8919967,-0.493571507,-0.8919967,-0.8919967,-0.8919967,-0.71359736,7.730638064,-3.567986799,12.4879538,-3.567986799,4.400517052,22.59724972,4.341050605,-3.567986799,6.541309131,3.686919692,11.29862486,25.57057206,-2.557057206,-3.567986799,4.519449945,5.411446645,13.67728273,19.62392739,-2.557057206,-3.567986799,-3.567986799,7.730638064,13.67728273,19.62392739,-0.8919967,-3.686919692,-3.567986799,-0.71359736,-0.773063806,32.11188119,3.805852585,-0.773063806,-0.773063806,-0.832530253,-0.8919967,-3.686919692,-0.8919967,26.75990099,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,1.129862486,2.973322332,2.735456546,2.973322332,2.081325633,1.367728273,1.07039604,2.140792079,1.367728273,3.389587459,-0.8919967,-0.8919967,1.129862486,1.902926293,1.962392739,3.686919692,1.902926293,3.211188119,3.686919692,0.951463146,5.470913091,2.913855886,-0.8919967,5.351980198,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,0.951463146,-0.8919967,1.665060506,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,-0.8919967,4.043718372,33.30121012,1.010929593,2.081325633,-0.832530253,17.83993399,17.24526953,-0.8919967
Rocky Point,10,47.60255,-122.66992,6.468275312,-0.361791788,1.826767268,0.25321525,0.565916459,0.689381988,3.053241763,-1.316802074,0.868219844,7.915220049,-2.922542787,-2.922542787,-4.140268949,6.027744499,3.105201711,-2.983429095,-2.922542787,-1.095953545,-1.095953545,-1.035067237,-2.922542787,-1.217726161,1.88747555,-1.217726161,-1.278612469,-1.217726161,-1.217726161,-1.217726161,-1.095953545,-1.217726161,-1.217726161,-1.035067237,6.088630807,-2.19190709,10.35067237,7.915220049,3.348746944,11.56839853,-1.217726161,0.730635697,-1.217726161,-1.217726161,-1.217726161,-1.035067237,6.027744499,-2.922542787,3.957610024,-2.922542787,-4.140268949,20.70134474,5.236222494,-2.922542787,-2.922542787,4.505586797,7.306356968,34.09633252,3.409633252,3.287860636,-2.922542787,6.088630807,12.17726161,29.83429095,-1.765702934,3.044315403,-2.922542787,7.915220049,20.09248166,15.22157702,-1.217726161,-2.19190709,-2.861656479,-0.974180929,-1.095953545,33.48746944,-2.922542787,-1.035067237,-1.095953545,-1.156839853,-1.217726161,2.618111247,-1.217726161,4.810018337,-1.217726161,-1.278612469,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.522157702,1.765702934,1.522157702,1.217726161,-1.217726161,-1.217726161,2.009248166,1.400385086,1.765702934,-1.217726161,-1.217726161,1.278612469,2.557224939,3.044315403,5.05356357,2.374566015,4.018496333,4.992677262,1.58304401,8.52408313,4.383814181,-1.217726161,8.52408313,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,1.278612469,-1.217726161,2.861656479,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,-1.217726161,2.800770171,21.9190709,-1.217726161,2.496338631,-1.095953545,20.09248166,25.57224939,-1.217726161
"Salmon Bay, Commodore Park",10,47.6663,-122.4018,1.94063635,-1.180098423,2.241941647,0.589300946,0.781503681,-0.043086374,0.380268964,-0.130838377,0.124715294,9.673529412,-5.580882353,-5.655294118,-5.432058824,9.673529412,6.622647059,-5.655294118,-5.655294118,-1.339411765,2.455588235,-1.339411765,5.729705882,-1.562647059,4.315882353,-1.562647059,-1.562647059,-1.562647059,3.274117647,-1.562647059,-1.413823529,-1.562647059,-1.562647059,-1.265,29.76470588,9.673529412,29.76470588,38.69411765,11.90588235,39.43823529,1.711470588,2.157941176,-1.562647059,-1.562647059,-1.562647059,-1.265,29.02058824,-5.655294118,32.74117647,-5.655294118,-5.432058824,37.20588235,26.04411765,8.185294118,26.04411765,9.673529412,14.13823529,69.94705882,14.13823529,12.65,25.3,15.62647059,25.3,104.1764706,-3.497352941,6.771470588,9.673529412,19.34705882,74.41176471,45.39117647,-1.562647059,-5.506470588,-5.580882353,2.604411765,-1.339411765,81.85294118,6.548235294,1.934705882,-1.339411765,-1.413823529,-1.562647059,8.185294118,-1.562647059,29.02058824,-1.562647059,3.199705882,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,2.827647059,3.348529412,3.497352941,2.157941176,2.083529412,1.711470588,3.348529412,2.678823529,3.497352941,-1.562647059,-1.562647059,2.604411765,3.869411765,3.422941176,6.845882353,3.795,7.366764706,7.441176471,1.785882353,11.16176471,5.506470588,1.562647059,10.41764706,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,2.157941176,-1.562647059,2.678823529,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,-1.562647059,11.90588235,38.69411765,6.845882353,10.41764706,2.678823529,63.99411765,40.92647059,2.678823529
Salmon Beach,11,47.29464,-122.53053,-0.1934626,-0.709953515,5.70172814,0.042969861,-1.06446191,-0.603209239,-0.451708058,-1.102416463,-0.77706226,7.739651838,-5.060541586,-5.120077369,-12.50251451,7.144294004,-5.120077369,-5.179613153,-5.120077369,-1.309787234,-1.309787234,-1.309787234,-5.120077369,-1.547930368,1.786073501,-1.547930368,-1.547930368,-1.547930368,-1.488394584,-1.547930368,-1.369323017,-1.547930368,-1.547930368,-1.250251451,17.86073501,4.107969052,17.86073501,8.930367505,-3.750754352,22.02823985,-1.547930368,-0.833500967,-1.547930368,-1.547930368,-1.547930368,-1.250251451,10.12108317,-5.120077369,16.67001934,-5.120077369,-12.50251451,26.19574468,5.001005803,-5.120077369,9.525725338,-5.120077369,11.31179884,37.50754352,-3.036324952,-5.120077369,5.953578337,-5.120077369,16.07466151,29.17253385,-3.036324952,-5.120077369,-5.120077369,10.12108317,19.05145068,26.79110251,-1.547930368,-3.750754352,-5.060541586,-1.190715667,-1.309787234,51.79613153,-5.060541586,-1.250251451,-1.309787234,-1.428858801,-1.488394584,-3.750754352,-1.547930368,14.28858801,-1.547930368,-1.547930368,-1.547930368,-1.547930368,-1.547930368,-1.488394584,-1.488394584,1.845609284,2.024216634,2.143288201,1.607466151,-1.547930368,-1.547930368,1.607466151,-1.547930368,1.667001934,-1.547930368,-1.488394584,-1.488394584,1.607466151,-1.488394584,2.679110251,1.667001934,2.857717602,3.095860735,-1.547930368,4.762862669,2.440967118,-1.547930368,4.524719536,-1.547930368,-1.547930368,-1.488394584,-1.547930368,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-1.488394584,-3.750754352,35.72147002,-1.547930368,1.547930368,-1.369323017,30.95860735,27.38646035,-1.547930368
"Seattle Aquarium, Pier 59",10,47.607,-122.342,0.672362831,0.405649402,5.231197177,1.784783854,0.013474202,-1.163332104,0.539006117,-0.314979419,0.112013349,26.56929134,-4.277007874,5.573070866,4.536220472,39.52992126,33.0496063,14.90472441,-4.341811024,-1.036850394,-1.036850394,0.972047244,57.67480315,-1.166456693,3.175354331,-1.166456693,-1.166456693,-1.166456693,2.073700787,-1.166456693,-1.036850394,-1.166456693,-1.166456693,-0.972047244,162.007874,62.85905512,142.5669291,116.6456693,23.32913386,155.5275591,-1.166456693,1.555275591,-1.166456693,-1.166456693,-1.166456693,-0.972047244,103.6850394,10.36850394,174.9685039,13.60866142,4.536220472,162.007874,60.26692913,17.49685039,97.20472441,22.03307087,15.8119685,181.4488189,25.27322835,21.38503937,71.28346457,24.62519685,39.52992126,155.5275591,5.637874016,13.60866142,31.75354331,27.86535433,90.72440945,162.007874,-1.166456693,9.072440945,9.720472441,0.972047244,-1.036850394,466.5826772,23.32913386,-0.972047244,-1.036850394,-1.101653543,-1.166456693,22.68110236,-1.166456693,29.16141732,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,1.166456693,2.592125984,2.916141732,3.110551181,1.944094488,1.944094488,1.62007874,3.24015748,2.332913386,2.980944882,1.231259843,-1.166456693,2.268110236,4.082598425,3.24015748,7.128346457,3.564173228,6.480314961,6.480314961,1.879291339,13.60866142,8.424409449,2.203307087,13.60866142,-1.166456693,1.166456693,-1.166456693,-1.166456693,1.555275591,3.36976378,1.749685039,3.758582677,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,-1.166456693,32.4015748,187.9291339,4.730629921,4.341811024,1.036850394,278.6535433,43.41811024,-1.166456693
Shilshole Bay,10,47.671678,-122.406663,0.377906185,-0.360282925,-1.107131678,-0.704398787,1.333945938,-0.775554736,0.00881163,-3.016342825,-1.503765597,15.0342772,-5.186825633,-5.186825633,6.464739195,22.5514158,13.53084948,12.02742176,-5.261997019,-1.428256334,1.87928465,-1.353084948,11.2757079,-1.578599106,4.359940387,-1.653770492,-1.653770492,-1.653770492,3.38271237,-1.653770492,-1.428256334,-1.653770492,-1.578599106,-1.277913562,105.2399404,26.3099851,75.17138599,75.17138599,15.0342772,97.72280179,-1.578599106,-0.902056632,-1.653770492,-1.653770492,-1.653770492,-1.277913562,60.88882265,5.412339791,90.20566319,7.517138599,6.464739195,75.17138599,38.33740686,11.2757079,46.60625931,13.53084948,19.54456036,97.72280179,17.28941878,13.53084948,36.08226528,28.56512668,26.3099851,105.2399404,11.2757079,15.0342772,16.53770492,21.79970194,75.17138599,135.3084948,-1.653770492,-5.412339791,6.013710879,2.480655738,-1.428256334,248.0655738,13.53084948,-1.353084948,-1.428256334,-1.50342772,-1.578599106,11.2757079,-1.578599106,36.83397914,-1.578599106,4.585454545,-1.578599106,-1.578599106,-1.653770492,-1.578599106,-1.578599106,2.405484352,2.931684054,3.683397914,2.330312966,2.179970194,1.653770492,3.307540984,2.63099851,5.337168405,-1.578599106,-1.578599106,2.104798808,3.457883756,3.533055142,6.690253353,3.082026826,6.765424739,6.539910581,1.87928465,9.020566319,5.111654247,-1.578599106,8.268852459,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,1.954456036,-1.578599106,2.480655738,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,-1.578599106,19.54456036,105.2399404,11.2757079,9.020566319,2.781341282,157.8599106,48.86140089,2.25514158
