latitude,longitude,site_name,analyte,dry_value,unit,qualifier,class
48.52093,-122.600725,Cap Sante,C4_benzanthracenes_chrysenes,-3.501532847,ng/g,U,hmw
48.52093,-122.600725,Cap Sante,C4_dibenzothiophenes,14.00613139,ng/g,D,lmw
48.52093,-122.600725,Cap Sante,C4_fluoranthenes_pyrenes,5.602452555,ng/g,D,hmw
48.52093,-122.600725,Cap Sante,C4_naphthalenes,10.82291971,ng/g,D,lmw
48.52093,-122.600725,Cap Sante,C4_phenanthrenes_anthracenes,36.92525547,ng/g,D,lmw
48.52093,-122.600725,Cap Sante,chrysene,10.82291971,ng/g,D,hmw
48.52093,-122.600725,Cap Sante,cis_nonachlor,-1.336948905,ng/g,U,chlordane
48.52093,-122.600725,Cap Sante,dibenz_ah_anthracene,-4.838481752,ng/g,U,hmw
48.52093,-122.600725,Cap Sante,dibenzothiophene,-4.647489051,ng/g,U,hmw
48.52093,-122.600725,Cap Sante,dieldrin,-1.082291971,ng/g,U,pesticide
48.52093,-122.600725,Cap Sante,Endosulfan_1,-1.209620438,ng/g,U,pesticide
48.52093,-122.600725,Cap Sante,fluoranthene,20.37255474,ng/g,D,hmw
48.52093,-122.600725,Cap Sante,fluorene,-4.647489051,ng/g,U,lmw
48.52093,-122.600725,Cap Sante,gamma_hexachlorocyclohexane,-1.145956204,ng/g,U,hch
48.52093,-122.600725,Cap Sante,heptachlor,-1.209620438,ng/g,U,chlordane
48.52093,-122.600725,Cap Sante,heptachlor_epoxide,-1.273284672,ng/g,U,chlordane
48.52093,-122.600725,Cap Sante,hexachlorobenzene,-1.336948905,ng/g,U,pesticide
48.52093,-122.600725,Cap Sante,indeno_123cd_pyrene,-4.902145985,ng/g,U,hmw
48.52093,-122.600725,Cap Sante,mirex,-1.336948905,ng/g,U,pesticide
48.52093,-122.600725,Cap Sante,naphthalene,16.55270073,ng/g,"U,B",lmw
48.52093,-122.600725,Cap Sante,nonachlor3,-1.336948905,ng/g,U,chlordane
48.52093,-122.600725,Cap Sante,opDDD,-1.400613139,ng/g,U,ddt
48.52093,-122.600725,Cap Sante,opDDE,-1.336948905,ng/g,U,ddt
48.52093,-122.600725,Cap Sante,opDDT,-1.336948905,ng/g,U,ddt
48.52093,-122.600725,Cap Sante,Oxychlordane,-1.336948905,ng/g,U,chlordane
48.52093,-122.600725,Cap Sante,PCB011,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB017,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB018,1.655270073,ng/g,"D,B,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB028,1.973591241,ng/g,"D,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB031,2.164583942,ng/g,"D,B,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB033,1.336948905,ng/g,"D,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB044,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB049,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB052,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB066,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB070,1.846262774,ng/g,"D,B,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB074,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB082,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB087,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB095,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB099,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB101,1.909927007,ng/g,D,pcb
48.52093,-122.600725,Cap Sante,PCB105,1.464277372,ng/g,"D,B,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB110,2.100919708,ng/g,"D,B,LOQ",pcb
48.52093,-122.600725,Cap Sante,PCB118,2.100919708,ng/g,"U,B",pcb
48.52093,-122.600725,Cap Sante,PCB128,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB138,2.928554745,ng/g,"D,B",pcb
48.52093,-122.600725,Cap Sante,PCB149,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB151,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB153,2.546569343,ng/g,"D,B",pcb
48.52093,-122.600725,Cap Sante,PCB156,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB158,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB170,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB171,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB177,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB180,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB183,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB187,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB191,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB194,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB195,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB198,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB199,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB205,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB206,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB208,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,PCB209,-1.336948905,ng/g,U,pcb
48.52093,-122.600725,Cap Sante,perylene,-4.838481752,ng/g,U,hmw
48.52093,-122.600725,Cap Sante,phenanthrene,19.09927007,ng/g,D,lmw
48.52093,-122.600725,Cap Sante,ppDDD,2.100919708,ng/g,D,ddt
48.52093,-122.600725,Cap Sante,ppDDE,2.801226277,ng/g,D,ddt
48.52093,-122.600725,Cap Sante,ppDDT,1.273284672,ng/g,D,ddt
48.52093,-122.600725,Cap Sante,pyrene,11.45956204,ng/g,D,hmw
48.52093,-122.600725,Cap Sante,Retene,12.09620438,ng/g,D,lmw
48.52093,-122.600725,Cap Sante,trans_Nonachlor,-1.336948905,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,1_7_dimethylphenanthrene,3.893100511,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,2_3_5_trimethylnaphthalene,-2.654386712,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,2_6_dimethylnaphthalene,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,2_methylnaphthalene,2.949318569,ng/g,"D,LOQ",lmw
47.2009,-122.58342,Chambers Bay Park,3_methylphenanthrene,3.244250426,ng/g,"D,LOQ",lmw
47.2009,-122.58342,Chambers Bay Park,9_methylphenanthrene,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,acenaphthene,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,acenaphthylene,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,aldrin,-0.707836457,ng/g,U,pesticide
47.2009,-122.58342,Chambers Bay Park,alpha_chlordane,-0.707836457,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,alpha_hexachlorocyclohexane,-0.707836457,ng/g,U,hch
47.2009,-122.58342,Chambers Bay Park,anthracene,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,BDE028,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE047,3.716141397,ng/g,"D,B",pbde
47.2009,-122.58342,Chambers Bay Park,BDE049,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE066,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE085,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE099,2.418441227,ng/g,"U,B",pbde
47.2009,-122.58342,Chambers Bay Park,BDE100,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE153,-0.766822828,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE154,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE155,-0.825809199,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,BDE183,-0.707836457,ng/g,U,pbde
47.2009,-122.58342,Chambers Bay Park,benz_a_anthracene,5.426746167,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,benzo_a_pyrene,-2.536413969,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,benzo_b_fluoranthene,5.308773424,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,benzo_e_pyrene,2.890332198,ng/g,"D,LOQ",hmw
47.2009,-122.58342,Chambers Bay Park,benzo_ghi_perylene,-2.536413969,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,benzo_k_fluoranthene,5.13181431,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,beta_chlordane,-0.825809199,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,beta_hexachlorocyclohexane,-0.460093697,ng/g,U,hch
47.2009,-122.58342,Chambers Bay Park,Br5DE04,-0.825809199,ng/g,U,pbde_congener
47.2009,-122.58342,Chambers Bay Park,Br5DE05,-0.825809199,ng/g,U,pbde_congener
47.2009,-122.58342,Chambers Bay Park,Br6DE01,-0.825809199,ng/g,U,pbde_congener
47.2009,-122.58342,Chambers Bay Park,Br7DE01,-0.707836457,ng/g,U,pbde_congener
47.2009,-122.58342,Chambers Bay Park,C1_benzanthracenes_chrysenes,3.893100511,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,C1_dibenzothiophenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C1_fluoranthenes_pyrenes,6.488500852,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,C1_fluorenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C1_naphthalenes,2.949318569,ng/g,"D,LOQ",lmw
47.2009,-122.58342,Chambers Bay Park,C1_phenanthrenes_anthracenes,12.38713799,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,C2_benzanthracenes_chrysenes,2.890332198,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,C2_dibenzothiophenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C2_fluoranthenes_pyrenes,3.657155026,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,C2_fluorenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C2_naphthalenes,5.839650767,ng/g,"D,B,LOQ",lmw
47.2009,-122.58342,Chambers Bay Park,C2_phenanthrenes_anthracenes,17.69591141,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,C3_benzanthracenes_chrysenes,-1.887563884,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,C3_dibenzothiophenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C3_fluoranthenes_pyrenes,2.831345826,ng/g,"D,LOQ",hmw
47.2009,-122.58342,Chambers Bay Park,C3_fluorenes,3.893100511,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,C3_naphthalenes,7.668228279,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,C3_phenanthrenes_anthracenes,11.79727428,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,C4_benzanthracenes_chrysenes,-1.887563884,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,C4_dibenzothiophenes,-2.713373083,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C4_fluoranthenes_pyrenes,-2.713373083,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,C4_naphthalenes,-2.654386712,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,C4_phenanthrenes_anthracenes,14.15672913,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,chrysene,10.61754685,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,cis_nonachlor,-0.825809199,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,dibenz_ah_anthracene,-2.536413969,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,dibenzothiophene,-2.654386712,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,dieldrin,0.707836457,ng/g,"D,LOQ",pesticide
47.2009,-122.58342,Chambers Bay Park,Endosulfan_1,-0.707836457,ng/g,U,pesticide
47.2009,-122.58342,Chambers Bay Park,fluoranthene,15.92632027,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,fluorene,-2.654386712,ng/g,U,lmw
47.2009,-122.58342,Chambers Bay Park,gamma_hexachlorocyclohexane,-0.707836457,ng/g,U,hch
47.2009,-122.58342,Chambers Bay Park,heptachlor,-0.707836457,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,heptachlor_epoxide,-0.766822828,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,hexachlorobenzene,-0.825809199,ng/g,U,pesticide
47.2009,-122.58342,Chambers Bay Park,indeno_123cd_pyrene,-2.536413969,ng/g,U,hmw
47.2009,-122.58342,Chambers Bay Park,mirex,-0.825809199,ng/g,U,pesticide
47.2009,-122.58342,Chambers Bay Park,naphthalene,14.15672913,ng/g,"U,B",lmw
47.2009,-122.58342,Chambers Bay Park,nonachlor3,-0.825809199,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,opDDD,-0.825809199,ng/g,U,ddt
47.2009,-122.58342,Chambers Bay Park,opDDE,-0.825809199,ng/g,U,ddt
47.2009,-122.58342,Chambers Bay Park,opDDT,-0.825809199,ng/g,U,ddt
47.2009,-122.58342,Chambers Bay Park,Oxychlordane,-0.825809199,ng/g,U,chlordane
47.2009,-122.58342,Chambers Bay Park,PCB011,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB017,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB018,1.29770017,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB028,1.592632027,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB031,1.769591141,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB033,1.238713799,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB044,0.884795571,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB049,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB052,1.415672913,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB066,0.943781942,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB070,1.415672913,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB074,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB082,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB087,1.002768313,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB095,1.474659284,ng/g,D,pcb
47.2009,-122.58342,Chambers Bay Park,PCB099,1.415672913,ng/g,D,pcb
47.2009,-122.58342,Chambers Bay Park,PCB101,2.654386712,ng/g,D,pcb
47.2009,-122.58342,Chambers Bay Park,PCB105,1.474659284,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB110,2.536413969,ng/g,"D,B,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB118,2.890332198,ng/g,"D,B",pcb
47.2009,-122.58342,Chambers Bay Park,PCB128,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB138,4.188032368,ng/g,"D,B",pcb
47.2009,-122.58342,Chambers Bay Park,PCB149,2.241482112,ng/g,D,pcb
47.2009,-122.58342,Chambers Bay Park,PCB151,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB153,3.893100511,ng/g,"D,B",pcb
47.2009,-122.58342,Chambers Bay Park,PCB156,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB158,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB170,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB171,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB177,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB180,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB183,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB187,1.061754685,ng/g,"D,LOQ",pcb
47.2009,-122.58342,Chambers Bay Park,PCB191,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB194,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB195,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB198,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB199,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB205,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB206,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB208,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,PCB209,-0.825809199,ng/g,U,pcb
47.2009,-122.58342,Chambers Bay Park,perylene,2.595400341,ng/g,"D,LOQ",hmw
47.2009,-122.58342,Chambers Bay Park,phenanthrene,15.33645656,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,ppDDD,-0.825809199,ng/g,U,ddt
47.2009,-122.58342,Chambers Bay Park,ppDDE,1.651618399,ng/g,D,ddt
47.2009,-122.58342,Chambers Bay Park,ppDDT,-0.766822828,ng/g,U,ddt
47.2009,-122.58342,Chambers Bay Park,pyrene,9.437819421,ng/g,D,hmw
47.2009,-122.58342,Chambers Bay Park,Retene,23.00468484,ng/g,D,lmw
47.2009,-122.58342,Chambers Bay Park,trans_Nonachlor,-0.825809199,ng/g,U,chlordane
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",1_7_dimethylphenanthrene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",2_3_5_trimethylnaphthalene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",2_6_dimethylnaphthalene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",2_methylnaphthalene,-3.501275531,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",3_methylphenanthrene,5.795214673,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",9_methylphenanthrene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",acenaphthene,-3.68237599,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",acenaphthylene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",aldrin,-0.905502293,ng/g,U,pesticide
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",alpha_chlordane,-0.905502293,ng/g,U,chlordane
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",alpha_hexachlorocyclohexane,-0.845135473,ng/g,U,hch
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",anthracene,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE028,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE047,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE049,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE066,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE085,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE099,-0.965869112,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE100,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE153,-0.905502293,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE154,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE155,-1.026235932,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",BDE183,-0.845135473,ng/g,U,pbde
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benz_a_anthracene,9.055022926,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benzo_a_pyrene,-3.501275531,ng/g,U,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benzo_b_fluoranthene,5.312280117,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benzo_e_pyrene,4.768978741,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benzo_ghi_perylene,-3.440908712,ng/g,U,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",benzo_k_fluoranthene,5.795214673,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",beta_chlordane,-1.026235932,ng/g,U,chlordane
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",beta_hexachlorocyclohexane,0.845135473,ng/g,D,hch
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",Br5DE04,-1.026235932,ng/g,U,pbde_congener
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",Br5DE05,-1.026235932,ng/g,U,pbde_congener
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",Br6DE01,-1.026235932,ng/g,U,pbde_congener
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",Br7DE01,-0.845135473,ng/g,U,pbde_congener
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_benzanthracenes_chrysenes,5.855581492,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_dibenzothiophenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_fluoranthenes_pyrenes,10.26235932,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_fluorenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_naphthalenes,-3.501275531,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C1_phenanthrenes_anthracenes,19.92105044,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_benzanthracenes_chrysenes,7.847686536,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_dibenzothiophenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_fluoranthenes_pyrenes,8.451354731,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_fluorenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_naphthalenes,9.055022926,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C2_phenanthrenes_anthracenes,25.35406419,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_benzanthracenes_chrysenes,6.640350146,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_dibenzothiophenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_fluoranthenes_pyrenes,14.48803668,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_fluorenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_naphthalenes,14.48803668,ng/g,"D,B",lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C3_phenanthrenes_anthracenes,19.92105044,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C4_benzanthracenes_chrysenes,-2.233572322,ng/g,U,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C4_dibenzothiophenes,-3.62200917,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C4_fluoranthenes_pyrenes,4.286044185,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C4_naphthalenes,7.244018341,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",C4_phenanthrenes_anthracenes,19.31738224,ng/g,D,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",chrysene,13.88436849,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",cis_nonachlor,-1.026235932,ng/g,U,chlordane
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",dibenz_ah_anthracene,-3.501275531,ng/g,U,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",dibenzothiophene,-3.561642351,ng/g,U,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",dieldrin,-0.784768654,ng/g,U,pesticide
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",Endosulfan_1,-0.905502293,ng/g,U,pesticide
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",fluoranthene,35.61642351,ng/g,D,hmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",fluorene,-3.561642351,ng/g,U,lmw
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",gamma_hexachlorocyclohexane,-0.845135473,ng/g,U,hch
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",heptachlor,-0.905502293,ng/g,U,chlordane
48.820783,-122.710133,"Cherry Point Aquatic Reserve, Conoco Phillips",heptachlor_epoxide,-0.905502293,ng/g,U,chlordane
