"Comparison","Z","P.unadj","P.adj"
"1 - 2",1.68257268404794,0.0924578433586971,0.231144608396743
"1 - 3",-0.207171882147293,0.835875625725814,0.835875625725814
"2 - 3",-1.81591127099481,0.0693839840802092,0.231279946934031
"1 - 4",-0.681550634753224,0.495523138829305,0.619403923536631
"2 - 4",-2.44486899363055,0.0144904766740764,0.0724523833703819
"3 - 4",-0.436455984948057,0.662505927239567,0.736117696932852
"1 - 5",-1.50141269962736,0.133248851188583,0.266497702377166
"2 - 5",-3.1896190704635,0.00142460438539152,0.0142460438539152
"3 - 5",-1.23497127965754,0.216841193186373,0.361401988643955
"4 - 5",-0.880887548824262,0.378378687334863,0.540540981906947
