"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.0357897241113022,0.971450026790427,0.971450026790427
"1 - 3",-3.42838761631954,0.000607177866053239,0.00182153359815972
"2 - 3",-3.30618196359019,0.000945766473484074,0.00189153294696815
"1 - 4",1.92849246741014,0.0537939002823961,0.0806908504235942
"2 - 4",1.89617002079897,0.0579375660047929,0.0695250792057515
"3 - 4",4.34169381768662,1.4138847590038e-05,8.48330855402282e-05
