"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.86928322405111,0.384692236405897,0.641153727343162
"1 - 3",1.44316054707256,0.148975250505445,0.496584168351484
"2 - 3",2.08792607134799,0.0368045039796343,0.368045039796343
"1 - 4",0.594610118824589,0.552104114629284,0.61344901625476
"2 - 4",1.24501448816444,0.213126424668149,0.532816061670372
"3 - 4",-0.659481947481684,0.509586334771962,0.636982918464953
"1 - 5",-0.735458928702852,0.462060044417128,0.660085777738754
"2 - 5",-0.0166288870304317,0.986732679224235,0.986732679224235
"3 - 5",-1.83172892469539,0.0669918170483174,0.334959085241587
"4 - 5",-1.11343253051035,0.265522710208188,0.531045420416377
