"Comparison","Z","P.unadj","P.adj"
"1 - 2",0.445423370303114,0.656013826322162,0.656013826322162
"1 - 3",-0.518580403203325,0.604053377757531,0.67117041973059
"2 - 3",-0.860764857048921,0.389367564061047,0.486709455076309
"1 - 4",1.89617002079897,0.0579375660047929,0.0965626100079882
"2 - 4",1.45938167951626,0.144460085570323,0.206371550814747
"3 - 4",2.08614018459507,0.0369659265852947,0.0739318531705895
"1 - 5",-3.10582109429477,0.00189751481944345,0.00632504939814483
"2 - 5",-3.30770298998785,0.000940645134217676,0.00470322567108838
"3 - 5",-2.28959984979168,0.022044523715375,0.0551113092884375
"4 - 5",-4.18484064360089,2.85366220442503e-05,0.000285366220442503
