"","Aiston Preserve","Arroyo Beach","Blair Waterway","Blair Waterway #2","Brackenwood Ln","Broad Spit (Fisherman's Point)","Browns Point Lighthouse","Cap Sante","Chambers Bay Park","Cherry Point Aquatic Reserve, Conoco Phillips","Chimacum Creek delta","Chuckanut, Clark's Point","Comm Bay Skookum","Comm Bay, Dick Gilmur Launch","Comm Bay, Milwaukee Waterway","Des Moines Marina","Discovery Bay","Donkey Creek Delta","Eagle Harbor Dr","Eastsound, Fishing Bay","Edmonds Ferry","Edmonds Marina","Eld Inlet","Elliot Bay Myrtle Edwards","Elliott Bay, Harbor Island, Pier 17","Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay","Friday Harbor","Gig Harbor Boat Launch","Hood Canal Holly","Jamestown","Kingston Marina","Kitsap St Boat Launch","Kopachuck State Park","Lions Park","Locust Beach","Madrona Pont","Manchester, Stormwater Outfall","Maple Hollow Park","Maristone Island","Meyer's Point - Henderson Inlet","Miller Creek","Minter Bay","Mukilteo","N Avenue Park","North Camano","Oak Bay County Park","Penn Cove Reference","Pennrose Point State Park","Point Defiance Ferry","Port Angeles Yacht Club","Purdy - Dexters","Purdy, Burley Lagoon","Raft Island Park","Reach Island","Rich Passage","Rocky Point","S of Skunk Island","Salmon Bay, Commodore Park","Salmon Beach","Seattle Aquarium, Pier 59","Shilshole Bay","Silverdale, Dyes Inlet","Skiff Point","Smith Cove, Terminal 91","Squaxin Island","Suquamish Stormwater Outfall","Thea Foss Waterway","Three Tree Point","Tulalip Bay","Tulalip Reservation","West Bay Park"
"Jamestown",0.649607594936709,0.486953664700927,0.323695481335953,0.547086402266289,0.299161392405063,0.552351738241309,0.302766961651917,0.820444600938967,0.302766961651917,0.573426587301587,0.595455527318933,0.75850931051837,0.299161392405063,0.691021727322107,0.299161392405063,0.299161392405063,0.645482598607889,0.878297202797203,0.323695481335953,0.964120015485869,0.299161392405063,0.347747795414462,0.341898734177215,0.410552,0.299161392405063,0.299161392405063,1,0.299161392405063,0.299161392405063,0.691021727322107,0.299161392405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kingston Marina",0.884131962296487,0.822921495327103,0.600981036662453,0.826938860583604,0.299161392405063,0.385857142857143,0.591384122919334,0.868093280282935,0.923997125256674,0.531409763313609,0.398671586715867,0.408661938534279,0.960145687645688,0.506299918500408,0.634581991651759,0.620655319148936,0.58256862745098,0.389764556962025,0.323695481335953,0.506299918500408,0.727029733959311,0.61431891223733,0.620655319148936,0.299161392405063,0.362121451104101,0.950154150197628,0.475957465277778,0.371038404726736,0.99894448612153,0.617843425076453,0.323695481335953,0.362121451104101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitsap St Boat Launch",0.709281167108753,0.524907421576129,0.552351738241309,0.604193446754883,0.68526194398682,0.848430322287789,0.371038404726736,0.783778212017587,0.46669024171889,0.637513079667063,0.941732107157137,0.959676677067083,0.403037304452467,0.783607142857143,0.362121451104101,0.418976215098242,0.691021727322107,1,0.704987110633727,1,0.362121451104101,0.387988950276243,0.499268942547877,0.875520997375328,0.299161392405063,0.440065365853659,0.898442671146577,0.299161392405063,0.332659926470588,0.751881424936387,0.521134117647059,0.873922504378284,0.418976215098242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kopachuck State Park",0.661438068181818,0.504067712634187,0.410625,0.504067712634187,0.299161392405063,0.323695481335953,0.712664907651715,0.644592549476135,0.960145687645688,0.431728271728272,0.410552,0.362121451104101,0.785935984481086,0.398671586715867,0.904468475991649,0.824331168831169,0.463930755395683,0.362121451104101,0.323695481335953,0.412067928730512,0.884131962296487,0.711769353128314,0.730379615184607,0.299161392405063,0.62052224253504,0.737521895929933,0.38422676056338,0.419599794238683,0.586563068920676,0.439143976493634,0.323695481335953,0.299161392405063,0.647114583333333,0.362121451104101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lions Park",0.744195484864033,0.627076178960097,0.518763492063492,0.534675675675676,0.299161392405063,0.323695481335953,0.709281167108753,0.748436605316973,0.950154150197628,0.408661938534279,0.405632896305125,0.362121451104101,0.888094307561597,0.506299918500408,0.829352697095436,0.730379615184607,0.511883064516129,0.391696090794451,0.323695481335953,0.409806896551724,0.853520842671448,0.616279827798278,0.686319672131148,0.299161392405063,0.453949579831933,0.883602852203976,0.415765283842795,0.369610526315789,0.743572675911659,0.452296121097446,0.323695481335953,0.299161392405063,0.824012575687005,0.389764556962025,0.880786365610074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Locust Beach",0.560823844608171,0.421686734693878,0.299161392405063,0.398671586715867,0.472615923009624,0.976339984650806,0.422717479674797,0.738152856407617,0.299161392405063,0.323695481335953,0.720644957983193,0.798522759942501,0.299161392405063,0.418976215098242,0.304447976878613,0.299161392405063,0.533432571849668,0.782879352623835,0.588769081500647,0.799051220679751,0.299161392405063,0.331966480446927,0.410625,0.941732107157137,0.299161392405063,0.323695481335953,0.580175507531107,0.299161392405063,0.299161392405063,0.545598144182727,0.299161392405063,0.439143976493634,0.323695481335953,0.853520842671448,0.329264761904762,0.323695481335953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madrona Pont",0.637691715976331,0.536661572052402,0.425612121212121,0.547086402266289,0.299161392405063,0.344198230088496,0.857709245198749,0.70791759702286,0.959510172143975,0.389764556962025,0.299161392405063,0.323695481335953,0.867666371681416,0.457168344007319,0.950154150197628,0.787955007256894,0.403037304452467,0.405632896305125,0.299161392405063,0.409806896551724,0.828489391143912,0.659456930975471,0.756171198388721,0.299161392405063,0.57315649867374,0.752107723577236,0.413024202420242,0.418976215098242,0.736636363636364,0.413024202420242,0.323695481335953,0.299161392405063,0.7301140625,0.362121451104101,1,0.898442671146577,0.299161392405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester, Stormwater Outfall",0.56721,0.533849375459221,0.611261221945137,0.545226914817466,0.299161392405063,0.372825256975037,1,0.552351738241309,0.923997125256674,0.506299918500408,0.38422676056338,0.411350503919373,0.662681895093063,0.529647633358377,0.9739433089086,0.888078689919183,0.542914572864322,0.457168344007319,0.331966480446927,0.435042490118577,0.976339984650806,0.658667618503712,0.809144079885877,0.299161392405063,0.77475702316412,0.70791759702286,0.524907421576129,0.546334279630944,0.617843425076453,0.521282490272374,0.362121451104101,0.323695481335953,0.617181818181818,0.431728271728272,0.941553413654618,0.785935984481086,0.323695481335953,0.941732107157137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maple Hollow Park",0.701123043712898,0.548194503171247,0.595455527318933,0.655912943871707,0.412067928730512,0.440065365853659,0.888878710771841,0.671852990497485,0.807595135908441,0.552351738241309,0.418976215098242,0.456436397400186,0.954042386185243,0.852434625788999,0.809144079885877,0.882817120622568,0.633727164179104,0.785935984481086,0.409806896551724,0.499268942547877,0.850314814814815,0.785935984481086,0.904468475991649,0.389764556962025,0.937528149048198,0.811195641875888,0.712664907651715,0.969188489764388,0.617843425076453,0.602307643714466,0.472615923009624,0.418976215098242,0.745819159836066,0.517852824184566,0.879532258064516,0.852563848920863,0.411350503919373,0.879969117007394,0.884131962296487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maristone Island",1,1,0.975851866102347,0.977681557846506,0.366446646341463,0.506299918500408,0.521134117647059,1,0.657500571428571,0.894642225031606,0.620388515577276,0.662279096045198,0.84506048203729,0.863936028431808,0.542914572864322,0.472615923009624,0.927291632485644,0.707679295624333,0.443604470359572,0.67525,0.535475218658892,0.410625,0.529647633358377,0.507260975609756,0.331966480446927,0.785935984481086,0.817055686644644,0.299161392405063,0.866810283687943,0.921938353330575,0.389764556962025,0.676372299168975,0.871864295125165,0.670718120805369,0.540591733139957,0.647114583333333,0.61431891223733,0.637691715976331,0.57315649867374,0.542914572864322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyer's Point - Henderson Inlet",0.534263736263736,0.393055970149254,0.299161392405063,0.389764556962025,0.6403779342723,1,0.389764556962025,0.70791759702286,0.299161392405063,0.323695481335953,0.783435570798628,0.750431052093973,0.299161392405063,0.452296121097446,0.300111111111111,0.299161392405063,0.475957465277778,0.714761201897733,0.722623560209424,0.754751389590702,0.299161392405063,0.323695481335953,0.400878345498783,0.872703638754932,0.304447976878613,0.299161392405063,0.586563068920676,0.299161392405063,0.299161392405063,0.521134117647059,0.389764556962025,0.435988188976378,0.371038404726736,0.854853822083147,0.358874125874126,0.371038404726736,0.946964143426295,0.299161392405063,0.362946875,0.389764556962025,0.552351738241309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller Creek",0.362946875,0.299161392405063,0.299161392405063,0.323695481335953,0.302766961651917,0.299161392405063,0.547835335689046,0.403037304452467,0.604193446754883,0.299161392405063,0.300111111111111,0.299161392405063,0.516018385291767,0.389764556962025,0.413719912472648,0.552351738241309,0.299161392405063,0.378534306569343,0.302766961651917,0.299161392405063,0.506299918500408,0.923997125256674,0.625821536600121,0.299161392405063,0.617181818181818,0.385317482517482,0.369610526315789,0.691021727322107,0.299161392405063,0.299161392405063,0.351272407732865,0.299161392405063,0.362121451104101,0.299161392405063,0.533849375459221,0.425612121212121,0.299161392405063,0.484206457094308,0.524262422360248,0.888109885447603,0.299161392405063,0.299161392405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minter Bay",0.472615923009624,0.389764556962025,0.302766961651917,0.389764556962025,0.299161392405063,0.299161392405063,1,0.524965701219512,1,0.299161392405063,0.299161392405063,0.299161392405063,0.521282490272374,0.323695481335953,0.921938353330575,0.954353333333333,0.366446646341463,0.323695481335953,0.299161392405063,0.366446646341463,0.976339984650806,0.787955007256894,0.867238706820195,0.299161392405063,0.737269865841073,0.506299918500408,0.323695481335953,0.516018385291767,0.389764556962025,0.362121451104101,0.299161392405063,0.299161392405063,0.529647633358377,0.323695481335953,0.82182325363338,0.676001112347052,0.299161392405063,0.869712455830389,0.936478102189781,0.938861929753734,0.472615923009624,0.299161392405063,0.542541907514451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mukilteo",0.486953664700927,0.409806896551724,0.409434782608696,0.42459939148073,0.299161392405063,0.329390243902439,0.927291632485644,0.524907421576129,1,0.389764556962025,0.299161392405063,0.323695481335953,0.611261221945137,0.457168344007319,0.82231850117096,0.992059022556391,0.389764556962025,0.389764556962025,0.299161392405063,0.389764556962025,0.960448757763975,0.790663456909003,0.901088013411568,0.299161392405063,0.939573042776432,0.524907421576129,0.389764556962025,0.676372299168975,0.413719912472648,0.3954317617866,0.323695481335953,0.299161392405063,0.521134117647059,0.323695481335953,0.75066037735849,0.657083571837436,0.299161392405063,0.767865336658354,0.824331168831169,0.923733085808581,0.417347116430903,0.299161392405063,0.573426587301587,0.881193926247289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N Avenue Park",0.6479907727797,0.535475218658892,0.44843857965451,0.486953664700927,0.299161392405063,0.329264761904762,0.851150338600451,0.659868451025057,0.976626917177914,0.389764556962025,0.299161392405063,0.324538759689922,0.751271523178808,0.477331896551724,0.938196118075212,0.748436605316973,0.457168344007319,0.389764556962025,0.314605113636364,0.432697512437811,0.879121291448517,0.650039632395175,0.738782519280206,0.299161392405063,0.503083609271523,0.777983751846381,0.432697512437811,0.405632896305125,0.612563239875389,0.435988188976378,0.323695481335953,0.299161392405063,0.69642,0.389764556962025,0.99203710715638,0.896540859309183,0.299161392405063,0.959676677067083,0.860175735950045,0.860175735950045,0.650039632395175,0.299161392405063,0.410552,0.783778212017587,0.705301340482574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Camano",0.590734838709677,0.404341317365269,0.545598144182727,0.517852824184566,0.299161392405063,0.323695481335953,0.893486692015209,0.592944479897894,0.756171198388721,0.400515931372549,0.299161392405063,0.323695481335953,0.871060632688928,0.592944479897894,0.788117874396135,0.918654069767442,0.511883064516129,0.500268272425249,0.299161392405063,0.453564150943396,0.869752977503308,0.824012575687005,0.884131962296487,0.299161392405063,0.977681557846506,0.725346917450366,0.531409763313609,0.992059022556391,0.499268942547877,0.460006375227687,0.393055970149254,0.299161392405063,0.665771476698484,0.409806896551724,0.831172493100276,0.818561882352941,0.323695481335953,0.867238706820195,0.870216549295775,0.95084591070723,0.484853513971211,0.299161392405063,0.830215207373272,0.944164405426975,0.941732107157137,0.879532258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bay County Park",0.542914572864322,0.431728271728272,0.299161392405063,0.362121451104101,0.430751253761284,1,0.404341317365269,0.722623560209424,0.299161392405063,0.323695481335953,0.681950385887541,0.792120192307692,0.299161392405063,0.435042490118577,0.299161392405063,0.299161392405063,0.453564150943396,0.77475702316412,0.57212416998672,0.80216212338594,0.304447976878613,0.327867052023121,0.418976215098242,0.901842061164642,0.299161392405063,0.299161392405063,0.557378213802436,0.299161392405063,0.299161392405063,0.542914572864322,0.362121451104101,0.415765283842795,0.362121451104101,0.884131962296487,0.323695481335953,0.323695481335953,0.956405797101449,0.299161392405063,0.323695481335953,0.410625,0.584952380952381,0.976626917177914,0.299161392405063,0.299161392405063,0.299161392405063,0.299161392405063,0.299161392405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn Cove Reference",0.560823844608171,0.413024202420242,0.299161392405063,0.417347116430903,0.659868451025057,1,0.372825256975037,0.691021727322107,0.299161392405063,0.38422676056338,0.826938860583604,0.77475702316412,0.299161392405063,0.457168344007319,0.309570200573066,0.299161392405063,0.514993563958166,0.752107723577236,0.725999478079332,0.824331168831169,0.299161392405063,0.362121451104101,0.418976215098242,0.91645087427144,0.299161392405063,0.323695481335953,0.606832599118943,0.299161392405063,0.299161392405063,0.521134117647059,0.400515931372549,0.499268942547877,0.380256894049347,0.828489391143912,0.366446646341463,0.389002717391304,0.937193352249696,0.299161392405063,0.343675627240143,0.418976215098242,0.548194503171247,0.99203710715638,0.302766961651917,0.299161392405063,0.299161392405063,0.299161392405063,0.333941818181818,0.9739433089086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pennrose Point State Park",0.600981036662453,0.463167870036101,0.418976215098242,0.474149344978166,0.299161392405063,0.329390243902439,0.888078689919183,0.62052224253504,0.957771428571429,0.410625,0.36198969072165,0.383120567375887,0.631907618476305,0.421686734693878,0.98433244478294,0.854853822083147,0.409806896551724,0.361699130434783,0.323695481335953,0.389002717391304,0.950154150197628,0.768063247011952,0.824331168831169,0.299161392405063,0.712664907651715,0.696134020618557,0.393055970149254,0.497255230125523,0.529647633358377,0.389002717391304,0.323695481335953,0.299161392405063,0.588163318211277,0.351272407732865,0.888078689919183,0.781763636363636,0.323695481335953,0.930809543230016,0.99203710715638,0.888094307561597,0.515507618283881,0.324538759689922,0.517350359138069,0.936478102189781,0.824012575687005,0.886464270432178,0.879969117007394,0.323695481335953,0.365454121306376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Point Defiance Ferry",0.521282490272374,0.366446646341463,0.299161392405063,0.323695481335953,0.627570911285456,0.992059022556391,0.404341317365269,0.645482598607889,0.299161392405063,0.299161392405063,0.546334279630944,0.661438068181818,0.299161392405063,0.36198969072165,0.299161392405063,0.299161392405063,0.463930755395683,0.637513079667063,0.832508497932935,0.756171198388721,0.299161392405063,0.332659926470588,0.409806896551724,0.643769813519813,0.299161392405063,0.299161392405063,0.50862987012987,0.299161392405063,0.299161392405063,0.504631275720165,0.380256894049347,0.299161392405063,0.323695481335953,0.837173773498395,0.333941818181818,0.323695481335953,0.774197524752475,0.300111111111111,0.323695481335953,0.412067928730512,0.542541907514451,0.923997125256674,0.302766961651917,0.299161392405063,0.299161392405063,0.299161392405063,0.299161392405063,0.81004325095057,0.884131962296487,0.323695481335953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Angeles Yacht Club",0.843293072014585,0.815275862068966,0.824012575687005,0.788117874396135,0.319554929577465,0.344198230088496,0.590734838709677,0.850178894927536,0.799051220679751,0.631803367408298,0.409806896551724,0.408661938534279,0.992059022556391,0.686319672131148,0.673366982710541,0.583952318745918,0.701445043103448,0.524907421576129,0.302766961651917,0.545598144182727,0.665771476698484,0.418976215098242,0.558764824797844,0.323695481335953,0.410625,0.968893699265559,0.574718708827405,0.323695481335953,0.964792182662539,0.647179561200924,0.323695481335953,0.362946875,0.968598452611219,0.472253345227475,0.752715228426396,0.880760869565217,0.371038404726736,0.73128734439834,0.664604166666667,0.616279827798278,0.772480635551142,0.362946875,0.323695481335953,0.553769178547183,0.531409763313609,0.797993285371703,0.529647633358377,0.362121451104101,0.362121451104101,0.64503834979663,0.333941818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy - Dexters",0.992059022556391,0.962473439317565,0.888015818725951,0.950154150197628,0.299161392405063,0.371038404726736,0.418976215098242,1,0.882794372294372,0.516018385291767,0.302766961651917,0.389002717391304,0.524907421576129,0.624442354368932,0.455196461824953,0.552351738241309,0.798522759942501,0.418976215098242,0.299161392405063,0.591332904056664,0.521134117647059,0.472615923009624,0.591384122919334,0.299161392405063,0.299161392405063,0.611261221945137,0.531409763313609,0.299161392405063,0.591384122919334,0.700421393841167,0.299161392405063,0.362121451104101,0.75392654508612,0.526222222222222,0.472615923009624,0.560823844608171,0.302766961651917,0.457168344007319,0.60717532874139,0.676372299168975,0.996012767555389,0.299161392405063,0.299161392405063,0.323695481335953,0.411350503919373,0.533432571849668,0.553769178547183,0.299161392405063,0.323695481335953,0.433659068384539,0.319554929577465,0.858532142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Burley Lagoon",0.880786365610074,0.826453407510431,0.846362397820163,0.884131962296487,0.409806896551724,0.627570911285456,0.389764556962025,0.880786365610074,0.637780401416765,0.920515151515151,0.592944479897894,0.65121699196326,0.529647633358377,0.960145687645688,0.418976215098242,0.472615923009624,1,0.774197524752475,0.418976215098242,0.809144079885877,0.463167870036101,0.484853513971211,0.548194503171247,0.472253345227475,0.299161392405063,0.546334279630944,0.850314814814815,0.329390243902439,0.524965701219512,1,0.362121451104101,0.706682182985554,0.659868451025057,0.657500571428571,0.479247200689061,0.518763492063492,0.533849375459221,0.552351738241309,0.521282490272374,0.613481642812694,0.888094307561597,0.529647633358377,0.323695481335953,0.366446646341463,0.451025763358779,0.421686734693878,0.460006375227687,0.514993563958166,0.476647058823529,0.448428571428571,0.433659068384539,0.701123043712898,0.824331168831169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raft Island Park",0.938529292929293,0.869752977503308,0.936478102189781,0.923997125256674,0.383120567375887,0.472615923009624,0.44843857965451,0.959981293842557,0.723280334728034,0.897304457527334,0.552685927940177,0.552351738241309,0.566542418169673,0.882794372294372,0.418464788732394,0.486953664700927,0.879121291448517,0.637691715976331,0.389002717391304,0.7301140625,0.480177777777778,0.418976215098242,0.55845,0.472615923009624,0.299161392405063,0.591384122919334,0.772480635551142,0.299161392405063,0.586563068920676,0.869752977503308,0.366446646341463,0.617843425076453,0.704987110633727,0.586563068920676,0.476647058823529,0.540591733139957,0.524965701219512,0.419599794238683,0.56721,0.637691715976331,0.941274044265593,0.501678275290216,0.362946875,0.398671586715867,0.409434782608696,0.506299918500408,0.520983399209486,0.550762569832402,0.518763492063492,0.453949579831933,0.453949579831933,0.773626362735382,0.923997125256674,0.959676677067083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reach Island",0.811195641875888,0.810171808258187,0.574718708827405,0.723280334728034,0.362121451104101,0.323695481335953,0.64503834979663,0.852563848920863,0.950154150197628,0.418976215098242,0.389764556962025,0.389002717391304,0.99203710715638,0.541372648335745,0.760673192771084,0.641210433763189,0.521134117647059,0.427476814516129,0.361699130434783,0.453949579831933,0.763002007024586,0.552351738241309,0.631907618476305,0.323695481335953,0.380256894049347,0.994731304021045,0.4588,0.362121451104101,0.941553413654618,0.529647633358377,0.332659926470588,0.323695481335953,0.976339984650806,0.418464788732394,0.69642,0.830312011044639,0.389764556962025,0.755953101361573,0.690713740458015,0.785935984481086,0.841982199908718,0.409806896551724,0.389764556962025,0.581563481675393,0.508757477768795,0.786102179176756,0.696134020618557,0.408661938534279,0.362946875,0.642040983606557,0.38422676056338,0.992059022556391,0.6403779342723,0.574073927392739,0.521282490272374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rich Passage",0.936478102189781,0.944164405426975,0.991051330798479,0.944164405426975,0.389764556962025,0.552685927940177,0.673366982710541,0.861816399286988,0.712664907651715,0.921938353330575,0.67525,0.67525,0.938196118075212,0.923733085808581,0.678988925802879,0.548906797477225,0.923997125256674,0.807595135908441,0.422717479674797,0.768642786069652,0.686319672131148,0.545226914817466,0.548551651440618,0.453949579831933,0.418976215098242,0.921938353330575,0.917193508114856,0.366446646341463,0.948680588703262,0.899199412258606,0.418976215098242,0.661030165054069,0.95104135486412,0.68889513926816,0.704987110633727,0.838881355932203,0.524907421576129,0.691021727322107,0.645482598607889,0.750431052093973,0.960145687645688,0.529647633358377,0.387988950276243,0.558764824797844,0.541372648335745,0.722623560209424,0.681950385887541,0.548906797477225,0.542914572864322,0.64503834979663,0.457168344007319,0.884131962296487,0.977111281070746,0.865951154529307,0.940614268440145,0.918654069767442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocky Point",0.772480635551142,0.63862087264151,0.718940557601263,0.765935097353969,0.362121451104101,0.449735885167464,0.974233526011561,0.765935097353969,0.931493078175896,0.669581980973699,0.546334279630944,0.546334279630944,0.95104135486412,0.783607142857143,0.930809543230016,0.99203710715638,0.676372299168975,0.655912943871707,0.389764556962025,0.586563068920676,0.941553413654618,0.783778212017587,0.992059022556391,0.389764556962025,0.99203710715638,0.903344481605351,0.705992501339047,0.930809543230016,0.818561882352941,0.637691715976331,0.443604470359572,0.408661938534279,0.841436870997255,0.504631275720165,0.950154150197628,0.923733085808581,0.521134117647059,0.938529292929293,0.933651891012607,0.810171808258187,0.647114583333333,0.529647633358377,0.686319672131148,0.977111281070746,0.976339984650806,0.942435251798561,0.755734343434343,0.482731914893617,0.463167870036101,0.941732107157137,0.389002717391304,0.748436605316973,0.751271523178808,0.68999344978166,0.663456901408451,0.822812821712681,0.814769739952719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S of Skunk Island",0.870176729836933,0.897304457527334,0.930809543230016,0.95104135486412,0.409806896551724,0.706682182985554,0.463167870036101,0.930809543230016,0.817558698727016,0.977111281070746,0.823798692199907,0.77703645320197,0.712664907651715,0.954042386185243,0.521134117647059,0.552351738241309,0.992059022556391,0.903344481605351,0.531409763313609,0.77475702316412,0.57212416998672,0.712664907651715,0.607004394224733,0.616134401972873,0.362121451104101,0.637513079667063,0.954042386185243,0.36198969072165,0.69642,0.992059022556391,0.472615923009624,0.785935984481086,0.759698643897539,0.82231850117096,0.546334279630944,0.570431045969354,0.685991771804718,0.571469061876247,0.587173913043478,0.852434625788999,0.960145687645688,0.61431891223733,0.429766364551863,0.453949579831933,0.464688172043011,0.534263736263736,0.647114583333333,0.669581980973699,0.704987110633727,0.529125284738041,0.573426587301587,0.785935984481086,0.930540916530278,0.959676677067083,0.977681557846506,0.69642,0.884131962296487,0.738782519280206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon Bay, Commodore Park",0.961124175397749,0.928365014338386,0.95104135486412,1,0.36198969072165,0.389764556962025,0.408661938534279,1,0.824331168831169,0.69642,0.383120567375887,0.476647058823529,0.579165245901639,0.724314166231051,0.499268942547877,0.531409763313609,0.884131962296487,0.529647633358377,0.362121451104101,0.587173913043478,0.529125284738041,0.464688172043011,0.627570911285456,0.344198230088496,0.299161392405063,0.593531847133758,0.62052224253504,0.299161392405063,0.659456930975471,0.89194750211685,0.323695481335953,0.442269005847953,0.737521895929933,0.548551651440618,0.463930755395683,0.520081616481775,0.445363724539282,0.526222222222222,0.548551651440618,0.681950385887541,0.948680588703262,0.389764556962025,0.323695481335953,0.362121451104101,0.456436397400186,0.520983399209486,0.531409763313609,0.409434782608696,0.389002717391304,0.451449192782526,0.378534306569343,0.810684210526316,0.980965320121951,0.849725294650952,0.946265045834994,0.662279096045198,0.955722178683386,0.720644957983193,0.941553413654618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
