"metric","x","y","pred","pred_var"
"ibr_combined",-13648185.1803574,5967626.87278628,4.39682699683038,5.23668823542778
"ibr_combined",-13646185.1803574,5967626.87278628,4.36298070420453,5.25461523816761
"ibr_combined",-13700185.1803574,5969626.87278628,5.05136677870666,5.82778694642039
"ibr_combined",-13698185.1803574,5969626.87278628,5.03946075086883,5.7322283653566
"ibr_combined",-13696185.1803574,5969626.87278628,5.02844366920586,5.64027554992716
"ibr_combined",-13694185.1803574,5969626.87278628,5.01855262920043,5.55218205831118
"ibr_combined",-13692185.1803574,5969626.87278628,5.00993954298173,5.46799093643316
"ibr_combined",-13690185.1803574,5969626.87278628,5.00263600271852,5.38750567005463
"ibr_combined",-13688185.1803574,5969626.87278628,4.9965414287407,5.31034607232939
"ibr_combined",-13686185.1803574,5969626.87278628,4.99140504001366,5.23614303337212
"ibr_combined",-13684185.1803574,5969626.87278628,4.98655401144859,5.16519827325685
"ibr_combined",-13682185.1803574,5969626.87278628,4.97778693996517,5.10334060402938
"ibr_combined",-13680185.1803574,5969626.87278628,4.94893437364129,5.07400745254116
"ibr_combined",-13678185.1803574,5969626.87278628,4.91097195241277,5.06108484029795
"ibr_combined",-13676185.1803574,5969626.87278628,4.87511831396723,5.05057753875087
"ibr_combined",-13674185.1803574,5969626.87278628,4.84398040782655,5.04169561532424
"ibr_combined",-13672185.1803574,5969626.87278628,4.81834828033082,5.03486106486296
"ibr_combined",-13670185.1803574,5969626.87278628,4.79740640397293,5.03012083986396
"ibr_combined",-13668185.1803574,5969626.87278628,4.77899491317021,5.0275092140522
"ibr_combined",-13666185.1803574,5969626.87278628,4.76014643386224,5.02832149039627
"ibr_combined",-13664185.1803574,5969626.87278628,4.7375540175037,5.03576644476576
"ibr_combined",-13662185.1803574,5969626.87278628,4.70919322465088,5.05154229462865
"ibr_combined",-13660185.1803574,5969626.87278628,4.67570422415886,5.07226087415162
"ibr_combined",-13658185.1803574,5969626.87278628,4.63854975005033,5.09347758766107
"ibr_combined",-13656185.1803574,5969626.87278628,4.59872884965465,5.11260606306105
"ibr_combined",-13654185.1803574,5969626.87278628,4.55695003479513,5.12854932616546
"ibr_combined",-13652185.1803574,5969626.87278628,4.51394699988088,5.14119947950261
"ibr_combined",-13650185.1803574,5969626.87278628,4.47071719256472,5.15143191167288
"ibr_combined",-13648185.1803574,5969626.87278628,4.4287452606986,5.16143180239177
"ibr_combined",-13646185.1803574,5969626.87278628,4.3899724540005,5.1746373156476
"ibr_combined",-13644185.1803574,5969626.87278628,4.35582578458773,5.19368931810207
"ibr_combined",-13700185.1803574,5971626.87278628,5.11626351758431,5.83937020965307
"ibr_combined",-13698185.1803574,5971626.87278628,5.10697077715981,5.74555247132689
"ibr_combined",-13696185.1803574,5971626.87278628,5.09853140231047,5.65484190371866
"ibr_combined",-13694185.1803574,5971626.87278628,5.09114325170493,5.56735714978962
"ibr_combined",-13692185.1803574,5971626.87278628,5.08495253075702,5.48305721008343
"ibr_combined",-13690185.1803574,5971626.87278628,5.08004089112996,5.40172801855474
"ibr_combined",-13688185.1803574,5971626.87278628,5.07643143695583,5.32301186925519
"ibr_combined",-13686185.1803574,5971626.87278628,5.07410727240641,5.2464932501354
"ibr_combined",-13684185.1803574,5971626.87278628,5.07296187894165,5.17194045062701
"ibr_combined",-13682185.1803574,5971626.87278628,5.07095285419479,5.10223293125329
"ibr_combined",-13680185.1803574,5971626.87278628,5.04227628826049,5.07516558627654
"ibr_combined",-13678185.1803574,5971626.87278628,5.00534172159523,5.06269428682392
"ibr_combined",-13676185.1803574,5971626.87278628,4.97119146242177,5.04996573900101
"ibr_combined",-13674185.1803574,5971626.87278628,4.94084528062903,5.03699300683689
"ibr_combined",-13672185.1803574,5971626.87278628,4.91448904078832,5.02407181915224
"ibr_combined",-13670185.1803574,5971626.87278628,4.8915235143529,5.01124470669015
"ibr_combined",-13668185.1803574,5971626.87278628,4.87060327443882,4.99859399265543
"ibr_combined",-13666185.1803574,5971626.87278628,4.84948280232352,4.98766112835932
"ibr_combined",-13664185.1803574,5971626.87278628,4.82350229198017,4.98595150890106
"ibr_combined",-13662185.1803574,5971626.87278628,4.78826767139812,5.00114909594183
"ibr_combined",-13660185.1803574,5971626.87278628,4.74738075916162,5.02292108915825
"ibr_combined",-13658185.1803574,5971626.87278628,4.70355423159499,5.04361406111362
"ibr_combined",-13656185.1803574,5971626.87278628,4.65750229495811,5.06084226781038
"ibr_combined",-13654185.1803574,5971626.87278628,4.60958958526931,5.07370961386754
"ibr_combined",-13652185.1803574,5971626.87278628,4.56028204548542,5.0819864208522
"ibr_combined",-13650185.1803574,5971626.87278628,4.51037145786137,5.08623574946851
"ibr_combined",-13648185.1803574,5971626.87278628,4.46142990931823,5.08874558659271
"ibr_combined",-13646185.1803574,5971626.87278628,4.416691440027,5.09548974284777
"ibr_combined",-13644185.1803574,5971626.87278628,4.37947634167508,5.11298782725279
"ibr_combined",-13642185.1803574,5971626.87278628,4.34831445676108,5.13799224841369
"ibr_combined",-13640185.1803574,5971626.87278628,4.32038632070674,5.16463315143193
"ibr_combined",-13702185.1803574,5973626.87278628,5.1879778432138,5.94726546598944
"ibr_combined",-13700185.1803574,5973626.87278628,5.18037680598301,5.85252306414427
"ibr_combined",-13698185.1803574,5973626.87278628,5.17336724714779,5.76038496874757
"ibr_combined",-13696185.1803574,5973626.87278628,5.16712355395963,5.67101287289381
"ibr_combined",-13694185.1803574,5973626.87278628,5.161790317815,5.58448802399074
"ibr_combined",-13692185.1803574,5973626.87278628,5.15745910258633,5.50080417700608
"ibr_combined",-13690185.1803574,5973626.87278628,5.15413997542305,5.41989824211428
"ibr_combined",-13688185.1803574,5973626.87278628,5.15170791551627,5.34176021423957
"ibr_combined",-13686185.1803574,5973626.87278628,5.14973735392814,5.26674955782256
"ibr_combined",-13684185.1803574,5973626.87278628,5.14686300341298,5.19663031493127
"ibr_combined",-13682185.1803574,5973626.87278628,5.1386165675562,5.137771384364
"ibr_combined",-13680185.1803574,5973626.87278628,5.11827971190171,5.09950656377701
"ibr_combined",-13678185.1803574,5973626.87278628,5.08983800864239,5.07530573744961
"ibr_combined",-13676185.1803574,5973626.87278628,5.06024482412468,5.0552101971918
"ibr_combined",-13674185.1803574,5973626.87278628,5.03213314271679,5.03586695059973
"ibr_combined",-13672185.1803574,5973626.87278628,5.0061692111497,5.01632406498138
"ibr_combined",-13670185.1803574,5973626.87278628,4.98216190170018,4.99615213581493
"ibr_combined",-13668185.1803574,5973626.87278628,4.95946838677706,4.97498137306612
"ibr_combined",-13666185.1803574,5973626.87278628,4.93725483533131,4.95245748182545
"ibr_combined",-13664185.1803574,5973626.87278628,4.91232501631418,4.93365921542558
"ibr_combined",-13662185.1803574,5973626.87278628,4.86700022139539,4.9574555534968
"ibr_combined",-13660185.1803574,5973626.87278628,4.81928970178015,4.98043552117535
"ibr_combined",-13658185.1803574,5973626.87278628,4.76974521040086,4.99984158271186
"ibr_combined",-13656185.1803574,5973626.87278628,4.71821055006793,5.01489814101796
"ibr_combined",-13654185.1803574,5973626.87278628,4.66472469597881,5.02492593037673
"ibr_combined",-13652185.1803574,5973626.87278628,4.6095305245182,5.02941692313545
"ibr_combined",-13650185.1803574,5973626.87278628,4.553080823027,5.02816785554875
"ibr_combined",-13648185.1803574,5973626.87278628,4.49625658736135,5.02183295868796
"ibr_combined",-13646185.1803574,5973626.87278628,4.44284454312126,5.01711220326009
"ibr_combined",-13644185.1803574,5973626.87278628,4.40428305820244,5.03684064264769
"ibr_combined",-13642185.1803574,5973626.87278628,4.37278277046049,5.06486399038103
"ibr_combined",-13640185.1803574,5973626.87278628,4.34317903796287,5.09055820071105
"ibr_combined",-13638185.1803574,5973626.87278628,4.31515306440799,5.11361721838834
"ibr_combined",-13636185.1803574,5973626.87278628,4.2888370347077,5.13516675859322
"ibr_combined",-13702185.1803574,5975626.87278628,5.24893900688438,5.95977925455716
"ibr_combined",-13700185.1803574,5975626.87278628,5.24338457498413,5.8668899016666
"ibr_combined",-13698185.1803574,5975626.87278628,5.2383418970525,5.77641655918527
"ibr_combined",-13696185.1803574,5975626.87278628,5.23393152584509,5.68849723620452
"ibr_combined",-13694185.1803574,5975626.87278628,5.23023384262754,5.6032340795631
"ibr_combined",-13692185.1803574,5975626.87278628,5.22725838221857,5.52071535939075
"ibr_combined",-13690185.1803574,5975626.87278628,5.22489430727683,5.44108407041295
"ibr_combined",-13688185.1803574,5975626.87278628,5.22281398975036,5.36469810315453
"ibr_combined",-13686185.1803574,5975626.87278628,5.22026369984111,5.29247140693141
"ibr_combined",-13684185.1803574,5975626.87278628,5.21565730095974,5.22648914424659
"ibr_combined",-13682185.1803574,5975626.87278628,5.20630781547093,5.17033702946125
"ibr_combined",-13680185.1803574,5975626.87278628,5.19004999762472,5.12659395131663
"ibr_combined",-13678185.1803574,5975626.87278628,5.1680907878502,5.09284850738659
"ibr_combined",-13676185.1803574,5975626.87278628,5.14347690871988,5.06431220657214
"ibr_combined",-13674185.1803574,5975626.87278628,5.11829486875716,5.03776347096118
"ibr_combined",-13672185.1803574,5975626.87278628,5.09334276776409,5.0116934756374
"ibr_combined",-13670185.1803574,5975626.87278628,5.06858650905357,4.98555346604451
"ibr_combined",-13668185.1803574,5975626.87278628,5.0434874338571,4.95948687101266
"ibr_combined",-13666185.1803574,5975626.87278628,5.01686297274087,4.93507790580027
"ibr_combined",-13664185.1803574,5975626.87278628,4.98430389220562,4.92128756118293
"ibr_combined",-13662185.1803574,5975626.87278628,4.93984059418598,4.93038353699576
"ibr_combined",-13660185.1803574,5975626.87278628,4.88956063579089,4.9469114229334
"ibr_combined",-13658185.1803574,5975626.87278628,4.8363273966167,4.96254125543262
"ibr_combined",-13656185.1803574,5975626.87278628,4.78053932821398,4.97485116183469
"ibr_combined",-13654185.1803574,5975626.87278628,4.72242047402937,4.98252401585044
"ibr_combined",-13652185.1803574,5975626.87278628,4.66232381281995,4.98468665232932
"ibr_combined",-13650185.1803574,5975626.87278628,4.60074061396237,4.98079788537495
"ibr_combined",-13648185.1803574,5975626.87278628,4.53835449161495,4.97078133872909
"ibr_combined",-13646185.1803574,5975626.87278628,4.47784015846193,4.95864523483536
"ibr_combined",-13644185.1803574,5975626.87278628,4.43671656028048,4.97835392867994
"ibr_combined",-13642185.1803574,5975626.87278628,4.40194306751942,5.00359002645426
"ibr_combined",-13640185.1803574,5975626.87278628,4.3687924983706,5.02473367882437
"ibr_combined",-13638185.1803574,5975626.87278628,4.33747400873766,5.04239457934894
"ibr_combined",-13636185.1803574,5975626.87278628,4.30826555487881,5.05793484973371
"ibr_combined",-13634185.1803574,5975626.87278628,4.28129270275272,5.07326583757737
"ibr_combined",-13632185.1803574,5975626.87278628,4.25650143741566,5.09089996977812
"ibr_combined",-13702185.1803574,5977626.87278628,5.30881830745881,5.97322313993993
"ibr_combined",-13700185.1803574,5977626.87278628,5.30505673621707,5.88210660351063
"ibr_combined",-13698185.1803574,5977626.87278628,5.30169621544128,5.7932743128075
"ibr_combined",-13696185.1803574,5977626.87278628,5.29880628900974,5.70686537212331
"ibr_combined",-13694185.1803574,5977626.87278628,5.29640666596708,5.62301958475644
"ibr_combined",-13692185.1803574,5977626.87278628,5.29443310092598,5.54191301296266
"ibr_combined",-13690185.1803574,5977626.87278628,5.29268434667395,5.46383152016402
"ibr_combined",-13688185.1803574,5977626.87278628,5.29073707929025,5.38930019022941
"ibr_combined",-13686185.1803574,5977626.87278628,5.28782203606718,5.31926864983512
"ibr_combined",-13684185.1803574,5977626.87278628,5.28272308618546,5.25524150868467
"ibr_combined",-13682185.1803574,5977626.87278628,5.27396811535494,5.19894670534055
"ibr_combined",-13680185.1803574,5977626.87278628,5.2606315650842,5.15113078697555
"ibr_combined",-13678185.1803574,5977626.87278628,5.24311097176592,5.11052401900651
"ibr_combined",-13676185.1803574,5977626.87278628,5.22268078615094,5.07462959444096
"ibr_combined",-13674185.1803574,5977626.87278628,5.20043716202141,5.04123949063178
"ibr_combined",-13672185.1803574,5977626.87278628,5.17679405872091,5.00908510677166
"ibr_combined",-13670185.1803574,5977626.87278628,5.15149916453351,4.97791382134057
"ibr_combined",-13668185.1803574,5977626.87278628,5.12377506753464,4.9487047546548
"ibr_combined",-13666185.1803574,5977626.87278628,5.09225906404359,4.92443408444455
"ibr_combined",-13664185.1803574,5977626.87278628,5.05474741087304,4.91061781574654
"ibr_combined",-13662185.1803574,5977626.87278628,5.00982086472844,4.91040548111262
"ibr_combined",-13660185.1803574,5977626.87278628,4.95884976973889,4.91895970832158
"ibr_combined",-13658185.1803574,5977626.87278628,4.90344787511007,4.92997026575883
"ibr_combined",-13656185.1803574,5977626.87278628,4.84446564399877,4.93956994993917
"ibr_combined",-13654185.1803574,5977626.87278628,4.78258896014563,4.94564175959934
"ibr_combined",-13652185.1803574,5977626.87278628,4.71860698097053,4.94711000256576
"ibr_combined",-13650185.1803574,5977626.87278628,4.65355164545565,4.94381766740626
"ibr_combined",-13648185.1803574,5977626.87278628,4.58916890904461,4.93730231894063
"ibr_combined",-13646185.1803574,5977626.87278628,4.52938618812167,4.93359513511699
"ibr_combined",-13644185.1803574,5977626.87278628,4.4790682305025,4.94091905124129
"ibr_combined",-13642185.1803574,5977626.87278628,4.43606767223487,4.95438408546072
"ibr_combined",-13640185.1803574,5977626.87278628,4.3970545386276,4.96709175487698
"ibr_combined",-13638185.1803574,5977626.87278628,4.36116970948009,4.97726617989886
"ibr_combined",-13636185.1803574,5977626.87278628,4.32835137543236,4.98532847377837
