"metric","x","y","pred"
"ibr_combined",-13694185.1803574,5951626.87278628,3.50442546771562
"ibr_combined",-13692185.1803574,5951626.87278628,3.49365822677757
"ibr_combined",-13690185.1803574,5951626.87278628,3.65413135160512
"ibr_combined",-13688185.1803574,5951626.87278628,3.92653270224658
"ibr_combined",-13686185.1803574,5951626.87278628,4.17216651871692
"ibr_combined",-13684185.1803574,5951626.87278628,4.31309141899679
"ibr_combined",-13682185.1803574,5951626.87278628,4.3520344790818
"ibr_combined",-13680185.1803574,5951626.87278628,4.31520061500622
"ibr_combined",-13678185.1803574,5951626.87278628,4.23111993502944
"ibr_combined",-13676185.1803574,5951626.87278628,4.13647082182003
"ibr_combined",-13674185.1803574,5951626.87278628,4.06841808382894
"ibr_combined",-13696185.1803574,5953626.87278628,3.52535764439608
"ibr_combined",-13694185.1803574,5953626.87278628,3.34401960301837
"ibr_combined",-13692185.1803574,5953626.87278628,3.29819434260649
"ibr_combined",-13690185.1803574,5953626.87278628,3.48479524881762
"ibr_combined",-13688185.1803574,5953626.87278628,3.81504932874296
"ibr_combined",-13686185.1803574,5953626.87278628,4.09229292123082
"ibr_combined",-13684185.1803574,5953626.87278628,4.23835287116541
"ibr_combined",-13682185.1803574,5953626.87278628,4.27743415628593
"ibr_combined",-13680185.1803574,5953626.87278628,4.23408023939488
"ibr_combined",-13678185.1803574,5953626.87278628,4.12159432992056
"ibr_combined",-13676185.1803574,5953626.87278628,3.98211245100683
"ibr_combined",-13674185.1803574,5953626.87278628,3.88101950712324
"ibr_combined",-13672185.1803574,5953626.87278628,3.86256393432277
"ibr_combined",-13670185.1803574,5953626.87278628,3.92485873525645
"ibr_combined",-13696185.1803574,5955626.87278628,3.5355100919045
"ibr_combined",-13694185.1803574,5955626.87278628,3.3463823986868
"ibr_combined",-13692185.1803574,5955626.87278628,3.29809467095321
"ibr_combined",-13690185.1803574,5955626.87278628,3.48310625045756
"ibr_combined",-13688185.1803574,5955626.87278628,3.79591903360066
"ibr_combined",-13686185.1803574,5955626.87278628,4.04487271380897
"ibr_combined",-13684185.1803574,5955626.87278628,4.16520817271197
"ibr_combined",-13682185.1803574,5955626.87278628,4.17945112362379
"ibr_combined",-13680185.1803574,5955626.87278628,4.10071775018083
"ibr_combined",-13678185.1803574,5955626.87278628,3.92880172096377
"ibr_combined",-13676185.1803574,5955626.87278628,3.71279760141266
"ibr_combined",-13674185.1803574,5955626.87278628,3.56421183186035
"ibr_combined",-13672185.1803574,5955626.87278628,3.56678522131571
"ibr_combined",-13670185.1803574,5955626.87278628,3.70243093971732
"ibr_combined",-13668185.1803574,5955626.87278628,3.89519235567167
"ibr_combined",-13666185.1803574,5955626.87278628,4.08331524449382
"ibr_combined",-13696185.1803574,5957626.87278628,3.67251234919398
"ibr_combined",-13694185.1803574,5957626.87278628,3.53169536079226
"ibr_combined",-13692185.1803574,5957626.87278628,3.51210299504272
"ibr_combined",-13690185.1803574,5957626.87278628,3.6633671504821
"ibr_combined",-13688185.1803574,5957626.87278628,3.89827116651746
"ibr_combined",-13686185.1803574,5957626.87278628,4.08156520217816
"ibr_combined",-13684185.1803574,5957626.87278628,4.15719444436454
"ibr_combined",-13682185.1803574,5957626.87278628,4.12321837769838
"ibr_combined",-13680185.1803574,5957626.87278628,3.96989684428353
"ibr_combined",-13678185.1803574,5957626.87278628,3.68168094320261
"ibr_combined",-13676185.1803574,5957626.87278628,3.31990468278756
"ibr_combined",-13674185.1803574,5957626.87278628,3.08410149959964
"ibr_combined",-13672185.1803574,5957626.87278628,3.14113911005131
"ibr_combined",-13670185.1803574,5957626.87278628,3.4188973607351
"ibr_combined",-13668185.1803574,5957626.87278628,3.74476385437133
"ibr_combined",-13666185.1803574,5957626.87278628,4.021109394474
"ibr_combined",-13664185.1803574,5957626.87278628,4.22593435245535
"ibr_combined",-13698185.1803574,5959626.87278628,4.00040081460365
"ibr_combined",-13696185.1803574,5959626.87278628,3.88430814865836
"ibr_combined",-13694185.1803574,5959626.87278628,3.80612862208599
"ibr_combined",-13692185.1803574,5959626.87278628,3.81468029505368
"ibr_combined",-13690185.1803574,5959626.87278628,3.92546635729851
"ibr_combined",-13688185.1803574,5959626.87278628,4.08219943777209
"ibr_combined",-13686185.1803574,5959626.87278628,4.20198346075892
"ibr_combined",-13684185.1803574,5959626.87278628,4.23344687187257
"ibr_combined",-13682185.1803574,5959626.87278628,4.14843329553656
"ibr_combined",-13680185.1803574,5959626.87278628,3.90950115137488
"ibr_combined",-13678185.1803574,5959626.87278628,3.47530458366167
"ibr_combined",-13676185.1803574,5959626.87278628,2.90772024694311
"ibr_combined",-13674185.1803574,5959626.87278628,2.53431442289727
"ibr_combined",-13672185.1803574,5959626.87278628,2.67699118398017
"ibr_combined",-13670185.1803574,5959626.87278628,3.15643332003034
"ibr_combined",-13668185.1803574,5959626.87278628,3.64111639740147
"ibr_combined",-13666185.1803574,5959626.87278628,4.00477859930692
"ibr_combined",-13664185.1803574,5959626.87278628,4.2494064534881
"ibr_combined",-13662185.1803574,5959626.87278628,4.40543991435141
"ibr_combined",-13660185.1803574,5959626.87278628,4.50011218198968
"ibr_combined",-13698185.1803574,5961626.87278628,4.17249721071091
"ibr_combined",-13696185.1803574,5961626.87278628,4.10994669287176
"ibr_combined",-13694185.1803574,5961626.87278628,4.08179521265334
"ibr_combined",-13692185.1803574,5961626.87278628,4.11087704293667
"ibr_combined",-13690185.1803574,5961626.87278628,4.19836958794216
"ibr_combined",-13688185.1803574,5961626.87278628,4.31054477614198
"ibr_combined",-13686185.1803574,5961626.87278628,4.3956417407762
"ibr_combined",-13684185.1803574,5961626.87278628,4.40550948254189
"ibr_combined",-13682185.1803574,5961626.87278628,4.29378762322395
"ibr_combined",-13680185.1803574,5961626.87278628,4.00327834612324
"ibr_combined",-13678185.1803574,5961626.87278628,3.47783132923542
"ibr_combined",-13676185.1803574,5961626.87278628,2.77825072013921
"ibr_combined",-13674185.1803574,5961626.87278628,2.30913745925909
"ibr_combined",-13672185.1803574,5961626.87278628,2.50456422450859
"ibr_combined",-13670185.1803574,5961626.87278628,3.106412215722
"ibr_combined",-13668185.1803574,5961626.87278628,3.67444358141644
"ibr_combined",-13666185.1803574,5961626.87278628,4.07395454792274
"ibr_combined",-13664185.1803574,5961626.87278628,4.32697061829847
"ibr_combined",-13662185.1803574,5961626.87278628,4.47803447375815
"ibr_combined",-13660185.1803574,5961626.87278628,4.56171211246148
"ibr_combined",-13658185.1803574,5961626.87278628,4.60130626904445
"ibr_combined",-13656185.1803574,5961626.87278628,4.6121920935331
"ibr_combined",-13698185.1803574,5963626.87278628,4.33789467774983
"ibr_combined",-13696185.1803574,5963626.87278628,4.31587916804178
"ibr_combined",-13694185.1803574,5963626.87278628,4.32341686827019
"ibr_combined",-13692185.1803574,5963626.87278628,4.37136837705966
"ibr_combined",-13690185.1803574,5963626.87278628,4.45840456674616
"ibr_combined",-13688185.1803574,5963626.87278628,4.56533091001092
"ibr_combined",-13686185.1803574,5963626.87278628,4.6577376872479
"ibr_combined",-13684185.1803574,5963626.87278628,4.68877577807006
"ibr_combined",-13682185.1803574,5963626.87278628,4.59755498271061
"ibr_combined",-13680185.1803574,5963626.87278628,4.31715387343092
"ibr_combined",-13678185.1803574,5963626.87278628,3.81216544929265
"ibr_combined",-13676185.1803574,5963626.87278628,3.17895453156263
"ibr_combined",-13674185.1803574,5963626.87278628,2.76988004244278
"ibr_combined",-13672185.1803574,5963626.87278628,2.91019809821426
"ibr_combined",-13670185.1803574,5963626.87278628,3.4038172833824
"ibr_combined",-13668185.1803574,5963626.87278628,3.89363023101529
"ibr_combined",-13666185.1803574,5963626.87278628,4.24566354151457
"ibr_combined",-13664185.1803574,5963626.87278628,4.46541516501572
"ibr_combined",-13662185.1803574,5963626.87278628,4.58848279642892
"ibr_combined",-13660185.1803574,5963626.87278628,4.64672696856628
"ibr_combined",-13658185.1803574,5963626.87278628,4.66315795831517
"ibr_combined",-13656185.1803574,5963626.87278628,4.65308783043625
"ibr_combined",-13654185.1803574,5963626.87278628,4.62657967690128
"ibr_combined",-13698185.1803574,5965626.87278628,4.48447218819499
"ibr_combined",-13696185.1803574,5965626.87278628,4.49125577852956
"ibr_combined",-13694185.1803574,5965626.87278628,4.52476766036214
"ibr_combined",-13692185.1803574,5965626.87278628,4.59256710503487
"ibr_combined",-13690185.1803574,5965626.87278628,4.69684982205021
"ibr_combined",-13688185.1803574,5965626.87278628,4.83120337113966
"ibr_combined",-13686185.1803574,5965626.87278628,4.9759027896042
