"metric","x","y","pred"
"ibr_combined",-13684185.1803574,5965626.87278628,5.08517973964918
"ibr_combined",-13682185.1803574,5965626.87278628,5.07329501754353
"ibr_combined",-13680185.1803574,5965626.87278628,4.84650889078313
"ibr_combined",-13678185.1803574,5965626.87278628,4.40402748201151
"ibr_combined",-13676185.1803574,5965626.87278628,3.90143540585547
"ibr_combined",-13674185.1803574,5965626.87278628,3.59100143791916
"ibr_combined",-13672185.1803574,5965626.87278628,3.62736855570547
"ibr_combined",-13670185.1803574,5965626.87278628,3.91066145530525
"ibr_combined",-13668185.1803574,5965626.87278628,4.2390063818324
"ibr_combined",-13666185.1803574,5965626.87278628,4.49649133198107
"ibr_combined",-13664185.1803574,5965626.87278628,4.65699593726787
"ibr_combined",-13662185.1803574,5965626.87278628,4.73446431728011
"ibr_combined",-13660185.1803574,5965626.87278628,4.75378103080302
"ibr_combined",-13658185.1803574,5965626.87278628,4.73700697173272
"ibr_combined",-13656185.1803574,5965626.87278628,4.6986331693478
"ibr_combined",-13654185.1803574,5965626.87278628,4.64704906958649
"ibr_combined",-13652185.1803574,5965626.87278628,4.58820406473953
"ibr_combined",-13650185.1803574,5965626.87278628,4.5287337536148
"ibr_combined",-13700185.1803574,5967626.87278628,4.60006945712639
"ibr_combined",-13698185.1803574,5967626.87278628,4.60849208946742
"ibr_combined",-13696185.1803574,5967626.87278628,4.63497757422142
"ibr_combined",-13694185.1803574,5967626.87278628,4.68715466041863
"ibr_combined",-13692185.1803574,5967626.87278628,4.77320436103905
"ibr_combined",-13690185.1803574,5967626.87278628,4.90133433287649
"ibr_combined",-13688185.1803574,5967626.87278628,5.07886810432236
"ibr_combined",-13686185.1803574,5967626.87278628,5.30522162675516
"ibr_combined",-13684185.1803574,5967626.87278628,5.54267707706715
"ibr_combined",-13682185.1803574,5967626.87278628,5.66230911587698
"ibr_combined",-13680185.1803574,5967626.87278628,5.48717884769008
"ibr_combined",-13678185.1803574,5967626.87278628,5.04148242987247
"ibr_combined",-13676185.1803574,5967626.87278628,4.57597148979825
"ibr_combined",-13674185.1803574,5967626.87278628,4.29553927401499
"ibr_combined",-13672185.1803574,5967626.87278628,4.25656366875085
"ibr_combined",-13670185.1803574,5967626.87278628,4.39643957512327
"ibr_combined",-13668185.1803574,5967626.87278628,4.60323349493601
"ibr_combined",-13666185.1803574,5967626.87278628,4.78379137293822
"ibr_combined",-13664185.1803574,5967626.87278628,4.88828099710177
"ibr_combined",-13662185.1803574,5967626.87278628,4.91173441278826
"ibr_combined",-13660185.1803574,5967626.87278628,4.87968452003936
"ibr_combined",-13658185.1803574,5967626.87278628,4.81969894557243
"ibr_combined",-13656185.1803574,5967626.87278628,4.74624435897011
"ibr_combined",-13654185.1803574,5967626.87278628,4.66383609484696
"ibr_combined",-13652185.1803574,5967626.87278628,4.57467721065003
"ibr_combined",-13650185.1803574,5967626.87278628,4.48475091930485
"ibr_combined",-13648185.1803574,5967626.87278628,4.40725907909971
"ibr_combined",-13646185.1803574,5967626.87278628,4.35914669925775
"ibr_combined",-13700185.1803574,5969626.87278628,4.68898890718127
"ibr_combined",-13698185.1803574,5969626.87278628,4.71009639045243
"ibr_combined",-13696185.1803574,5969626.87278628,4.7489003277655
"ibr_combined",-13694185.1803574,5969626.87278628,4.81250468489966
"ibr_combined",-13692185.1803574,5969626.87278628,4.91020219374325
"ibr_combined",-13690185.1803574,5969626.87278628,5.05485809147525
"ibr_combined",-13688185.1803574,5969626.87278628,5.26428999331649
"ibr_combined",-13686185.1803574,5969626.87278628,5.55560649212651
"ibr_combined",-13684185.1803574,5969626.87278628,5.90571713541858
"ibr_combined",-13682185.1803574,5969626.87278628,6.14709462244713
"ibr_combined",-13680185.1803574,5969626.87278628,5.99735665968437
"ibr_combined",-13678185.1803574,5969626.87278628,5.5050989839999
"ibr_combined",-13676185.1803574,5969626.87278628,5.02835852364144
"ibr_combined",-13674185.1803574,5969626.87278628,4.75222398890084
"ibr_combined",-13672185.1803574,5969626.87278628,4.68088348031087
"ibr_combined",-13670185.1803574,5969626.87278628,4.75964201644046
"ibr_combined",-13668185.1803574,5969626.87278628,4.91748599966993
"ibr_combined",-13666185.1803574,5969626.87278628,5.07435436806875
"ibr_combined",-13664185.1803574,5969626.87278628,5.14949593986828
"ibr_combined",-13662185.1803574,5969626.87278628,5.11497706608769
"ibr_combined",-13660185.1803574,5969626.87278628,5.01719199359727
"ibr_combined",-13658185.1803574,5969626.87278628,4.90496710150658
"ibr_combined",-13656185.1803574,5969626.87278628,4.79261350354136
"ibr_combined",-13654185.1803574,5969626.87278628,4.67599965715713
"ibr_combined",-13652185.1803574,5969626.87278628,4.54911082175481
"ibr_combined",-13650185.1803574,5969626.87278628,4.41416470269787
"ibr_combined",-13648185.1803574,5969626.87278628,4.29197805880886
"ibr_combined",-13646185.1803574,5969626.87278628,4.22187014928567
"ibr_combined",-13644185.1803574,5969626.87278628,4.22684709367188
"ibr_combined",-13700185.1803574,5971626.87278628,4.76266341862524
"ibr_combined",-13698185.1803574,5971626.87278628,4.79116300998462
"ibr_combined",-13696185.1803574,5971626.87278628,4.83603533056149
"ibr_combined",-13694185.1803574,5971626.87278628,4.9035929547031
"ibr_combined",-13692185.1803574,5971626.87278628,5.00272379704264
"ibr_combined",-13690185.1803574,5971626.87278628,5.14653446265402
"ibr_combined",-13688185.1803574,5971626.87278628,5.35367286977959
"ibr_combined",-13686185.1803574,5971626.87278628,5.6422643225285
"ibr_combined",-13684185.1803574,5971626.87278628,5.99011017667346
"ibr_combined",-13682185.1803574,5971626.87278628,6.23263528608629
"ibr_combined",-13680185.1803574,5971626.87278628,6.10180057468188
"ibr_combined",-13678185.1803574,5971626.87278628,5.6604518439718
"ibr_combined",-13676185.1803574,5971626.87278628,5.24417091908606
"ibr_combined",-13674185.1803574,5971626.87278628,5.0048536984089
"ibr_combined",-13672185.1803574,5971626.87278628,4.93521966177498
"ibr_combined",-13670185.1803574,5971626.87278628,4.99597367015723
"ibr_combined",-13668185.1803574,5971626.87278628,5.14902865699559
"ibr_combined",-13666185.1803574,5971626.87278628,5.3324385462505
"ibr_combined",-13664185.1803574,5971626.87278628,5.41599907338363
"ibr_combined",-13662185.1803574,5971626.87278628,5.31987068782111
"ibr_combined",-13660185.1803574,5971626.87278628,5.1444500531733
"ibr_combined",-13658185.1803574,5971626.87278628,4.98004860775864
"ibr_combined",-13656185.1803574,5971626.87278628,4.83382477468636
"ibr_combined",-13654185.1803574,5971626.87278628,4.68632811720688
"ibr_combined",-13652185.1803574,5971626.87278628,4.51833137055834
"ibr_combined",-13650185.1803574,5971626.87278628,4.32091776627848
"ibr_combined",-13648185.1803574,5971626.87278628,4.11992752317718
"ibr_combined",-13646185.1803574,5971626.87278628,4.00479241977263
"ibr_combined",-13644185.1803574,5971626.87278628,4.04733626721588
"ibr_combined",-13642185.1803574,5971626.87278628,4.17629734286554
"ibr_combined",-13640185.1803574,5971626.87278628,4.29043633440469
"ibr_combined",-13702185.1803574,5973626.87278628,4.80139867761903
"ibr_combined",-13700185.1803574,5973626.87278628,4.82273097179967
"ibr_combined",-13698185.1803574,5973626.87278628,4.85452818379772
"ibr_combined",-13696185.1803574,5973626.87278628,4.90047514844365
"ibr_combined",-13694185.1803574,5973626.87278628,4.96548562921024
"ibr_combined",-13692185.1803574,5973626.87278628,5.05630499148286
"ibr_combined",-13690185.1803574,5973626.87278628,5.18217761467228
"ibr_combined",-13688185.1803574,5973626.87278628,5.35413157355871
"ibr_combined",-13686185.1803574,5973626.87278628,5.57701490254089
"ibr_combined",-13684185.1803574,5973626.87278628,5.81962096837757
"ibr_combined",-13682185.1803574,5973626.87278628,5.96484470255907
"ibr_combined",-13680185.1803574,5973626.87278628,5.86687071052681
"ibr_combined",-13678185.1803574,5973626.87278628,5.57742849871115
"ibr_combined",-13676185.1803574,5973626.87278628,5.29597177926511
"ibr_combined",-13674185.1803574,5973626.87278628,5.12702334100988
"ibr_combined",-13672185.1803574,5973626.87278628,5.0762610936254
"ibr_combined",-13670185.1803574,5973626.87278628,5.12666867815499
"ibr_combined",-13668185.1803574,5973626.87278628,5.26851299948114
"ibr_combined",-13666185.1803574,5973626.87278628,5.47098442795675
"ibr_combined",-13664185.1803574,5973626.87278628,5.57651758534116
"ibr_combined",-13662185.1803574,5973626.87278628,5.43892872485944
"ibr_combined",-13660185.1803574,5973626.87278628,5.21508840517024
"ibr_combined",-13658185.1803574,5973626.87278628,5.02712174665193
"ibr_combined",-13656185.1803574,5973626.87278628,4.86729825351009
"ibr_combined",-13654185.1803574,5973626.87278628,4.70313624203173
"ibr_combined",-13652185.1803574,5973626.87278628,4.50413311730704
"ibr_combined",-13650185.1803574,5973626.87278628,4.24405595510677
"ibr_combined",-13648185.1803574,5973626.87278628,3.9374400111405
"ibr_combined",-13646185.1803574,5973626.87278628,3.74500834154227
"ibr_combined",-13644185.1803574,5973626.87278628,3.8507741003948
"ibr_combined",-13642185.1803574,5973626.87278628,4.08730167209336
"ibr_combined",-13640185.1803574,5973626.87278628,4.2590341190567
"ibr_combined",-13638185.1803574,5973626.87278628,4.34959533639836
"ibr_combined",-13636185.1803574,5973626.87278628,4.39077586773391
"ibr_combined",-13702185.1803574,5975626.87278628,4.84797652927942
"ibr_combined",-13700185.1803574,5975626.87278628,4.87136726210643
"ibr_combined",-13698185.1803574,5975626.87278628,4.90358189647073
"ibr_combined",-13696185.1803574,5975626.87278628,4.94720800253702
"ibr_combined",-13694185.1803574,5975626.87278628,5.00546628001215
"ibr_combined",-13692185.1803574,5975626.87278628,5.08228919368232
"ibr_combined",-13690185.1803574,5975626.87278628,5.18197449502643
"ibr_combined",-13688185.1803574,5975626.87278628,5.30714892264161
"ibr_combined",-13686185.1803574,5975626.87278628,5.45198259489721
"ibr_combined",-13684185.1803574,5975626.87278628,5.58750518853637
"ibr_combined",-13682185.1803574,5975626.87278628,5.65171255763058
"ibr_combined",-13680185.1803574,5975626.87278628,5.5910257311298
"ibr_combined",-13678185.1803574,5975626.87278628,5.43759697956141
"ibr_combined",-13676185.1803574,5975626.87278628,5.28216867103128
"ibr_combined",-13674185.1803574,5975626.87278628,5.18280285410598
"ibr_combined",-13672185.1803574,5975626.87278628,5.15091075734048
"ibr_combined",-13670185.1803574,5975626.87278628,5.18193995133193
"ibr_combined",-13668185.1803574,5975626.87278628,5.27498410142803
"ibr_combined",-13666185.1803574,5975626.87278628,5.41501961371184
"ibr_combined",-13664185.1803574,5975626.87278628,5.48917296942846
"ibr_combined",-13662185.1803574,5975626.87278628,5.37864572335371
"ibr_combined",-13660185.1803574,5975626.87278628,5.1983187465794
"ibr_combined",-13658185.1803574,5975626.87278628,5.04049843050558
"ibr_combined",-13656185.1803574,5975626.87278628,4.89604918854943
"ibr_combined",-13654185.1803574,5975626.87278628,4.73711696679909
"ibr_combined",-13652185.1803574,5975626.87278628,4.53561532687924
"ibr_combined",-13650185.1803574,5975626.87278628,4.26175101127665
"ibr_combined",-13648185.1803574,5975626.87278628,3.92026637438692
"ibr_combined",-13646185.1803574,5975626.87278628,3.69325096311677
"ibr_combined",-13644185.1803574,5975626.87278628,3.82392309981047
"ibr_combined",-13642185.1803574,5975626.87278628,4.09381544253721
"ibr_combined",-13640185.1803574,5975626.87278628,4.27174227939999
"ibr_combined",-13638185.1803574,5975626.87278628,4.35740269480234
"ibr_combined",-13636185.1803574,5975626.87278628,4.39320158847041
"ibr_combined",-13634185.1803574,5975626.87278628,4.40560464473127
"ibr_combined",-13632185.1803574,5975626.87278628,4.40658698128824
"ibr_combined",-13702185.1803574,5977626.87278628,4.88709326330718
"ibr_combined",-13700185.1803574,5977626.87278628,4.91092178303407
"ibr_combined",-13698185.1803574,5977626.87278628,4.94183353055084
"ibr_combined",-13696185.1803574,5977626.87278628,4.98141897864892
"ibr_combined",-13694185.1803574,5977626.87278628,5.03138903490626
"ibr_combined",-13692185.1803574,5977626.87278628,5.09333261265493
"ibr_combined",-13690185.1803574,5977626.87278628,5.16799507841729
"ibr_combined",-13688185.1803574,5977626.87278628,5.25345036171349
"ibr_combined",-13686185.1803574,5977626.87278628,5.3414445309551
"ibr_combined",-13684185.1803574,5977626.87278628,5.41308065929103
"ibr_combined",-13682185.1803574,5977626.87278628,5.44147505893821
"ibr_combined",-13680185.1803574,5977626.87278628,5.41145893488121
"ibr_combined",-13678185.1803574,5977626.87278628,5.34060124562981
"ibr_combined",-13676185.1803574,5977626.87278628,5.26648083665059
"ibr_combined",-13674185.1803574,5977626.87278628,5.21583396678067
"ibr_combined",-13672185.1803574,5977626.87278628,5.19531535506554
"ibr_combined",-13670185.1803574,5977626.87278628,5.20128693437044
"ibr_combined",-13668185.1803574,5977626.87278628,5.22989706129706
"ibr_combined",-13666185.1803574,5977626.87278628,5.27191999928046
"ibr_combined",-13664185.1803574,5977626.87278628,5.28502896885485
"ibr_combined",-13662185.1803574,5977626.87278628,5.22873851725488
"ibr_combined",-13660185.1803574,5977626.87278628,5.13760566697897
"ibr_combined",-13658185.1803574,5977626.87278628,5.03994199700313
"ibr_combined",-13656185.1803574,5977626.87278628,4.92918008995431
"ibr_combined",-13654185.1803574,5977626.87278628,4.79276249938677
"ibr_combined",-13652185.1803574,5977626.87278628,4.61828416432526
"ibr_combined",-13650185.1803574,5977626.87278628,4.39535997254664
"ibr_combined",-13648185.1803574,5977626.87278628,4.14485052542072
"ibr_combined",-13646185.1803574,5977626.87278628,3.98911270207763
"ibr_combined",-13644185.1803574,5977626.87278628,4.05387029069453
"ibr_combined",-13642185.1803574,5977626.87278628,4.21392531465937
"ibr_combined",-13640185.1803574,5977626.87278628,4.3261401787148
"ibr_combined",-13638185.1803574,5977626.87278628,4.37985491500632
"ibr_combined",-13636185.1803574,5977626.87278628,4.40141930791712
"ibr_combined",-13634185.1803574,5977626.87278628,4.40992017345824
"ibr_combined",-13632185.1803574,5977626.87278628,4.4126901086685
"ibr_combined",-13630185.1803574,5977626.87278628,4.40754852964622
"ibr_combined",-13702185.1803574,5979626.87278628,4.92027595729092
"ibr_combined",-13700185.1803574,5979626.87278628,4.94362101105581
"ibr_combined",-13698185.1803574,5979626.87278628,4.97247043680273
"ibr_combined",-13696185.1803574,5979626.87278628,5.00766218119944
"ibr_combined",-13694185.1803574,5979626.87278628,5.04986004636968
"ibr_combined",-13692185.1803574,5979626.87278628,5.09924669174609
"ibr_combined",-13690185.1803574,5979626.87278628,5.15492259157804
"ibr_combined",-13688185.1803574,5979626.87278628,5.21387490638401
"ibr_combined",-13686185.1803574,5979626.87278628,5.26970060600028
"ibr_combined",-13684185.1803574,5979626.87278628,5.31234993570346
"ibr_combined",-13682185.1803574,5979626.87278628,5.33150657649458
"ibr_combined",-13680185.1803574,5979626.87278628,5.32415822640682
"ibr_combined",-13678185.1803574,5979626.87278628,5.29929780030492
"ibr_combined",-13676185.1803574,5979626.87278628,5.27181042068392
"ibr_combined",-13674185.1803574,5979626.87278628,5.25123498431606
"ibr_combined",-13672185.1803574,5979626.87278628,5.23659819673293
"ibr_combined",-13670185.1803574,5979626.87278628,5.21890684361949
"ibr_combined",-13668185.1803574,5979626.87278628,5.18819919142249
"ibr_combined",-13666185.1803574,5979626.87278628,5.14426374484825
"ibr_combined",-13664185.1803574,5979626.87278628,5.10587652548413
"ibr_combined",-13662185.1803574,5979626.87278628,5.09274012750882
"ibr_combined",-13660185.1803574,5979626.87278628,5.08555553293
"ibr_combined",-13658185.1803574,5979626.87278628,5.05010578450776
"ibr_combined",-13656185.1803574,5979626.87278628,4.97520498425608
"ibr_combined",-13654185.1803574,5979626.87278628,4.86499481003059
"ibr_combined",-13652185.1803574,5979626.87278628,4.72531551303984
"ibr_combined",-13650185.1803574,5979626.87278628,4.56451607148214
"ibr_combined",-13648185.1803574,5979626.87278628,4.40839276530813
"ibr_combined",-13646185.1803574,5979626.87278628,4.31164290981914
"ibr_combined",-13644185.1803574,5979626.87278628,4.30839679525018
"ibr_combined",-13642185.1803574,5979626.87278628,4.35287905084468
"ibr_combined",-13640185.1803574,5979626.87278628,4.38842898367758
"ibr_combined",-13638185.1803574,5979626.87278628,4.40335733231676
"ibr_combined",-13636185.1803574,5979626.87278628,4.40905570700168
"ibr_combined",-13634185.1803574,5979626.87278628,4.41754898783914
"ibr_combined",-13632185.1803574,5979626.87278628,4.43167332458416
"ibr_combined",-13630185.1803574,5979626.87278628,4.43819007782101
"ibr_combined",-13628185.1803574,5979626.87278628,4.41435864366861
"ibr_combined",-13626185.1803574,5979626.87278628,4.36054602113514
"ibr_combined",-13704185.1803574,5981626.87278628,4.930194393052
"ibr_combined",-13702185.1803574,5981626.87278628,4.94890729485374
"ibr_combined",-13700185.1803574,5981626.87278628,4.97136337712742
"ibr_combined",-13698185.1803574,5981626.87278628,4.99805443459346
"ibr_combined",-13696185.1803574,5981626.87278628,5.0293483807973
"ibr_combined",-13694185.1803574,5981626.87278628,5.06534514306356
"ibr_combined",-13692185.1803574,5981626.87278628,5.10564396792421
"ibr_combined",-13690185.1803574,5981626.87278628,5.14900144145835
"ibr_combined",-13688185.1803574,5981626.87278628,5.19293552058115
"ibr_combined",-13686185.1803574,5981626.87278628,5.23354685396053
"ibr_combined",-13684185.1803574,5981626.87278628,5.26615040315752
"ibr_combined",-13682185.1803574,5981626.87278628,5.28724770608514
"ibr_combined",-13680185.1803574,5981626.87278628,5.29706998560035
"ibr_combined",-13678185.1803574,5981626.87278628,5.30007502633054
"ibr_combined",-13676185.1803574,5981626.87278628,5.30161411691253
"ibr_combined",-13674185.1803574,5981626.87278628,5.30260226519418
"ibr_combined",-13672185.1803574,5981626.87278628,5.29504739013397
"ibr_combined",-13670185.1803574,5981626.87278628,5.2591070730669
"ibr_combined",-13668185.1803574,5981626.87278628,5.1644877331167
"ibr_combined",-13666185.1803574,5981626.87278628,4.99908764536259
"ibr_combined",-13664185.1803574,5981626.87278628,4.86683220742551
"ibr_combined",-13662185.1803574,5981626.87278628,4.92537189757307
"ibr_combined",-13660185.1803574,5981626.87278628,5.04788245374202
"ibr_combined",-13658185.1803574,5981626.87278628,5.08423034550037
"ibr_combined",-13656185.1803574,5981626.87278628,5.03824375970015
"ibr_combined",-13654185.1803574,5981626.87278628,4.94569721238713
"ibr_combined",-13652185.1803574,5981626.87278628,4.82946713619765
"ibr_combined",-13650185.1803574,5981626.87278628,4.70518592232013
"ibr_combined",-13648185.1803574,5981626.87278628,4.5915520373797
"ibr_combined",-13646185.1803574,5981626.87278628,4.50994012542845
"ibr_combined",-13644185.1803574,5981626.87278628,4.46772896550676
"ibr_combined",-13642185.1803574,5981626.87278628,4.44869491112175
"ibr_combined",-13640185.1803574,5981626.87278628,4.43289555182411
"ibr_combined",-13638185.1803574,5981626.87278628,4.41614986118831
"ibr_combined",-13636185.1803574,5981626.87278628,4.40853134247777
"ibr_combined",-13634185.1803574,5981626.87278628,4.42377011056858
"ibr_combined",-13632185.1803574,5981626.87278628,4.46842944490201
"ibr_combined",-13630185.1803574,5981626.87278628,4.51627801397089
"ibr_combined",-13628185.1803574,5981626.87278628,4.48814921216073
"ibr_combined",-13626185.1803574,5981626.87278628,4.37175702120392
"ibr_combined",-13624185.1803574,5981626.87278628,4.27157763880067
