"site_name","latitude","longitude","benz_a_anthracene","benzo_a_pyrene","benzo_b_fluoranthene","benzo_e_pyrene","benzo_ghi_perylene","benzo_k_fluoranthene","C1-benzanthracenes_chrysenes","C1-fluoranthenes_pyrenes","C2-benzanthracenes_chrysenes","C2-fluoranthenes_pyrenes","C3-benzanthracenes_chrysenes","C3-fluoranthenes_pyrenes","C4-benzanthracenes_chrysenes","C4-fluoranthenes_pyrenes","chrysene","dibenz_ah_anthracene","fluoranthene","indeno_123cd_pyrene","perylene","pyrene","z_benz_a_anthracene","z_benzo_a_pyrene","z_benzo_b_fluoranthene","z_benzo_e_pyrene","z_benzo_ghi_perylene","z_benzo_k_fluoranthene","z_C1-benzanthracenes_chrysenes","z_C1-fluoranthenes_pyrenes","z_C2-benzanthracenes_chrysenes","z_C2-fluoranthenes_pyrenes","z_C3-benzanthracenes_chrysenes","z_C3-fluoranthenes_pyrenes","z_C4-benzanthracenes_chrysenes","z_C4-fluoranthenes_pyrenes","z_chrysene","z_dibenz_ah_anthracene","z_fluoranthene","z_indeno_123cd_pyrene","z_perylene","z_pyrene","ai_z_benz_a_anthracene","ai_z_benzo_a_pyrene","ai_z_benzo_b_fluoranthene","ai_z_benzo_e_pyrene","ai_z_benzo_ghi_perylene","ai_z_benzo_k_fluoranthene","ai_z_C1-benzanthracenes_chrysenes","ai_z_C1-fluoranthenes_pyrenes","ai_z_C2-benzanthracenes_chrysenes","ai_z_C2-fluoranthenes_pyrenes","ai_z_C3-benzanthracenes_chrysenes","ai_z_C3-fluoranthenes_pyrenes","ai_z_C4-benzanthracenes_chrysenes","ai_z_C4-fluoranthenes_pyrenes","ai_z_chrysene","ai_z_dibenz_ah_anthracene","ai_z_fluoranthene","ai_z_indeno_123cd_pyrene","ai_z_perylene","ai_z_pyrene"
"Edmonds Ferry",47.8142069,-122.3822018,4,0.74,2.8,1.9,0,2.5,1.6,3.9,0.89,1.5,0,1.1,0,0,4.9,0,12,0,0.76,7.6,-0.113667306606113,-0.147974444639511,-0.162824169842637,-0.195299277942939,-0.410055899093638,-0.212046270807787,-0.222975030786589,-0.157928219289627,-0.269521616273242,-0.218288337994188,-0.55083388742365,-0.227917851604194,-0.346068857529207,-0.395481463891053,-0.158115030848216,-0.283220911813946,-0.157845302807325,-0.35992791833364,-0.101210304840916,-0.151540022053078,0.234914521781715,0.15405330477383,0.219186382480473,0.167298750266719,0,0.197411498393546,0.203413438455152,NA,0.277460948276355,0.212950381758118,0,0.255652246870782,0,0,0.227643292181026,0,0.148512139883115,0,0.287873621553504,0.152640381429245
"Edmonds Marina",47.81094,-122.387955,5.7,1.4,3.8,2.5,0.57,4,2.4,5.3,1.2,2.1,0,1.5,0,0.65,7.2,0,16,0,0.89,8.4,-0.0138286348488837,-0.0105755511925818,-0.0845433189567538,-0.142468093648185,0.00573844830325531,-0.0935993717716598,-0.121268311559013,-0.0843787514221079,-0.172877915188219,-0.133108185290941,-0.55083388742365,-0.134953398196637,-0.346068857529207,-0.0716158269905183,-0.0363523396816211,-0.283220911813946,-0.101269249518519,-0.35992791833364,-0.0519687643120273,-0.133149614651964,0.334753193538944,0.291452198220759,0.297467233366357,0.220129934561473,0.415794347396893,0.315858397429673,0.305120157682728,NA,0.374104649361378,0.298130534461366,0,0.348616700278339,0,0.323865636900535,0.349405983347621,0,0.205088193171921,0,0.337115162082393,0.171030788830359
"Eld Inlet",47.0769,-123.0034725,0.46,0,0.8,0.54,0,0.96,0.55,0.99,0.44,0.69,0.34,0.52,0,0,1.4,0,3.2,0,0.97,1.8,-0.32156665838293,-0.30202774941334,-0.319385871614404,-0.31504996234438,-0.410055899093638,-0.333651753818211,-0.356465099772783,-0.310806041785684,-0.409810859783758,-0.333281544143572,-0.284503509545321,-0.362716309045152,-0.346068857529207,-0.395481463891053,-0.34340608262347,-0.283220911813946,-0.282312620042698,-0.35992791833364,-0.0216662778327111,-0.284870475711153,0.0270151700048972,0,0.0626246807087066,0.0475480658652781,0,0.0758060153831215,0.0699233694689586,NA,0.137171704765839,0.0979571756087343,0.266330377878329,0.120853789429824,0,0,0.0423522404057722,0,0.0240448226477424,0,0.36741764856171,0.0193099277711695
"Elliot Bay Myrtle Edwards",47.62052,-122.36373,89,26,66,68,7.2,81,49,110,17,41,4.9,24,1.3,11,100,2.5,380,6.3,18,250,4.87826628125533,5.11065593182932,4.78452560614519,5.6249361918624,4.84208322591975,5.98667477874955,5.8031480834473,5.41607073838449,4.75283330140326,5.38940504830292,3.28745685258756,5.09429710597845,2.65853609430496,5.085321622118,4.87650754738795,4.14210583527897,5.0471515997628,4.41318298294744,6.42897553145174,5.42075342048441,5.22684810964316,5.41268368124266,5.1665361584683,5.98753422007206,5.25213912501339,6.39613254795088,6.22953655268904,NA,5.29981586595285,5.82064376805523,3.83829074001121,5.57786720445343,3.00460495183417,5.48080308600905,5.2622658704172,4.42532674709291,5.35350904245324,4.77311090128108,6.81805945784616,5.72493382396673
"Elliott Bay, Harbor Island, Pier 17",47.5876989,-122.3505105,29,8.1,26,19,3.3,26,15,28,6.9,14,2.8,10,0.76,4.7,30,1.4,83,3.3,4.7,45,1.35454845452961,1.38423139743533,1.65329157070986,1.31038947445753,1.99717453320417,1.64362181409154,1.48061251627531,1.10817333471552,1.60411916927833,1.5562981766568,1.64247510686847,1.84054123671395,1.41046942200461,1.94631621831281,1.17068651188289,2.19496206655808,0.846379643068976,2.14027302995645,1.39118715426541,0.708211523948993,1.70313028291743,1.68625914684867,2.03530212303297,1.67298750266719,2.4072304322978,2.05307958329288,1.90700098551705,NA,2.15110173382792,1.9875368964091,2.19330899429212,2.32411133518893,1.75653827953382,2.34179768220387,1.55644483491213,2.47818297837203,1.15273708575942,2.50020094829009,1.78027108065983,1.01239192743132
"Everett Harbor",47.97252,-122.22982,1.8,0,0.98,0.84,0,1.5,1,2.1,0.78,0.8,0,0,0,0,2.9,0,6.9,0,1.3,4.5,-0.242870293586056,-0.30202774941334,-0.305295318454945,-0.288634370197003,-0.410055899093638,-0.291010870165206,-0.299255070207271,-0.25249182083358,-0.303814542464701,-0.317665182814643,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.263995631862647,-0.283220911813946,-0.229979770750552,-0.35992791833364,0.103331478894468,-0.222802850732394,0.105711534801772,0,0.0767152338681656,0.0739636580126549,0,0.118446899036127,0.12713339903447,NA,0.243168022084896,0.113573536937663,0,0,0,0,0.121762691166595,0,0.0763776719398877,0,0.492415405288889,0.0813775527499287
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.48425,-122.58392,1.2,0,1.2,1.4,0,1.1,2.2,2.9,3,3.4,2.2,4,1.1,1.3,3.4,0,7.4,0,0,4,-0.278107471853313,-0.30202774941334,-0.28807353126005,-0.239325264855233,-0.410055899093638,-0.322596709908173,-0.146694991365907,-0.210463553480712,0.388279058853848,0.0514488122327614,1.1724803223773,0.446074435600595,2.19628917863817,0.252249809910017,-0.237525481609039,-0.283220911813946,-0.222907764089452,-0.35992791833364,-0.389083926394421,-0.23429685535809,0.0704743565345145,0,0.09393702106306,0.123272763354425,0,0.0868610592931602,0.279693477875834,NA,0.935261623403445,0.482687531985068,1.72331420980095,0.929644534075571,2.54235803616737,0.64773127380107,0.148232841420203,0,0.0834496786009884,0,0,0.0698835481242325
"Filucy Bay",47.19483,-122.748665,0.62,0,0.65,0,0,0.85,0.58,0.95,0,0,0,0,0,0,1.9,0,2.9,0,0,1.6,-0.312170077511662,-0.30202774941334,-0.331127999247286,-0.362598028209658,-0.410055899093638,-0.342337859747528,-0.352651097801749,-0.312907455153328,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.316935932369862,-0.283220911813946,-0.286555824039358,-0.35992791833364,-0.389083926394421,-0.289468077561432,0.0364117508761658,0,0.0508825530758242,0,0,0.0671199094538055,0.0737373714399927,NA,0,0,0,0,0,0,0.0688223906593799,0,0.0198016186510819,0,0,0.0147123259208911
"Friday Harbor",48.5069444,-123.0194444,3.1,0.51,2.4,1.5,0,2.8,1.2,3.8,0.49,1.3,0,0.74,0,0,3.8,0,17,0,0.65,12,-0.166523074006998,-0.19585587720435,-0.19413651019699,-0.230520067472774,-0.410055899093638,-0.188356891000562,-0.273828390400377,-0.163181752708735,-0.394223166060368,-0.246681722228604,-0.55083388742365,-0.311585859670996,-0.346068857529207,-0.395481463891053,-0.216349361406153,-0.283220911813946,-0.0871252361963179,-0.35992791833364,-0.142876223749976,-0.0503927813469521,0.182058754380829,0.106171872208991,0.18787404212612,0.132077960736884,0,0.221100878200771,0.152560078841364,NA,0.152759398489229,0.184556997523702,0,0.171984238803981,0,0,0.169408961623089,0,0.219232206494122,0,0.246207702644445,0.253787622135371
"Gig Harbor Boat Launch",47.3372,-122.58284,2.1,0.73,2.6,2,0.85,3.8,1.6,2.7,1.1,1.2,0,0.99,0,0,5.1,0,8.4,0.67,0.65,6,-0.225251704452427,-0.150056246055373,-0.178480340019814,-0.18649408056048,0.209988303164887,-0.109392291643143,-0.222975030786589,-0.220970620318929,-0.204053302635,-0.260878414345812,-0.55083388742365,-0.253483076291273,-0.346068857529207,-0.395481463891053,-0.147526970746773,-0.283220911813946,-0.20876375076725,0.147688637834348,-0.142876223749976,-0.188320836855306,0.1233301239354,0.151971503357967,0.203530212303297,0.176103947649178,0.620044202258525,0.30006547755819,0.203413438455152,NA,0.342929261914596,0.170360305406495,0,0.230087022183704,0,0,0.238231352282469,0,0.0975936919231898,0.507616556167988,0.246207702644445,0.115859566627017
"Hood Canal Holly",47.570193,-122.971775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.79,0,0,0,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.362816022634858,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.371993844897366,-0.283220911813946,-0.316399692149203,-0.35992791833364,-0.389083926394421,-0.32624889236366,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.013764478131876,0,0.010042249458763,0,0,0.0220684888813366
"Jamestown",48.027069,-122.999191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,1.4,0,0,0,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.362816022634858,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.368817426866933,-0.283220911813946,-0.30777184402266,-0.35992791833364,-0.389083926394421,-0.32624889236366,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0169408961623089,0,0.00141440133222021,0,0,0.0220684888813366
"Kingston Marina",47.7947,-122.5003,1.3,0,1.2,0.78,0,1.4,0.86,1.7,0,0.84,0,0,0,0,2.5,0,4.9,0,0,3.2,-0.27223460880877,-0.30202774941334,-0.28807353126005,-0.293917488626479,-0.410055899093638,-0.298907330100947,-0.317053746072097,-0.273505954510014,-0.546982564549597,-0.31198650596776,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.285171752065533,-0.283220911813946,-0.258267797394955,-0.35992791833364,-0.389083926394421,-0.252687262759204,0.0763472195790574,0,0.09393702106306,0.0686805395831795,0,0.110550439100386,0.109334723169644,NA,0,0.119252213784546,0,0,0,0,0.100586570963709,0,0.0480896452954849,0,0,0.0514931407231187
"Kitsap St Boat Launch",47.541533,-122.640383,3.7,1.2,5.1,3.7,1.2,5.5,3,5.4,2.2,3.3,1.3,3.2,0,1.4,6.1,0,14,0.94,0.67,8.3,-0.131285895739741,-0.0522115795098331,0.0172217871948944,-0.0368057250586784,0.465300621741927,0.0248475272644676,-0.0449882721383312,-0.0791252180029994,0.138875959279596,0.0372521201155535,0.467488145640549,0.260145528785481,-0.346068857529207,0.302075292510099,-0.0945866702395579,-0.283220911813946,-0.129557276162922,0.352250533603537,-0.135300602130147,-0.135448415577104,0.217295932648086,0.249816169903507,0.399232339518005,0.32579230315098,0.875356520835565,0.434305296465801,0.38140019710341,NA,0.685858523829193,0.46849083986786,1.0183220330642,0.743715627260457,0,0.697556756401152,0.291171652789684,0,0.176800166527518,0.712178451937178,0.253783324264274,0.168731987905219
"Kopachuck State Park",47.3115,-122.68725,0.47,0,0.5,0,0,0.72,0.46,0.78,0,0,0,0,0,0,1.5,0,2.4,0,0,1.1,-0.320979372078476,-0.30202774941334,-0.342870126880169,-0.362598028209658,-0.410055899093638,-0.352603257663992,-0.367907105685885,-0.321838461965812,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.338112052572748,-0.283220911813946,-0.293627830700459,-0.35992791833364,-0.389083926394421,-0.300962082187128,0.0276024563093515,0,0.0391404254429416,0,0,0.0568545115373412,0.0584813635558563,NA,0,0,0,0,0,0,0.0476462704564938,0,0.0127296119899812,0,0,0.00321832129519489
"Lions Park",47.583016,-122.64217,1.2,0,1.4,1,0,1.5,1.1,1.6,0.85,0.89,0,0.8,0,0,2.8,0,4.4,0,0,2.4,-0.278107471853313,-0.30202774941334,-0.272417361082874,-0.274546054385069,-0.410055899093638,-0.291010870165206,-0.286541730303824,-0.278759487929122,-0.281991771251954,-0.304888159909156,-0.55083388742365,-0.297641191659862,-0.346068857529207,-0.395481463891053,-0.269289661913368,-0.283220911813946,-0.265339804056056,-0.35992791833364,-0.389083926394421,-0.271077670160318,0.0704743565345145,0,0.109593191240237,0.0880519738245891,0,0.118446899036127,0.139846738937917,NA,0.264990793297643,0.12635055984315,0,0.185928906815114,0,0,0.116468661115874,0,0.0410176386343841,0,0,0.0331027333220049
"Locust Beach",48.76652,-122.5395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,2.1,0,0,1.3,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.362816022634858,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.371464441892294,-0.283220911813946,-0.297871034697119,-0.35992791833364,-0.389083926394421,-0.29636448033685,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0142938811369481,0,0.00848640799332084,0,0,0.00781592314547341
"Madrona Pont",47.579985,-122.67853,0.79,0,1.6,1.3,0,1.7,1.1,1.4,0.98,0.92,0,0.85,0,0,2.5,0,4.1,0,0,2.6,-0.302186210335939,-0.30202774941334,-0.256761190905697,-0.248130462237692,-0.410055899093638,-0.275217950293722,-0.286541730303824,-0.289266554767339,-0.241463767571138,-0.300629152273994,-0.55083388742365,-0.286020634983918,-0.346068857529207,-0.395481463891053,-0.285171752065533,-0.283220911813946,-0.269583008052716,-0.35992791833364,-0.389083926394421,-0.26648006831004,0.0463956180518887,0,0.125249361417413,0.114467565971966,0,0.134239818907611,0.139846738937917,NA,0.305518796978459,0.130609567478312,0,0.197549463491059,0,0,0.100586570963709,0,0.0367744346377237,0,0,0.0377003351722833
"Manchester, Stormwater Outfall",47.556111,-122.542778,1.9,0,1.5,1.1,0,1.7,1.2,2.1,0.7,1,0,0.69,0,0,3.3,0,6.3,0,0,3.7,-0.236997430541513,-0.30202774941334,-0.264589275994285,-0.26574085700261,-0.410055899093638,-0.275217950293722,-0.273828390400377,-0.25249182083358,-0.328754852422126,-0.289271798580228,-0.55083388742365,-0.32320641634694,-0.346068857529207,-0.395481463891053,-0.242819511659761,-0.283220911813946,-0.238466178743873,-0.35992791833364,-0.389083926394421,-0.241193258133508,0.111584397846315,0,0.117421276328825,0.096857171207048,0,0.134239818907611,0.152560078841364,NA,0.21822771212747,0.141966921172079,0,0.160363682128036,0,0,0.142938811369481,0,0.0678912639465668,0,0,0.0629871453488148
"Maple Hollow Park",47.29954,-122.74554,0.66,0,0.75,0,0,0.93,0.58,0.91,0,0,0,0,0,0,1.9,0,2.7,0,0,1.5,-0.309820932293845,-0.30202774941334,-0.323299914158698,-0.362598028209658,-0.410055899093638,-0.336020691798934,-0.352651097801749,-0.315008868520971,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.316935932369862,-0.283220911813946,-0.289384626703798,-0.35992791833364,-0.389083926394421,-0.291766878486571,0.038760896093983,0,0.0587106381644125,0,0,0.073437077402399,0.0737373714399927,NA,0,0,0,0,0,0,0.0688223906593799,0,0.0169728159866417,0,0,0.0124135249957518
"Maristone Island",48.018181,-122.699838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,1.6,0,0,0.79,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.362816022634858,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.366170411841572,-0.283220911813946,-0.30494304135822,-0.35992791833364,-0.389083926394421,-0.30808836505506,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0195879111876697,0,0.00141440133222015,0,0,0.00390796157273671
"Meyer's Point, Henderson Inlet",47.117944,-122.833528,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,1.4,0,2.9,0,0,2,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.316059575204793,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.34340608262347,-0.283220911813946,-0.286555824039358,-0.35992791833364,-0.389083926394421,-0.280272873860875,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0423522404057722,0,0.0198016186510819,0,0,0.023907529621448
"Miller Creek",47.443611,-122.361944,1.5,0,1.2,0.66,0,1.3,1.1,1.5,0.72,0.86,0,0.65,0,0,2.9,0,4.3,0,0,2.1,-0.260488882719684,-0.30202774941334,-0.28807353126005,-0.304483725485429,-0.410055899093638,-0.306803790036689,-0.286541730303824,-0.284013021348231,-0.32251977493277,-0.309147167544319,-0.55083388742365,-0.332502861687696,-0.346068857529207,-0.395481463891053,-0.263995631862647,-0.283220911813946,-0.266754205388276,-0.35992791833364,-0.389083926394421,-0.277974072935736,0.0880929456681431,0,0.09393702106306,0.0581143027242289,0,0.102653979164644,0.139846738937917,NA,0.224462789616827,0.122091552207988,0,0.15106723678728,0,0,0.121762691166595,0,0.039603237302164,0,0,0.0262063305465872
"Minter Bay",47.35399,-122.69176,0.62,0,0.62,0,0,1,0.55,0.9,0,0,0,0,0,0,2.1,0,3,0,0,1.5,-0.312170077511662,-0.30202774941334,-0.333476424773863,-0.362598028209658,-0.410055899093638,-0.330493169843915,-0.356465099772783,-0.315534221862882,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.306347872268419,-0.283220911813946,-0.285141422707138,-0.35992791833364,-0.389083926394421,-0.291766878486571,0.0364117508761658,0,0.0485341275492476,0,0,0.0789645993574183,0.0699233694689586,NA,0,0,0,0,0,0,0.0794104507608229,0,0.0212160199833021,0,0,0.0124135249957518
"Mukilteo",47.949831,-122.301703,2.3,0,1.4,1,0,1.9,1.3,2.8,0.75,1.1,0,0,0,0,3.5,0,7.6,0,0.91,5.5,-0.213505978363341,-0.30202774941334,-0.272417361082874,-0.274546054385069,-0.410055899093638,-0.259425030422238,-0.26111505049693,-0.21571708689982,-0.313167158698736,-0.27507510646302,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.232231451558318,-0.283220911813946,-0.220078961425011,-0.35992791833364,-0.0443931426921983,-0.199814841481002,0.135075850024486,0,0.109593191240237,0.0880519738245891,0,0.150032738779095,0.165273418744811,NA,0.233815405850861,0.156163613289287,0,0,0,0,0.153526871470924,0,0.0862784812654287,0,0.344690783702222,0.104365562001321
"N Avenue Park",48.52108,-122.61531,13,3.2,15,11,2.3,14,7.5,16,5.9,8.6,3.7,6.8,1.4,3,13,0.92,46,2.7,2,28,0.414890367402746,0.364148703662679,0.792202210965139,0.605973683860822,1.2677107658412,0.696046621802523,0.527112023516784,0.477749324422501,1.29236529481051,0.789676802327571,2.34746728360523,1.0968256094535,2.88965955213836,1.09928301411142,0.270701403260227,1.34529933111625,0.323051150147524,1.68569103935825,0.368478235588486,0.317415366675324,0.763472195790574,0.66617645307602,1.17421276328825,0.96857171207048,1.67776666493483,1.10550439100386,0.953500492758526,NA,1.83934785936011,1.22091552207988,2.89830117102888,1.58039570792847,3.23572840966757,1.49476447800247,0.656459726289469,1.62852024293019,0.629408592837963,2.04561895769189,0.757562161982906,0.621595770157647
"North Camano",48.25523,-122.50817,0,0,0,0,0,0.62,0,0.75,0,0,0,0,0,0,1.4,0,3.3,0,0.51,2,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.360499717599734,-0.426388469241742,-0.323414521991545,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.34340608262347,-0.283220911813946,-0.280898218710477,-0.35992791833364,-0.19590557508878,-0.280272873860875,0,0,0,0,0,0.0489580516015993,0,NA,0,0,0,0,0,0,0.0423522404057722,0,0.0254592239799626,0,0.193178351305641,0.023907529621448
"Oak Bay County Park",48.022466,-122.728123,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,1.4,0,2.1,0,0,1.1,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,-0.322363815307723,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.34340608262347,-0.283220911813946,-0.297871034697119,-0.35992791833364,-0.389083926394421,-0.300962082187128,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.0423522404057722,0,0.00848640799332084,0,0,0.00321832129519489
"Penn Cove Baseline",48.218047,-122.712359,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.6,0,1.5,0,0,0.96,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.409457769201333,-0.426388469241742,NA,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.385758323029242,-0.283220911813946,-0.30635744269044,-0.35992791833364,-0.389083926394421,-0.304180403482323,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"Penn Cove Reference",48.214071,-122.719097,0,0,0,0,0,0.55,0,0.81,0,0,0,0,0,0,1.3,0,2.3,0,0,1.4,-0.348581828387828,-0.30202774941334,-0.38201055232311,-0.362598028209658,-0.410055899093638,-0.366027239554753,-0.426388469241742,-0.320262401940079,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.348700112674191,-0.283220911813946,-0.295042232032679,-0.35992791833364,-0.389083926394421,-0.29406567941171,0,0,0,0,0,0.0434305296465801,0,NA,0,0,0,0,0,0,0.0370582103550507,0,0.0113152106577611,0,0,0.0101147240706126
"Penrose Point State Park",47.2609094,-122.7447771,0.64,0,0.81,0,0,1,0.64,1.1,0,0.6,0,0,0,0,2.2,0,3.8,0,0,1.8,-0.310995504902753,-0.30202774941334,-0.318603063105545,-0.362598028209658,-0.410055899093638,-0.330493169843915,-0.345023093859681,-0.305027155024665,-0.546982564549597,-0.346058567049059,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.301053842217697,-0.283220911813946,-0.273826212049377,-0.35992791833364,-0.389083926394421,-0.284870475711153,0.0375863234850744,0,0.0634074892175654,0,0,0.0789645993574183,0.0813653753820609,NA,0,0.0851801527032473,0,0,0,0,0.0847044808115444,0,0.0325312306410633,0,0,0.0193099277711695
"Point Defiance Ferry",47.3061098,-122.514771,3.7,1,3,2.3,0.64,3.3,2.5,4.4,1.7,2.4,0.88,1.8,0,0.71,5.2,0,15,0,0.71,9.1,-0.131285895739741,-0.0938476078270843,-0.14716799966546,-0.160078488413103,0.0568009120186633,-0.148874591321853,-0.108554971655566,-0.131660552194084,-0.0170009779543114,-0.0905181089393174,0.138491796496731,-0.0652300581409694,-0.346068857529207,-0.041720537430469,-0.142232940696052,-0.283220911813946,-0.115413262840721,-0.35992791833364,-0.120149358890489,-0.11705800817599,0.217295932648086,0.208180141586256,0.23484255265765,0.202519539796555,0.466856811112301,0.26058317787948,0.317833497586175,NA,0.529981586595285,0.340720610812989,0.689325683920381,0.418340040334007,0,0.353760926460584,0.24352538233319,0,0.190944179849719,0,0.268934567503932,0.187122395306333
"Port Angeles Yacht Club",48.128267,-123.457133,13,2.6,11,8.7,1.2,12,7.6,15,4.6,7.8,2.4,6.7,0.9,3.5,17,0.48,49,1.3,2.2,30,0.414890367402746,0.239240618710926,0.479078807421606,0.403454144064267,0.465300621741927,0.538117423087687,0.539825363420231,0.425213990231416,0.887085258002352,0.676103265389908,1.32914525054103,1.07358449610161,1.73404226297137,1.34841042711183,0.482462605289088,0.566441823627893,0.365483190114128,0.624999727962457,0.444234451786776,0.363391385178109,0.763472195790574,0.541268368124266,0.861089359744716,0.766052172273925,0.875356520835565,0.94757519228902,0.966213832661973,NA,1.43406782255195,1.10734198514221,1.87997913796468,1.55715459457658,2.08011112050058,1.74389189100288,0.86822092831833,0.849662735441839,0.671840632804568,0.984927646296097,0.833318378181197,0.667571788660432
"Purdy, Dexters",47.385334,-122.628902,0.59,0,0.69,0,0,1.1,0.63,0.89,0,0,0,0,0,0,2.1,0,2.9,0,0,1.5,-0.313931936425025,-0.30202774941334,-0.327996765211851,-0.362598028209658,-0.410055899093638,-0.322596709908173,-0.346294427850025,-0.316059575204793,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.306347872268419,-0.283220911813946,-0.286555824039358,-0.35992791833364,-0.389083926394421,-0.291766878486571,0.0346498919628029,0,0.0540137871112595,0,0,0.0868610592931602,0.0800940413917162,NA,0,0,0,0,0,0,0.0794104507608229,0,0.0198016186510819,0,0,0.0124135249957518
"Purdy, Burley Lagoon",47.387021,-122.6367,0.74,0,0.93,0,0,1,0.78,1.1,0,0,0,0,0,0,2.5,0,3.8,0,0.72,2.2,-0.30512264185821,-0.30202774941334,-0.309209360999239,-0.362598028209658,-0.410055899093638,-0.330493169843915,-0.327224417994855,-0.305027155024665,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.285171752065533,-0.283220911813946,-0.273826212049377,-0.35992791833364,-0.116361548080574,-0.275675272010596,0.0434591865296173,0,0.0728011913238715,0,0,0.0789645993574183,0.0991640512468867,NA,0,0,0,0,0,0,0.100586570963709,0,0.0325312306410633,0,0.272722378313846,0.0285051314717264
"Raft Island Park",47.32622,-122.66715,0.54,0,0.6,0,0,0.84,0,0.75,0,0,0,0,0,0,1.6,0,2.8,0,0,1.7,-0.316868367947296,-0.30202774941334,-0.33504204179158,-0.362598028209658,-0.410055899093638,-0.343127505741102,-0.426388469241742,-0.323414521991545,-0.546982564549597,-0.431238719752306,-0.55083388742365,-0.483570098474977,-0.346068857529207,-0.395481463891053,-0.332818022522027,-0.283220911813946,-0.287970225371578,-0.35992791833364,-0.389083926394421,-0.287169276636293,0.0317134604405315,0,0.04696851053153,0,0,0.0663302634602314,0,NA,0,0,0,0,0,0,0.0529403005072153,0,0.0183872173188618,0,0,0.0170111268460303
