site_name,latitude,longitude,benz_a_anthracene,benzo_a_pyrene,benzo_b_fluoranthene,benzo_e_pyrene,benzo_ghi_perylene,benzo_k_fluoranthene,C1-benzanthracenes_chrysenes,C1-fluoranthenes_pyrenes,C2-benzanthracenes_chrysenes,C2-fluoranthenes_pyrenes,C3-benzanthracenes_chrysenes,C3-fluoranthenes_pyrenes,C4-benzanthracenes_chrysenes,C4-fluoranthenes_pyrenes,chrysene,dibenz_ah_anthracene,fluoranthene,indeno_123cd_pyrene,perylene,pyrene,z_benz_a_anthracene,z_benzo_a_pyrene,z_benzo_b_fluoranthene,z_benzo_e_pyrene,z_benzo_ghi_perylene,z_benzo_k_fluoranthene,z_C1-benzanthracenes_chrysenes,z_C1-fluoranthenes_pyrenes,z_C2-benzanthracenes_chrysenes,z_C2-fluoranthenes_pyrenes,z_C3-benzanthracenes_chrysenes,z_C3-fluoranthenes_pyrenes,z_C4-benzanthracenes_chrysenes,z_C4-fluoranthenes_pyrenes,z_chrysene,z_dibenz_ah_anthracene,z_fluoranthene,z_indeno_123cd_pyrene,z_perylene,z_pyrene,ai_z_benz_a_anthracene,ai_z_benzo_a_pyrene,ai_z_benzo_b_fluoranthene,ai_z_benzo_e_pyrene,ai_z_benzo_ghi_perylene,ai_z_benzo_k_fluoranthene,ai_z_C1-benzanthracenes_chrysenes,ai_z_C1-fluoranthenes_pyrenes,ai_z_C2-benzanthracenes_chrysenes,ai_z_C2-fluoranthenes_pyrenes,ai_z_C3-benzanthracenes_chrysenes,ai_z_C3-fluoranthenes_pyrenes,ai_z_C4-benzanthracenes_chrysenes,ai_z_C4-fluoranthenes_pyrenes,ai_z_chrysene,ai_z_dibenz_ah_anthracene,ai_z_fluoranthene,ai_z_indeno_123cd_pyrene,ai_z_perylene,ai_z_pyrene,pah_hmw_index
Friday Harbor,48.5069444,-123.0194444,3.1,0.51,2.4,1.5,0,2.8,1.2,3.8,0.49,1.3,0,0.74,0,0,3.8,0,17,0,0.65,12,-0.166523074,-0.195855877,-0.19413651,-0.230520067,-0.410055899,-0.188356891,-0.27382839,-0.163181753,-0.394223166,-0.246681722,-0.550833887,-0.31158586,-0.346068858,-0.395481464,-0.216349361,-0.283220912,-0.087125236,-0.359927918,-0.142876224,-0.050392781,0.182058754,0.106171872,0.187874042,0.132077961,0,0.221100878,0.152560079,NA,0.152759398,0.184556998,0,0.171984239,0,0,0.169408962,0,0.219232206,0,0.246207703,0.253787622,2.379780714
Gig Harbor Boat Launch,47.3372,-122.58284,2.1,0.73,2.6,2,0.85,3.8,1.6,2.7,1.1,1.2,0,0.99,0,0,5.1,0,8.4,0.67,0.65,6,-0.225251704,-0.150056246,-0.17848034,-0.186494081,0.209988303,-0.109392292,-0.222975031,-0.22097062,-0.204053303,-0.260878414,-0.550833887,-0.253483076,-0.346068858,-0.395481464,-0.147526971,-0.283220912,-0.208763751,0.147688638,-0.142876224,-0.188320837,0.123330124,0.151971503,0.203530212,0.176103948,0.620044202,0.300065478,0.203413438,NA,0.342929262,0.170360305,0,0.230087022,0,0,0.238231352,0,0.097593692,0.507616556,0.246207703,0.115859567,3.727344365
Hood Canal Holly,47.570193,-122.971775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.79,0,0,0,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.362816023,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.371993845,-0.283220912,-0.316399692,-0.359927918,-0.389083926,-0.326248892,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.013764478,0,0.010042249,0,0,0.022068489,0.045875216
Jamestown,48.027069,-122.999191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,1.4,0,0,0,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.362816023,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.368817427,-0.283220912,-0.307771844,-0.359927918,-0.389083926,-0.326248892,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.016940896,0,0.001414401,0,0,0.022068489,0.040423786
Kingston Marina,47.7947,-122.5003,1.3,0,1.2,0.78,0,1.4,0.86,1.7,0,0.84,0,0,0,0,2.5,0,4.9,0,0,3.2,-0.272234609,-0.302027749,-0.288073531,-0.293917489,-0.410055899,-0.29890733,-0.317053746,-0.273505955,-0.546982565,-0.311986506,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.258267797,-0.359927918,-0.389083926,-0.252687263,0.07634722,0,0.093937021,0.06868054,0,0.110550439,0.109334723,NA,0,0.119252214,0,0,0,0,0.100586571,0,0.048089645,0,0,0.051493141,0.778271513
Kitsap St Boat Launch,47.541533,-122.640383,3.7,1.2,5.1,3.7,1.2,5.5,3,5.4,2.2,3.3,1.3,3.2,0,1.4,6.1,0,14,0.94,0.67,8.3,-0.131285896,-0.05221158,0.017221787,-0.036805725,0.465300622,0.024847527,-0.044988272,-0.079125218,0.138875959,0.03725212,0.467488146,0.260145529,-0.346068858,0.302075293,-0.09458667,-0.283220912,-0.129557276,0.352250534,-0.135300602,-0.135448416,0.217295933,0.24981617,0.39923234,0.325792303,0.875356521,0.434305296,0.381400197,NA,0.685858524,0.46849084,1.018322033,0.743715627,0,0.697556756,0.291171653,0,0.176800167,0.712178452,0.253783324,0.168731988,8.099808123
Kopachuck State Park,47.3115,-122.68725,0.47,0,0.5,0,0,0.72,0.46,0.78,0,0,0,0,0,0,1.5,0,2.4,0,0,1.1,-0.320979372,-0.302027749,-0.342870127,-0.362598028,-0.410055899,-0.352603258,-0.367907106,-0.321838462,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.338112053,-0.283220912,-0.293627831,-0.359927918,-0.389083926,-0.300962082,0.027602456,0,0.039140425,0,0,0.056854512,0.058481364,NA,0,0,0,0,0,0,0.04764627,0,0.012729612,0,0,0.003218321,0.245672961
Lions Park,47.583016,-122.64217,1.2,0,1.4,1,0,1.5,1.1,1.6,0.85,0.89,0,0.8,0,0,2.8,0,4.4,0,0,2.4,-0.278107472,-0.302027749,-0.272417361,-0.274546054,-0.410055899,-0.29101087,-0.28654173,-0.278759488,-0.281991771,-0.30488816,-0.550833887,-0.297641192,-0.346068858,-0.395481464,-0.269289662,-0.283220912,-0.265339804,-0.359927918,-0.389083926,-0.27107767,0.070474357,0,0.109593191,0.088051974,0,0.118446899,0.139846739,NA,0.264990793,0.12635056,0,0.185928907,0,0,0.116468661,0,0.041017639,0,0,0.033102733,1.294272453
Locust Beach,48.76652,-122.5395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,2.1,0,0,1.3,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.362816023,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.371464442,-0.283220912,-0.297871035,-0.359927918,-0.389083926,-0.29636448,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.014293881,0,0.008486408,0,0,0.007815923,0.030596212
Madrona Pont,47.579985,-122.67853,0.79,0,1.6,1.3,0,1.7,1.1,1.4,0.98,0.92,0,0.85,0,0,2.5,0,4.1,0,0,2.6,-0.30218621,-0.302027749,-0.256761191,-0.248130462,-0.410055899,-0.27521795,-0.28654173,-0.289266555,-0.241463768,-0.300629152,-0.550833887,-0.286020635,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.269583008,-0.359927918,-0.389083926,-0.266480068,0.046395618,0,0.125249361,0.114467566,0,0.134239819,0.139846739,NA,0.305518797,0.130609567,0,0.197549463,0,0,0.100586571,0,0.036774435,0,0,0.037700335,1.368938272
"Manchester, Stormwater Outfall",47.556111,-122.542778,1.9,0,1.5,1.1,0,1.7,1.2,2.1,0.7,1,0,0.69,0,0,3.3,0,6.3,0,0,3.7,-0.236997431,-0.302027749,-0.264589276,-0.265740857,-0.410055899,-0.27521795,-0.27382839,-0.252491821,-0.328754852,-0.289271799,-0.550833887,-0.323206416,-0.346068858,-0.395481464,-0.242819512,-0.283220912,-0.238466179,-0.359927918,-0.389083926,-0.241193258,0.111584398,0,0.117421276,0.096857171,0,0.134239819,0.152560079,NA,0.218227712,0.141966921,0,0.160363682,0,0,0.142938811,0,0.067891264,0,0,0.062987145,1.407038279
Maple Hollow Park,47.29954,-122.74554,0.66,0,0.75,0,0,0.93,0.58,0.91,0,0,0,0,0,0,1.9,0,2.7,0,0,1.5,-0.309820932,-0.302027749,-0.323299914,-0.362598028,-0.410055899,-0.336020692,-0.352651098,-0.315008869,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.316935932,-0.283220912,-0.289384627,-0.359927918,-0.389083926,-0.291766878,0.038760896,0,0.058710638,0,0,0.073437077,0.073737371,NA,0,0,0,0,0,0,0.068822391,0,0.016972816,0,0,0.012413525,0.342854715
Maristone Island,48.018181,-122.699838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,1.6,0,0,0.79,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.362816023,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.366170412,-0.283220912,-0.304943041,-0.359927918,-0.389083926,-0.308088365,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.019587911,0,0.001414401,0,0,0.003907962,0.024910274
"Meyer's Point, Henderson Inlet",47.117944,-122.833528,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,1.4,0,2.9,0,0,2,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.316059575,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.343406083,-0.283220912,-0.286555824,-0.359927918,-0.389083926,-0.280272874,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.04235224,0,0.019801619,0,0,0.02390753,0.086061389
Miller Creek,47.443611,-122.361944,1.5,0,1.2,0.66,0,1.3,1.1,1.5,0.72,0.86,0,0.65,0,0,2.9,0,4.3,0,0,2.1,-0.260488883,-0.302027749,-0.288073531,-0.304483725,-0.410055899,-0.30680379,-0.28654173,-0.284013021,-0.322519775,-0.309147168,-0.550833887,-0.332502862,-0.346068858,-0.395481464,-0.263995632,-0.283220912,-0.266754205,-0.359927918,-0.389083926,-0.277974073,0.088092946,0,0.093937021,0.058114303,0,0.102653979,0.139846739,NA,0.22446279,0.122091552,0,0.151067237,0,0,0.121762691,0,0.039603237,0,0,0.026206331,1.167838825
Minter Bay,47.35399,-122.69176,0.62,0,0.62,0,0,1,0.55,0.9,0,0,0,0,0,0,2.1,0,3,0,0,1.5,-0.312170078,-0.302027749,-0.333476425,-0.362598028,-0.410055899,-0.33049317,-0.3564651,-0.315534222,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.306347872,-0.283220912,-0.285141423,-0.359927918,-0.389083926,-0.291766878,0.036411751,0,0.048534128,0,0,0.078964599,0.069923369,NA,0,0,0,0,0,0,0.079410451,0,0.02121602,0,0,0.012413525,0.346873843
Mukilteo,47.949831,-122.301703,2.3,0,1.4,1,0,1.9,1.3,2.8,0.75,1.1,0,0,0,0,3.5,0,7.6,0,0.91,5.5,-0.213505978,-0.302027749,-0.272417361,-0.274546054,-0.410055899,-0.25942503,-0.26111505,-0.215717087,-0.313167159,-0.275075106,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.232231452,-0.283220912,-0.220078961,-0.359927918,-0.044393143,-0.199814841,0.13507585,0,0.109593191,0.088051974,0,0.150032739,0.165273419,NA,0.233815406,0.156163613,0,0,0,0,0.153526871,0,0.086278481,0,0.344690784,0.104365562,1.72686789
N Avenue Park,48.52108,-122.61531,13,3.2,15,11,2.3,14,7.5,16,5.9,8.6,3.7,6.8,1.4,3,13,0.92,46,2.7,2,28,0.414890367,0.364148704,0.792202211,0.605973684,1.267710766,0.696046622,0.527112024,0.477749324,1.292365295,0.789676802,2.347467284,1.096825609,2.889659552,1.099283014,0.270701403,1.345299331,0.32305115,1.685691039,0.368478236,0.317415367,0.763472196,0.666176453,1.174212763,0.968571712,1.677766665,1.105504391,0.953500493,NA,1.839347859,1.220915522,2.898301171,1.580395708,3.23572841,1.494764478,0.656459726,1.628520243,0.629408593,2.045618958,0.757562162,0.62159577,25.91782327
North Camano,48.25523,-122.50817,0,0,0,0,0,0.62,0,0.75,0,0,0,0,0,0,1.4,0,3.3,0,0.51,2,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.360499718,-0.426388469,-0.323414522,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.343406083,-0.283220912,-0.280898219,-0.359927918,-0.195905575,-0.280272874,0,0,0,0,0,0.048958052,0,NA,0,0,0,0,0,0,0.04235224,0,0.025459224,0,0.193178351,0.02390753,0.333855397
Oak Bay County Park,48.022466,-122.728123,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,1.4,0,2.1,0,0,1.1,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.322363815,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.343406083,-0.283220912,-0.297871035,-0.359927918,-0.389083926,-0.300962082,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.04235224,0,0.008486408,0,0,0.003218321,0.05405697
Penn Cove Baseline,48.218047,-122.712359,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.6,0,1.5,0,0,0.96,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.409457769,-0.426388469,-0.334446942,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.385758323,-0.283220912,-0.306357443,-0.359927918,-0.389083926,-0.304180403,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Penn Cove Reference,48.214071,-122.719097,0,0,0,0,0,0.55,0,0.81,0,0,0,0,0,0,1.3,0,2.3,0,0,1.4,-0.348581828,-0.302027749,-0.382010552,-0.362598028,-0.410055899,-0.36602724,-0.426388469,-0.320262402,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.348700113,-0.283220912,-0.295042232,-0.359927918,-0.389083926,-0.294065679,0,0,0,0,0,0.04343053,0,NA,0,0,0,0,0,0,0.03705821,0,0.011315211,0,0,0.010114724,0.101918675
Penrose Point State Park,47.2609094,-122.7447771,0.64,0,0.81,0,0,1,0.64,1.1,0,0.6,0,0,0,0,2.2,0,3.8,0,0,1.8,-0.310995505,-0.302027749,-0.318603063,-0.362598028,-0.410055899,-0.33049317,-0.345023094,-0.305027155,-0.546982565,-0.346058567,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.301053842,-0.283220912,-0.273826212,-0.359927918,-0.389083926,-0.284870476,0.037586323,0,0.063407489,0,0,0.078964599,0.081365375,NA,0,0.085180153,0,0,0,0,0.084704481,0,0.032531231,0,0,0.019309928,0.483049579
Point Defiance Ferry,47.3061098,-122.514771,3.7,1,3,2.3,0.64,3.3,2.5,4.4,1.7,2.4,0.88,1.8,0,0.71,5.2,0,15,0,0.71,9.1,-0.131285896,-0.093847608,-0.147168,-0.160078488,0.056800912,-0.148874591,-0.108554972,-0.131660552,-0.017000978,-0.090518109,0.138491796,-0.065230058,-0.346068858,-0.041720537,-0.142232941,-0.283220912,-0.115413263,-0.359927918,-0.120149359,-0.117058008,0.217295933,0.208180142,0.234842553,0.20251954,0.466856811,0.260583178,0.317833498,NA,0.529981587,0.340720611,0.689325684,0.41834004,0,0.353760926,0.243525382,0,0.19094418,0,0.268934568,0.187122395,5.130767026
Port Angeles Yacht Club,48.128267,-123.457133,13,2.6,11,8.7,1.2,12,7.6,15,4.6,7.8,2.4,6.7,0.9,3.5,17,0.48,49,1.3,2.2,30,0.414890367,0.239240619,0.479078807,0.403454144,0.465300622,0.538117423,0.539825363,0.42521399,0.887085258,0.676103265,1.329145251,1.073584496,1.734042263,1.348410427,0.482462605,0.566441824,0.36548319,0.624999728,0.444234452,0.363391385,0.763472196,0.541268368,0.86108936,0.766052172,0.875356521,0.947575192,0.966213833,NA,1.434067823,1.107341985,1.879979138,1.557154595,2.080111121,1.743891891,0.868220928,0.849662735,0.671840633,0.984927646,0.833318378,0.667571789,20.3991163
"Purdy, Burley Lagoon",47.387021,-122.6367,0.74,0,0.93,0,0,1,0.78,1.1,0,0,0,0,0,0,2.5,0,3.8,0,0.72,2.2,-0.305122642,-0.302027749,-0.309209361,-0.362598028,-0.410055899,-0.33049317,-0.327224418,-0.305027155,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.273826212,-0.359927918,-0.116361548,-0.275675272,0.043459187,0,0.072801191,0,0,0.078964599,0.099164051,NA,0,0,0,0,0,0,0.100586571,0,0.032531231,0,0.272722378,0.028505131,0.72873434
"Purdy, Dexters",47.385334,-122.628902,0.59,0,0.69,0,0,1.1,0.63,0.89,0,0,0,0,0,0,2.1,0,2.9,0,0,1.5,-0.313931936,-0.302027749,-0.327996765,-0.362598028,-0.410055899,-0.32259671,-0.346294428,-0.316059575,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.306347872,-0.283220912,-0.286555824,-0.359927918,-0.389083926,-0.291766878,0.034649892,0,0.054013787,0,0,0.086861059,0.080094041,NA,0,0,0,0,0,0,0.079410451,0,0.019801619,0,0,0.012413525,0.367244374
Raft Island Park,47.32622,-122.66715,0.54,0,0.6,0,0,0.84,0,0.75,0,0,0,0,0,0,1.6,0,2.8,0,0,1.7,-0.316868368,-0.302027749,-0.335042042,-0.362598028,-0.410055899,-0.343127506,-0.426388469,-0.323414522,-0.546982565,-0.43123872,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.332818023,-0.283220912,-0.287970225,-0.359927918,-0.389083926,-0.287169277,0.03171346,0,0.046968511,0,0,0.066330263,0,NA,0,0,0,0,0,0,0.052940301,0,0.018387217,0,0,0.017011127,0.233350879
Reach Island,47.346817,-122.822363,0.73,0,1.1,0.58,0,1.3,0.61,1.1,0,0.65,0,0,0,0,2.1,0,3.8,0,0,2.2,-0.305709928,-0.302027749,-0.295901616,-0.311527883,-0.410055899,-0.30680379,-0.348837096,-0.305027155,-0.546982565,-0.338960221,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.306347872,-0.283220912,-0.273826212,-0.359927918,-0.389083926,-0.275675272,0.0428719,0,0.086108936,0.051070145,0,0.102653979,0.077551373,NA,0,0.092278499,0,0,0,0,0.079410451,0,0.032531231,0,0,0.028505131,0.592981645
Rich Passage,47.578117,-122.524833,1.8,0,1.6,0.88,0,1.7,1.3,2.1,0.73,1.1,0,0.76,0,0,3.3,0,5.4,0,0.68,3,-0.242870294,-0.302027749,-0.256761191,-0.285112291,-0.410055899,-0.27521795,-0.26111505,-0.252491821,-0.319402236,-0.275075106,-0.550833887,-0.306937637,-0.346068858,-0.395481464,-0.242819512,-0.283220912,-0.251195791,-0.359927918,-0.131512791,-0.257284865,0.105711535,0,0.125249361,0.077485737,0,0.134239819,0.165273419,NA,0.227580328,0.156163613,0,0.176632461,0,0,0.142938811,0,0.055161652,0,0.257571135,0.046895539,1.670903411
Rocky Point,47.60253,-122.66991,1,0,1.7,1.3,0.55,1.9,0.99,0.65,0.86,0,0.56,0,0,0,2.5,0,5.5,0.43,0.46,3.3,-0.289853198,-0.302027749,-0.248933106,-0.248130462,-0.008850827,-0.25942503,-0.300526404,-0.328668055,-0.278874233,-0.43123872,-0.112172089,-0.483570098,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.249781389,-0.034144158,-0.214844629,-0.250388462,0.05872863,0,0.133077447,0.114467566,0.401205072,0.150032739,0.125862065,NA,0.268108332,0,0.438661799,0,0,0,0.100586571,0,0.056576053,0.32578376,0.174239297,0.053791942,2.401121273
"Salmon Bay, Commodore Park",47.666244,-122.401894,4,1.3,4,5.2,1.6,5.3,3.9,4.4,3.5,3.5,1.9,3.4,0,1.3,6.1,0,11,1.1,1.6,8.6,-0.113667307,-0.031393565,-0.068887149,0.095272236,0.757086129,0.009054607,0.069431787,-0.131660552,0.544155996,0.065645504,0.93748293,0.306627755,-0.346068858,0.25224981,-0.09458667,-0.283220912,-0.171989316,0.473472398,0.216965803,-0.128552013,0.234914522,0.270634184,0.313123404,0.457870264,1.167142028,0.418512377,0.495820256,NA,1.091138561,0.496884224,1.488316818,0.790197854,0,0.647731274,0.291171653,0,0.134368127,0.833400316,0.60604973,0.175628391,9.91290398
Salmon Beach,47.294692,-122.530504,3,0.69,3,1.5,0,3.7,1.7,2.8,0.84,1.6,0,1,0,0,4.5,0,8.7,0,0,5.2,-0.172395937,-0.158383452,-0.147168,-0.230520067,-0.410055899,-0.117288752,-0.210261691,-0.215717087,-0.28510931,-0.204091646,-0.550833887,-0.251158965,-0.346068858,-0.395481464,-0.179291151,-0.283220912,-0.204520547,-0.359927918,-0.389083926,-0.206711244,0.176185891,0.143644298,0.234842553,0.132077961,0,0.292169018,0.216126778,NA,0.261873255,0.227147074,0,0.232411134,0,0,0.206467172,0,0.101836896,0,0,0.097469159,2.322251187
"Seattle Aquarium, Pier 59",47.607334,-122.344055,25,9.7,22,18,3.6,24,16,27,9.3,15,3.9,11,0.87,4.9,25,1.4,72,3.5,5,43,1.119633933,1.717319624,1.340168167,1.222337501,2.216013663,1.485692615,1.607745915,1.055638001,2.352328468,1.698265098,2.504132212,2.07295237,1.664705226,2.045967184,0.905985009,2.194962067,0.690795497,2.29180036,1.504821479,0.662235505,1.468215761,2.019347373,1.722178719,1.584935529,2.626069563,1.895150385,2.034134385,NA,2.899311033,2.129503818,3.054966099,2.556522469,2.010774083,2.441448647,1.291743332,2.478182978,0.997152939,2.651728278,1.893905405,0.966415909,38.72168671
Shilshole Bay,47.6707,-122.40605,14,3.5,10,10,2,13,8.1,12,5.1,6.2,2.3,4.8,1.5,2.2,18,0,33,1.5,2.6,21,0.473618998,0.426602746,0.400797957,0.51792171,1.048871636,0.617082022,0.603392063,0.267607988,1.042962195,0.448956192,1.250812786,0.632003342,3.12078301,0.700679153,0.535402906,-0.283220912,0.139178977,0.776527058,0.595746884,0.156499302,0.822200826,0.728630496,0.782808509,0.880519738,1.458927535,1.026539792,1.029780532,NA,1.58994476,0.880194911,1.801646674,1.115573441,3.466851868,1.096160617,0.921161229,0,0.44553642,1.136454976,0.984830811,0.460679705,20.62844284
"Silverdale, Dyes Inlet",47.6428,-122.6967,0.88,0,1.2,1.3,0.51,1.4,1.2,1.5,0.95,1,0.58,0.97,0,0,2.5,0,4.8,0,0,3.4,-0.296900634,-0.302027749,-0.288073531,-0.248130462,-0.038029378,-0.29890733,-0.27382839,-0.284013021,-0.250816384,-0.289271799,-0.096505596,-0.258131299,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.259682199,-0.359927918,-0.389083926,-0.248089661,0.051681195,0,0.093937021,0.114467566,0.372026521,0.110550439,0.152560079,NA,0.296166181,0.141966921,0.454328292,0.2254388,0,0,0.100586571,0,0.046675244,0,0,0.056090743,2.216475572
Skiff Point,47.6614139,-122.498892,2.9,0,2.4,1.4,0,2.6,1.6,3.1,0.83,1.4,0,0,0,0,4.8,0,10,0,0,4.9,-0.1782688,-0.302027749,-0.19413651,-0.239325265,-0.410055899,-0.204149811,-0.222975031,-0.199956487,-0.288226849,-0.23248503,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.163409061,-0.283220912,-0.186133329,-0.359927918,-0.389083926,-0.213607647,0.170313028,0,0.187874042,0.123272763,0,0.205307958,0.203413438,NA,0.258755716,0.19875369,0,0,0,0,0.222349262,0,0.120224113,0,0,0.090572756,1.780836768
"Smith Cove, Terminal 91",47.6325,-122.3786,42,16,37,42,5.6,45,33,60,15,29,5.4,19,2.2,8.3,59,2.3,180,4.9,8.8,110,2.11802065,3.028854516,2.51438093,3.335584872,3.674941198,3.143949202,3.769013699,2.789304029,4.129325552,3.685801994,3.679119173,3.932241438,4.738647215,3.740033592,2.705955227,3.788079696,2.218348935,3.352491672,2.944189586,2.202432125,2.466602479,3.330882265,2.896391483,3.698182901,4.084997097,3.553406971,4.195402168,NA,4.676308117,4.117040714,4.22995306,4.415811537,5.084716072,4.135515056,3.09171355,4.071300607,2.524706378,3.71241959,3.333273513,2.506612529,70.12523609
South of Skunk Island,48.02655,-122.75089,1.2,0,1.3,0.83,0,1.5,0.76,1.9,0,0.87,0,0,0,0,2.5,0,6.5,0,0.46,4.2,-0.278107472,-0.302027749,-0.280245446,-0.28951489,-0.410055899,-0.29101087,-0.329767086,-0.262998888,-0.546982565,-0.307727498,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.285171752,-0.283220912,-0.235637376,-0.359927918,-0.214844629,-0.229699254,0.070474357,0,0.101765106,0.073083138,0,0.118446899,0.096621383,NA,0,0.123511221,0,0,0,0,0.100586571,0,0.070720067,0,0.174239297,0.07448115,1.003929189
Squaxin Island,47.176735,-122.905337,0.57,0,0.65,0.47,0,0.82,0.49,0.84,0.37,0.52,0,0,0,0,1.6,0,3,0,0.61,1.8,-0.315106509,-0.302027749,-0.331127999,-0.321213601,-0.410055899,-0.344706798,-0.364093104,-0.318686342,-0.431633631,-0.357415921,-0.550833887,-0.483570098,-0.346068858,-0.395481464,-0.332818023,-0.283220912,-0.285141423,-0.359927918,-0.158027467,-0.284870476,0.033475319,0,0.050882553,0.041384428,0,0.064750971,0.062295366,NA,0.115348934,0.073822799,0,0,0,0,0.052940301,0,0.02121602,0,0.231056459,0.019309928,0.766483077
Suquamish Stormwater Outfall,47.729875,-122.550882,2.3,0.4,1.7,0.99,0,1.9,1.3,2.4,0.76,1.1,0,0.73,0,0,3.9,0,8.1,0,0.49,4.2,-0.213505978,-0.218755693,-0.248933106,-0.275426574,-0.410055899,-0.25942503,-0.26111505,-0.236731221,-0.31004962,-0.275075106,-0.550833887,-0.313909971,-0.346068858,-0.395481464,-0.211055331,-0.283220912,-0.213006955,-0.359927918,-0.203481197,-0.229699254,0.13507585,0.083272057,0.133077447,0.087171454,0,0.150032739,0.165273419,NA,0.236932945,0.156163613,0,0.169660127,0,0,0.174702992,0,0.093350488,0,0.18560273,0.07448115,1.844797009
Thea Foss Waterway,47.25934,-122.43479,4.6,1.3,3.9,4.2,1.2,4.2,4.6,6.4,4.2,4.6,2.4,4.3,0,1.7,7.4,0,16,0,0.77,12,-0.078430128,-0.031393565,-0.076715234,0.007220262,0.465300622,-0.077806452,0.158425166,-0.026589884,0.762383708,0.221809118,1.329145251,0.515797776,-0.346068858,0.45155174,-0.02576428,-0.283220912,-0.10126925,-0.359927918,-0.097422494,-0.050392781,0.2701517,0.270634184,0.305295318,0.36981829,0.875356521,0.331651317,0.584813636,NA,1.309366273,0.653047837,1.879979138,0.999367874,0,0.847033204,0.359994043,0,0.205088193,0,0.291661432,0.253787622,9.807046584
