"site_name","latitude","longitude","acenaphthene","acenaphthylene","C1-dibenzothiophenes","C1-fluorenes","C1-naphthalenes","C1-phenanthrenes_anthracenes","C2-dibenzothiophenes","C2-fluorenes","C2-naphthalenes","C2-phenanthrenes_anthracenes","C3-dibenzothiophenes","C3-fluorenes","C3-naphthalenes","C3-phenanthrenes_anthracenes","C4-dibenzothiophenes","C4-naphthalenes","C4-phenanthrenes_anthracenes","dibenzothiophene","fluorene","naphthalene","phenanthrene","z_acenaphthene","z_acenaphthylene","z_C1-dibenzothiophenes","z_C1-fluorenes","z_C1-naphthalenes","z_C1-phenanthrenes_anthracenes","z_C2-dibenzothiophenes","z_C2-fluorenes","z_C2-naphthalenes","z_C2-phenanthrenes_anthracenes","z_C3-dibenzothiophenes","z_C3-fluorenes","z_C3-naphthalenes","z_C3-phenanthrenes_anthracenes","z_C4-dibenzothiophenes","z_C4-naphthalenes","z_C4-phenanthrenes_anthracenes","z_dibenzothiophene","z_fluorene","z_naphthalene","z_phenanthrene","ai_z_acenaphthene","ai_z_acenaphthylene","ai_z_C1-dibenzothiophenes","ai_z_C1-fluorenes","ai_z_C1-naphthalenes","ai_z_C1-phenanthrenes_anthracenes","ai_z_C2-dibenzothiophenes","ai_z_C2-fluorenes","ai_z_C2-naphthalenes","ai_z_C2-phenanthrenes_anthracenes","ai_z_C3-dibenzothiophenes","ai_z_C3-fluorenes","ai_z_C3-naphthalenes","ai_z_C3-phenanthrenes_anthracenes","ai_z_C4-dibenzothiophenes","ai_z_C4-naphthalenes","ai_z_C4-phenanthrenes_anthracenes","ai_z_dibenzothiophene","ai_z_fluorene","ai_z_naphthalene","ai_z_phenanthrene","pah_lmw_index"
"Chimacum Creek delta",48.04887,-122.7711,0,0,0,0,0,2.1,0,0,1.3,0,0,0,0,2,0,1.1,2,0,0,0,3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.310190074526771,-0.364053743114265,-0.460124335378337,-0.0316471954522566,-0.48041567058828,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.505299753821202,-0.53363123868649,-0.283296821274541,-0.565094751617851,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.254678861644535,0,0,0,0,0.736191614095011,0.0338529859945025,0,0,1.16000058518609,0.0995061455236704,0,0,0,0.107384084653675,0,0.113324895851087,0.215771709821929,0,0,0,0.0141950911291173,2.48022711225509
"Chuckanut, Clark's Point",48.691084,-122.504012,0,0,0,0,0,2.5,0,0,1.5,0,0,0.55,0,2.3,0,1.2,4.2,0,0,0,3.9,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.290845511101341,-0.364053743114265,-0.460124335378337,0.146814433037912,-0.48041567058828,-0.490803087785624,-0.362342732914904,-0.224736767440554,-0.477998715349929,-0.53363123868649,-0.260169291509013,-0.148693206347462,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.229127697612124,0,0,0,0,0.736191614095011,0.0531975494199326,0,0,1.33846221367626,0.0995061455236704,0,0.168697942807447,0,0.134685123124948,0,0.136452425616615,0.632173255092317,0,0,0,0.0397462551615283,3.33911252451773
"Commencement Bay Skookum",47.28915,-122.4096,1.2,0,0,0.91,0,7.2,1.2,1.4,2.8,10,1.5,1.9,0,10,0.91,3.6,7.1,0,1.1,0,8.7,0.00774128740622112,-0.160755401802192,-0.234492817502003,0.142034401807578,-0.315388755255776,-0.0635468908525377,0.197180187688816,0.129634639410791,1.306815018224,0.104914597198016,0.301155423056067,0.0517340357942838,-0.224736767440554,0.222727938746086,0.156801596201717,0.294891422863659,0.400199739690777,-0.185435908324517,-0.0600419505756236,-0.375148115141266,-0.0928548227725987,0.236978185904727,0,0,0.425728938224295,0.736191614095011,0.280496169668736,0.561233930803081,0.589758974789128,2.49846279886235,0.485824122262626,0.79195851084169,0.582774711516635,0,0.835411777220963,0.690432834888207,0.691513139989288,1.18106620113056,0,0.156063671155922,0,0.176019130001054,10.9199147113543
"Commencement Bay, Dick Gilmur Launch",47.2925,-122.4122,1.3,0,0,0.83,1,6.6,1.2,1.5,3.2,8.2,1.7,2.5,4.5,8.1,1.2,3,6,0,1.3,0,9.2,0.0274894695649484,-0.160755401802192,-0.234492817502003,0.104607681963684,0.484819520934454,-0.0925637359906828,0.197180187688816,0.171760280467158,1.66373827520434,-0.000444851003517588,0.406749891168292,0.23576815522059,0.468578214380168,0.0498213617613547,0.376829642484772,0.156126244270491,0.191998967055583,-0.185435908324517,-0.0316667376381834,-0.375148115141266,-0.0786597316434815,0.256726368063455,0,0,0.388302218380401,0.0640166620952184,0.251479324530591,0.561233930803081,0.631884615845494,2.85538605584269,0.380464674061092,0.897552978953916,0.76680883094294,0.693314981820723,0.662505200236232,0.910460881171262,0.55274796139612,0.972865428495363,0,0.184438884093362,0,0.190214221130171,11.2204032178621
"Commencement Bay, Milwaukee Waterway",47.2694,-122.4243,0.91,0,0,0.69,0.81,5.1,1,1.2,3.1,6.9,1.3,2.4,4.3,7.4,1.3,3.2,6.2,0,0.89,0,5.8,-0.049528440854088,-0.160755401802192,-0.234492817502003,0.0391109222368692,0.33277994845831,-0.165105848836045,0.103641199221636,0.0453833572980588,1.57450746095926,-0.076537785815736,0.195560954943841,0.205095801982872,0.437764215188136,-0.0138810613382829,0.452701382582377,0.202381303801547,0.229853652989255,-0.185435908324517,-0.089835924159936,-0.375148115141266,-0.175186351321479,0.179708457644418,0,0,0.322805458653587,0.0880229103809252,0.178937211685228,0.467694942335901,0.505507692676395,2.76615524159761,0.304371739248874,0.686364042729465,0.736136477705223,0.66250098262869,0.598802777136594,0.986332621268867,0.599003020927176,1.01072011442903,0,0.126269697571609,0,0.0936876014521737,10.3130209900718
"Des Moines Marina",47.402778,-122.331667,42,0.83,14,17,10,150,15,16,0,110,11,18,55,59,5.6,32,23,23,60,0,290,8.06499960816695,7.14364150490323,7.4430082232558,7.66948343041078,7.68669400664652,6.84246225202599,6.65137039192425,6.27997823364027,-1.19164778063835,5.95821727506098,5.31689265838677,4.98998290706682,8.24911301036828,4.68189755572072,3.7151862067794,6.86310987627362,3.40964727141768,8.17298953875656,8.29645825950054,-0.375148115141266,7.89330344646875,8.29423650666546,7.30439690670543,7.6775010407578,7.9531779668275,7.26589114780729,7.18650531254726,7.01542413503852,6.7401025690186,0,6.33912680012559,5.8076957461724,5.52102358278917,8.47384977780883,5.2945813941956,4.24881744546589,7.25973159339925,4.19051373285746,8.35842544708107,8.51256388123209,0,8.16217739924241,131.605742385738
"Discovery Bay",48.064974,-122.857218,0,0,0,0,0,3.7,0,0.43,1.2,5.1,0,0.51,0,3.5,0,0.93,2.8,0,0.47,0.58,7.2,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.232811820825051,-0.364053743114265,-0.278984078835962,-0.120878009697341,-0.181897234017269,-0.490803087785624,-0.374611674209991,-0.224736767440554,-0.368794561464836,-0.53363123868649,-0.322613621875939,-0.413676007883164,-0.185435908324517,-0.149423871328561,1.79781367029749,-0.13544009615995,0,0,0,0,0.736191614095011,0.111231239696223,0,0.181140256542375,1.07076977094101,0.199012291047341,0,0.15642900151236,0,0.243889277010041,0,0.0740080952496898,0.367190453556615,0,0.0666817504029847,2.17296178543876,0.133433856613702,5.51293939210611
"Donkey Creek Delta",47.337909,-122.59023,0.65,0,0,0,0.62,3.6,0,0.74,0,4.7,0.72,1.4,0,4.2,0.65,1.1,3.3,0,0.62,0,5.4,-0.100873714466779,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.180740375982167,-0.237647961681408,-0.364053743114265,-0.148394591561226,-1.19164778063835,-0.205310444728721,-0.110663002581612,-0.101627730394304,-0.224736767440554,-0.305092138365198,-0.0404649280520561,-0.283296821274541,-0.319039293048985,-0.185435908324517,-0.12814246162548,-0.375148115141266,-0.186542424224772,0.128363184031727,0,0,0,0.240062482857069,0.106395098839865,0,0.31172974381711,0,0.175599080335889,0.380140085204011,0.429412945328047,0,0.307591700109679,0.493166310634434,0.113324895851087,0.461827168390795,0,0.0879631601060649,0,0.08233152854888,3.31790738405466
"Eagle Harbor Dr",47.618875,-122.527234,0.93,0,0,0,0.65,5.9,1.2,1.2,0,7,1.6,2.1,0,7,1,1.3,4,0,0.99,0,8.4,-0.0455788044223425,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.204746624267873,-0.126416721985185,0.197180187688816,0.0453833572980588,-1.19164778063835,-0.0706844831378731,0.35395265711218,0.113078742269719,-0.224736767440554,-0.0502824459666473,0.225086162289562,-0.237041761743485,-0.186547892281134,-0.185435908324517,-0.0756483176912158,-0.375148115141266,-0.101371877450069,0.183658094076164,0,0,0,0.216056234571362,0.217626338536088,0.561233930803081,0.505507692676395,0,0.310225041926737,0.844755744897803,0.64411941799207,0,0.56240139250823,0.758717400976052,0.159579955382143,0.594318569158646,0,0.140457304040329,0,0.167502075323583,5.86615919286868
"Eastsound, Fishing Bay",48.69395,-122.909933,0,0,0,0,0,5.4,0,0,1.7,0,0.73,0.93,0,5.5,0.85,1.4,3.9,0,0.69,0,11,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.150597426266973,-0.364053743114265,-0.460124335378337,0.32527606152808,-0.48041567058828,-0.105383279176001,-0.245787790611577,-0.224736767440554,-0.186787638323014,0.111278552143154,-0.213914231977957,-0.20547523524797,-0.185435908324517,-0.118211137097376,-0.375148115141266,-0.0275574035786594,0,0,0,0,0.736191614095011,0.1934456342543,0,0,1.51692384216643,0.0995061455236704,0.385419808609623,0.285252885110774,0,0.425896200151863,0.644909790829644,0.182707485147671,0.57539122619181,0,0.097894484634169,0,0.241316549194993,5.38485566590996
"Edmonds Ferry",47.8142069,-122.3822018,0,0,0,0,0,5.2,0,0.82,1.9,6.7,0,0.93,0,4.5,0,2.1,5.5,0,0.88,0,7.4,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.160269707979688,-0.364053743114265,-0.114694078716133,0.503737690018248,-0.088244391171462,-0.490803087785624,-0.245787790611577,-0.224736767440554,-0.277791099893925,-0.53363123868649,-0.0520215236192611,0.0973622522214036,-0.185435908324517,-0.091254684806808,-0.375148115141266,-0.129762059708303,0,0,0,0,0.736191614095011,0.183773352541585,0,0.345430256662203,1.6953854706566,0.292665133893148,0,0.285252885110774,0,0.334892738580952,0,0.344600193506368,0.878228713661183,0,0.124850936924737,0,0.139111893065349,5.36038318869791
"Edmonds Marina",47.81094,-122.387955,0.73,0,0,0.71,0,6.5,0.63,1,1.9,7.2,0.66,1,0,6,0,1.7,4.2,0,1.1,0,11,-0.0850751687397971,-0.160755401802192,-0.234492817502003,0.0484676021978428,-0.315388755255776,-0.0973998768470402,-0.0694059294426477,-0.0388679248146738,0.503737690018248,-0.0589778777821472,-0.14234134301528,-0.224317143345175,-0.224736767440554,-0.141285907537558,-0.53363123868649,-0.144531642681373,-0.148693206347462,-0.185435908324517,-0.0600419505756236,-0.375148115141266,-0.0275574035786594,0.144161729758709,0,0,0.33216213861456,0.736191614095011,0.246643183674233,0.294647813671618,0.421256410563663,1.6953854706566,0.321931647282463,0.348461744770344,0.306723532377176,0,0.471397930937319,0,0.252090074444255,0.632173255092317,0,0.156063671155922,0,0.241316549194993,6.60060676628918
"Eld Inlet",47.0769,-123.0034725,0,0,0,0,0,2.3,0,0.46,1.3,3.4,0,0.52,0,2,0,1.1,2,0,0,0.69,2.4,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.300517792814056,-0.364053743114265,-0.266346386519052,-0.0316471954522566,-0.28140337954094,-0.490803087785624,-0.371544438886219,-0.224736767440554,-0.505299753821202,-0.53363123868649,-0.283296821274541,-0.565094751617851,-0.185435908324517,-0.216105621731545,2.20992711236346,-0.271712970999476,0,0,0,0,0.736191614095011,0.0435252677072176,0,0.193777948859285,1.16000058518609,0.0995061455236703,0,0.159496236836132,0,0.107384084653675,0,0.113324895851087,0.215771709821929,0,0,2.58507522750473,0.00283901822582344,5.41689273426465
"Elliot Bay Myrtle Edwards",47.62052,-122.36373,8.1,0,6.5,5.3,3.1,93,8.9,8,5.9,85,7.7,12,12,51,4.6,9.9,23,5.5,9.9,0,98,1.3703658563584,-0.160755401802192,3.33006123713555,2.19582565324127,2.16525690093394,4.08586196390221,3.79843124367526,2.90992694913097,4.07297025982161,4.49489160559524,3.57458393453505,3.14964171280376,1.62410318408137,3.95386986315344,2.95646880580335,1.75192579809192,3.40964727141768,1.813318002934,1.18846741867175,-0.375148115141266,2.44238845288774,1.59960275485691,0,3.56455405463755,2.47952018965798,1.7444540420947,4.42990502442348,4.16248498678952,3.3700512845093,5.26461804045996,4.87580113065985,4.06538702232068,3.68068238852611,1.84883995152193,4.56655370162831,3.49010004448984,2.14854751521755,4.19051373285746,1.99875391125852,1.4045730404033,0,2.71126240566139,61.5962052219743
"Elliott Bay, Harbor Island, Pier 17",47.5876989,-122.3505105,4.3,0,1.8,2.3,1.1,27,2.9,3.3,3.26,0,3.4,5.5,0,26,2.9,4.7,16,2,5.2,0,35,0.619934934326767,-0.160755401802192,0.752614459166857,0.792323659095238,0.564840348553477,0.89400899870625,0.992261589659848,0.93002181948175,1.71727676375139,-0.48041567058828,1.30430287012221,1.15593875235212,-0.224736767440554,1.67878332388066,1.66664922414406,0.549294250284467,2.08473326373917,0.541383695769489,0.521649914641902,-0.375148115141266,0.653806970618968,0.849171832825273,0,0.98710727666886,1.07601819551195,0.144037489714241,1.23805205922752,1.35631533277411,1.39014615486009,2.90892454438974,0.0995061455236704,1.79510595790783,1.68697942807447,0,2.29146716235554,2.20028046283055,0.945915967410096,2.86559972517895,0.726819604094006,0.737755536373448,0,0.92268092339262,24.221883799113
"Everett Harbor",47.97252,-122.22982,0,0,0,0,0,3.8,0,0,1.3,4.8,0,0,0,3.9,0,1.2,3.2,0,0,0,6.3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.227975679968693,-0.364053743114265,-0.460124335378337,-0.0316471954522566,-0.199457142050858,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.332393176836471,-0.53363123868649,-0.260169291509013,-0.337966636015821,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.160991260192361,0,0,0,0,0.736191614095011,0.11606738055258,0,0,1.16000058518609,0.181452383013752,0,0,0,0.280290661638406,0,0.136452425616615,0.442899825423959,0,0,0,0.107882692581291,3.16123756810771
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.48425,-122.58392,0,0,0,0,0,5.3,2.1,1.3,2.1,10,4.6,2.7,3.4,12,3.4,2.9,8.6,0,0,0,5.8,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.15543356712333,0.618105635791127,0.0875089983544251,0.682199318508416,0.104914597198016,1.93786967879556,0.297112861696025,0.299101218823992,0.404734861887908,2.04600792463209,0.132998714504963,0.684109884193315,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.175186351321479,0,0,0,0,0.736191614095011,0.188609493397943,0.982159378905393,0.547633333732762,1.87384709914677,0.485824122262626,2.42867276658118,0.828153537418376,0.523837986264546,1.01741870036278,2.57963916331857,0.529620431630592,1.46497634563309,0,0,0,0.0936876014521737,14.2802715742018
"Filucy Bay",47.19483,-122.748665,0,0,0,0,0,2,0,0,0,2.6,0,0,1.3,1.6,0,0,1.6,0,0,0,2.9,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.315026215383128,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.328229800963843,-0.490803087785624,-0.531040675722351,-0.0244457726923455,-0.541701138449566,-0.53363123868649,-0.53769964869535,-0.640804123485194,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.257517879870359,0,0,0,0,0.736191614095011,0.0290168451381451,0,0,0,0.0526797241007666,0,0,0.200290994748209,0.0709827000253105,0,0.141077931569721,0.140062337954585,0,0,0,0.0113560729032938,1.38165822053504
"Friday Harbor",48.5069444,-123.0194444,0.56,0,0,0,0,5.2,0,0.51,1.5,5.6,0,0.6,0,3.6,0,1.1,2.2,0,0.56,0.59,8.4,-0.118647078409634,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.160269707979688,-0.364053743114265,-0.245283565990869,0.146814433037912,-0.152630720627955,-0.490803087785624,-0.347006556296045,-0.224736767440554,-0.359694215307745,-0.53363123868649,-0.283296821274541,-0.527240065684179,-0.185435908324517,-0.136655025506712,1.83527852866713,-0.101371877450069,0.110589820088873,0,0,0,0.736191614095011,0.183773352541585,0,0.214840769387468,1.33846221367626,0.228278804436655,0,0.184034119426306,0,0.252989623167132,0,0.113324895851087,0.2536263957556,0,0.0794505962248328,2.21042664380839,0.167502075323583,6.07349092378279
"Gig Harbor Boat Launch",47.3372,-122.58284,0,0,0,0,0,3.7,0,0.66,0,4.5,0,1.2,2.2,3.7,0,0.72,2.6,0,0.63,0,5.3,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.232811820825051,-0.364053743114265,-0.182095104406319,-1.19164778063835,-0.217017050084447,-0.490803087785624,-0.16297243686974,0.114217223671799,-0.350593869150653,-0.53363123868649,-0.371181434383548,-0.451530693816836,-0.185435908324517,-0.126723700978608,-0.375148115141266,-0.189381442450596,0,0,0,0,0.736191614095011,0.111231239696223,0,0.278029230972017,0,0.163892474980163,0,0.368068238852611,0.338953991112353,0.262089969324224,0,0.0254402827420809,0.329335767622944,0,0.0893819207529369,0,0.0794925103230565,2.78210724047362
"Hood Canal Holly",47.570193,-122.971775,0,0,0,0,0,0.95,0,0,2.1,0.67,0,0,0,0,0,0.73,0.68,0,0,0,1.9,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.365805694374882,-0.364053743114265,-0.460124335378337,0.682199318508416,-0.441198542646599,-0.490803087785624,-0.531040675722351,-0.224736767440554,-0.687306676963024,-0.53363123868649,-0.368868681406995,-0.814935678780084,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.285908062128593,0,0,0,0,0.736191614095011,0.0217626338536088,0,0,1.87384709914677,0.0602890175819885,0,0,0,0.0746228384881471,0,0.0277530357186336,0.0340692173403047,0,0,0,0.0170341093549407,2.8455695655794
"Jamestown",48.027069,-122.999191,0,0,0,0,0,1.4,0,0,1.3,2.2,0,0,1.4,0.96,0,1.1,0.82,0,0,0,2.4,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.344043060521273,-0.364053743114265,-0.460124335378337,-0.0316471954522566,-0.351643011675295,-0.490803087785624,-0.531040675722351,-0.00903877309632945,-0.59994335385495,-0.53363123868649,-0.283296821274541,-0.788437398626514,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.271712970999476,0,0,0,0,0.736191614095011,0,0,0,1.16000058518609,0.0292665133893148,0,0,0.215697994344225,0.0127404846199275,0,0.113324895851087,0.0075709371867344,0,0,0,0.00283901822582344,2.27763204289822
"Kingston Marina",47.7947,-122.5003,0,0,0,0,0.52,2.6,0,0.54,0,3.3,0,0.63,0,2.5,0,0.78,1.8,0,0,0,3.9,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,0.100719548363144,-0.286009370244983,-0.364053743114265,-0.232645873673959,-1.19164778063835,-0.287256682218803,-0.490803087785624,-0.33780485032473,-0.224736767440554,-0.459798023035747,-0.53363123868649,-0.357304916524231,-0.602949437551523,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.229127697612124,0,0,0,0,0.320083310476092,0.0580336902762901,0,0.227478461704378,0,0.0936528428458073,0,0.193235825397621,0,0.15288581543913,0,0.0393168006013977,0.177917023888257,0,0,0,0.0397462551615283,1.3023500257905
"Kitsap St Boat Launch",47.541533,-122.640383,0.8,0,0.55,1,0,7.9,1.1,2.4,2.1,0,1.3,4.7,0,15,1.1,4.2,9.9,0,1.1,0,7.5,-0.071251441228688,-0.160755401802192,0.0671232948134825,0.184139461631959,-0.315388755255776,-0.0296939048580351,0.150410693455226,0.550891049974454,0.682199318508416,-0.48041567058828,0.195560954943841,0.910559926450377,-0.224736767440554,0.67774524660064,0.300957902387167,0.433656601456827,0.930165342762181,-0.185435908324517,-0.0600419505756236,-0.375148115141266,-0.12692304148248,0.157985457269818,0,0.301616112315485,0.467833998048676,0.736191614095011,0.314349155663238,0.514464436569491,1.01101538535279,1.87384709914677,0.0995061455236704,0.686364042729465,1.44160060217273,0,1.29042908507552,0.834589141073657,0.830278318582456,1.71103180420196,0,0.156063671155922,0,0.141950911291172,12.5691169802678
"Kopachuck State Park",47.3115,-122.68725,0,0,0,0,0,1.7,0,0,0,2.4,0,0,1.1,1.3,0,0,1.3,0,0,0,2.1,-0.229236898498506,-0.160755401802192,-0.234492817502003,-0.283694536416717,-0.315388755255776,-0.329534637952201,-0.364053743114265,-0.460124335378337,-1.19164778063835,-0.339936406319569,-0.490803087785624,-0.531040675722351,-0.0552597718843776,-0.56900217692084,-0.53363123868649,-0.53769964869535,-0.697586152385702,-0.185435908324517,-0.216105621731545,-0.375148115141266,-0.280230025676946,0,0,0,0,0.736191614095011,0.0145084225690725,0,0,0,0.0409731187450407,0,0,0.169476995556177,0.0436816615540372,0,0.141077931569721,0.0832803090540776,0,0,0,0.0113560729032938,1.24054612604643
