latitude,longitude,site_name,reporting_area,site_number,p450,sod,shell,ci1,ci2,ci3,weight_initial,weight_change,weight_final,length,height,width,ibr_bio,ibr_morph,ibr_combined,chlordane,ddt,hch,heavy_metal,nutrient_metal,total_metal,pah_lmw,pah_hmw,pah_add,pbde,pcb,pesticide
48.691084,-122.504012,"Chuckanut, Clark's Point",7,74,0.249397412,-0.223516418,0.250307017,-0.006749837,-0.034344957,-0.051132733,-0.224580528,-0.245655856,-0.127929416,-0.043974559,-0.087133113,-0.106861241,0.867750666,6.944684639,7.812435305,0,2.70902694,0,8.991669663,2.709440795,11.70111046,3.339112525,0.667355314,5.199915646,0,16.02104717,0
47.28915,-122.4096,Commencement Bay Skookum,11,45,1.445564406,-0.764920984,0.298593647,-0.032153486,-0.087146261,-0.104086073,-0.372190506,-0.43957445,-0.225417585,-0.102652915,-0.15517779,-0.168199663,1.525141834,8.455761443,9.980903276,9.163160314,18.48282344,0,8.071072634,0.902405121,8.973477755,10.91991471,4.415327323,6.075471698,5.980601374,31.77520869,2.112388183
47.2925,-122.4122,"Commencement Bay, Dick Gilmur Launch",11,48,0.732512736,-0.336011396,0.5415387,0.082650396,0.00560884,-0.146118205,-0.036558124,0.006854946,-0.002327855,0.055027673,-0.039734595,-0.054505694,0.889696208,5.719565773,6.60926198,8.071134522,16.13265701,0,10.36687348,1.84167599,12.20854947,11.22040322,4.210887135,4.279995521,8.362130045,45.59350654,1.605415019
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",11,49,1.7835787,-1.126478944,0.435711068,0.058341356,-0.043177439,-0.090602549,-0.424385029,-0.48384848,-0.168567809,-0.125637739,-0.269094648,-0.149282828,2.259777028,8.801088561,11.06086559,10.87012993,3.69043959,0,10.18437232,2.711684933,12.89605726,10.31302099,3.010031502,4.694796636,4.85678793,26.16235632,0
47.402778,-122.331667,Des Moines Marina,11,21,1.672233747,-1.414022079,0.688386017,-0.034622668,-0.104821817,-0.201922458,-0.221735812,-0.333407174,0.03464459,-0.01093312,-0.142638908,-0.06070299,1.945890446,6.461526042,8.407416487,2.304188196,13.28966143,0,7.545278719,1.215321411,8.76060013,131.6057424,91.87726251,58.5246115,0,15.8201363,1.520919492
48.064974,-122.857218,Discovery Bay,6,12,0.866072133,-1.032223922,0.358026847,0.011320706,-0.04001594,0.073323916,0.005182037,-0.035600616,0.097766789,-0.022883419,-0.078836823,0.021476588,1.284100242,4.687509557,5.971609799,0,0.670125818,0,5.037097613,1.731223884,6.768321497,5.512939392,1.083096793,4.451441862,0,19.11641045,0
47.337909,-122.59023,Donkey Creek Delta,11,44,0.493355145,-3.931321409,0.256831969,0.047739056,0.023761572,-0.117826441,-0.12299649,-0.099902374,-0.191645533,0.020772918,-0.121877491,-0.012400169,1.992310745,4.052867166,6.045177911,0,1.187950313,0,5.880493251,6.008509269,11.88900252,3.317907384,4.882011285,2.540283678,0.642001927,30.25764743,0
47.618875,-122.527234,Eagle Harbor Dr,10,31,-0.370021262,-0.080521478,0.51521749,0.419440053,0.000510956,0.010558475,-0.291471425,-0.271481139,-0.30009257,-0.106120297,-0.339841253,-0.188902794,0.716611919,10.14975644,10.86636836,0,1.856249477,0,8.375062562,4.667536158,13.04259872,5.866159193,10.83733451,2.976947376,0.865306945,21.15314861,0
48.69395,-122.909933,"Eastsound, Fishing Bay",7,60,-0.176866172,-0.476686969,-0.401696077,-0.039170688,-0.046414984,-0.21679613,-0.476933863,-0.540525878,-0.33606242,-0.113674029,-0.157468306,-0.20411775,2.254232487,9.886225444,12.14045793,0,0.761506611,0,6.953698357,1.708637575,8.662335932,5.384855666,2.605629344,4.249163265,1.825747338,18.88337168,0
47.8142069,-122.3822018,Edmonds Ferry,9,69,1.490181869,-12.2984063,0.284576283,0.173924752,-0.008768814,0.036945745,-0.261900217,-0.258117075,-0.214167147,-0.056058324,-0.122416531,-0.20748656,4.153286968,7.291084612,11.44437158,0,1.187950313,0,7.609835758,2.220439367,9.830275125,5.360383189,2.739010908,6.342332139,2.940426286,16.41302245,0
47.81094,-122.387955,Edmonds Marina,9,68,1.379405923,-0.010469512,0.323114395,0.024006698,-0.001538328,-0.159601729,-0.299036431,-0.344383059,-0.220540012,-0.041883416,-0.192930685,-0.063691986,1.935166799,7.240728049,9.17589485,0,1.705590193,1.257904445,9.656471984,2.223556528,11.88002851,6.600606766,4.587933111,4.765667523,7.657255506,14.50623998,0
47.0769,-123.0034725,Eld Inlet,13,72,2.000121848,-0.350383882,0.176383285,0.011596638,0.034934855,0.119878618,0.108332305,0.156155857,-0.007039454,-0.006564021,0.064719537,0.067501808,1.911351363,7.217860473,9.129211837,0,0.82242714,0,6.51458531,1.473348363,7.987933672,5.416892734,1.358354989,3.366026298,0,18.0237737,0
47.62052,-122.36373,Elliot Bay Myrtle Edwards,10,19,0.044577902,0.089072567,0.553892494,0.053360815,-0.003591987,-0.038135129,-0.011386336,-0.073074582,0.094240486,-0.054014812,-0.010458706,-0.096485027,0.445345215,7.138304915,7.58365013,0,9.944067469,0,8.991998361,0.861932291,9.853930652,61.59620522,101.0506419,26.01950621,2.935397503,78.90394768,1.605415019
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17",10,14,1.948494321,-2.147021337,0.502763864,0.032421416,-0.099169647,-0.322269077,-0.163636004,-0.293486579,0.103599569,0.01498958,-0.196860292,-0.14276028,2.363655855,7.50718846,9.870844312,0,5.81217481,2.264228001,7.300417372,2.914790739,10.21520811,24.2218838,36.69961383,11.33984342,2.478729901,60.32640779,1.858901601
47.97252,-122.22982,Everett Harbor,8.2,66,1.379482626,-7.018622154,0.339204598,0.063205428,-0.076298823,-0.291227823,-0.468836134,-0.553700446,-0.209352743,-0.098539258,-0.255584178,-0.218641412,2.968297563,10.07009518,13.03839275,0,0.852887404,0,10.28572548,2.886513722,13.1722392,3.161237568,1.630645605,3.358995499,0.781567563,15.29874746,0
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,63,0.549379831,-0.048655477,0.302088116,0.155220279,0.012475485,-0.051601293,-0.224109676,-0.205008203,-0.297927609,-0.061229053,-0.090905456,-0.173250763,0.739992803,7.011226246,7.751219048,0,5.668563224,0,8.786569989,1.839435431,10.62600542,14.28027157,8.216801955,3.024586721,0,24.96413001,0
47.19483,-122.748665,Filucy Bay,13,59,2.3423191,-1.762654377,0.408964618,0.162947126,-0.096063005,-0.261780978,-0.199682977,-0.269880977,-0.050197742,-0.020596159,-0.132263986,-0.273269884,2.539268698,9.383463076,11.92273177,0,0.82242714,0,9.170008679,1.250617512,10.42062619,1.381658221,0.33148792,2.469810684,0,16.81732844,0
48.5069444,-123.0194444,Friday Harbor,7,61,1.367021751,-2.454799252,0.277831408,0.004307841,-0.011835981,-0.230780207,-0.470660444,-0.482252872,-0.259914771,-0.075235103,-0.165830795,-0.198690993,2.61836928,9.376023361,11.99439264,0,0.639665553,0,7.411514015,1.770621602,9.182135617,6.073490924,2.379780714,3.697571174,0,20.34464668,0
47.3372,-122.58284,Gig Harbor Boat Launch,11,58,0.752565451,-0.060927209,0.655765828,-0.144550396,-0.14287245,-0.134457668,-0.268008459,-0.44963084,0.10146298,-0.104764435,-0.120031098,-0.080998156,0.991023901,8.28211232,9.273136218,0,1.035648991,0,7.898132251,2.437937698,10.33606995,2.78210724,3.727344365,3.170756869,0,21.76587189,0
47.570193,-122.971775,Hood Canal Holly,12,29,-0.942913494,-12.2984063,0.181437333,0.038926519,-0.027431059,-0.064130337,0.030075043,0.001258723,0.072428498,0.021394575,-0.029212479,-0.036785961,3.767505752,2.864944304,6.632450056,0,0,0,4.383534424,1.673693635,6.057228059,2.845569566,0.045875216,5.735440409,0,15.30555999,0
48.027069,-122.999191,Jamestown,6,2,0.352263317,-0.751817936,-0.027481771,0.04953996,0.003391374,-0.026724776,-0.26270077,-0.24686995,-0.201446934,-0.073045685,-0.147170942,-0.079462772,0.666163587,5.812480894,6.478644481,0,0,0,7.739782859,1.345817222,9.085600081,2.277632043,0.040423786,2.139119284,0,24.03857658,0
47.7947,-122.5003,Kingston Marina,10,36,1.357068655,-1.573153452,0.452962858,-0.08660915,-0.147997005,-0.263350832,-0.018283206,-0.167328423,0.190851941,0.007679402,-0.049303145,-0.111651136,1.515858684,6.028128554,7.543987237,0,0.883347669,0,10.49679076,1.59646523,12.09325599,1.302350026,0.778271513,2.826775496,0.725741309,9.083836439,0
47.541533,-122.640383,Kitsap St Boat Launch,10,25,-0.26161976,-0.319769503,0.45254376,-0.156940234,0.001431674,-0.159057521,-0.173540308,-0.148294013,-0.181895043,0.044328453,0.002833523,-0.002282418,1.200232913,7.060431277,8.260664191,0,4.224805176,3.270551557,7.536081506,5.501809983,13.03789149,12.56911698,8.099808123,6.540335619,4.562570309,73.72371161,0
47.3115,-122.68725,Kopachuck State Park,13,52,1.83040495,-1.502652978,0.363442708,0.045558878,-0.051653008,-0.064368839,-0.150303663,-0.212016605,-0.013788257,-0.06469566,-0.105929994,-0.151380498,1.826098208,9.982198773,11.80829698,0,0.670125818,0,8.251370043,1.361164543,9.612534587,1.240546126,0.245672961,2.474785685,0,13.25082025,0
47.583016,-122.64217,Lions Park,10,37,1.628917472,-0.271282448,0.339878783,-0.267831628,-0.072794142,-0.094571459,-0.547217481,-0.62569742,-0.405916312,-0.148895524,0.019348281,-0.121264211,1.440628939,11.16468561,12.60531455,0,1.401172164,0,7.804731057,1.646367368,9.451098424,2.935148797,1.294272453,2.885116225,3.296422016,22.19833782,0
48.76652,-122.5395,Locust Beach,7,76,-0.107441528,-1.260052457,0.210526964,-0.016935737,0.050843581,-0.290901199,-0.12209875,-0.064763311,-0.280165673,0.067827072,-0.112036593,-0.031244536,0.44538891,6.332509129,6.777898037,0,2.450692672,0,7.288590387,1.091049831,8.379640218,2.73826912,0.030596212,3.58878615,0,15.52144023,1.858901601
47.579985,-122.67853,Madrona Pont,10,28,1.476679499,-1.818523485,0.310431938,-0.058103234,-0.08388632,-0.353993264,-0.359651564,-0.44328778,-0.145418659,-0.044460448,-0.124363644,-0.201580589,1.799650367,9.449064647,11.24871502,0,1.309791371,0,6.587038565,3.08772696,9.674765525,2.728050368,1.368938272,2.880201763,0.753654436,22.17701154,0
47.556111,-122.542778,"Manchester, Stormwater Outfall",10,33,1.645895362,-1.565709587,-0.003026971,0.045230207,0.077325065,0.119878618,-0.059062628,-0.035543078,-0.167306591,-0.029890913,-0.009823713,-0.043048234,2.458298816,3.23539947,5.693698285,0,1.066109255,0,7.745301558,1.743205567,9.488507126,1.621229448,1.407038279,2.417234596,0.809480691,9.804965173,0
47.29954,-122.74554,Maple Hollow Park,13,51,1.713077075,-7.033886271,0.338959283,0.118676301,0.018826289,-0.065084817,0.00271404,0.021748357,-0.04374225,0.010019859,-0.07756076,-0.074742252,3.571557192,5.600381272,9.171938462,0,0.700586082,0,5.289114438,0.763476722,6.05259116,0.866298445,0.342854715,2.260062948,0,15.10222153,0
48.018181,-122.699838,Maristone Island,9,11,0.521497984,-1.293643197,0.176037398,-0.000899541,0.067916486,-0.077366443,-0.135842333,-0.10455038,-0.27042528,-0.012531979,-0.072104545,-0.022924017,1.218613744,5.970245715,7.18885946,0,0.578745024,0,7.455291843,1.844016705,9.299308548,2.352534558,0.024910274,2.177268412,0,21.18755686,0
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",13,71,0.106472379,-0.087769569,0.448049368,0.094752381,-0.001824466,-0.039055803,-0.166396131,-0.177123683,-0.16076123,-0.072370381,-0.110735389,-0.141875211,0.701853002,6.204034365,6.905887366,0,0.578745024,0,9.312986437,2.090529538,11.40351597,2.722507703,0.086061389,2.291715796,0,20.57702262,0
47.443611,-122.361944,Miller Creek,11,20,2.462753412,-2.190234761,0.429651212,0.053146313,-0.003615408,-0.077852363,-0.001469755,-0.005333624,0.007471042,-0.004067906,-0.025698299,-0.038355357,3.407973717,4.687804695,8.095778412,2.140380845,1.628618513,0,7.536116186,0.854856355,8.390972541,1.942712138,1.167838825,3.074690966,0,17.19305273,1.436423965
47.35399,-122.69176,Minter Bay,13,55,1.76078816,-1.417679508,0.546247974,0.162442906,-0.108149214,-0.18791527,-0.095927914,-0.236816912,0.198066973,-0.016256674,-0.085606102,-0.261149323,1.996727632,7.730290877,9.727018507,0,0.791966875,0,5.103270364,1.599987627,6.703257991,1.300641075,0.346873843,2.395205758,0,12.39972258,0
47.949831,-122.301703,Mukilteo,8.2,65,1.921103143,-0.851281617,0.431137218,-0.047360209,-0.013065916,-0.174174902,-0.430650536,-0.403155062,-0.4764457,-0.101100176,-0.172747346,-0.130655394,2.153816679,9.273319672,11.42713635,0,0.913807933,0,10.84157916,2.454716389,13.29629555,4.674498328,1.72686789,4.281886277,1.531529716,14.22586784,0
48.52108,-122.61531,N Avenue Park,7,62,1.544159757,-8.242890642,0.467916153,0.093740532,-0.0159772,-0.039055803,-0.082501336,-0.110565912,-0.02245576,-0.053089394,-0.01114307,-0.141665121,3.292398284,6.753936708,10.04633499,0,5.902490115,2.390018445,7.785405728,3.430916964,11.21632269,39.48561448,25.91782327,12.88456248,1.999177955,17.76149665,0
48.25523,-122.50817,North Camano,8.1,7,1.558464484,-8.389594671,0.297327583,-0.035186117,-0.02116751,-0.173064709,-0.041799628,-0.027931492,-0.079044075,0.015754325,-0.017950487,-0.046382967,3.744511214,4.891899888,8.636411102,0,2.419076448,0,8.386260115,1.721518068,10.10777818,4.584046016,0.333855397,3.973702321,0,20.29261215,0
48.022466,-122.728123,Oak Bay County Park,9,10,0.02060885,-0.387445092,0.353532456,0.139127633,-0.032020772,-0.001364896,-0.206195117,-0.222296707,-0.104333113,-0.106996257,-0.134369492,-0.126053071,0.552783087,6.939097116,7.491880203,0,0.54828476,0,7.927941805,1.511142629,9.439084434,2.303443384,0.05405697,2.100970156,0,22.32137448,0
48.214071,-122.719097,Penn Cove Reference,8.1,3,0.032141855,0.012616608,0.025946705,-0.011717078,-0.005767486,0.049276772,-0.042510575,-0.032010629,0.013288852,0.008816222,0.010559321,-0.05311131,0.773174368,2.496025173,3.269199541,0,2.113317844,0,7.14452194,1.286037506,8.430559446,2.219137111,0.101918675,2.978995284,0,15.02537926,0
47.2609094,-122.7447771,Penrose Point State Park,13,50,1.853365717,-1.735699816,0.457010322,-0.650711878,-0.056362174,-0.261780978,-0.207214185,-0.211969802,-0.19138053,-0.065052244,0.15816206,0.119925555,1.868227793,8.448289227,10.31651702,0,0.639665553,0,7.558316458,0.612764434,8.171080892,0.987997442,0.483049579,2.082086653,0.6140888,21.36300766,0
47.3061098,-122.514771,Point Defiance Ferry,11,43,-0.150687572,-1.14727132,0.451521185,0.135492743,0.025900526,-0.065084817,-0.170731981,-0.136228759,-0.256408377,-0.049526275,-0.169541227,-0.126779861,0.48051377,6.802367202,7.282880971,0,1.659078777,0,7.467503458,3.647746801,11.11525026,6.807867147,5.130767026,3.716617555,1.060698836,13.3146413,0
48.128267,-123.457133,Port Angeles Yacht Club,6,1,1.165737826,-1.848650124,0.494801781,0.062874709,-0.041253276,0.072140409,-0.158492359,-0.175726126,-0.109912083,-0.083678627,0.028843398,-0.123782896,1.94066444,8.250461933,10.19112637,0,4.145118165,0,6.481131922,1.603390944,8.084522866,22.42258939,20.3991163,11.53068876,0,28.22343974,0
47.387021,-122.6367,"Purdy, Burley Lagoon",13,47,0.732056993,-0.231993788,0.535258184,-0.061297964,-0.012879067,-0.091592731,0.065090712,0.062350615,0.070852277,0.031744755,-0.048917527,0.035036772,1.035478467,9.300780603,10.33625907,0,1.005188726,0,6.606761951,1.227565735,7.834327687,2.830861227,0.72873434,2.646113807,1.425829061,28.09858805,1.605415019
47.385334,-122.628902,"Purdy, Dexters",13,57,0.967204474,-12.2984063,0.473333312,0.019937363,-0.055907183,-0.24626753,-0.155702417,-0.211704577,-0.030618353,0.028435408,-0.125395015,-0.138212686,3.361208869,6.815316728,10.1765256,0,0.883347669,0,6.536343532,0.580263461,7.116606993,1.394046151,0.367244374,2.509653142,0,14.77604353,0
47.32622,-122.66715,Raft Island Park,13,53,0.904345673,-2.750825247,0.019910288,0.09303709,0.057762718,-0.104590335,-0.207977711,-0.131832546,-0.405383913,-0.011280644,-0.139624652,-0.115963448,2.000130247,6.363344839,8.363475088,0,0.609205289,0,8.605832388,1.621121594,10.22695398,1.1329325,0.233350879,2.139119284,0,12.63742924,0
47.346817,-122.822363,Reach Island,13,39,1.543281911,-2.911215573,0.376777986,-0.04582969,-0.089440974,-0.065084817,-0.305083837,-0.395302018,-0.111393524,-0.091523341,-0.088312459,-0.14467368,2.076063555,7.754323288,9.830386843,0,0.761506611,0,4.30849316,2.666187494,6.974680654,5.063277824,0.592981645,4.395009033,0,20.30843057,0
47.578117,-122.524833,Rich Passage,10,32,0.593640956,-2.457105249,0.3943727,0.060820391,0.024895164,-0.104086073,-0.38462906,-0.35434675,-0.416900006,-0.085310158,-0.150561035,-0.146571388,1.581091553,8.294615772,9.875707326,0,1.447498965,0,7.189033793,2.077246299,9.266280093,3.838967115,1.670903411,2.256234126,1.71594097,34.74117152,0
47.60253,-122.66991,Rocky Point,10,27,1.061134508,-0.300016366,0.2225921,0.010526859,0.009695855,0.085053402,-0.307445817,-0.275971347,-0.388227442,-0.129461928,-0.055567834,-0.094396088,1.568630656,6.470858437,8.039489093,0,1.248870842,1.509485334,5.901846332,3.147336098,9.04918243,7.398534306,2.401121273,4.077737718,0.865306945,30.30853381,0
47.666244,-122.401894,"Salmon Bay, Commodore Park",10,16,1.108706347,-1.67626378,0.201158203,0.046450975,0.032620737,-0.025819697,-0.068641064,-0.056359056,-0.151632122,0.008070209,-0.033705381,-0.036166963,1.368657442,2.986745324,4.355402766,10.04091987,10.03024255,12.30817693,11.74311206,3.969735822,15.71284788,9.941712506,9.91290398,4.729701586,3.330286997,36.68315434,2.957343456
47.294692,-122.530504,Salmon Beach,11,40,-0.34480405,-0.637808764,0.512570341,0.013216326,-0.038960567,-0.077366443,-0.443019328,-0.477114215,-0.365059428,-0.108610697,-0.135056496,-0.266655376,1.453755678,9.995896791,11.44965247,0,0.791966875,0,5.582209774,0.726423716,6.308633489,3.841817117,2.322251187,3.938510529,0.837393818,16.05636475,0
47.607334,-122.344055,"Seattle Aquarium, Pier 59",10,17,0.182412962,-1.693427965,0.493540446,0.116137939,-0.006687155,-0.187349285,-0.021451063,-0.039515596,-0.05774794,0.044759921,-0.164299271,-0.074485327,1.011492017,6.282506488,7.293998504,0,4.418864023,6.141993028,7.303417606,2.45312256,9.756540166,21.80245396,38.72168671,9.015358863,2.612343684,58.38632435,1.26743291
47.6707,-122.40605,Shilshole Bay,10,18,0.167253954,-1.501835824,-0.095418451,-0.080093058,0.069359963,-0.145317153,-0.533186892,-0.46482501,-0.657125936,-0.108358569,-0.175977693,-0.184303429,0.873434193,10.60185658,11.47529077,5.817550869,11.62086054,0,12.88523118,3.262342163,16.14757334,14.58797324,20.62844284,5.294787621,3.369180761,45.5391262,2.788352402
47.6428,-122.6967,"Silverdale, Dyes Inlet",10,35,-0.702328254,0.159357551,0.111540029,0.017996493,-0.010803272,0.048053111,-0.144351865,-0.148390835,-0.134875834,-0.070232502,-0.090893341,-0.040238131,0.746676465,5.341965728,6.088642193,0,2.061445753,1.509485334,7.546586799,3.084628996,10.63121579,3.065371547,2.216475572,2.427782468,1.938322917,20.26037771,1.605415019
47.6614139,-122.498892,Skiff Point,10,24,0.726304224,-1.654929908,-0.10978592,0.013220507,0.016791457,-0.117569596,-0.150239448,-0.133557854,-0.216740614,-0.020338192,-0.044337262,-0.084031444,1.357193854,4.80134314,6.158536994,0,1.066109255,0,6.498028842,1.614313604,8.112342446,4.919072941,1.780836768,4.690343948,0,13.9877027,0
47.6325,-122.3786,"Smith Cove, Terminal 91",10,15,0.417092474,-0.943313674,0.312725573,0.037620202,-0.011930745,0.094684353,-0.29988065,-0.336602032,-0.216260855,-0.111765735,-0.115147451,-0.052992562,0.950563055,7.523246195,8.473809249,9.029739472,19.12217326,12.2709428,7.615970275,5.371177844,12.98714812,46.48325147,70.12523609,18.42985629,13.6681864,84.56391717,13.72998568
48.02655,-122.75089,South of Skunk Island,9,9,0.806307387,-0.561330752,0.39522425,0.017560589,0.01780959,0.024821971,-0.299043995,-0.28978443,-0.353433438,-0.103779527,-0.11036076,-0.133547991,1.338942778,7.612898183,8.951840961,0,0,0,7.102102714,3.018217272,10.12031999,3.643149467,1.003929189,3.425464716,0,19.1104512,0
47.176735,-122.905337,Squaxin Island,13,38,1.410100551,-1.51404108,0.548545261,0.081766857,-0.065596142,-0.064130337,-0.126009957,-0.194795712,0.02488953,-0.060081839,-0.083071271,-0.118957478,2.271981149,6.384913879,8.656895027,0,0.609205289,0,5.734942956,0.391044689,6.125987645,4.71299683,0.766483077,3.28460613,0,19.188878,0
47.729875,-122.550882,Suquamish Stormwater Outfall,10,34,0.497749394,-1.74727623,0.747039693,-0.188984905,-0.095879993,-0.01348867,-0.088362244,-0.184259545,0.117006534,-0.064855982,0.079743653,0.059125032,1.201921022,8.830451315,10.03237234,0,1.410655163,0,6.752501671,0.640375598,7.392877269,2.977896268,1.844797009,1.606945946,1.55441406,11.92734923,0
47.25934,-122.43479,Thea Foss Waterway,11,46,0.424032661,0.089826298,0.553892494,0.034529141,-0.036854441,-0.173064709,-0.244454449,-0.272828241,-0.111710387,-0.020748698,-0.0882318,-0.065054922,1.937760783,8.024779189,9.962539972,7.597104399,4.418155153,2.390018445,7.708197438,3.028967405,10.73716484,14.51681317,9.807046584,6.248778264,3.297345087,22.87715884,1.605415019
47.4485721,-122.3723967,Three Tree Point,11,22,1.981951343,-0.468304009,0.367817032,0.047095393,0.039929655,0.061200143,0.095748805,0.129398453,0.012213994,0.002891401,0.035473518,-0.01401148,1.691714297,4.25040197,5.942116267,2.408924023,1.462092693,0,6.764608877,0.441505443,7.20611432,3.668658516,1.444326295,3.608835755,2.351067973,14.5272613,1.605415019
48.0616613,-122.293939,Tulalip Bay,8.2,67,1.244971769,-2.285868428,0.512690877,0.05100486,0.018816356,-0.077852363,-0.140451227,-0.098066937,-0.246629368,-0.030825273,-0.087499887,-0.098497083,1.858628586,7.369820797,9.228449381,0,1.005188726,0,7.744838811,2.595981258,10.34082007,3.267227091,1.274629161,4.101211224,0.753654436,15.67748513,1.774406074
48.069978,-122.300216,Tulalip Reservation,8.2,70,0.860161596,-2.12486572,0.444454781,-0.044772569,-0.023252331,-0.276354151,-0.203322066,-0.240837975,-0.119770984,-0.007200869,-0.106589115,-0.072456235,2.024105674,5.298701596,7.322807271,0,0.670125818,0,8.329601337,2.064114147,10.39371548,2.700374086,1.03200982,3.052282717,0.502436291,12.09977211,0
47.052373,-122.9101963,West Bay Park,13,73,1.508031413,-1.692834354,0.386318612,-0.021469215,-0.041288748,-5.45E-05,-0.073525928,-0.115033525,-0.016807584,-0.032605619,0.016386585,-0.103725952,2.033190526,5.346322443,7.379512969,0,1.340251635,0,8.64876321,1.346707223,9.995470432,3.345995899,3.159380508,4.737316802,3.776897033,16.97944239,0
47.6609,-122.5668,Williams Olson Park,10,26,0.17395171,-1.556273496,0.124289875,0.023102009,-0.037972747,-0.187349285,-0.276226714,-0.322538867,-0.203718199,-0.058078478,-0.197687826,-0.115949174,1.754305441,7.288328704,9.042634145,0,1.09656952,0,7.245365732,3.174748306,10.42011404,6.223350794,1.332190854,3.224588701,0.669915054,23.3693068,0
