"Comparison","Z","P.unadj","P.adj"
"10 - 11",-4.25021261906943,2.13567689312119e-05,0.000768843681523629
"11 - 12",4.09230096063543,4.27113811271072e-05,0.00076880486028793
"10 - 13",-2.60550904281019,0.00917378519554925,0.0330256267039773
"12 - 13",-3.29212785677135,0.000994323959016254,0.00596594375409753
"11 - 6",3.36120417621934,0.000776034361982996,0.00698430925784697
"11 - 7",3.43860880324071,0.000584711516216834,0.00701653819460201
"11 - 8.1",3.32938216296469,0.000870388860922598,0.0062667997986427
"13 - 8.1",2.61184292736661,0.00900556191388281,0.0360222476555312
"12 - 8.2",-2.9517714627944,0.00315956683444247,0.016249200862847
"11 - 9",2.62927277719214,0.00855676938395443,0.0385054622277949
