"Comparison","Z","P.unadj","P.adj"
"10 - 11",-0.125092349120375,0.900450440237456,0.926177595672812
"10 - 12",2.17372665571787,0.0297256695670088,0.535062052206159
"11 - 12",2.21101380360759,0.0270348811927018,0.973255722937263
"10 - 13",0.97979238737977,0.327188610610889,0.906060767845538
"11 - 13",1.05604013694462,0.290949877939578,0.952199600529527
"12 - 13",-1.62710480208561,0.103714841324702,0.533390612527041
"10 - 6",-0.177951151229575,0.858761338999139,0.936830551635425
"11 - 6",-0.0992185313062073,0.920964761602599,0.920964761602599
"12 - 6",-1.93384638154853,0.0531320181970598,0.637584218364718
"13 - 6",-0.779501768413768,0.435684196274613,0.712937775722094
"10 - 7",0.45757768030379,0.647255881885078,0.863007842513437
"11 - 7",0.545656935646522,0.585301779266824,0.842834562144226
"12 - 7",-1.79326498015247,0.0729305641996107,0.525100062237197
"13 - 7",-0.380179950145069,0.70381184133054,0.844574209596648
"6 - 7",0.469313126206551,0.638845834176097,0.884555770397672
"10 - 8.1",0.906109156509363,0.364878079302925,0.772682991465018
"11 - 8.1",0.953995336701994,0.340086002886031,0.816206406926474
"12 - 8.1",-0.830788790423419,0.406092956258623,0.769439285542654
"13 - 8.1",0.435259671896662,0.66337395372266,0.823498701172957
"6 - 8.1",0.890229483239832,0.373342676530047,0.746685353060093
"7 - 8.1",0.628502523126843,0.529674794297656,0.794512191446484
"10 - 8.2",1.74995454895233,0.0801261568286062,0.480756940971637
"11 - 8.2",1.796530640204,0.072410164202501,0.651691477822509
"12 - 8.2",-0.69095739711881,0.48959231433733,0.766318405049734
"13 - 8.2",1.05582391893463,0.291048668259944,0.873146004779831
"6 - 8.2",1.47570643738276,0.140022717077576,0.630102226849091
"7 - 8.2",1.27576039304353,0.202040232462446,0.727344836864807
"8.1 - 8.2",0.286079593094892,0.774817161024217,0.871669306152244
"10 - 9",0.909754718280076,0.362951879932866,0.81664172984895
"11 - 9",0.978274476898616,0.327938589754326,0.843270659368268
"12 - 9",-1.40905005234495,0.158820368502899,0.635281474011596
"13 - 9",0.144436241929711,0.885155999920108,0.937223999915409
"6 - 9",0.803302613625925,0.421799847666808,0.723085453143099
"7 - 9",0.448683712743626,0.653659835543714,0.840419788556204
"8.1 - 9",-0.322123444323349,0.747359178097797,0.867900981016796
"8.2 - 9",-0.821193904868511,0.411535827792841,0.740764490027114
