"Comparison","Z","P.unadj","P.adj"
"1 - 2",1.44621926510825,0.148115711871324,0.246859519785541
"1 - 3",-0.256768906986165,0.797357174124917,0.797357174124917
"2 - 3",-1.72285690406411,0.0849144053537807,0.169828810707561
"1 - 4",1.11204479959601,0.266118888789128,0.33264861098641
"2 - 4",-0.299544007998037,0.76452499898856,0.8494722210984
"3 - 4",1.37696952871354,0.168521668921786,0.240745241316837
"1 - 5",-2.10777294121017,0.0350506344734798,0.116835448244933
"2 - 5",-3.57321590297639,0.000352623784473319,0.00352623784473319
"3 - 5",-1.87848271505068,0.0603151594666713,0.150787898666678
"4 - 5",-3.18003757837311,0.0014725595499509,0.00736279774975451
