"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.495296539170935,0.620390813511648,0.689323126124053
"1 - 3",0.0251609681974985,0.979926569958222,0.979926569958222
"2 - 3",0.50066765756224,0.616605037792013,0.770756297240016
"1 - 4",-1.16701395411616,0.243204734354365,0.486409468708731
"2 - 4",-0.713637323276341,0.475451472172004,0.679216388817149
"3 - 4",-1.14796436847078,0.250983273545207,0.418305455908679
"1 - 5",-2.84888180158774,0.00438731765768944,0.0438731765768944
"2 - 5",-2.42066338826804,0.0154922154591625,0.0516407181972083
"3 - 5",-2.75870693562324,0.00580305508904251,0.0290152754452126
"4 - 5",-1.58615705392836,0.112703687134345,0.281759217835863
