"Comparison","Z","P.unadj","P.adj"
"1 - 2",-2.807699665258,0.00498967374471945,0.0374225530853959
"1 - 3",-3.00683819916783,0.00263980228706431,0.0395970343059647
"2 - 3",-0.106140931107695,0.915470536222465,0.915470536222465
"1 - 4",-2.14566972555629,0.0318993382022766,0.119622518258537
"2 - 4",0.915202026289762,0.360085581095164,0.491025792402496
"3 - 4",1.06019895917865,0.289054094529853,0.43358114179478
"1 - 5",-0.590410623918111,0.554915389744592,0.640286988166836
"2 - 5",2.14216112745815,0.0321805183751498,0.0965415551254494
"3 - 5",2.31000186137979,0.0208880510723046,0.104440255361523
"4 - 5",1.42391678114196,0.154470563443901,0.289632306457315
"1 - 6",-1.13369570358643,0.256922212471217,0.428203687452029
"2 - 6",1.69218825719019,0.0906100847828382,0.194164467391796
"3 - 6",1.85106741418034,0.064159855284152,0.16039963821038
"4 - 6",0.911447807158259,0.362059473942372,0.452574342427965
"5 - 6",-0.504449739797293,0.613945372478551,0.657798613369876
