"Comparison","Z","P.unadj","P.adj"
"1 - 2",-1.93853922630545,0.0525574699249718,0.175191566416573
"1 - 3",-1.76869025893082,0.0769455787747155,0.192363946936789
"2 - 3",0.0477537572345949,0.961912490860089,0.961912490860089
"1 - 4",-0.324373221584346,0.745655490746442,0.82850610082938
"2 - 4",1.55461021769467,0.120038928825917,0.240077857651834
"3 - 4",1.41498205148435,0.157073758587061,0.261789597645102
"1 - 5",-2.49490316913101,0.0125991506487329,0.125991506487329
"2 - 5",-0.585116816248315,0.558469172357719,0.698086465447148
"3 - 5",-0.594026223521632,0.552494573752162,0.789277962503089
"4 - 5",-2.09922310596614,0.0357972380842426,0.178986190421213
