"Comparison","Z","P.unadj","P.adj"
"1 - 2",2.42272158455374,0.0154047278174877,0.154047278174877
"1 - 3",-0.0364085841593159,0.970956569549598,0.970956569549598
"2 - 3",-2.3441061073023,0.0190727445027072,0.0953637225135361
"1 - 4",0.210038928353888,0.833637290211489,0.926263655790543
"2 - 4",-2.28248983247664,0.0224604370877137,0.0748681236257122
"3 - 4",0.237480515279497,0.812284033457911,1
"1 - 5",1.01696983850956,0.309167777912456,0.618335555824912
"2 - 5",-1.30361865839605,0.192363635734366,0.480909089335915
"3 - 5",1.00906608522501,0.312942941687911,0.521571569479852
"4 - 5",0.841409048506427,0.400118818085419,0.571598311550598
