"Comparison","Z","P.unadj","P.adj"
"1 - 2",0.718836558653333,0.472241629279135,0.674630898970193
"1 - 3",-0.749991024455619,0.453260110516705,0.755433517527842
"2 - 3",-1.30686205643903,0.191259564665914,0.956297823329569
"1 - 4",0.17420315516388,0.861705805990057,0.861705805990057
"2 - 4",-0.394957331147202,0.692874378090685,0.866092972613356
"3 - 4",0.766236556816891,0.443535560180712,0.887071120361423
"1 - 5",-1.08224790313075,0.279142388132536,0.930474627108455
"2 - 5",-1.59587918526715,0.11051576954777,1
"3 - 5",-0.329027061609124,0.74213523359766,0.8245947039974
"4 - 5",-1.04901793220789,0.294169865248938,0.735424663122346
