"Comparison","Z","P.unadj","P.adj"
"1 - 2",3.6383469934471,0.000274393568132104,0.00274393568132104
"1 - 3",1.09741606822387,0.27245955246754,0.454099254112567
"2 - 3",-2.60570779422513,0.00916846417076071,0.030561547235869
"1 - 4",1.71824928537979,0.08575115536516,0.17150231073032
"2 - 4",-1.82461695328557,0.0680588532650818,0.170147133162705
"3 - 4",0.680173755760069,0.496394447724444,0.551549386360493
"1 - 5",0.80384862789257,0.421484401872426,0.526855502340532
"2 - 5",-2.93577169606926,0.00332719098540006,0.0166359549270003
"3 - 5",-0.310301835690418,0.756331435329045,0.756331435329045
"4 - 5",-0.982558924723625,0.325824568702868,0.465463669575526
