"Comparison","Z","P.unadj","P.adj"
"10 - 11",0.132541766745025,0.894555789326455,0.947176718110364
"10 - 12",-0.300270592743888,0.763970762451059,0.948377498215108
"11 - 12",-0.362758223794916,0.716785501649912,0.955714002199883
"10 - 13",-0.0789025334483014,0.937110148126022,0.937110148126022
"11 - 13",-0.198254257186235,0.842846138751373,0.919468515001498
"12 - 13",0.253636718135394,0.799776227027326,0.928772392676895
"10 - 6",-2.50078866220927,0.0123917100761107,0.111525390684997
"11 - 6",-2.5384156291594,0.0111355649289285,0.133626779147142
"12 - 6",-1.45407806094651,0.145924665320859,0.437773995962577
"13 - 6",-2.37493899139617,0.0175518509825856,0.126373327074616
"10 - 7",-0.359085071662502,0.719531448977381,0.925111862970919
"11 - 7",-0.456360135102518,0.648131027498412,0.897412191920878
"12 - 7",0.0816533846846589,0.934922348147238,0.961634415237159
"13 - 7",-0.273636705971612,0.784363822921889,0.941236587506267
"6 - 7",2.05627546685737,0.0397559716430652,0.238535829858391
"10 - 8.1",1.47051881339779,0.141421294148433,0.462833326303962
"11 - 8.1",1.39687529347616,0.162451075375641,0.449864516424852
"12 - 8.1",1.36437390318175,0.17244991703322,0.443442643799709
"13 - 8.1",1.48189866921524,0.138367259216231,0.498122133178433
"6 - 8.1",2.8482697329837,0.0043957650786394,0.158247542831018
"7 - 8.1",1.58519417080457,0.112922224534944,0.508150010407248
"10 - 8.2",0.850468673622467,0.395064569782528,0.74854339537742
"11 - 8.2",0.750528188680766,0.452936653003398,0.708944326440101
"12 - 8.2",0.820449593543825,0.411959853406214,0.70621689155351
"13 - 8.2",0.872918640382731,0.382707425325395,0.76541485065079
"6 - 8.2",2.64775352903948,0.00810285768485221,0.14585143832734
"7 - 8.2",1.02476188246804,0.305475556043748,0.687320001098433
"8.1 - 8.2",-0.761533897327156,0.446338240289488,0.730371665928254
"10 - 9",-0.844206350059123,0.398554106736744,0.71739739212614
"11 - 9",-0.919762761573123,0.357696747059986,0.757475464362323
"12 - 9",-0.243355519222457,0.807729998645405,0.908696248476081
"13 - 9",-0.748488296915907,0.454165681501516,0.681248522252273
"6 - 9",1.55975654872177,0.118817423204122,0.475269692816488
"7 - 9",-0.467573826048866,0.640089386085389,0.92172871596296
"8.1 - 9",-1.82469972708351,0.0680463544833238,0.349952680199951
"8.2 - 9",-1.350663684516,0.176803190370986,0.424327656890366
