"Comparison","Z","P.unadj","P.adj"
"1 - 2",1.42560660519082,0.153981928576497,1
"1 - 3",0.449514319083524,0.653060680965404,0.890537292225551
"2 - 3",-0.91780500573781,0.35872096111749,0.896802402793724
"1 - 4",1.10791159675308,0.267899996758753,1
"2 - 4",-0.43900170149077,0.660660303448391,0.762300350132759
"3 - 4",0.562175122357262,0.573996709443811,1
"1 - 5",-0.0465826487304605,0.962845861323879,1
"2 - 5",-1.42199247767481,0.155028434700483,1
"3 - 5",-0.477191397100445,0.633225836564415,1
"4 - 5",-1.11042163388067,0.266817380078951,1
"1 - 6",0.448642995361485,0.653689212610409,0.817111515763011
"2 - 6",-0.973574150536904,0.330268026307071,0.990804078921214
"3 - 6",-0.0207215840817577,0.983467751108242,0.983467751108242
"4 - 6",-0.611606492149801,0.54079814171662,1
"5 - 6",0.476862095344057,0.633460324914918,0.950190487372377
