"latitude","longitude","site_name","qualifier","site","flagged","PCB101","PCB105","PCB011","PCB110","PCB118","PCB128","PCB138","PCB149","PCB151","PCB153","PCB156","PCB158","PCB017","PCB170","PCB171","PCB177","PCB018","PCB180","PCB183","PCB187","PCB191","PCB194","PCB195","PCB198","PCB199","PCB205","PCB206","PCB208","PCB209","PCB028","PCB031","PCB033","PCB044","PCB049","PCB052","PCB066","PCB070","PCB074","PCB082","PCB087","PCB095","PCB099"
47.28915,-122.4096,"Comm Bay Skookum","D,B","Commencement Bay Skookum",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.28915,-122.4096,"Comm Bay Skookum","D,LOQ","Commencement Bay Skookum",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.2925,-122.4122,"Comm Bay, Dick Gilmur Launch","D","Commencement Bay, Dick Gilmur Launch",FALSE,0.82,0.35,NA,0.71,0.73,NA,1,0.56,NA,0.93,NA,NA,0.22,NA,NA,NA,0.6,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,0.36,0.33,NA,0.48,0.39,NA,0.22,NA,0.28,0.44,0.38
47.2925,-122.4122,"Comm Bay, Dick Gilmur Launch","U","Commencement Bay, Dick Gilmur Launch",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
47.2925,-122.4122,"Comm Bay, Dick Gilmur Launch","D,LOQ","Commencement Bay, Dick Gilmur Launch",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA
47.2925,-122.4122,"Comm Bay, Dick Gilmur Launch","D,B,LOQ","Commencement Bay, Dick Gilmur Launch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
47.2694,-122.4243,"Comm Bay, Milwaukee Waterway","D","Commencement Bay, Milwaukee Waterway",FALSE,0.47,0.29,NA,0.48,0.53,NA,0.66,0.35,NA,0.6,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.51,0.31,0.23,NA,0.35,0.23,NA,NA,NA,NA,0.28,0.26
47.2694,-122.4243,"Comm Bay, Milwaukee Waterway","U","Commencement Bay, Milwaukee Waterway",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA
47.2694,-122.4243,"Comm Bay, Milwaukee Waterway","U,B","Commencement Bay, Milwaukee Waterway",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
47.402778,-122.331667,"Des Moines Marina","D","Des Moines Marina",FALSE,0.54,0.31,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.29,NA,NA,NA,0.3,0.3
47.402778,-122.331667,"Des Moines Marina","U","Des Moines Marina",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
47.402778,-122.331667,"Des Moines Marina","D,B","Des Moines Marina",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.402778,-122.331667,"Des Moines Marina","D,LOQ","Des Moines Marina",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.37,0.25,NA,NA,NA,0.22,NA,NA,NA,0.21,NA,NA
48.064974,-122.857218,"Discovery Bay","D,LOQ","Discovery Bay",FALSE,0.24,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.064974,-122.857218,"Discovery Bay","U","Discovery Bay",TRUE,NA,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
48.064974,-122.857218,"Discovery Bay","D","Discovery Bay",FALSE,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.064974,-122.857218,"Discovery Bay","D,B","Discovery Bay",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.337909,-122.59023,"Donkey Creek Delta","D","Donkey Creek Delta",FALSE,1,0.37,NA,NA,NA,0.24,NA,0.88,0.24,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.29,0.34,NA,NA,0.24,0.48,0.55
47.337909,-122.59023,"Donkey Creek Delta","U","Donkey Creek Delta",TRUE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
47.337909,-122.59023,"Donkey Creek Delta","D,B","Donkey Creek Delta",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.337909,-122.59023,"Donkey Creek Delta","D,LOQ","Donkey Creek Delta",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.19,0.17,NA,NA,NA,NA,NA,NA,NA,NA
47.337909,-122.59023,"Donkey Creek Delta","D,B,LOQ","Donkey Creek Delta",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.618875,-122.527234,"Eagle Harbor Dr","D","Eagle Harbor Dr",FALSE,0.93,0.41,NA,NA,NA,0.28,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.29,0.35,NA,NA,0.26,0.43,0.52
47.618875,-122.527234,"Eagle Harbor Dr","U","Eagle Harbor Dr",TRUE,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
47.618875,-122.527234,"Eagle Harbor Dr","D,B","Eagle Harbor Dr",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.618875,-122.527234,"Eagle Harbor Dr","D,B,LOQ","Eagle Harbor Dr",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.618875,-122.527234,"Eagle Harbor Dr","D,LOQ","Eagle Harbor Dr",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.69395,-122.909933,"Eastsound, Fishing Bay","D","Eastsound, Fishing Bay",FALSE,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.69395,-122.909933,"Eastsound, Fishing Bay","U","Eastsound, Fishing Bay",TRUE,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
48.69395,-122.909933,"Eastsound, Fishing Bay","D,B,LOQ","Eastsound, Fishing Bay",TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.69395,-122.909933,"Eastsound, Fishing Bay","D,B","Eastsound, Fishing Bay",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.69395,-122.909933,"Eastsound, Fishing Bay","D,LOQ","Eastsound, Fishing Bay",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.8142069,-122.3822018,"Edmonds Ferry","D","Edmonds Ferry",FALSE,0.48,0.29,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.28,NA,NA,NA,0.29,NA
47.8142069,-122.3822018,"Edmonds Ferry","U","Edmonds Ferry",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA
47.8142069,-122.3822018,"Edmonds Ferry","D,B,LOQ","Edmonds Ferry",TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.8142069,-122.3822018,"Edmonds Ferry","D,B","Edmonds Ferry",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.8142069,-122.3822018,"Edmonds Ferry","D,LOQ","Edmonds Ferry",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.38,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
47.81094,-122.387955,"Edmonds Marina","D","Edmonds Marina",FALSE,0.47,0.29,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,0.29,NA,NA,NA,0.3,0.24
47.81094,-122.387955,"Edmonds Marina","U","Edmonds Marina",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA
47.81094,-122.387955,"Edmonds Marina","D,B,LOQ","Edmonds Marina",TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.81094,-122.387955,"Edmonds Marina","D,B","Edmonds Marina",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.81094,-122.387955,"Edmonds Marina","D,LOQ","Edmonds Marina",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.36,0.23,0.18,NA,NA,0.2,NA,NA,NA,0.2,NA,NA
47.0769,-123.0034725,"Eld Inlet","D","Eld Inlet",FALSE,0.51,NA,NA,0.44,NA,NA,NA,0.39,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28
47.0769,-123.0034725,"Eld Inlet","D,LOQ","Eld Inlet",FALSE,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.28,0.22,NA,NA,0.25,NA,0.24,NA,NA,NA,0.24,NA
47.0769,-123.0034725,"Eld Inlet","U","Eld Inlet",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA
47.0769,-123.0034725,"Eld Inlet","D,B","Eld Inlet",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.62052,-122.36373,"Elliot Bay Myrtle Edwards","D","Elliot Bay Myrtle Edwards",FALSE,1.2,0.52,NA,1.1,1.1,0.29,2,1.2,0.34,1.9,NA,NA,NA,NA,NA,0.22,0.45,0.47,0.24,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.6,0.38,0.35,0.28,0.61,0.46,NA,0.25,NA,0.41,0.75,0.57
47.62052,-122.36373,"Elliot Bay Myrtle Edwards","U","Elliot Bay Myrtle Edwards",TRUE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
47.62052,-122.36373,"Elliot Bay Myrtle Edwards","D,B,LOQ","Elliot Bay Myrtle Edwards",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17","D","Elliott Bay, Harbor Island, Pier 17",FALSE,1.3,0.48,NA,NA,NA,0.33,NA,1.8,0.45,NA,NA,NA,NA,NA,NA,0.32,NA,0.69,0.38,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,0.26,0.31,0.28,0.63,0.39,0.45,NA,NA,0.32,0.89,0.63
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17","U","Elliott Bay, Harbor Island, Pier 17",TRUE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17","D,B","Elliott Bay, Harbor Island, Pier 17",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17","D,LOQ","Elliott Bay, Harbor Island, Pier 17",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.97252,-122.22982,"Everett Harbor","D","Everett Harbor",FALSE,0.38,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
47.97252,-122.22982,"Everett Harbor","D,LOQ","Everett Harbor",FALSE,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.38,0.24,NA,NA,NA,NA,0.27,NA,NA,NA,0.23,NA
47.97252,-122.22982,"Everett Harbor","U","Everett Harbor",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0
47.97252,-122.22982,"Everett Harbor","D,B,LOQ","Everett Harbor",TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.97252,-122.22982,"Everett Harbor","D,B","Everett Harbor",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit","D","Fidalgo Bay Aq Reserve, Weaverling Spit",FALSE,0.34,NA,NA,0.39,0.46,NA,0.5,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit","U","Fidalgo Bay Aq Reserve, Weaverling Spit",TRUE,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit","D,LOQ","Fidalgo Bay Aq Reserve, Weaverling Spit",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit","U,B","Fidalgo Bay Aq Reserve, Weaverling Spit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
47.19483,-122.748665,"Filucy Bay","D","Filucy Bay",FALSE,0.61,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,0.29,0.4
47.19483,-122.748665,"Filucy Bay","D,LOQ","Filucy Bay",FALSE,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.35,0.21,NA,NA,NA,0.19,0.25,NA,NA,NA,NA,NA
47.19483,-122.748665,"Filucy Bay","U","Filucy Bay",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA
47.19483,-122.748665,"Filucy Bay","D,B,LOQ","Filucy Bay",TRUE,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.19483,-122.748665,"Filucy Bay","D,B","Filucy Bay",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.5069444,-123.0194444,"Friday Harbor","D","Friday Harbor",FALSE,0.28,NA,NA,0.31,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.5069444,-123.0194444,"Friday Harbor","U","Friday Harbor",TRUE,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
48.5069444,-123.0194444,"Friday Harbor","D,B","Friday Harbor",TRUE,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.5069444,-123.0194444,"Friday Harbor","D,LOQ","Friday Harbor",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.3372,-122.58284,"Gig Harbor Boat Launch","D","Gig Harbor Boat Launch",FALSE,0.79,0.3,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.24,NA,NA,NA,NA,0.41,0.47
47.3372,-122.58284,"Gig Harbor Boat Launch","U","Gig Harbor Boat Launch",TRUE,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA
47.3372,-122.58284,"Gig Harbor Boat Launch","D,B","Gig Harbor Boat Launch",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.3372,-122.58284,"Gig Harbor Boat Launch","D,LOQ","Gig Harbor Boat Launch",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.32,0.22,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA
47.570193,-122.971775,"Hood Canal Holly","D,LOQ","Hood Canal Holly",FALSE,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.570193,-122.971775,"Hood Canal Holly","U","Hood Canal Holly",TRUE,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0
47.570193,-122.971775,"Hood Canal Holly","U,B","Hood Canal Holly",TRUE,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.570193,-122.971775,"Hood Canal Holly","D,B","Hood Canal Holly",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.570193,-122.971775,"Hood Canal Holly","D,B,LOQ","Hood Canal Holly",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
48.027069,-122.999191,"Jamestown","D","Jamestown",FALSE,0.29,NA,NA,0.36,0.4,NA,0.47,NA,NA,0.4,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.5,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
