sample_id,site_number,latitude,longitude,p450,sod,shell,ci1,ci2,ci3,site_name,reporting_area,km4,km5,hc4,hc5,p16,p42,phmw,plmw,pcb,p450_outlier,sod_outlier,ci1_outlier,ci2_outlier,ci3_outlier,shell_outlier
128,56,47.1905742,-122.5834897,3578424,14.492,1,0.027,0.6,0.041,Chambers Bay Park,13,1,2,1,1,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,56,47.1905742,-122.5834897,4479918,8.659,1.08,0.033,0.634,0.042,Chambers Bay Park,13,1,2,1,1,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,56,47.1905742,-122.5834897,4173684,7.718,1.26,0.031,0.653,0.053,Chambers Bay Park,13,1,2,1,1,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
131,58,47.33785,-122.58277,5582113,5.435,0.89,0.031,0.652,0.056,Gig Harbor Boat Launch,11,1,2,1,1,4,4,5,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,58,47.33785,-122.58277,2734669,9.944,0.845,0.03,0.649,0.049,Gig Harbor Boat Launch,11,1,2,1,1,4,4,5,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,58,47.33785,-122.58277,5447066,14.656,1.025,0.029,0.58,0.048,Gig Harbor Boat Launch,11,1,2,1,1,4,4,5,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
134,58,47.33785,-122.58277,1608895,29.853,1.1,0.031,0.626,0.056,Gig Harbor Boat Launch,11,1,2,1,1,4,4,5,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
135,67,48.0617,-122.2939,6050177,20.048,0.875,0.036,0.723,0.053,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,67,48.0617,-122.2939,3475077,0.135,0.945,0.033,0.703,0.051,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,67,48.0617,-122.2939,7541126,9.075,0.855,0.036,0.727,0.056,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,67,48.0617,-122.2939,5438127,0.787,0.835,0.035,0.717,0.063,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,67,48.0617,-122.2939,4707732,6.443,0.735,0.029,0.677,0.041,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,67,48.0617,-122.2939,5420960,1.035,1,0.034,0.709,0.064,Tulalip Bay,8.2,4,1,2,2,4,3,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,42,47.2632444,-122.385731,7415687,26.424,0.745,0.032,0.659,0.051,Blair Waterway #2,11,1,2,1,1,4,5,6,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
142,42,47.2632444,-122.385731,2336026,12.854,0.97,0.031,0.615,0.058,Blair Waterway #2,11,1,2,1,1,4,5,6,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,42,47.2632444,-122.385731,3199451,2.637,0.9,0.033,0.665,0.053,Blair Waterway #2,11,1,2,1,1,4,5,6,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,42,47.2632444,-122.385731,4752301,1.269,0.815,0.031,0.65,0.046,Blair Waterway #2,11,1,2,1,1,4,5,6,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,57,47.38566,-122.627255,5961110,0.0025,0.805,0.033,0.677,0.047,Purdy - Dexters,13,1,2,1,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,57,47.38566,-122.627255,5111771,0.0025,0.88,0.032,0.664,0.05,Purdy - Dexters,13,1,2,1,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,57,47.38566,-122.627255,3923933,0.0025,0.96,0.036,0.677,0.046,Purdy - Dexters,13,1,2,1,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,57,47.38566,-122.627255,3318363,7.036,0.73,0.035,0.698,0.053,Purdy - Dexters,13,1,2,1,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,41,47.27568,-122.4173,4234624,0.672,0.89,0.036,0.718,0.054,Blair Waterway,11,1,2,1,1,4,4,5,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,41,47.27568,-122.4173,5143570,6.432,0.68,0.034,0.73,0.055,Blair Waterway,11,1,2,1,1,4,4,5,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,41,47.27568,-122.4173,4339810,9.59,1.075,0.033,0.665,0.059,Blair Waterway,11,1,2,1,1,4,4,5,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,41,47.27568,-122.4173,3633030,9.377,0.71,0.034,0.736,0.067,Blair Waterway,11,1,2,1,1,4,4,5,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,28,47.57995505,-122.6786,11889910,8.315,0.71,0.034,0.666,0.048,Madrona Pont,10,4,1,2,2,2,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,28,47.57995505,-122.6786,6650990,4.664,0.785,0.03,0.642,0.044,Madrona Pont,10,4,1,2,2,2,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,28,47.57995505,-122.6786,3417932,2.369,0.72,0.032,0.662,0.044,Madrona Pont,10,4,1,2,2,2,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,28,47.57995505,-122.6786,6111407,2.733,1.005,0.032,0.671,0.046,Madrona Pont,10,4,1,2,2,2,2,3,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,49,47.2694,-122.4243,4263664,5.02,0.82,0.037,0.69,0.054,"Comm Bay, Milwaukee Waterway",11,1,2,1,1,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,49,47.2694,-122.4243,13167667,16.268,0.955,0.035,0.683,0.055,"Comm Bay, Milwaukee Waterway",11,1,2,1,1,4,4,4,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
159,49,47.2694,-122.4243,3461399,5.768,0.75,0.037,0.678,0.056,"Comm Bay, Milwaukee Waterway",11,1,2,1,1,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,49,47.2694,-122.4243,8190625,13.784,0.75,0.035,0.695,0.053,"Comm Bay, Milwaukee Waterway",11,1,2,1,1,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,49,47.2694,-122.4243,7886778,0.0025,0.83,0.034,0.622,0.049,"Comm Bay, Milwaukee Waterway",11,1,2,1,1,4,4,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,12,48.064957,-122.857524,5436068,17.512,0.745,0.034,0.675,0.046,Discovery Bay,6,3,5,3,3,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,12,48.064957,-122.857524,5773098,1.485,0.805,0.033,0.686,0.061,Discovery Bay,6,3,5,3,3,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,12,48.064957,-122.857524,1513621,15.957,0.75,0.033,0.683,0.069,Discovery Bay,6,3,5,3,3,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,12,48.064957,-122.857524,3207158,2.376,0.875,0.035,0.689,0.06,Discovery Bay,6,3,5,3,3,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,36,47.794695,-122.499858,2382760,4.546,0.815,0.035,0.672,0.055,Kingston Marina,10,4,1,2,2,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,36,47.794695,-122.499858,7415597,7.722,0.845,0.033,0.657,0.045,Kingston Marina,10,4,1,2,2,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,36,47.794695,-122.499858,4668354,3.94,0.875,0.027,0.614,0.051,Kingston Marina,10,4,1,2,2,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,36,47.794695,-122.499858,7376508,1.276,0.71,0.03,0.604,0.042,Kingston Marina,10,4,1,2,2,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,32,47.578117,-122.524833,1476766,3.506,0.9,0.035,0.717,0.054,Rich Passage,10,4,1,2,2,3,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,32,47.578117,-122.524833,11738656,2.631,0.83,0.035,0.694,0.053,Rich Passage,10,4,1,2,2,3,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,32,47.578117,-122.524833,2880897,1.143,0.745,0.034,0.723,0.058,Rich Passage,10,4,1,2,2,3,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,32,47.578117,-122.524833,4148180,1.999,0.765,0.035,0.715,0.049,Rich Passage,10,4,1,2,2,3,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,59,47.19483,-122.748665,12472188,6.866,0.795,0.027,0.599,0.034,Filucy Bay,13,1,3,1,1,1,1,1,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
175,59,47.19483,-122.748665,6726341,2.006,0.815,0.045,0.694,0.053,Filucy Bay,13,1,3,1,1,1,1,1,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
176,59,47.19483,-122.748665,13491947,10.585,1.055,0.042,0.669,0.05,Filucy Bay,13,1,3,1,1,1,1,1,1,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
177,59,47.19483,-122.748665,10820612,0.579,0.76,0.034,0.648,0.046,Filucy Bay,13,1,3,1,1,1,1,1,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,55,47.3539722,-122.69175,5146723,8.582,0.95,0.042,0.631,0.052,Minter Bay,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
179,55,47.3539722,-122.69175,6537218,5.088,1.095,0.029,0.643,0.049,Minter Bay,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,55,47.3539722,-122.69175,11216182,2.002,0.825,0.033,0.663,0.048,Minter Bay,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,55,47.3539722,-122.69175,9219025,4.367,0.8,0.043,0.665,0.055,Minter Bay,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
182,73,47.052362,-122.910912,10107487,2.621,0.78,0.032,0.672,0.057,West Bay Park,13,1,3,1,1,3,3,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,73,47.052362,-122.910912,4200104,9.357,0.66,0.033,0.719,0.067,West Bay Park,13,1,3,1,1,3,3,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,73,47.052362,-122.910912,15718988,5.789,0.845,0.035,0.696,0.058,West Bay Park,13,1,3,1,1,3,3,4,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
185,73,47.052362,-122.910912,4006827,0.745,0.805,0.031,0.66,0.043,West Bay Park,13,1,3,1,1,3,3,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,72,47.074603,-123.003527,5090881,10.975,0.63,0.034,0.733,0.066,Eld Inlet,13,1,3,1,1,1,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,72,47.074603,-123.003527,1009809,12.54,0.62,0.035,0.687,0.061,Eld Inlet,13,1,3,1,1,1,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,72,47.074603,-123.003527,16612698,7.04,0.835,0.034,0.72,0.064,Eld Inlet,13,1,3,1,1,1,2,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
189,72,47.074603,-123.003527,16495985,8.89,0.745,0.033,0.722,0.058,Eld Inlet,13,1,3,1,1,1,2,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
190,70,48.0697859,-122.2997764,9509258,2.633,0.845,0.031,0.673,0.055,Tulalip Reservation,8.2,4,1,2,2,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,70,48.0697859,-122.2997764,3760566,3.166,0.82,0.034,0.694,0.049,Tulalip Reservation,8.2,4,1,2,2,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,70,48.0697859,-122.2997764,4598260,0.0025,0.83,0.031,0.691,0.046,Tulalip Reservation,8.2,4,1,2,2,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,70,48.0697859,-122.2997764,2520935,10.007,0.64,0.033,0.699,0.046,Tulalip Reservation,8.2,4,1,2,2,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,54,47.30515,-122.44441,1869821,3.733,0.84,0.035,0.659,0.051,Browns Point Lighthouse,11,1,2,1,1,3,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,54,47.30515,-122.44441,10377436,1.51,0.8,0.037,0.721,0.06,Browns Point Lighthouse,11,1,2,1,1,3,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,54,47.30515,-122.44441,9951688,2.472,0.82,0.036,0.712,0.061,Browns Point Lighthouse,11,1,2,1,1,3,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,54,47.30515,-122.44441,9992062,1.531,0.935,0.038,0.702,0.056,Browns Point Lighthouse,11,1,2,1,1,3,4,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,38,47.17650485,-122.9046464,9659247,2.864,0.85,0.034,0.679,0.059,Squaxin Island,13,1,3,1,1,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,38,47.17650485,-122.9046464,5609584,16.642,0.955,0.037,0.663,0.055,Squaxin Island,13,1,3,1,1,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,38,47.17650485,-122.9046464,6607122,0.0025,0.925,0.03,0.666,0.051,Squaxin Island,13,1,3,1,1,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,38,47.17650485,-122.9046464,2867682,6.788,0.695,0.038,0.719,0.055,Squaxin Island,13,1,3,1,1,2,2,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,51,47.30008,-122.74566,5080836,0.0025,0.8,0.039,0.716,0.05,Maple Hollow Park,13,1,3,1,1,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,51,47.30008,-122.74566,34233996,3.694,0.665,0.034,0.698,0.053,Maple Hollow Park,13,1,3,1,1,2,2,2,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
204,51,47.30008,-122.74566,1210309,0.0025,0.735,0.036,0.71,0.057,Maple Hollow Park,13,1,3,1,1,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,51,47.30008,-122.74566,NA,14.787,0.9,0.037,0.717,0.057,Maple Hollow Park,13,1,3,1,1,2,2,2,2,3,NA,FALSE,FALSE,FALSE,FALSE,FALSE
206,66,47.9726,-122.22977,8135083,0.0025,0.885,0.036,0.677,0.058,Everett Harbor,8.2,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,66,47.9726,-122.22977,6115910,5.493,0.865,0.032,0.621,0.046,Everett Harbor,8.2,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,66,47.9726,-122.22977,5808287,3.773,0.675,0.035,0.669,0.048,Everett Harbor,8.2,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,66,47.9726,-122.22977,3196291,0.0025,0.68,0.035,0.666,0.045,Everett Harbor,8.2,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,62,48.52108,-122.61531,3680656,0.027,0.9,0.036,0.707,0.058,N Avenue Park,7,2,4,4,4,5,5,6,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,62,48.52108,-122.61531,8637809,0.064,0.79,0.033,0.695,0.054,N Avenue Park,7,2,4,4,4,5,5,6,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,62,48.52108,-122.61531,5167150,5.692,0.89,0.042,0.675,0.062,N Avenue Park,7,2,4,4,4,5,5,6,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
213,62,48.52108,-122.61531,9574142,0.0025,0.71,0.036,0.697,0.054,N Avenue Park,7,2,4,4,4,5,5,6,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,64,48.520971,-122.600717,1293401,14.371,0.955,0.026,0.635,0.038,Cap Sante,7,2,4,4,4,1,3,3,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
215,64,48.520971,-122.600717,4081903,4.895,0.725,0.035,0.723,0.054,Cap Sante,7,2,4,4,4,1,3,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,64,48.520971,-122.600717,1544138,42.805,0.6,0.035,0.723,0.054,Cap Sante,7,2,4,4,4,1,3,3,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
217,64,48.520971,-122.600717,11524795,11.947,0.88,0.036,0.66,0.048,Cap Sante,7,2,4,4,4,1,3,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,53,47.32598,-122.66724,6066971,0.0025,0.58,0.037,0.754,0.055,Raft Island Park,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,53,47.32598,-122.66724,6061146,2.855,0.595,0.033,0.679,0.048,Raft Island Park,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,53,47.32598,-122.66724,3033147,11.029,0.805,0.034,0.731,0.052,Raft Island Park,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,53,47.32598,-122.66724,1581059,1.226,0.635,0.038,0.734,0.055,Raft Island Park,13,1,3,1,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,61,48.5069444,-123.0194444,6899779,0.0025,0.895,0.034,0.683,0.044,Friday Harbor,7,2,4,4,4,5,4,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,61,48.5069444,-123.0194444,4285885,12.311,0.625,0.034,0.698,0.052,Friday Harbor,7,2,4,4,4,5,4,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,61,48.5069444,-123.0194444,3660475,2.297,0.735,0.022,0.557,0.03,Friday Harbor,7,2,4,4,4,5,4,5,3,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
225,61,48.5069444,-123.0194444,6465687,0.0025,0.845,0.037,0.722,0.054,Friday Harbor,7,2,4,4,4,5,4,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,61,48.5069444,-123.0194444,5908857,18.935,0.65,0.037,0.703,0.049,Friday Harbor,7,2,4,4,4,5,4,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,69,47.81407,-122.3825,16349554,0.818,0.885,0.038,0.695,0.058,Edmonds Ferry,9,4,1,2,2,4,4,5,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
228,69,47.81407,-122.3825,7086401,0.0025,0.665,0.037,0.72,0.05,Edmonds Ferry,9,4,1,2,2,4,4,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,69,47.81407,-122.3825,5844280,0.0025,0.82,0.041,0.704,0.06,Edmonds Ferry,9,4,1,2,2,4,4,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,69,47.81407,-122.3825,3776740,0.0025,0.39,0.038,0.693,0.06,Edmonds Ferry,9,4,1,2,2,4,4,5,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,20,47.4436,-122.360316,5993436,0.0025,0.96,0.036,0.66,0.051,Miller Creek,11,4,2,1,1,2,2,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,20,47.4436,-122.360316,30697270,1.041,0.745,0.035,0.706,0.063,Miller Creek,11,4,2,1,1,2,2,3,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
233,20,47.4436,-122.360316,8815609,7.704,0.895,0.032,0.698,0.053,Miller Creek,11,4,2,1,1,2,2,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,20,47.4436,-122.360316,18090511,7.314,0.685,0.035,0.718,0.056,Miller Creek,11,4,2,1,1,2,2,3,3,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
235,76,48.77636877,-122.5378679,1911451,10.204,0.665,0.03,0.732,0.04,Locust Beach,7,2,4,4,4,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236,76,48.77636877,-122.5378679,2007311,7.076,0.6,0.033,0.76,0.047,Locust Beach,7,2,4,4,4,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,76,48.77636877,-122.5378679,3303876,3.414,0.745,0.033,0.706,0.047,Locust Beach,7,2,4,4,4,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,76,48.77636877,-122.5378679,2252563,3.907,0.74,0.035,0.726,0.054,Locust Beach,7,2,4,4,4,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,77,48.6793778,-122.6300583,9716178,0.0025,0.7,0.037,0.719,0.054,Aiston Preserve,7,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,77,48.6793778,-122.6300583,1358797,4.877,0.79,0.031,0.679,0.048,Aiston Preserve,7,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,77,48.6793778,-122.6300583,4914880,8.871,0.825,0.033,0.679,0.057,Aiston Preserve,7,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,77,48.6793778,-122.6300583,2861586,0.01,0.93,0.031,0.696,0.051,Aiston Preserve,7,2,4,4,4,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,1,48.12823,-123.45715,5418303,14.895,0.545,3.129,0.797,3.638,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
244,1,48.12823,-123.45715,6195514,3.323,0.64,1.956,0.758,2.501,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
245,1,48.12823,-123.45715,4874821,24.332,0.89,1.252,0.714,2.442,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
246,1,48.12823,-123.45715,2729240,0.0025,0.92,2.012,0.759,2.996,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
247,1,48.12823,-123.45715,12351982,3.679,0.99,1.055,0.662,2.156,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
248,1,48.12823,-123.45715,2439233,1.758,0.82,1.541,0.716,2.019,Port Angeles Yacht Club,6,3,5,3,5,5,5,6,5,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
249,52,47.30973,-122.68868,7962917,4.823,0.86,1.563,0.719,2.368,Kopachuck State Park,13,1,3,1,1,1,1,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
250,52,47.30973,-122.68868,9304020,4.095,0.77,0.035,0.667,0.054,Kopachuck State Park,13,1,3,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,52,47.30973,-122.68868,2452740,9.21,0.69,0.034,0.694,0.047,Kopachuck State Park,13,1,3,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,26,47.66586,-122.56698,5178290,0.0025,0.575,0.036,0.726,0.051,Williams Olson Park,10,4,1,2,2,3,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,52,47.30973,-122.68868,8335262,0.775,0.79,0.014,0.678,0.056,Kopachuck State Park,13,1,3,1,1,1,1,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
254,26,47.66586,-122.56698,1570656,3.468,0.615,0.034,0.713,0.057,Williams Olson Park,10,4,1,2,2,3,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,26,47.66586,-122.56698,1267046,5.287,0.785,0.032,0.652,0.047,Williams Olson Park,10,4,1,2,2,3,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
256,26,47.66586,-122.56698,4252322,17.073,0.71,0.034,0.659,0.05,Williams Olson Park,10,4,1,2,2,3,2,4,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,24,47.66142,-122.49884,12721940,4.066,0.49,0.032,0.73,0.053,Skiff Point,10,4,1,2,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,24,47.66142,-122.49884,2870483,3.933,0.62,0.033,0.708,0.053,Skiff Point,10,4,1,2,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,24,47.66142,-122.49884,5003819,1.755,0.59,0.034,0.716,0.056,Skiff Point,10,4,1,2,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,24,47.66142,-122.49884,1852789,9.362,0.535,0.035,0.675,0.05,Skiff Point,10,4,1,2,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,33,47.55622,-122.54281,12587430,5.031,0.61,0.036,0.741,0.065,"Manchester, Stormwater Outfall",10,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,33,47.55622,-122.54281,11029903,3.682,0.57,0.032,0.744,0.058,"Manchester, Stormwater Outfall",10,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,33,47.55622,-122.54281,4659442,4.915,0.6,0.035,0.749,0.064,"Manchester, Stormwater Outfall",10,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,33,47.55622,-122.54281,2585048,0.0025,0.645,0.034,0.689,0.061,"Manchester, Stormwater Outfall",10,4,1,2,2,3,3,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,44,47.33775,-122.59014,4434123,0.189,0.755,0.037,0.728,0.052,Donkey Creek Delta,11,1,2,1,1,4,4,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,44,47.33775,-122.59014,2345306,0.0025,0.635,0.032,0.706,0.047,Donkey Creek Delta,11,1,2,1,1,4,4,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
