latitude,longitude,sample_id,site_number,site_name,reporting_area,p450_ibr1,sod_ibr1,shell_ibr1,weight_initial_g_ibr1,weight_change_g_ibr1,weight_final_g_ibr1,length_mm_ibr1,height_mm_ibr1,width_mm_ibr1,ibr1_biomarkers,ibr1_morphometrics,ibr1_overall,p450_ibr3,sod_ibr3,shell_ibr3,weight_initial_g_ibr3,weight_change_g_ibr3,weight_final_g_ibr3,length_mm_ibr3,height_mm_ibr3,width_mm_ibr3,ibr3_biomarkers,ibr3_morphometrics,ibr3_overall,p450_ibr2,sod_ibr2,shell_ibr2,weight_initial_g_ibr2,weight_change_g_ibr2,weight_final_g_ibr2,length_mm_ibr2,height_mm_ibr2,width_mm_ibr2,ibr2_biomarkers,ibr2_morphometrics,ibr2_overall,ci1_1,ci2_1,ci3_1,ci1_2,ci2_2,ci3_2,ci1_3,ci2_3,ci3_3
47.607,-122.342,79,17,"Seattle Aquarium, Pier 59",10,0.080993412,-0.517707619,6.615111774,-0.449628116,-0.485310656,-0.152235102,0.865250717,-3.351287706,-0.352452888,-0.218357103,0.38420686,0.082924878,0.282927487,0.35423241,3.512588293,0.009094204,-0.007604275,0.04245958,0.990475059,-1.114047845,0.072022007,0.318579948,0.500712432,0.40964619,0.338054852,1.014838499,3.174187025,0.103989357,0.109610919,0.080225954,0.997135732,-0.83700644,0.290177919,0.676446675,0.559760066,0.618103371,1.503945122,-0.309906632,-1.12024573,0.827619892,5.7459500436204e-15,-0.34983408,1.00479893,-0.08842663,-0.524071218
47.607,-122.342,80,17,"Seattle Aquarium, Pier 59",10,2.047903611,-1.456153269,6.615111774,0.066481978,-0.1626518,0.633050038,1.505982659,-3.41080003,-0.476040265,0.295875171,0.681590622,0.488732897,1.872046781,-0.679010057,3.512588293,0.310773433,0.211789347,0.471355088,1.798369711,-1.141799926,-0.072788198,0.596518362,0.727183964,0.661851163,1.790271519,-0.433614789,3.174187025,0.370166019,0.307781222,0.451401228,1.844874821,-0.861861865,0.132218165,0.678328365,0.774109516,0.726218941,1.93978228,-0.687184271,-1.464936724,1.190566232,-0.362284419,-0.608970436,1.389089095,-0.465200964,-0.800939031
47.607,-122.342,81,17,"Seattle Aquarium, Pier 59",10,0.181356757,-1.565864365,4.400848419,0.036740041,0.378991918,-0.871390967,1.064822961,-2.146163159,-0.796451982,-0.692253804,0.295342461,-0.198455671,0.364013715,-0.799803588,2.119493786,0.293388528,0.580082904,-0.350318411,1.242114377,-0.552068193,-0.448222063,-0.217894936,0.412067275,0.097086169,0.412155501,-0.602949474,1.814792154,0.354827025,0.640447437,-0.259692455,1.261185612,-0.333684082,-0.277307124,-0.095396986,0.457224081,0.180913547,2.878980663,1.091410313,-0.775554736,1.972690034,1.345627841,-0.090697724,2.217207336,1.311020898,-0.247203405
48.024789,-122.998135,82,2,Jamestown,6,0.616298526,-0.623663323,-0.581244131,-2.710015375,-2.043594244,-3.21622484,-1.340547772,-4.184460233,-1.14432756,-0.003682398,-2.174344879,-1.089013639,0.715414789,0.23757362,-1.014968855,-1.312158552,-1.067167574,-1.630985348,-1.790801611,-1.502576986,-0.855835973,0.476494205,-1.310642128,-0.417073962,0.733283373,0.851300112,-1.243846308,-1.061774193,-0.847454187,-1.3680088,-1.921310312,-1.184982391,-0.72193458,0.792291742,-1.192758681,-0.20023347,2.044137656,1.037513507,-0.603209239,1.277468876,1.293872924,0.038870453,1.481102232,1.257195993,-0.108769498
48.024789,-122.998135,83,2,Jamestown,6,2.302989464,-0.016228659,0.193748044,-1.012975405,-1.095717737,-0.336845994,-1.681921347,-3.038848009,0.091546205,1.143380403,-0.983002035,0.080189184,2.078137456,0.906368122,-0.527385778,-0.320196343,-0.42265385,-0.058368486,-2.221237286,-0.968349416,0.592266076,1.492252789,-0.560846441,0.465703174,1.978607482,1.788851197,-0.768058102,-0.186549237,-0.265288311,-0.007032795,-2.372974581,-0.706515458,0.857662962,1.883729339,-0.49267936,0.69552499,1.141770583,-0.794977882,0.775554736,0.526016596,-0.465794253,1.075415876,0.685459216,-0.572850774,0.998701755
48.024789,-122.998135,84,2,Jamestown,6,-0.049768789,-0.613604237,-1.356236305,-4.505028787,-3.950984135,-3.896805295,-3.331018313,-3.886898616,-1.583749343,-0.331686513,-3.215817256,-1.773751885,0.177281212,0.248648822,-1.502551933,-2.361388683,-2.36410758,-2.002694788,-4.300572701,-1.363816578,-1.370716702,0.212965017,-2.180835566,-0.983935275,0.241510003,0.866825908,-1.719634513,-1.9875276,-2.018933063,-1.689694037,-4.554860433,-1.060705266,-1.283569262,0.554167955,-2.044989168,-0.745410606,-0.380590194,-0.525493854,-0.603209239,-0.741739632,-0.207019668,0.038870453,-0.656850089,-0.303726249,-0.108769498
48.024789,-122.998135,85,2,Jamestown,6,0.947812647,-0.962453335,-3.459786493,-2.263011548,-1.738919653,-2.599018274,-1.73969226,-3.05372609,-0.141896617,-0.007320344,-2.142292991,-1.074806667,0.983253903,-0.135439167,-2.825991714,-1.050873661,-0.860002449,-1.293888528,-2.294080246,-0.975287437,0.318735689,0.423907368,-1.283055478,-0.429574055,0.978048147,0.328391293,-3.011059641,-0.831238135,-0.660329441,-1.076278058,-2.449410072,-0.712729315,0.559294537,0.65321972,-1.168821446,-0.257800863,0.300789024,0.714132674,0.258518245,-0.174316481,0.983343422,0.686711342,-0.056058424,0.934246564,0.583400035
48.024789,-122.998135,86,2,Jamestown,6,0.436902121,-0.934556137,0.083034876,-2.441463173,-2.660348713,-0.761175508,1.206624292,1.409698158,-1.048204045,-0.248827008,-0.601690588,-0.425258798,0.570475641,-0.104723941,-0.597040503,-1.155183089,-1.486533089,-0.29012255,1.420910734,1.106118678,-0.743205814,0.23287585,-0.249293662,-0.008208906,0.600830732,0.371449501,-0.836027846,-0.923272099,-1.226251849,-0.20759768,1.4488,1.151427568,-0.599076994,0.486140116,-0.170285557,0.15792728,-4.499558264,-2.196294827,-3.016046196,-4.171838135,-1.811422093,-1.775084036,-4.288662768,-1.972298302,-2.046844191
48.024789,-122.998135,87,2,Jamestown,6,0.526130902,-0.744640596,0.747313882,1.340136719,1.719348542,-0.256939787,0.959784938,-0.286403056,-0.297525166,-0.109254847,0.560816582,0.225780867,0.642565957,0.104375863,-0.179112151,1.05525641,1.491465592,-0.014726487,1.10967263,0.315184355,0.136382098,0.37347091,0.55916035,0.46631563,0.666710467,0.664576535,-0.428209385,1.027035883,1.46366637,0.030735917,1.122211991,0.443047952,0.360382254,0.665643501,0.574124426,0.619883964,2.946504729,1.684275174,0.430863742,2.028921157,1.914931927,0.81627952,2.276745248,1.903094853,0.721833942
48.02218,-122.728709,88,10,Oak Bay County Park,9,-0.057133567,-0.008047269,4.511561586,-0.97798489,-1.336918455,0.401597576,-2.201859563,-1.134453663,-1.432698105,-0.032590418,-0.310107931,-0.171349174,0.171331011,0.915375953,2.189148511,-0.299743514,-0.586659575,0.34494378,-2.876823929,-0.080282807,-1.193726451,0.543353482,-0.357591998,0.092880742,0.236072412,1.801478844,1.882761897,-0.168503361,-0.413428735,0.3420022,-3.060894005,0.088858145,-1.09050734,1.018775628,-0.345673029,0.3365513,2.437004953,-1.711223577,1.12024573,1.604631774,-1.345627841,1.334552232,1.827504634,-1.487874157,1.275569568
48.02218,-122.728709,89,10,Oak Bay County Park,9,0.706115661,-0.69716171,4.290135251,1.376876759,1.191457496,1.233724286,1.505982659,-2.711530231,0.00457731,0.004476975,0.984460504,0.49446874,0.787980452,0.156650815,2.04983906,1.076731881,1.132523239,0.799422529,1.798369711,-0.815712968,0.490362599,0.472315633,0.933076579,0.702696106,0.799597503,0.737858293,1.74682241,1.045984052,1.139446758,0.735317753,1.844874821,-0.56981062,0.746506098,0.768727898,0.95559161,0.862159754,2.964920384,0.067371007,-0.430863742,2.044256917,0.362284419,0.168438631,2.292982861,0.288347705,0.029664409
48.02218,-122.728709,90,10,Oak Bay County Park,9,0.120282439,1.670881221,3.183003573,-2.724011581,-2.08591016,-3.144584793,-2.359416598,-3.157872656,-1.048204045,0.89558183,-1.619570894,-0.361994532,0.314670142,2.763900921,1.353291807,-1.320339684,-1.095940508,-1.591858038,-3.075486549,-1.02385358,-0.743205814,1.539285531,-1.071056052,0.23411474,0.367062877,4.39283775,1.067124974,-1.068992543,-0.873443735,-1.334147196,-3.269354437,-0.756226309,-0.599076994,2.379950314,-0.97630232,0.701823997,1.724932977,0.929719896,0.430863742,1.011649022,1.19036309,0.81627952,1.199650281,1.149546184,0.721833942
48.02218,-122.728709,91,10,Oak Bay County Park,9,-0.60918738,-1.369913373,2.85086407,-4.369440541,-4.473585692,-2.111314872,-2.175600057,-2.87518912,-1.071090596,-0.989550376,-2.03219383,-1.510872103,-0.274688012,-0.584058663,1.144327631,-2.28213397,-2.719453316,-1.027521844,-2.843713493,-0.892031192,-0.770022518,-0.429373337,-1.341506958,-0.885440147,-0.171522072,-0.300506962,0.863215744,-1.917599832,-2.339903981,-0.845758677,-3.0261506,-0.638163039,-0.6283288,-0.236014517,-1.218955598,-0.727485058,-3.861148906,-3.435921355,-2.154318711,-3.640198427,-3.001785183,-1.127243147,-3.725758865,-3.210271115,-1.354674658
47.63237,-122.37869,92,15,"Smith Cove, Terminal 91",10,-0.111902684,-0.940993952,4.511561586,2.369732618,2.432371718,1.1290196,0.628915164,-0.643476996,-0.274638614,-0.526448318,1.450497868,0.462024775,0.127081578,-0.11181207,2.189148511,1.657080905,1.976289532,0.742236461,0.69248113,0.148671865,0.163198802,0.007634754,1.08130103,0.544467892,0.195635068,0.361512991,1.882761897,1.558035766,1.901590254,0.685827717,0.684445084,0.293915402,0.38963406,0.27857403,1.056601454,0.667587742,4.671437706,1.145307118,1.292591227,3.465370753,1.397382758,1.464120409,3.797668293,1.364845803,1.414003475
47.63237,-122.37869,93,15,"Smith Cove, Terminal 91",10,4.901451452,-1.164037415,5.286553761,-3.22962452,-2.933286368,-2.532888999,-5.106160906,-2.830554877,-0.256329373,1.868707019,-1.657470183,0.105618418,4.177504311,-0.357386205,2.676731588,-1.615883064,-1.672118514,-1.257771011,-6.538838211,-0.871217131,0.184652166,1.910059053,-1.299206311,0.305426371,3.897113883,0.017254335,2.358550102,-1.329755442,-1.393884433,-1.045021193,-6.90351463,-0.619521471,0.413035506,1.957184109,-1.217158794,0.370012657,0.343758885,-0.741081076,3.016046196,-0.138533039,-0.414039336,2.759802188,-0.018170662,-0.519025869,2.798342541
47.63237,-122.37869,94,15,"Smith Cove, Terminal 91",10,-0.606069017,-0.657595973,-0.027678292,-4.258345657,-3.60293573,-4.029063845,-2.611507853,-4.110069829,-1.90873837,-0.631832495,-2.935477082,-1.783654789,-0.272168603,0.200213274,-0.666695228,-2.217196238,-2.127450197,-2.07492982,-3.393346739,-1.467886884,-1.751513907,-0.035977665,-1.957002716,-0.99649019,-0.169219711,0.798926425,-0.90399759,-1.860304178,-1.805169031,-1.752207767,-3.602891128,-1.15391311,-1.698944912,0.314853357,-1.825346817,-0.75524673,0.742764734,0.121267813,-0.775554736,0.193741778,0.414039336,-0.090697724,0.333644277,0.34217261,-0.247203405
47.63237,-122.37869,95,15,"Smith Cove, Terminal 91",10,1.826759348,0.081545656,2.075871896,-2.04432083,-2.054173223,-1.089066497,-1.949768307,-1.98250427,-0.636246123,0.954152502,-1.097172479,-0.071509989,1.693378423,1.014019081,0.656744553,-0.92304348,-1.074360808,-0.469205236,-2.558963739,-0.475749969,-0.260505131,1.353698752,-0.729297687,0.312200533,1.62699544,1.939761937,0.387427538,-0.718451414,-0.853951574,-0.362579636,-2.727357315,-0.265331663,-0.07254448,1.783378688,-0.658969792,0.562204448,-0.12277103,-1.118358715,0.086172748,-0.52703898,-0.776323754,0.557143165,-0.429523513,-0.895800203,0.444966129
47.68234,-122.5064,96,23,Brackenwood Ln,10,-0.920048767,-1.688652273,-1.13480997,-0.27729983,0.076433122,-1.069778791,1.01755585,-2.101528917,-0.714060397,-1.30435052,-0.600498419,-0.95242447,-0.525841231,-0.934994881,-1.363242482,0.109824387,0.374356425,-0.45867096,1.182515591,-0.531254132,-0.351681926,-0.730418056,-0.148307585,-0.439362821,-0.401038441,-0.792467694,-1.583695025,0.192865293,0.454622168,-0.35346305,1.198647482,-0.315042513,-0.172000621,-0.596753068,-0.082580895,-0.339666981,2.148493032,1.037513507,-0.947900233,1.364371521,1.293872924,-0.220265902,1.57311537,1.257195993,-0.385637311
47.68234,-122.5064,97,23,Brackenwood Ln,10,-0.25162083,0.455475408,0.415174379,-0.230062635,-1.288255153,2.630705219,0.193007368,-3.05372609,-0.082391584,0.101927289,-0.202221214,-0.050146963,0.014199556,1.425721239,-0.388076327,0.137435707,-0.5535707,1.562405063,0.142847883,-0.975287437,0.388459121,0.719960397,0.044887616,0.382424007,0.092477831,2.516907537,-0.632118615,0.217227225,-0.383540755,1.39561903,0.107704556,-0.712729315,0.635349234,1.304692684,0.08964448,0.697168582,-0.245542061,-3.48981816,-1.292591227,-0.629277386,-3.0535401,-0.479402258,-0.537774264,-3.26409602,-0.662505125
47.68234,-122.5064,98,23,Brackenwood Ln,10,-0.576025156,-0.775756701,3.183003573,2.888467001,1.808211964,4.391397164,2.430317263,-0.866648208,0.878843566,-0.675890929,2.10194176,0.713025416,-0.247895365,0.070116573,1.353291807,1.960294096,1.551888754,2.524033938,2.963857077,0.04460156,1.514760715,-0.088889396,1.701818278,0.806464441,-0.147037612,0.616550072,1.067124974,1.825565868,1.518244421,2.227833066,3.067842686,0.200707558,1.8639251,0.23475623,1.681606239,0.958181234,0.478807019,-1.711223577,-0.947900233,-0.026070793,-1.345627841,-0.220265902,0.100905164,-1.487874157,-0.385637311
47.68234,-122.5064,99,23,Brackenwood Ln,10,-0.116242804,-0.684151959,3.293716741,1.16693367,1.613558753,-0.52696766,1.642532089,1.335307754,0.073236964,-0.400197381,1.228331187,0.414066903,0.12357508,0.170974742,1.422946532,0.954014906,1.419533257,-0.162206346,1.970543981,1.071428576,0.570812713,0.147274911,1.035296231,0.591285571,0.192430654,0.757938323,1.135094718,0.937708799,1.3986925,-0.096896282,2.025540528,1.120358286,0.834261517,0.475184489,1.050680009,0.762932249,0.515638328,1.845965591,-0.258518245,0.004600728,2.070196678,0.298006809,0.133380389,2.064569567,0.168098315
48.04906,-122.7724,100,8,Chimacum Creek delta,9,0.595150243,-1.340406721,4.84370109,1.379501048,0.960835756,1.842664692,1.406196536,0.159939369,-0.782720051,-0.372628239,1.401445491,0.514408626,0.698328526,-0.551571405,2.398112687,1.078265843,0.975710748,1.132004659,1.672550052,0.523324966,-0.43213204,0.073378561,1.049690988,0.561534774,0.717669091,-0.254964627,2.086671128,1.047337492,0.997803722,1.023141387,1.71284988,0.629463641,-0.25975604,0.231352232,1.033930173,0.632641203,1.915228074,-0.57939066,-0.603209239,1.170118551,-0.258774585,0.038870453,1.367438944,-0.357551154,-0.108769498
48.04906,-122.7724,101,8,Chimacum Creek delta,9,-0.457615671,-1.308485888,3.183003573,-4.425425365,-4.953871333,-1.036714154,-2.858347208,-4.928364274,-1.304533418,-0.88305078,-2.332036026,-1.607543403,-0.152229179,-0.516426099,1.353291807,-2.314858497,-3.046026118,-0.440612202,-3.704584843,-1.849478005,-1.043552905,-0.334327639,-1.577974395,-0.956151017,-0.059613068,-0.2056961,1.067124974,-1.946473233,-2.634885351,-0.337834618,-3.929479137,-1.495675205,-0.926697225,-0.132654584,-1.457702828,-0.795178706,-2.940366178,-5.430103161,-2.154318711,-2.873410386,-4.91671711,-1.127243147,-2.913878237,-5.201792597,-1.354674658
48.04906,-122.7724,102,8,Chimacum Creek delta,9,0.406556424,-1.688652273,8.607948793,-1.839626318,-2.310184512,0.222497456,-1.235509749,-1.179087906,-1.611213204,-0.641047925,0.093546366,-0.273750779,0.545958542,-0.934994881,4.766373349,-0.80339443,-1.248437059,0.247125507,-1.658359865,-0.101096868,-1.402896747,-0.19451817,-0.028669445,-0.111593807,0.578425781,-0.792467694,4.39764241,-0.612883043,-1.011188339,0.25734819,-1.782336691,0.070216576,-1.31867143,-0.107020957,1.82390555668123e-05,-0.053501359,0.018415655,-2.681366077,-0.947900233,-0.409464814,-2.277216346,-0.220265902,-0.30503515,-2.456722446,-0.385637311
48.04906,-122.7724,103,8,Chimacum Creek delta,9,0.71907385,-1.397005844,9.715080471,-0.039364329,-1.958962413,4.978294479,-1.645158039,3.343848666,-1.290801488,-0.338965997,1.871848192,0.766441098,0.798449719,-0.613887872,5.462920602,0.248903625,-1.009621706,2.844576897,-2.174882675,2.008061328,-1.027462883,0.092280923,0.907499313,0.499890118,0.809164843,-0.342323107,5.077339846,0.315577246,-0.795475091,2.505237745,-2.324333813,1.959228883,-0.909146141,0.233420868,0.832632668,0.533026768,-2.277402614,-6.076864827,-0.086172748,-2.321322996,-5.537776114,0.427574987,-2.329324184,-5.847691456,0.306532222
47.5706,-122.9717,104,29,Hood Canal Holly,12,-1.308015073,-1.688652273,2.629437734,-0.812654707,-1.212086505,0.597230014,0.676182275,-0.881526289,-0.636246123,-1.498333673,0.051476628,-0.723428522,-0.839289573,-0.934994881,1.00501818,-0.203103897,-0.501779419,0.451791433,0.752079916,0.037663539,-0.260505131,-0.887142227,0.183023517,-0.352059355,-0.687483209,-0.792467694,0.727276256,-0.0832366,-0.336759568,0.434470426,0.746983214,0.194493701,-0.07254448,-0.739975452,0.230097564,-0.254938944,-0.988306795,-1.711223577,-1.63728222,-1.247819739,-1.345627841,-0.738538614,-1.192691304,-1.487874157,-0.939372938
47.5706,-122.9717,105,29,Hood Canal Holly,12,-0.033359768,-0.370576723,1.85444556,-1.225542783,-1.21949179,-0.684024688,-1.130471725,-0.375671541,-0.979544391,-0.201968246,-0.537185908,-0.369577077,0.190538498,0.51622569,0.517435103,-0.44444728,-0.506814682,-0.247985448,-1.525918118,0.273556232,-0.6627557,0.353382094,-0.370989985,-0.008803945,0.253625174,1.241929146,0.251488051,-0.29617793,-0.341307739,-0.171131337,-1.64336307,0.405764815,-0.511321575,0.74777716,-0.329435541,0.20917081,0.454252812,-0.57939066,0.086172748,-0.046518474,-0.258774585,0.557143165,0.079255014,-0.357551154,0.444966129
47.5706,-122.9717,106,29,Hood Canal Holly,12,-1.80126599,-1.688652273,3.293716741,0.876512397,0.768298341,0.759797815,0.240274478,1.841162502,-0.453153714,-1.744959131,1.046658366,-0.349150383,-1.237800166,-0.934994881,1.422946532,0.784256425,0.844793898,0.540580328,0.202446669,1.30732127,-0.045971494,-1.086397523,0.72233909,-0.182029217,-1.051662114,-0.792467694,1.135094718,0.787928034,0.879551278,0.51131022,0.170242686,1.3316294,0.161469971,-0.922064904,0.711032329,-0.105516287,0.669102116,0.067371007,0.430863742,0.132398735,0.362284419,0.81627952,0.268693827,0.288347705,0.721833942
47.5706,-122.9717,107,29,Hood Canal Holly,12,-0.539221088,-1.688652273,-0.691957299,0.430383333,0.547197682,-0.072328894,1.311662315,0.249207854,-0.18309241,-1.11393668,0.227296083,-0.443320299,-0.218160375,-0.934994881,-1.08462358,0.523482855,0.694455317,0.086101579,1.55335248,0.564953088,0.270465621,-0.576577628,0.372598194,-0.101989717,-0.119864292,-0.792467694,-1.311816051,0.557843123,0.74375589,0.117994666,1.587773621,0.666746778,0.506641286,-0.456165993,0.409848473,-0.02315876,0.15960234,0.552442257,-0.775554736,-0.291890648,0.828078671,-0.090697724,-0.180546787,0.772771849,-0.247203405
47.5706,-122.9717,108,29,Hood Canal Holly,12,1.651831004,-1.688652273,0.525887547,0.166204946,-0.50329492,1.834398533,0.030198432,-2.607383665,-0.160205858,-0.018410635,-0.102027855,-0.060219245,1.552049141,-0.934994881,-0.318421602,0.369063996,-0.019832772,1.12748997,-0.062436823,-0.767146825,0.297282325,0.30852713,0.089428324,0.198977727,1.497841675,-0.792467694,-0.564148872,0.421596764,0.098565361,1.019234279,-0.107704556,-0.526313626,0.535893092,0.35268699,0.125303206,0.238995098,1.147909134,-1.980707604,-0.430863742,0.531128516,-1.604402425,0.168438631,0.690871754,-1.756998682,0.029664409
47.5706,-122.9717,109,29,Hood Canal Holly,12,-1.721567991,-1.688652273,1.743732392,1.152062701,0.681550714,1.856441625,1.070074862,-1.670064573,-0.096123515,-1.705110132,0.676810601,-0.514149766,-1.173410024,-0.934994881,0.447780377,0.945322454,0.785809383,1.139529142,1.248736464,-0.330051541,0.372369098,-1.054202453,0.65849934,-0.197851556,-0.992819183,-0.792467694,0.183518308,0.930039302,0.826272705,1.029653234,1.268134293,-0.134840681,0.61779815,-0.892643439,0.674367901,-0.109137769,1.743348632,-0.848874688,-0.430863742,1.026984783,-0.51754917,0.168438631,1.215887894,-0.626675679,0.029664409
47.3062,-122.5145,110,43,Point Defiance Ferry,11,-0.073799373,-1.065726616,4.068708915,-1.339261956,-0.924338279,-1.810977748,0.660426571,-4.690314981,-0.018309241,-0.569762995,-0.579152388,-0.574457692,0.157866261,-0.249144569,1.91052961,-0.510918974,-0.306123467,-0.863488123,0.732213654,-1.738469679,0.463545894,-0.045639154,-0.044673012,-0.045156083,0.22376765,0.168993117,1.610882923,-0.354827025,-0.160030642,-0.703800414,0.72613717,-1.396253505,0.717254291,0.196380384,0.062766114,0.129573249,1.282957268,0.768029479,-1.292591227,0.643590762,1.035098339,-0.479402258,0.809947579,0.988071469,-0.662505125
47.3062,-122.5145,111,43,Point Defiance Ferry,11,-0.728452815,-0.756040893,4.068708915,-1.810759143,-1.241707645,-2.469515111,-1.025433702,-1.878357704,-1.428120795,-0.742246854,-0.826455027,-0.78435094,-0.371045743,0.091823968,1.91052961,-0.786520846,-0.521920473,-1.223158391,-1.393476372,-0.427183827,-1.18836311,-0.139610887,-0.518584773,-0.32909783,-0.259578585,0.646980632,1.610882923,-0.597995195,-0.354952252,-1.015066697,-1.504389449,-0.221834669,-1.084656979,0.193701024,-0.452573188,-0.129436082,2.271264062,1.091410313,-0.086172748,1.466609927,1.345627841,0.427574987,1.681366121,1.311020898,0.306532222
47.3062,-122.5145,112,43,Point Defiance Ferry,11,0.500277594,-1.263823547,5.840119599,-3.111531533,-2.705838322,-2.753319916,-1.792211272,-5.21104781,-1.757687132,-0.381772977,-1.641645198,-1.011709087,0.621678379,-0.467252204,3.025005215,-1.546854766,-1.517463993,-1.378162733,-2.360301119,-1.981300393,-1.574523657,0.077213087,-1.047657349,-0.485222131,0.647622354,-0.136761564,2.69839882,-1.268850613,-1.254190613,-1.149210743,-2.518896883,-1.613738474,-1.50588299,0.255430395,-0.944624499,-0.344597052,2.964920384,-0.202113021,-0.775554736,2.044256917,0.103509834,-0.090697724,2.292982861,0.01922318,-0.247203405
47.3062,-122.5145,113,43,Point Defiance Ferry,11,-0.327004838,-0.207887774,6.615111774,-1.288525709,-0.923280381,-1.65392072,-1.041189406,-2.220553564,-0.691173846,-0.267446306,-0.171933122,-0.219689714,-0.046705198,0.695348616,3.512588293,-0.481262372,-0.305404144,-0.777709022,-1.413342634,-0.586758295,-0.324865222,0.324321709,-0.053821914,0.135249898,0.036820022,1.493033025,3.174187025,-0.328660505,-0.159380903,-0.62956536,-1.525235492,-0.364753363,-0.142748815,0.764926523,0.003406084,0.384166304,1.774041389,0.606339063,0.258518245,1.052544384,0.879833588,0.686711342,1.242950581,0.826596754,0.583400035
47.292549,-122.412175,114,48,"Comm Bay, Dick Gilmur Launch",11,1.1668765,2.470779729,0.636600715,-1.997083635,-1.048112332,-3.557892761,0.754960792,-3.633971242,-1.002430942,1.818828114,-1.406847058,0.205990528,1.160241442,3.644600945,-0.248766876,-0.89543216,-0.390284299,-1.817592516,0.851411225,-1.245870232,-0.689572404,2.402421194,-0.633729609,0.884345792,1.13978821,5.627449071,-0.496179128,-0.694089482,-0.23605007,-1.529502603,0.851213429,-0.955069709,-0.540573381,3.38361864,-0.514321563,1.434648539,1.902950971,2.384933646,-1.464936724,1.15989471,2.587745848,-0.608970436,1.356613869,2.602818617,-0.800939031
47.292549,-122.412175,115,48,"Comm Bay, Dick Gilmur Launch",11,2.113537893,-0.175296336,7.168677613,1.512465004,1.273973531,1.448644429,1.721310606,0.561647551,-0.210556271,0.969120778,1.925166066,1.447143422,1.925074471,0.731232269,3.860861919,1.155986593,1.188630461,0.916804457,2.06987529,0.710651516,0.238285575,1.32815337,1.448727973,1.388440672,1.838730873,1.543336605,3.514035743,1.115911819,1.190126377,0.836902565,2.129770744,0.79723776,0.471539118,1.691033739,1.436503447,1.563768593,0.914644176,-0.040422604,-0.603209239,0.336875546,0.258774585,0.038870453,0.485195328,0.180697895,-0.108769498
47.292549,-122.412175,116,48,"Comm Bay, Dick Gilmur Launch",11,1.576147864,-1.029782149,5.840119599,-2.661903417,-2.711127811,-1.323274345,-1.109464121,-2.205675483,-0.723215018,0.273182857,-0.699220085,-0.213018614,1.49090271,-0.209569182,3.025005215,-1.284035912,-1.52106061,-0.59712144,-1.499429769,-0.579820275,-0.362408608,0.640666764,-0.402695914,0.118985425,1.441963009,0.224471963,2.69839882,-1.036961114,-1.257439306,-0.473281034,-1.615568346,-0.358539507,-0.183701344,0.833217486,-0.318155976,0.257530755,-1.731071528,-1.711223577,-1.292591227,-1.866362092,-1.345627841,-0.479402258,-1.847608345,-1.487874157,-0.662505125
47.292549,-122.412175,117,48,"Comm Bay, Dick Gilmur Launch",11,0.056068134,-0.5061732,6.393685438,1.874616833,1.719348542,1.423845951,1.632028286,0.606281794,-0.123587376,-0.225052533,1.932317067,0.853632267,0.26278969,0.366931974,3.373278842,1.367673374,1.491465592,0.903260389,1.957299806,0.731465578,0.340189053,0.314860832,1.452090376,0.883475604,0.319651925,1.032641412,3.038247538,1.302686629,1.46366637,0.825181241,2.011643166,0.815879329,0.582695982,0.676146669,1.434285751,1.05521621,1.510083674,0.336855035,-0.258518245,0.832731813,0.621059003,0.298006809,1.010211468,0.55747223,0.168098315
47.259189,-122.434689,118,46,Thea Foss Waterway,11,-1.401023552,-0.565991231,5.840119599,-2.20265291,-2.073215385,-1.535439102,0.171999763,-6.341781953,0.425689852,-0.983507391,-0.816468591,-0.899987991,-0.914433608,0.301071442,3.025005215,-1.015592531,-1.087308628,-0.712998472,0.116359534,-2.508589942,0.983789964,-0.306681083,-0.171333551,-0.239007317,-0.756153585,0.940314677,2.69839882,-0.800109,-0.86564687,-0.573563476,0.079909832,-2.085991551,1.284739334,0.092080546,-0.03746613,0.027307208,-0.073662618,-0.741081076,-1.809627717,-0.486143618,-0.414039336,-0.868106791,-0.386223213,-0.519025869,-1.077806845
47.259189,-122.434689,119,46,Thea Foss Waterway,11,-0.75408718,0.108504006,6.28297227,-1.382125336,-1.293544642,-0.981606425,-0.547510696,-1.863479624,-1.396079623,-0.322791587,-0.168767725,-0.245779656,-0.391756431,1.043700621,3.303624117,-0.53597369,-0.557167317,-0.410514272,-0.790866427,-0.420245806,-1.150819724,0.325972095,-0.080280446,0.122845825,-0.278505047,1.981371071,2.970277795,-0.376933222,-0.386789448,-0.31178723,-0.872059473,-0.215620813,-1.04370445,0.851433012,-0.033802406,0.408815303,1.731071528,-0.417700243,-0.603209239,1.016760942,-0.103509834,0.038870453,1.205062819,-0.196076439,-0.108769498
47.259189,-122.434689,120,46,Thea Foss Waterway,11,0.705219166,0.164164281,7.057964445,-2.621664325,-2.567253699,-1.571259126,-1.214502144,-3.916654778,-1.620367825,0.434691723,-0.921962493,-0.243635385,0.787256149,1.104983403,3.791207194,-1.260515159,-1.423232634,-0.732562126,-1.631871515,-1.377692619,-1.413623429,0.946119776,-0.578327184,0.183896296,0.798935599,2.067280477,3.446066,-1.016208357,-1.169074843,-0.590494278,-1.754541967,-1.073132979,-1.330372152,1.433108038,-0.498251225,0.467428407,1.473252365,-1.280049132,-1.12024573,0.802060291,-0.931588505,-0.34983408,0.977736243,-1.057274918,-0.524071218
