latitude,longitude,site_name,analyte,dry_value,units,qualifier,class
47.3372,-122.58284,Gig Harbor Boat Launch,arsenic,8.343558282,mg/Kg,D,metal
47.3372,-122.58284,Gig Harbor Boat Launch,cadmium,1.901840491,mg/Kg,D,metal
47.3372,-122.58284,Gig Harbor Boat Launch,copper,6.625766871,mg/Kg,D,metal
47.3372,-122.58284,Gig Harbor Boat Launch,lead,0.463190184,mg/Kg,D,metal
47.3372,-122.58284,Gig Harbor Boat Launch,zinc,84.66257669,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,mercury ,0.028831169,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,arsenic,9.285714286,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,cadmium,2.311688312,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,copper,6.753246753,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,lead,0.085064935,mg/Kg,D,metal
47.570193,-122.971775,Hood Canal Holly,zinc,82.46753247,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,mercury ,0.031847134,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,arsenic,8.789808917,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,cadmium,1.872611465,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,copper,7.388535032,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,lead,0.175159236,mg/Kg,D,metal
48.027069,-122.999191,Jamestown,zinc,78.98089172,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,mercury ,0.048145695,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,arsenic,8.145695364,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,cadmium,1.933774834,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,copper,5.649006623,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,lead,0.219205298,mg/Kg,D,metal
47.7947,-122.5003,Kingston Marina,zinc,82.78145695,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,mercury ,0.031589744,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,arsenic,8.153846154,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,cadmium,1.548717949,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,copper,8.307692308,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,lead,0.50974359,mg/Kg,D,metal
47.541533,-122.640383,Kitsap St Boat Launch,zinc,87.17948718,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,mercury ,0.040065359,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,arsenic,8.366013072,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,cadmium,2.078431373,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,copper,5.470588235,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,lead,0.173856209,mg/Kg,D,metal
47.3115,-122.68725,Kopachuck State Park,zinc,84.31372549,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,mercury ,0.0365,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,arsenic,8.5625,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,cadmium,1.925,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,copper,6.16875,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,lead,0.34875,mg/Kg,D,metal
47.583016,-122.64217,Lions Park,zinc,94.375,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,mercury ,0.031280488,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,arsenic,8.963414634,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,cadmium,1.774390244,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,copper,6.829268293,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,lead,0.25,mg/Kg,D,metal
48.76652,-122.5395,Locust Beach,zinc,82.92682927,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,mercury ,0.030568182,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,arsenic,8.75,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,cadmium,1.721590909,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,copper,5.670454545,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,lead,0.511363636,mg/Kg,D,metal
47.579985,-122.67853,Madrona Pont,zinc,85.22727273,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",mercury ,0.029810127,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",arsenic,8.164556962,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",cadmium,1.930379747,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",copper,5.113924051,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",lead,0.270253165,mg/Kg,D,metal
47.556111,-122.542778,"Manchester, Stormwater Outfall",zinc,83.5443038,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,mercury ,0.039679487,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,arsenic,9.679487179,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,cadmium,2.237179487,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,copper,5.698717949,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,lead,0.159615385,mg/Kg,D,metal
47.29954,-122.74554,Maple Hollow Park,zinc,89.74358974,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,mercury ,0.031351351,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,arsenic,8.783783784,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,cadmium,2.087837838,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,copper,5.871621622,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,lead,0.168243243,mg/Kg,D,metal
48.018181,-122.699838,Maristone Island Bridge,zinc,81.08108108,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",mercury ,0.035133333,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",arsenic,7.8,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",cadmium,1.986666667,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",copper,5.773333333,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",lead,0.204666667,mg/Kg,D,metal
47.117944,-122.833528,"Meyer's Point, Henderson Inlet",zinc,75.33333333,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,mercury ,0.041595092,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,arsenic,8.711656442,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,cadmium,1.969325153,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,copper,5.355828221,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,lead,0.235582822,mg/Kg,D,metal
47.443611,-122.361944,Miller Creek,zinc,87.73006135,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,mercury ,0.037051282,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,arsenic,9.487179487,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,cadmium,2.256410256,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,copper,8.397435897,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,lead,0.264102564,mg/Kg,D,metal
47.35399,-122.69176,Minter Bay,zinc,100,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,mercury ,0.050645161,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,arsenic,8.129032258,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,cadmium,1.858064516,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,copper,7.225806452,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,lead,0.265806452,mg/Kg,D,metal
47.949831,-122.301703,Mukilteo,zinc,70.96774194,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,mercury ,0.036420455,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,arsenic,10.28409091,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,cadmium,1.926136364,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,copper,5.795454545,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,lead,0.447159091,mg/Kg,D,metal
48.52108,-122.61531,N Avenue Park,zinc,94.88636364,mg/Kg,D,metal
48.25523,-122.50817,North Camano,mercury ,0.045581395,mg/Kg,D,metal
48.25523,-122.50817,North Camano,arsenic,9.069767442,mg/Kg,D,metal
48.25523,-122.50817,North Camano,cadmium,1.76744186,mg/Kg,D,metal
48.25523,-122.50817,North Camano,copper,6.686046512,mg/Kg,D,metal
48.25523,-122.50817,North Camano,lead,0.265697674,mg/Kg,D,metal
48.25523,-122.50817,North Camano,zinc,75,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,mercury ,0.036,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,arsenic,8.121212121,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,cadmium,1.890909091,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,copper,5.527272727,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,lead,0.183030303,mg/Kg,D,metal
48.022466,-122.728123,Oak Bay County Park,zinc,73.93939394,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,mercury ,0.046319444,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,arsenic,10,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,cadmium,2.256944444,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,copper,6.75,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,lead,0.233333333,mg/Kg,D,metal
48.214071,-122.719097,Penn Cove Reference,zinc,88.19444444,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,mercury ,0.037452229,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,arsenic,8.853503185,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,cadmium,1.98089172,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,copper,6.089171975,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,lead,0.161783439,mg/Kg,D,metal
47.2609094,-122.7447771,Penrose Point State Park,zinc,89.17197452,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,mercury ,0.027377049,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,arsenic,8.087431694,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,cadmium,1.546448087,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,copper,6.93989071,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,lead,0.39726776,mg/Kg,D,metal
47.3061098,-122.514771,Point Defiance Ferry,zinc,92.89617486,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,mercury ,0.028128655,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,arsenic,8.596491228,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,cadmium,1.783625731,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,copper,7.134502924,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,lead,0.257309942,mg/Kg,D,metal
48.128267,-123.457133,Port Angeles Yacht Club,zinc,91.8128655,mg/Kg,D,metal
