latitude,longitude,sample_id,site_number,site_name,reporting_area,p450_ibr2,sod_ibr2,shell_ibr2,weight_initial_g_ibr2,weight_change_g_ibr2,weight_final_g_ibr2,length_mm_ibr2,height_mm_ibr2,width_mm_ibr2,ibr2_biomarkers,ibr2_morphometrics,ibr2_overall,ci1_2,ci2_2,ci3_2
47.5706,-122.9717,107,29,Hood Canal Holly,12,-0.119864292,-0.792467694,-1.311816051,0.557843123,0.74375589,0.117994666,1.587773621,0.666746778,0.506641286,-0.456165993,0.409848473,-0.02315876,-0.291890648,0.828078671,-0.090697724
47.5706,-122.9717,108,29,Hood Canal Holly,12,1.497841675,-0.792467694,-0.564148872,0.421596764,0.098565361,1.019234279,-0.107704556,-0.526313626,0.535893092,0.35268699,0.125303206,0.238995098,0.531128516,-1.604402425,0.168438631
47.5706,-122.9717,109,29,Hood Canal Holly,12,-0.992819183,-0.792467694,0.183518308,0.930039302,0.826272705,1.029653234,1.268134293,-0.134840681,0.61779815,-0.892643439,0.674367901,-0.109137769,1.026984783,-0.51754917,0.168438631
47.3062,-122.5145,110,43,Point Defiance Ferry,11,0.22376765,0.168993117,1.610882923,-0.354827025,-0.160030642,-0.703800414,0.72613717,-1.396253505,0.717254291,0.196380384,0.062766114,0.129573249,0.643590762,1.035098339,-0.479402258
47.3062,-122.5145,111,43,Point Defiance Ferry,11,-0.259578585,0.646980632,1.610882923,-0.597995195,-0.354952252,-1.015066697,-1.504389449,-0.221834669,-1.084656979,0.193701024,-0.452573188,-0.129436082,1.466609927,1.345627841,0.427574987
47.3062,-122.5145,112,43,Point Defiance Ferry,11,0.647622354,-0.136761564,2.69839882,-1.268850613,-1.254190613,-1.149210743,-2.518896883,-1.613738474,-1.50588299,0.255430395,-0.944624499,-0.344597052,2.044256917,0.103509834,-0.090697724
47.3062,-122.5145,113,43,Point Defiance Ferry,11,0.036820022,1.493033025,3.174187025,-0.328660505,-0.159380903,-0.62956536,-1.525235492,-0.364753363,-0.142748815,0.764926523,0.003406084,0.384166304,1.052544384,0.879833588,0.686711342
47.292549,-122.412175,114,48,"Comm Bay, Dick Gilmur Launch",11,1.13978821,5.627449071,-0.496179128,-0.694089482,-0.23605007,-1.529502603,0.851213429,-0.955069709,-0.540573381,3.38361864,-0.514321563,1.434648539,1.15989471,2.587745848,-0.608970436
47.292549,-122.412175,115,48,"Comm Bay, Dick Gilmur Launch",11,1.838730873,1.543336605,3.514035743,1.115911819,1.190126377,0.836902565,2.129770744,0.79723776,0.471539118,1.691033739,1.436503447,1.563768593,0.336875546,0.258774585,0.038870453
47.292549,-122.412175,116,48,"Comm Bay, Dick Gilmur Launch",11,1.441963009,0.224471963,2.69839882,-1.036961114,-1.257439306,-0.473281034,-1.615568346,-0.358539507,-0.183701344,0.833217486,-0.318155976,0.257530755,-1.866362092,-1.345627841,-0.479402258
47.292549,-122.412175,117,48,"Comm Bay, Dick Gilmur Launch",11,0.319651925,1.032641412,3.038247538,1.302686629,1.46366637,0.825181241,2.011643166,0.815879329,0.582695982,0.676146669,1.434285751,1.05521621,0.832731813,0.621059003,0.298006809
47.259189,-122.434689,118,46,Thea Foss Waterway,11,-0.756153585,0.940314677,2.69839882,-0.800109,-0.86564687,-0.573563476,0.079909832,-2.085991551,1.284739334,0.092080546,-0.03746613,0.027307208,-0.486143618,-0.414039336,-0.868106791
47.259189,-122.434689,119,46,Thea Foss Waterway,11,-0.278505047,1.981371071,2.970277795,-0.376933222,-0.386789448,-0.31178723,-0.872059473,-0.215620813,-1.04370445,0.851433012,-0.033802406,0.408815303,1.016760942,-0.103509834,0.038870453
47.259189,-122.434689,120,46,Thea Foss Waterway,11,0.798935599,2.067280477,3.446066,-1.016208357,-1.169074843,-0.590494278,-1.754541967,-1.073132979,-1.330372152,1.433108038,-0.498251225,0.467428407,0.802060291,-0.931588505,-0.34983408
47.259189,-122.434689,121,46,Thea Foss Waterway,11,22.56372946,3.98688993,3.785914718,0.53799266,0.421485495,0.709270366,-0.72613717,1.045792011,0.026911662,13.27530969,0.828747106,7.0520284,-0.010735033,-0.621059003,0.81627952
47.259189,-122.434689,122,46,Thea Foss Waterway,11,4.603801821,-0.740197513,2.426519846,-3.344577428,-5.307260624,0.982767936,1.045776499,1.325415543,0.635349234,1.931802154,-0.319429856,0.806186149,-13.9458297,-19.45984877,-5.402993015
47.29464,-122.53053,123,40,Salmon Beach,11,-0.635598585,-0.792467694,3.582005487,0.70446586,0.559879838,0.91113762,-1.51133813,0.648105209,2.220797137,-0.71403314,1.016436146,0.151201503,-1.104685971,-0.724568837,1.464120409
47.29464,-122.53053,124,40,Salmon Beach,11,0.319506905,1.884283091,0.183518308,-2.152196212,-2.302868875,-1.595923442,-5.298369306,-1.060705266,-2.447791155,1.101894998,-2.096333707,-0.497219354,0.081279532,-1.086853256,0.168438631
47.29464,-122.53053,125,40,Salmon Beach,11,1.183462563,1.053135463,1.74682241,-1.984369571,-2.072211636,-1.576387901,-4.596552519,-1.358970367,-1.599488771,1.118299013,-1.634451194,-0.25807609,-0.066966156,-0.621059003,0.038870453
47.29464,-122.53053,126,40,Salmon Beach,11,-0.325701129,0.727507763,4.941400359,-1.166891417,-1.241845578,-0.878317912,0.545471463,-0.141054537,-2.371736458,0.200903317,-0.044710583,0.078096367,-0.465695937,-0.465794253,-1.51594768
47.1905742,-122.5834897,127,56,Chambers Bay Park,13,13.90633606,2.435966386,2.902308051,-0.646719059,-1.098903064,0.336792722,-1.740644605,-0.532527483,-1.119759147,8.171151225,-0.271350369,3.949900428,-0.077189996,-2.587745848,-0.220265902
47.1905742,-122.5834897,128,56,Chambers Bay Park,13,1.134815614,2.207012644,4.465612153,-2.753123862,-3.355445569,-1.222143429,-4.888397123,-1.88714815,-1.652142022,1.670914129,-1.613255429,0.02882935,-3.829339477,-5.071981861,-1.645515858
47.1905742,-122.5834897,129,56,Chambers Bay Park,13,1.734516586,0.999519714,5.553128051,-0.63498924,-1.213906813,0.599871338,0.760880576,-1.383825792,-0.593226633,1.36701815,0.441133069,0.90407561,-0.843978037,-3.312314685,-1.51594768
47.1905742,-122.5834897,130,56,Chambers Bay Park,13,1.530800502,0.804722723,8.00003882,0.481148152,0.005002988,1.378688229,0.177191367,0.834520898,0.535893092,1.167761612,1.630354792,1.399058202,-1.631213759,-2.328971263,-0.090697724
47.33785,-122.58277,131,58,Gig Harbor Boat Launch,11,2.46772991,0.332117484,2.970277795,-0.62912433,-1.04562449,0.280790839,-2.734305996,0.704029916,-0.493770491,1.399923697,-0.135389537,0.63226708,-1.83057865,-2.38072618,0.298006809
47.33785,-122.58277,132,58,Gig Harbor Boat Launch,11,0.573524365,1.265528357,2.358550102,-1.672175927,-2.05012052,-0.716824108,-3.338841248,-1.216051673,-0.253905679,0.919526361,-0.984195579,-0.032334609,-2.275315714,-2.535990931,-0.608970436
47.33785,-122.58277,133,58,Gig Harbor Boat Launch,11,2.377892576,2.240962385,4.805460871,-1.158770773,-2.141083939,0.947603963,-3.234611032,-1.675877037,0.272626835,2.30942748,-0.312093016,0.998667232,-2.490016365,-6.1070802,-0.738538614
47.33785,-122.58277,134,58,Gig Harbor Boat Launch,11,-0.17537442,5.386902734,5.825007025,-0.196474468,-0.893585634,1.223706272,-2.338231176,0.293915402,-0.031591951,2.605764157,0.554677924,1.580221041,-1.580094557,-3.72635402,0.298006809
48.0617,-122.2939,135,67,Tulalip Bay,8.2,2.779100186,3.357163633,2.766368564,-0.788379181,-0.562868636,-1.147908374,-1.017981775,-0.750012452,-0.727784942,3.068131909,-0.318366685,1.374882612,1.001425182,1.293872924,-0.090697724
48.0617,-122.2939,136,67,Tulalip Bay,8.2,1.066066076,-0.765038787,3.717944974,-1.217871015,-1.178820924,-1.153117851,-1.796234053,-0.973711278,-0.464518685,0.150513644,-0.438046976,-0.143766666,-0.419688654,0.258774585,-0.34983408
48.0617,-122.2939,137,67,Tulalip Bay,8.2,3.770924384,1.08563613,2.49448959,0.140532255,0.443576611,-0.483699989,0.149396643,0.356053964,-0.189551705,2.428280257,0.415828195,1.422054226,0.837843733,1.500892592,0.298006809
48.0617,-122.2939,138,67,Tulalip Bay,8.2,2.371946084,-0.630067865,2.222610615,0.367007991,0.574823828,-0.092989174,-0.990187051,0.561111222,0.693852846,0.87093911,0.476604325,0.673771717,0.362435147,0.983343422,1.204984054
48.0617,-122.2939,139,67,Tulalip Bay,8.2,1.886065323,0.540784186,0.863215744,-3.065317507,-3.193660633,-2.447673018,-4.283861871,-1.955500569,-2.430240071,1.213424754,-2.359005418,-0.572790332,-2.520687887,-1.086853256,-1.645515858
48.0617,-122.2939,140,67,Tulalip Bay,8.2,2.360526078,-0.578729232,4.465612153,0.94628059,1.085518446,0.555590779,-0.406497842,1.959228883,0.196572139,0.890898423,1.257472164,1.074185294,0.019936489,0.569304086,1.334552232
47.2632444,-122.385731,141,42,Blair Waterway #2,11,3.687478581,4.677063328,0.999155231,-2.518076336,-2.771980216,-1.713136686,-5.826469066,-1.52053063,-2.2898314,4.182270955,-2.234409872,0.973930541,-0.976887964,-2.018441761,-0.34983408
47.2632444,-122.385731,142,42,Blair Waterway #2,11,0.30833503,1.867929253,4.057793692,-1.133506547,-1.824661192,0.38498039,-4.86755108,-0.010563556,-1.254317456,1.088132141,-0.663975107,0.212078517,-1.436960789,-4.295658107,0.557143165
47.2632444,-122.385731,143,42,Blair Waterway #2,11,0.882711356,-0.247098223,3.106217282,-0.94492715,-1.228201065,-0.266204302,-2.268744365,-0.899145003,-0.511321575,0.317806566,-0.430332311,-0.056262872,-0.409464814,-1.707912259,-0.090697724
47.2632444,-122.385731,144,42,Blair Waterway #2,11,1.915713964,-0.530288748,1.950731641,-1.551268562,-1.927319906,-0.615239296,-2.296539089,-0.109985256,-2.137722007,0.692712608,-0.95533464,-0.131311016,-1.713004484,-2.484236014,-0.997674969
47.38566,-122.627255,145,57,Purdy - Dexters,13,2.719850133,-0.792467694,1.814792154,-0.606115839,-0.792876136,-0.160712382,0.031269065,-0.899145003,0.032762023,0.96369122,-0.082860874,0.440415173,-0.767299233,-1.086853256,-0.868106791
47.38566,-122.627255,146,57,Purdy - Dexters,13,2.15484424,-0.792467694,2.834338307,-1.778646592,-2.032577576,-1.059347256,-3.630685852,-0.501458201,-1.769149247,0.681188273,-1.133932345,-0.226372036,-1.406289267,-1.759667176,-0.479402258
47.38566,-122.627255,147,57,Purdy - Dexters,13,1.364658612,-0.792467694,3.921854205,-0.207301993,-0.403032916,0.209160523,1.295929017,-0.346111794,-1.470780823,0.286095459,0.428530888,0.357313173,0.740717248,-1.086853256,-0.997674969
47.38566,-122.627255,148,57,Purdy - Dexters,13,0.961815201,0.663541482,0.795246,0.879510851,0.89384553,0.747039078,1.747593286,-0.557382908,1.705965346,0.812678342,0.887402455,0.850040398,0.41355435,5.7459500436204e-15,-0.090697724
47.27568,-122.4173,149,41,Blair Waterway,11,1.571339626,-0.653874086,2.970277795,0.225799016,0.440977656,-0.232342698,0.684445084,0.635677497,-0.645879884,0.45873277,0.582707781,0.520720275,0.756053008,1.035098339,0.038870453
47.27568,-122.4173,150,41,Blair Waterway,11,2.175997892,0.538507069,0.115548564,-0.975153991,-0.696714808,-1.418801206,-1.837926139,0.126141282,-0.99690156,1.357252481,-0.811972551,0.272639965,0.04038417,1.656157342,0.168438631
47.27568,-122.4173,151,41,Blair Waterway,11,1.641312523,1.192246598,5.485158307,0.351668996,0.017997762,0.978860828,-1.323723741,0.865590179,0.313579364,1.41677956,0.955590242,1.186184901,-0.797970755,-1.707912259,0.686711342
47.27568,-122.4173,152,41,Blair Waterway,11,1.171141171,1.148153337,0.523367026,0.070153341,0.462419033,-0.724638325,-2.122822063,-0.551169052,3.057398799,1.159647254,0.102101251,0.630874252,-0.235659525,1.966686844,1.723256765
47.57995505,-122.6786,153,28,Madrona Pont,10,6.663866532,0.928308061,0.523367026,-0.129704729,-0.434220373,0.495681787,0.503779377,0.182065989,-1.137310231,3.796087297,0.000522692,1.898304994,-0.174316481,-1.656157342,-0.738538614
47.57995505,-122.6786,154,28,Madrona Pont,10,3.178779096,0.172512298,1.542913179,-2.280773074,-2.660874899,-1.250795555,-3.651531895,-1.184982391,-2.108470201,1.675645697,-1.656359262,0.009643217,-2.219084591,-2.898275349,-1.256811325
47.57995505,-122.6786,155,28,Madrona Pont,10,1.0280515,-0.302577069,0.659306513,-2.22347742,-2.471151198,-1.465686503,-3.172072902,-2.030066845,-1.599488771,0.362737216,-1.75751959,-0.697391187,-1.109797891,-1.86317701,-1.256811325
47.57995505,-122.6786,156,28,Madrona Pont,10,2.819832226,-0.227225204,4.533581897,1.783158061,1.463016631,2.214809372,4.784166907,1.325415543,0.746506098,1.296303511,2.407236359,1.851769935,-1.08935021,-1.397382758,-0.997674969
47.2694,-122.4243,157,49,"Comm Bay, Milwaukee Waterway",11,1.590657909,0.246208078,2.018701384,0.423401351,0.351313715,0.517822067,0.614958274,-0.507672058,-0.002340145,0.918432993,0.48802637,0.703229682,1.456386086,-0.414039336,0.038870453
47.2694,-122.4243,158,49,"Comm Bay, Milwaukee Waterway",11,7.513868988,2.5746635,3.853884461,-0.89124067,-1.017035987,-0.534492395,-2.379923262,-0.805937159,-0.53472302,5.044266244,-0.329924005,2.35717112,0.152846416,-0.776323754,0.168438631
47.2694,-122.4243,159,49,"Comm Bay, Milwaukee Waterway",11,1.056967058,0.401052019,1.067124974,-1.561644941,-1.71550509,-1.069766211,-4.07540144,-1.744229456,-1.535134797,0.729009539,-1.519222423,-0.395106442,1.502393368,-1.035098339,0.298006809
47.2694,-122.4243,160,49,"Comm Bay, Milwaukee Waterway",11,4.202990688,2.060449127,1.067124974,-1.67172478,-1.697962145,-1.422708314,-3.526455636,-1.669663181,-0.850642528,3.131719907,-1.396004516,0.867857696,0.280644423,-0.155264751,-0.090697724
47.2694,-122.4243,161,49,"Comm Bay, Milwaukee Waterway",11,4.000862509,-0.792467694,2.154640872,-1.521492868,-2.118343084,-0.146386319,-3.526455636,-1.700732462,-1.845203944,1.604197407,-1.243424777,0.180386315,0.111951054,-3.933373688,-0.608970436
48.064957,-122.857524,162,12,Discovery Bay,6,2.370576375,2.832184707,0.999155231,-0.481148152,-0.692816376,-0.000520948,0.538522782,-0.743798596,-0.680982052,2.601380541,-0.151655444,1.224862548,-0.123197279,-1.19036309,-0.997674969
48.064957,-122.857524,163,12,Discovery Bay,6,2.594778886,-0.485574454,1.814792154,-0.105342798,-0.221755818,0.138832576,-2.053335252,-0.78729559,1.881476184,1.054602216,0.095338779,0.574970498,-0.455472096,-0.621059003,0.945847698
48.064957,-122.857524,164,12,Discovery Bay,6,-0.238753555,2.510283198,1.067124974,0.861464976,0.706720784,1.071329054,-2.115873382,1.841165614,0.968819826,1.135764821,0.628678835,0.882221828,-0.746851552,-0.776323754,1.982393121
48.064957,-122.857524,165,12,Discovery Bay,6,0.887838285,-0.301127994,2.766368564,1.171402886,1.084868708,1.20677547,0.52462542,0.505186515,0.998071632,0.293355145,1.179614171,0.736484658,0.6026954,-0.465794253,0.81627952
47.794695,-122.499858,166,36,Kingston Marina,10,0.339423895,0.148085045,1.950731641,0.657546584,0.383150911,1.129935676,0.343959712,1.418623387,-0.979350476,0.24375447,0.700656777,0.472205623,0.137510655,-1.345627841,0.168438631
47.794695,-122.499858,167,36,Kingston Marina,10,3.687418711,0.805550765,2.358550102,0.119328351,-0.29582603,0.937185008,1.789285372,-1.05449141,0.822560794,2.246484738,0.668084598,1.457284668,-0.787746914,-2.121951595,-1.127243147
47.794695,-122.499858,168,36,Kingston Marina,10,1.859869891,0.022636611,2.766368564,0.371068312,-0.50569163,2.084572434,-0.204986091,2.071078296,0.067864191,0.941253251,0.950039154,0.945646202,-3.497064659,-4.347413024,-0.34983408
47.794695,-122.499858,169,36,Kingston Marina,10,3.66141553,-0.528839673,0.523367026,-1.520139427,-2.256737427,0.134925468,-1.879618226,-1.135271541,-1.757448525,1.566287928,-1.127274665,0.219506632,-2.029943541,-4.864962193,-1.51594768
47.578117,-122.524833,170,32,Rich Passage,10,-0.263270612,-0.067205997,3.106217282,0.11075656,0.314928348,-0.310484861,0.385651799,-0.47038892,0.764057182,-0.165238304,0.557248198,0.196004947,0.515792756,0.983343422,0.038870453
47.578117,-122.524833,171,32,Rich Passage,10,6.563247814,-0.248340287,2.154640872,-1.827370456,-1.857148127,-1.551642883,-3.846094965,-0.998566703,-1.985612614,3.157453764,-1.415970696,0.870741534,0.265308662,-0.207019668,-0.090697724
47.578117,-122.524833,172,32,Rich Passage,10,0.670799637,-0.556372085,0.999155231,-0.945829443,-0.731800698,-1.265121618,-2.553640288,0.107499714,-0.446967601,0.057213776,-0.690957815,-0.31687202,-0.358345611,1.293872924,0.557143165
47.578117,-122.524833,173,32,Rich Passage,10,1.513834473,-0.379170997,1.271034205,-1.763758745,-1.636236969,-1.812116759,-2.393820624,-1.663449325,-1.189963482,0.567331738,-1.312615957,-0.37264211,0.357323227,0.879833588,-0.608970436
47.19483,-122.748665,174,59,Filucy Bay,13,7.051215402,0.628349677,1.678852667,-2.506346517,-3.149478401,-0.92390084,-1.928258993,-2.632810903,-0.955949031,3.83978254,-1.488270288,1.175756126,-3.844675238,-5.123736778,-2.552493103
47.19483,-122.748665,175,59,Filucy Bay,13,3.228904852,-0.377721923,1.950731641,0.160833864,0.123255431,0.218277109,0.316164988,0.06400272,-3.623713769,1.425591464,-0.112921145,0.65633516,5.576593826,-0.207019668,-0.090697724
47.19483,-122.748665,176,59,Filucy Bay,13,7.729589815,1.398222162,5.213279333,1.597285544,1.253151031,2.098898497,3.276303118,0.921514885,-2.523845851,4.563905989,1.690940937,3.127423463,3.869212455,-1.500892592,-0.479402258
47.19483,-122.748665,177,59,Filucy Bay,13,5.952537284,-0.673126073,1.203064461,-1.290505663,-1.69536319,-0.327415663,-1.733695924,-1.20362396,-1.564386603,2.639705605,-0.944560935,0.847572335,-0.394129053,-2.587745848,-0.997674969
47.3539722,-122.69175,178,55,Minter Bay,13,2.178095363,0.983579896,3.785914718,0.28895958,-0.396535529,1.62874315,-0.39260048,0.051575007,-3.571060518,1.58083763,0.199285133,0.890061381,4.191263432,-3.467579436,-0.220265902
47.3539722,-122.69175,179,55,Minter Bay,13,3.103094534,0.2602848,5.757037282,-0.530323163,-1.037827626,0.549078932,-0.809521343,-0.501458201,1.091677413,1.681689667,0.645523328,1.163606497,-2.648485894,-2.846520432,-0.608970436
47.3539722,-122.69175,180,55,Minter Bay,13,6.215682367,-0.378549965,2.086671128,1.535027274,1.12385303,2.178343029,3.665429257,1.474548094,-0.084245202,2.918566201,1.71137523,2.314970715,-0.659948907,-1.811422093,-0.738538614
47.3539722,-122.69175,181,55,Minter Bay,13,4.887113355,0.111030145,1.74682241,-0.717097973,-1.0105386,-0.043499137,-2.317385132,-0.433105782,-3.910381472,2.49907175,-0.955026527,0.772022611,4.610440895,-1.707912259,0.168438631
47.052362,-122.910912,182,73,West Bay Park,13,5.478145047,-0.250410393,1.474943436,-0.68281081,-0.914377273,-0.139874472,-2.671767866,0.393337102,-0.663430968,2.613867327,-0.45771155,1.078077888,-0.935992602,-1.345627841,0.427574987
47.052362,-122.910912,183,73,West Bay Park,13,1.548375882,1.144013124,-0.15633041,0.929137009,1.184278729,0.308140596,-0.906802878,1.611252932,1.40174656,1.346194503,0.624488934,0.985341718,-0.414576734,1.086853256,1.723256765
47.052362,-122.910912,184,73,West Bay Park,13,9.211084591,0.405399242,2.358550102,0.699052097,0.691127055,0.631128203,0.170242686,1.039578155,-0.095945925,4.808241916,0.784818911,2.796530413,0.377770908,-0.103509834,0.557143165
47.052362,-122.910912,185,73,West Bay Park,13,1.419802198,-0.638762311,1.814792154,-1.569765585,-1.867543946,-0.787152055,-1.198647482,-1.234693242,-1.084656979,0.390519944,-0.846809591,-0.228144824,-1.677221042,-1.966686844,-1.386379503
47.074603,-123.003527,186,72,Eld Inlet,13,2.140947582,1.478956303,-0.564148872,-0.355729318,-0.017088128,-0.992926417,-2.76210072,0.374695533,0.98637091,1.809951942,-0.475846716,0.667052613,-0.33278601,1.811422093,1.593688587
47.074603,-123.003527,187,72,Eld Inlet,13,-0.573904478,1.802927919,-0.700088359,-1.281933872,-1.371143579,-0.952552966,-4.54096307,-1.439750499,0.161469971,0.61451172,-1.446423196,-0.415955738,0.275532503,-0.569304086,0.945847698
47.074603,-123.003527,188,72,Eld Inlet,13,9.805607411,0.664369524,2.222610615,2.49867702,2.812523911,1.575346005,2.254847003,2.002725877,2.583519536,5.234988468,2.278607138,3.756797803,-0.240771445,1.138608173,1.334552232
47.074603,-123.003527,189,72,Eld Inlet,13,9.727966407,1.047339166,0.999155231,2.404838468,2.75339769,1.421666418,3.700172663,2.288563266,2.062837383,5.387652786,2.232947302,3.810300044,-0.736627711,1.242118007,0.557143165
48.0697859,-122.2997764,190,70,Tulalip Reservation,8.2,5.080185091,-0.247926266,2.358550102,-0.390016482,-0.620045642,0.116692297,-1.490492087,0.045361151,0.886914768,2.416129413,0.129566301,1.272847857,-1.83569057,-1.293872924,0.168438631
48.0697859,-122.2997764,191,70,Tulalip Reservation,8.2,1.255981961,-0.137589607,2.018701384,0.570475235,0.534540029,0.575126319,2.30348777,0.436834096,-0.131048092,0.559196177,0.901159535,0.730177856,-0.046518474,-0.207019668,-0.608970436
48.0697859,-122.2997764,192,70,Tulalip Reservation,8.2,1.81324125,-0.792467694,2.154640872,-1.32569512,-1.384138353,-1.052835409,-1.004084413,-0.774867877,-0.604927355,0.510386778,-0.570272522,-0.029942872,-1.472744231,-0.362284419,-0.997674969
48.0697859,-122.2997764,193,70,Tulalip Reservation,8.2,0.431342069,1.278570025,-0.428209385,-0.846125982,-0.835109151,-0.770221253,0.316164988,-1.296831804,0.026911662,0.854956047,-0.547631561,0.153662243,-0.404352894,0.051754917,-0.997674969
47.30515,-122.44441,194,54,Browns Point Lighthouse,11,-0.001798583,-0.020214587,2.290580359,0.313772658,-0.083361475,1.072631424,0.469035971,-0.358539507,-0.277307124,-0.011006585,0.489544615,0.239269015,0.495345075,-2.018441761,-0.34983408
47.30515,-122.44441,195,54,Browns Point Lighthouse,11,5.657723256,-0.480399189,1.74682241,-0.955303528,-0.759089723,-1.236469492,-2.963612471,-0.607093758,-1.078806618,2.588662033,-0.836221883,0.876220075,1.589296013,1.19036309,0.81627952
47.30515,-122.44441,196,54,Browns Point Lighthouse,11,5.374502858,-0.281254975,2.018701384,0.468064893,0.627452663,0.093249648,-0.538522782,0.436834096,0.418885867,2.546623941,0.503523681,1.525073811,0.766276849,0.724568837,0.945847698
47.30515,-122.44441,197,54,Browns Point Lighthouse,11,5.401360859,-0.476051966,3.582005487,0.867781032,0.920484816,0.659780329,1.094417266,-0.551169052,0.793308988,2.462654447,1.052372695,1.757513571,1.773325143,0.207019668,0.298006809
47.17650485,-122.9046464,198,38,Squaxin Island,13,5.179962293,-0.200106813,2.426519846,-0.210008875,-0.385489971,0.166182333,-1.990797123,0.449261809,-0.546423742,2.48992774,-0.012965103,1.238481318,-0.026070793,-0.983343422,0.686711342
47.17650485,-122.9046464,199,38,Squaxin Island,13,2.486004447,2.652085471,3.853884461,-0.336781149,-0.662928396,0.356328263,-1.608619665,-1.029635985,-0.53472302,2.569044959,0.005360644,1.287202801,1.190566232,-1.811422093,0.168438631
47.17650485,-122.9046464,200,38,Squaxin Island,13,3.149596781,-0.792467694,3.446066,0.40039286,0.068027642,1.019234279,0.774777938,0.871804035,0.764057182,1.178564543,1.049194276,1.11387941,-1.983936258,-1.656157342,-0.34983408
47.17650485,-122.9046464,201,38,Squaxin Island,13,0.662008621,0.612202849,0.319457795,-1.54720824,-1.381539398,-1.697508253,-3.102586092,-0.762440165,-2.500444406,0.637105735,-1.524609823,-0.443752044,1.890899309,1.086853256,0.168438631
47.30008,-122.74566,202,51,Maple Hollow Park,13,2.134265345,-0.792467694,1.74682241,0.839809925,1.051082295,0.317257182,2.838536212,-0.321256369,-0.265606402,0.670898826,0.886663608,0.778781217,2.238509888,0.931588505,-0.479402258
47.30008,-122.74566,203,51,Maple Hollow Park,13,21.52782578,-0.028288001,-0.088360667,-2.033093435,-2.034526792,-1.791278849,-4.290810552,-1.769084881,-1.172412398,10.74976889,-1.882795368,4.433486762,0.04038417,5.7459500436204e-15,-0.090697724
47.30008,-122.74566,204,51,Maple Hollow Park,13,-0.440525837,-0.792467694,0.863215744,0.233468513,0.365607967,-0.05912757,-0.121601918,0.076430432,0.114667081,-0.616496765,0.210380035,-0.203058365,0.807172211,0.621059003,0.427574987
47.30008,-122.74566,205,51,Maple Hollow Park,13,6.140007783,2.268080776,3.106217282,0.467613746,0.677482543,-0.008335164,0.39260048,0.082644288,0.161469971,4.204044279,0.697099021,2.45057165,1.277468876,0.983343422,0.427574987
47.9726,-122.22977,206,66,Everett Harbor,8.2,4.166042476,-0.792467694,2.902308051,-0.870487914,-1.054071093,-0.400348348,-3.123432135,-0.563596764,-1.037854089,1.686787391,-0.59249747,0.54714496,0.643590762,-1.086853256,0.557143165
47.9726,-122.22977,207,66,Everett Harbor,8.2,2.822827758,0.344124099,2.630429077,-1.855792709,-2.425669489,-0.495421313,-3.561199041,-1.52053063,-1.763298886,1.583475929,-1.28449757,0.149489179,-1.355170065,-3.985128605,-0.997674969
47.9726,-122.22977,208,66,Everett Harbor,8.2,2.618187669,-0.011934162,0.047578821,-1.51111649,-1.738895683,-0.875713173,-2.414666667,-1.613738474,-1.669693106,1.303126754,-1.396606396,-0.046739821,0.551576198,-1.500892592,-0.738538614
47.9726,-122.22977,209,66,Everett Harbor,8.2,0.880609229,-0.792467694,0.115548564,-1.908576895,-2.148231064,-1.203910257,-2.518896883,-2.396684365,-1.400576488,0.044070767,-1.637332484,-0.796630858,0.132398735,-1.656157342,-1.127243147
48.52108,-122.61531,210,62,N Avenue Park,7,1.202823421,-0.787395934,3.106217282,0.587618817,0.696324965,0.30032638,0.218883453,1.716888489,-1.137310231,0.207713743,0.784135594,0.495924668,0.756053008,0.465794253,0.557143165
48.52108,-122.61531,211,62,N Avenue Park,7,4.500470959,-0.779736541,1.610882923,-1.536380715,-1.559567802,-1.308099808,-3.359687291,-1.284404092,-0.195402066,1.860367209,-1.090379836,0.384993687,-0.71106811,-0.155264751,0.038870453
48.52108,-122.61531,212,62,N Avenue Park,7,2.191684019,0.385319212,2.970277795,-0.668825256,-0.874093473,-0.178945553,-3.526455636,0.182065989,-3.588611602,1.288501616,-0.812083962,0.238208827,4.124808469,-1.19036309,1.075415876
48.52108,-122.61531,213,62,N Avenue Park,7,5.123347883,-0.792467694,0.523367026,0.685968838,0.687878362,0.601173707,1.156955396,0.74752691,-0.400164711,2.165440094,0.571815075,1.368627585,0.689598045,-0.051754917,0.038870453
48.520971,-122.600717,214,64,Cap Sante,7,-0.385250535,2.181964359,3.853884461,-1.862108766,-2.324959991,-0.715521739,-0.753931895,-1.091774547,-0.283157485,0.898356912,-0.453938566,0.222209173,-4.176950056,-3.260559768,-2.034220392
48.520971,-122.600717,215,64,Cap Sante,7,1.469745015,0.22033175,0.727276256,-1.812482608,-1.626490888,-1.971005824,-3.436122782,-1.545386055,-1.055405173,0.845038383,-1.531373868,-0.343167742,0.526016596,1.293872924,0.038870453
48.520971,-122.600717,216,64,Cap Sante,7,-0.218452727,8.068104248,-0.971967333,-1.812482608,-1.626490888,-1.971005824,-3.436122782,-1.545386055,-1.055405173,3.92482576,-1.774122952,1.075351404,0.526016596,1.293872924,0.038870453
48.520971,-122.600717,217,64,Cap Sante,7,6.420981033,1.680170623,2.834338307,-2.196408607,-2.462704595,-1.404475142,-4.27691319,-2.185413252,-2.389287542,4.050575828,-1.725837717,1.162369055,0.710045726,-1.966686844,-0.738538614
