latitude,longitude,site_name,p450,sod,ci1,ci2,ci3,shell,site_number,reporting_area,km4,km5,hc4,hc5,p16,p42,plmw,phmw,pcb,sum40CB,sumBDE,sumCHLD,sumDDT,sumHCH,sumPCB,hmwPAH,lmwPAH,sumPAH,sum16PAH,sum42PAH
48.52108,-122.61531,N Avenue Park,6764939.25,1.446375,0.03675,0.6935,0.057,0.8225,62,7,2,4,4,4,5,5,5,6,2,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811,35.81687345,1085.359801,1248.163772,2333.523573,976.8238213,2333.523573
48.255358,-122.507014,North Camano,12423809,0.75175,0.03225,0.70175,0.05225,0.7675,7,8.1,2,4,4,4,1,1,1,1,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375,26.66131387,54.59221411,107.9148418,165.0462287,63.47931873,165.0462287
48.02218,-122.728709,Oak Bay County Park,2335225.75,11.8395,0.0345,0.6845,0.056,0.77375,10,9,3,5,3,3,1,1,1,1,2,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207,36.54994929,33.98504057,102.5963489,141.0699797,47.45081136,141.0699797
48.21423,-122.718972,Penn Cove Reference,2290809.25,12.593,0.0335,0.70375,0.0575,0.60625,3,8.1,3,5,3,3,1,1,2,1,2,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294,34.38069722,46.81626856,109.7256294,160.9309232,64.37236927,160.9309232
47.2619,-122.7376,Pennrose Point State Park,7562838.75,4.423,0.02625,0.6765,0.06475,0.8575,50,13,1,3,1,1,2,2,2,2,4,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082,50.16966732,85.8165362,125.4241683,204.6394325,85.8165362,204.6394325
47.3062,-122.5145,Point Defiance Ferry,2116286.75,6.454,0.03675,0.71425,0.05475,0.83875,43,11,1,2,1,1,5,4,4,5,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968,63.69219791,335.831589,370.5727878,694.8239772,335.831589,694.8239772
48.12823,-123.45715,Port Angeles Yacht Club,5668182.167,7.99825,1.824166667,0.734333333,2.625333333,0.800833333,1,6,3,5,3,5,5,5,5,6,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856,72.12371134,1202.061856,781.3402062,1983.402062,1081.85567,1983.402062
47.38566,-122.627255,Purdy - Dexters,4578794.25,1.760875,0.034,0.679,0.049,0.84375,57,13,1,2,1,1,2,1,1,1,2,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843,44.74703234,57.36799018,91.78878428,149.1567745,68.84158821,149.1567745
47.386977,-122.6367089,"Purdy, Burley Lagoon",3937235,10.05025,0.03275,0.69325,0.053,0.915,47,13,1,2,1,1,2,2,2,2,4,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339,59.08699464,86.16853385,129.2528008,215.4213346,86.16853385,215.4213346
47.32598,-122.66724,Raft Island Park,4185580.75,3.778125,0.0355,0.7245,0.0525,0.65375,53,13,1,3,1,1,2,1,1,2,2,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041,43.62103387,61.91372549,91.46345811,147.7486631,70.35650624,147.7486631
47.346537,-122.82236,Reach Island,5721095,4.58375,0.03225,0.6665,0.054,0.77,39,13,1,3,1,1,2,2,2,2,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098,30.35819672,81.73360656,110.9241803,192.6577869,81.73360656,192.6577869
47.578117,-122.524833,Rich Passage,5061124.75,2.31975,0.03475,0.71225,0.0535,0.81,32,10,4,1,2,2,3,3,3,3,4,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806,71.35973597,142.7194719,190.2926293,338.9587459,142.7194719,338.9587459
47.60255,-122.66992,Rocky Point,9469801.25,9.8955,0.034,0.71425,0.0615,0.68875,27,10,4,1,2,2,3,3,3,3,5,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697,85.2408313,133.9498778,176.5702934,310.5201711,133.9498778,310.5201711
48.02667,-122.75076,S of Skunk Island,4092598.333,10.11125,0.034,0.71075,0.0585,0.78625,9,9,3,5,3,3,3,2,2,3,1,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698,28.22725356,132.1275698,162.156563,294.2841328,144.1391671,294.2841328
47.6663,-122.4018,"Salmon Bay, Commodore Park",4444677.5,3.79425,0.03425,0.71825,0.05725,0.7075,16,10,4,1,2,2,5,5,5,6,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824,126.5,535.7647059,476.2352941,1041.764706,409.2647059,1041.764706
47.29464,-122.53053,Salmon Beach,1550935.333,7.299625,0.03325,0.684,0.054,0.86375,40,11,1,2,1,1,4,4,3,5,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234,47.62862669,226.2359768,202.4216634,428.6576402,214.3288201,428.6576402
47.607,-122.342,"Seattle Aquarium, Pier 59",3037049.5,15.6175,0.0365,0.704,0.05075,0.8425,17,10,4,1,2,2,5,5,5,6,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835,136.0866142,2203.307087,1101.653543,3304.96063,1879.291339,3304.96063
47.671678,-122.406663,Shilshole Bay,2710238.75,9.90675,0.03225,0.7285,0.053,0.55625,18,10,4,1,2,2,5,5,5,6,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948,112.757079,1277.913562,714.1281669,2029.627422,1052.399404,1954.456036
47.6427936,-122.6967068,"Silverdale, Dyes Inlet",1419996,28.254,0.0345,0.698,0.05875,0.6875,35,10,4,1,2,2,3,3,3,4,5,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688,95.95701357,150.7895928,212.4762443,363.2658371,137.081448,370.1199095
47.66142,-122.49884,Skiff Point,5612257.75,4.779,0.0335,0.70725,0.053,0.55875,24,10,4,1,2,2,4,4,4,4,1,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304,31.37320132,213.1009901,236.7788779,449.879868,213.1009901,449.879868
47.63237,-122.37869,"Smith Cove, Terminal 91",3958466.25,7.5955,0.03575,0.701,0.06275,0.74,15,10,4,1,2,2,5,5,5,6,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985,175.5804369,4682.144985,2145.983118,7153.277061,4161.906653,7153.277061
47.17650485,-122.9046464,Squaxin Island,6185908.75,6.574125,0.03475,0.68175,0.055,0.85625,38,13,1,3,1,1,2,2,1,2,2,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236,35.60477528,77.68314607,97.10393258,174.7870787,71.20955056,174.7870787
47.7296079,-122.5506191,Suquamish Stormwater Outfall,3575218.5,5.81925,0.02825,0.665,0.0595,1.02125,34,10,4,1,2,2,4,4,4,4,4,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687,63.7968318,193.3237327,231.9884793,425.312212,206.2119816,425.312212
47.259189,-122.434689,Thea Foss Waterway,3660950,11.7874,0.0292,0.6148,0.0448,0.897,46,11,1,2,1,1,5,5,5,6,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765,84.37723658,545.2067594,584.1500994,1103.394632,454.3389662,1103.394632
47.44896,-122.372267,Three Tree Point,7868514.75,7.91575,0.03475,0.7265,0.0605,0.8125,22,11,4,2,1,1,3,3,3,3,3,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085,48.30745527,141.387674,176.7345924,312.2311133,129.6053678,312.2311133
48.0617,-122.2939,Tulalip Bay,5438866.5,6.253833333,0.033833333,0.709333333,0.054666667,0.874166667,67,8.2,4,1,2,2,4,3,3,4,2,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312,46.07148235,168.7124706,188.1792941,356.8917647,181.6903529,356.8917647
48.0697859,-122.2997764,Tulalip Reservation,5097254.75,3.952125,0.03225,0.68925,0.049,0.78375,70,8.2,4,1,2,2,3,2,2,3,1,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068,29.47563559,117.9025424,135.5879237,253.4904661,123.7976695,253.4904661
47.052362,-122.910912,West Bay Park,8508351.5,4.628,0.03275,0.68675,0.05625,0.7725,73,13,1,3,1,1,3,3,3,4,4,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237,64.78661936,202.4581855,182.212367,391.4191586,161.9665484,384.6705525
47.66586,-122.56698,Williams Olson Park,3067078.5,6.457625,0.034,0.6875,0.05125,0.67125,26,10,4,1,2,2,3,2,2,4,3,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614,58.44309291,156.6515892,144.601467,301.2530562,150.6265281,301.2530562
