latitude,longitude,site_name,p450,sod,ci1,ci2,ci3,shell,site_number,reporting_area,km4,km5,hc4,hc5,p16,p42,plmw,phmw,pcb,a80,a81,a82,a89,a90,a92,a93,a94,a96,a98,a99,a100,a102,a104,a105,a106,a108,a110,a111,a115,a116,a118,a120,a121,a122,a123,a124,a125,a127,a129,a130
48.018127,-122.699524,Maristone Island,4711148.333,5.722,0.033666667,0.7255,0.055666667,0.699166667,11,9,3,5,3,3,1,1,2,1,2,-4.79775659,-4.79775659,-4.79775659,-3.598317443,-4.727201346,-4.727201346,-4.727201346,10.5832866,-4.727201346,-4.727201346,9.877734156,13.40549635,-4.727201346,-4.727201346,10.5832866,7.761076837,-4.727201346,7.055524397,5.926640494,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,-4.727201346,28.92765003,17.63881099,9.877734156,-4.727201346
47.11795,-122.83359,Meyer's Point - Henderson Inlet,2252669.75,15.21175,0.036,0.7025,0.05625,0.78875,71,13,1,3,1,1,1,2,2,1,4,-5.724720149,-5.724720149,-5.724720149,-3.940391791,-5.650373134,-5.650373134,-6.170802239,15.61287313,-5.650373134,-5.650373134,11.89552239,19.33022388,-5.650373134,-5.650373134,12.63899254,10.40858209,-5.650373134,7.434701493,8.921641791,-5.650373134,-5.650373134,-5.650373134,-6.170802239,-6.170802239,-5.650373134,-5.650373134,-5.650373134,40.89085821,19.33022388,15.61287313,-5.650373134
47.4436,-122.360316,Miller Creek,15899206.5,4.015375,0.0345,0.6955,0.05575,0.82125,20,11,4,2,1,1,2,2,3,3,4,-3.622186827,-3.622186827,-3.622186827,6.990185105,-3.55863969,-3.55863969,3.685733965,19.0641412,-3.55863969,3.812828239,8.896599225,27.32526905,-3.55863969,4.829582437,11.43848472,20.33508394,-3.55863969,3.939922514,19.0641412,-3.55863969,6.354713732,-3.55863969,-3.55863969,3.685733965,3.939922514,5.337959535,-3.55863969,17.15772708,27.96074042,27.96074042,-3.55863969
47.3539722,-122.69175,Minter Bay,8029787,5.00975,0.03675,0.6505,0.051,0.9175,55,13,1,3,1,1,2,1,1,2,2,-3.750076531,-3.684285714,-3.684285714,3.618494898,-3.684285714,-3.684285714,-3.618494898,12.5002551,-3.684285714,-3.684285714,6.4475,15.78979592,-3.684285714,-3.684285714,7.894897959,8.552806122,-3.684285714,-3.684285714,9.868622449,-3.684285714,-3.684285714,-3.684285714,-3.618494898,-3.618494898,-3.684285714,3.881658163,-3.684285714,16.44770408,18.42142857,16.44770408,-3.684285714
47.94968,-122.30158,Mukilteo,8713508,7.6065,0.03275,0.699,0.05075,0.79125,65,8.2,4,1,2,2,4,4,4,4,2,-4.401976325,-4.337241379,7.768193515,8.415542975,-4.337241379,4.401976325,-4.143036541,30.4254246,-4.337241379,4.725651055,11.00494081,33.6621719,-4.337241379,4.596181163,18.12578487,26.54132784,-4.337241379,10.35759135,21.36253217,-4.337241379,6.214554812,4.919855893,-4.143036541,-4.143036541,4.984590839,7.768193515,-4.337241379,23.95193001,42.72506433,34.30952136,-4.272506433
48.52108,-122.61531,N Avenue Park,6764939.25,1.446375,0.03675,0.6935,0.057,0.8225,62,7,2,4,4,4,5,5,5,6,2,8.682878412,-3.310347395,17.90843672,40.70099256,7.05483871,14.65235732,-5.318263027,130.2431762,14.10967742,46.12779156,16.28039702,227.9255583,22.79255583,81.40198511,86.82878412,195.3647643,23.33523573,97.68238213,97.68238213,5.969478908,30.93275434,11.93895782,-5.318263027,-5.318263027,21.16451613,42.87171216,29.30471464,5.426799007,113.9627792,27.13399504,5.969478908
48.255358,-122.507014,North Camano,12423809,0.75175,0.03225,0.70175,0.05225,0.7675,7,8.1,2,4,4,4,1,1,1,1,1,-3.554841849,-3.49136253,-3.49136253,-2.475693431,-3.49136253,-3.49136253,-3.618321168,14.60024331,-3.49136253,-3.49136253,7.617518248,20.94817518,-3.49136253,-3.49136253,9.52189781,11.42627737,-3.49136253,5.840097324,16.50462287,-3.49136253,4.380072993,-3.427883212,-3.618321168,-3.618321168,-3.49136253,4.443552311,-3.49136253,3.618321168,19.04379562,36.18321168,-3.49136253
48.02218,-122.728709,Oak Bay County Park,2335225.75,11.8395,0.0345,0.6845,0.056,0.77375,10,9,3,5,3,3,1,1,1,1,2,-4.232099391,-4.167976673,-4.232099391,-3.077890467,-4.167976673,-4.167976673,-4.167976673,10.90086207,-4.167976673,-4.167976673,8.335953347,14.10699797,-4.167976673,-4.167976673,8.977180527,9.618407708,-4.167976673,5.322185598,6.412271805,-4.167976673,-4.167976673,-4.103853955,-4.167976673,-4.167976673,-4.167976673,-4.167976673,-4.167976673,23.72540568,17.95436105,10.25963489,-4.167976673
48.21423,-122.718972,Penn Cove Reference,2290809.25,12.593,0.0335,0.70375,0.0575,0.60625,3,8.1,3,5,3,3,1,1,2,1,2,-3.291768883,-3.291768883,-3.291768883,-2.340813428,-3.218618464,-3.218618464,-3.291768883,13.89857973,-3.218618464,-3.218618464,8.778050355,10.97256294,-3.218618464,-3.218618464,10.24105875,8.778050355,-3.218618464,-3.218618464,13.16707553,-3.218618464,4.096423499,-3.218618464,-3.291768883,-3.291768883,-3.218618464,4.462175597,-3.218618464,21.21362169,24.13963848,24.13963848,-3.218618464
47.2619,-122.7376,Pennrose Point State Park,7562838.75,4.423,0.02625,0.6765,0.06475,0.8575,50,13,1,3,1,1,2,2,2,2,4,-3.828737769,-3.762725049,-3.762725049,4.22481409,-3.762725049,-3.762725049,3.828737769,14.52279843,-3.762725049,-3.762725049,-3.762725049,19.80381605,-3.762725049,-3.762725049,9.901908023,14.52279843,-3.762725049,6.601272016,10.56203523,-3.762725049,4.554877691,-3.696712329,-3.696712329,3.828737769,-3.762725049,4.22481409,-3.762725049,24.42470646,19.80381605,18.48356164,-3.762725049
47.3062,-122.5145,Point Defiance Ferry,2116286.75,6.454,0.03675,0.71425,0.05475,0.83875,43,11,1,2,1,1,5,4,4,5,4,5.326983825,-3.35831589,11.58039962,14.47549952,3.474119886,5.095375833,4.226845861,44.00551855,4.747963844,7.527259753,14.47549952,50.37473834,7.527259753,14.47549952,20.26569933,38.21531874,4.747963844,13.31745956,26.05589914,-3.35831589,8.106279734,6.948239772,-3.35831589,4.226845861,8.106279734,13.31745956,9.264319696,24.3188392,63.69219791,22.58177926,-3.300413892
48.12823,-123.45715,Port Angeles Yacht Club,5668182.167,7.99825,1.824166667,0.734333333,2.625333333,0.800833333,1,6,3,5,3,5,5,5,5,6,5,10.8185567,-3.005154639,32.4556701,45.67835052,5.349175258,6.611340206,-4.928453608,102.1752577,10.8185567,9.015463918,11.96051546,114.1958763,16.82886598,19.83402062,21.03608247,120.2061856,16.22783505,13.82371134,96.16494845,3.66628866,20.43505155,13.22268041,-4.928453608,-4.928453608,16.22783505,28.24845361,18.63195876,7.212371134,144.2474227,90.15463918,-3.005154639
47.38566,-122.627255,Purdy - Dexters,4578794.25,1.760875,0.034,0.679,0.049,0.84375,57,13,1,2,1,1,2,1,1,1,2,-3.38471142,-3.32734343,-3.32734343,3.614183381,-3.32734343,-3.32734343,-3.26997544,11.47359804,-3.32734343,-3.32734343,6.310478919,16.06303725,-3.32734343,-3.32734343,6.884158821,9.178878428,-3.32734343,-3.32734343,9.75255833,-3.32734343,-3.32734343,-3.32734343,-3.26997544,-3.26997544,-3.32734343,3.38471142,-3.32734343,14.34199754,16.06303725,16.06303725,-3.32734343
47.386977,-122.6367089,"Purdy, Burley Lagoon",3937235,10.05025,0.03275,0.69325,0.053,0.915,47,13,1,2,1,1,2,2,2,2,4,-4.123779834,-4.062230882,-4.062230882,4.800818315,-4.062230882,-4.062230882,-4.185328787,14.77174866,-4.062230882,-4.062230882,7.38587433,19.08017535,-4.062230882,4.123779834,9.84783244,11.69430102,-4.062230882,6.770384803,12.30979055,-4.062230882,-4.062230882,-4.000681929,-4.185328787,-4.185328787,-4.062230882,4.431524598,-4.062230882,25.23507063,18.46468583,19.08017535,-4.062230882
47.32598,-122.66724,Raft Island Park,4185580.75,3.778125,0.0355,0.7245,0.0525,0.65375,53,13,1,3,1,1,2,1,1,2,2,-3.728894831,-3.728894831,-3.728894831,-2.673547237,-3.728894831,-3.728894831,-3.588181818,11.257041,-3.728894831,-3.728894831,6.683868093,15.47843137,-3.728894831,-3.728894831,7.739215686,7.739215686,-3.728894831,-3.658538324,6.54315508,-3.728894831,-3.728894831,-3.658538324,-3.588181818,-3.588181818,-3.728894831,-3.728894831,-3.728894831,17.58912656,15.47843137,10.55347594,-3.658538324
47.346537,-122.82236,Reach Island,5721095,4.58375,0.03225,0.6665,0.054,0.77,39,13,1,3,1,1,2,2,2,2,1,-3.035819672,-2.977438525,-3.035819672,3.56125,-2.977438525,-2.977438525,-3.32772541,15.17909836,-2.977438525,-2.977438525,8.173360656,23.35245902,-2.977438525,-2.977438525,9.924795082,12.26004098,-2.977438525,6.42192623,16.34672131,-2.977438525,6.42192623,-2.977438525,-3.32772541,-3.32772541,3.386106557,4.02829918,-2.977438525,3.56125,15.17909836,33.86106557,-2.977438525
47.578117,-122.524833,Rich Passage,5061124.75,2.31975,0.03475,0.71225,0.0535,0.81,32,10,4,1,2,2,3,3,3,3,4,-3.627453245,-3.627453245,-3.627453245,7.730638064,-3.567986799,-3.567986799,4.400517052,22.59724972,-3.567986799,3.686919692,11.29862486,25.57057206,-3.567986799,5.411446645,13.67728273,19.62392739,-3.567986799,7.730638064,13.67728273,-3.567986799,5.173580858,3.805852585,-3.746386139,4.400517052,3.865319032,5.768245325,-3.567986799,26.75990099,33.30121012,17.24526953,-3.567986799
47.60255,-122.66992,Rocky Point,9469801.25,9.8955,0.034,0.71425,0.0615,0.68875,27,10,4,1,2,2,3,3,3,3,5,-2.983429095,-2.922542787,-2.922542787,6.027744499,-2.922542787,-2.922542787,-4.140268949,20.70134474,-2.922542787,4.505586797,7.306356968,34.09633252,3.287860636,6.088630807,12.17726161,29.83429095,3.044315403,7.915220049,20.09248166,-2.922542787,7.915220049,-2.922542787,-4.140268949,-4.140268949,4.201155257,6.027744499,3.105201711,4.810018337,21.9190709,25.57224939,-2.922542787
48.02667,-122.75076,S of Skunk Island,4092598.333,10.11125,0.034,0.71075,0.0585,0.78625,9,9,3,5,3,3,3,2,2,3,1,-3.543421191,-3.543421191,-3.543421191,4.564406958,-3.543421191,-3.543421191,-5.525334739,20.41971534,-3.543421191,3.663537164,9.609277807,27.02609383,-3.543421191,3.603479178,12.61217712,18.61797575,-3.543421191,8.408118081,14.41391671,-3.543421191,5.465276753,3.663537164,-5.525334739,-5.465276753,4.023885082,5.885682657,-3.543421191,9.609277807,30.62957301,19.81913548,-3.543421191
47.6663,-122.4018,"Salmon Bay, Commodore Park",4444677.5,3.79425,0.03425,0.71825,0.05725,0.7075,16,10,4,1,2,2,5,5,5,6,5,-5.655294118,-5.655294118,5.729705882,29.02058824,-5.655294118,-5.655294118,-5.432058824,37.20588235,8.185294118,9.673529412,14.13823529,69.94705882,12.65,15.62647059,25.3,104.1764706,6.771470588,19.34705882,74.41176471,-5.655294118,9.673529412,6.548235294,-5.432058824,-5.432058824,5.655294118,9.673529412,6.622647059,29.02058824,38.69411765,40.92647059,-5.580882353
47.29464,-122.53053,Salmon Beach,1550935.333,7.299625,0.03325,0.684,0.054,0.86375,40,11,1,2,1,1,4,4,3,5,3,-5.179613153,-5.120077369,-5.120077369,10.12108317,-5.120077369,-5.120077369,-12.50251451,26.19574468,-5.120077369,-5.120077369,11.31179884,37.50754352,-5.120077369,-5.120077369,16.07466151,29.17253385,-5.120077369,10.12108317,19.05145068,-5.120077369,7.739651838,-5.060541586,-12.50251451,-12.50251451,-5.120077369,7.144294004,-5.120077369,14.28858801,35.72147002,27.38646035,-5.060541586
47.607,-122.342,"Seattle Aquarium, Pier 59",3037049.5,15.6175,0.0365,0.704,0.05075,0.8425,17,10,4,1,2,2,5,5,5,6,5,14.90472441,-4.341811024,57.67480315,103.6850394,10.36850394,13.60866142,4.536220472,162.007874,17.49685039,22.03307087,15.8119685,181.4488189,21.38503937,24.62519685,39.52992126,155.5275591,13.60866142,27.86535433,90.72440945,5.573070866,26.56929134,23.32913386,-4.147401575,4.536220472,25.27322835,39.52992126,33.0496063,29.16141732,187.9291339,43.41811024,-4.277007874
47.671678,-122.406663,Shilshole Bay,2710238.75,9.90675,0.03225,0.7285,0.053,0.55625,18,10,4,1,2,2,5,5,5,6,5,12.02742176,-5.261997019,11.2757079,60.88882265,5.412339791,7.517138599,6.464739195,75.17138599,11.2757079,13.53084948,19.54456036,97.72280179,13.53084948,28.56512668,26.3099851,105.2399404,15.0342772,21.79970194,75.17138599,-5.186825633,15.0342772,13.53084948,-5.713025335,6.464739195,12.02742176,22.5514158,13.53084948,36.83397914,105.2399404,48.86140089,-5.186825633
47.6427936,-122.6967068,"Silverdale, Dyes Inlet",1419996,28.254,0.0345,0.698,0.05875,0.6875,35,10,4,1,2,2,3,3,3,4,5,-3.564117647,-3.564117647,-3.564117647,8.224886878,-3.564117647,-3.564117647,4.043902715,20.56221719,-3.564117647,4.866391403,9.595701357,30.84332579,5.414717195,7.539479638,13.7081448,31.52873303,5.414717195,6.648450226,21.93303167,-3.564117647,5.68888009,-3.495576923,-3.564117647,4.043902715,4.180984163,6.785531674,-3.564117647,26.73088235,26.04547511,19.87680995,-3.495576923
47.66142,-122.49884,Skiff Point,5612257.75,4.779,0.0335,0.70725,0.053,0.55875,24,10,4,1,2,2,4,4,4,4,1,-5.682693069,-5.682693069,-5.682693069,9.471155116,-5.62349835,-5.62349835,-8.879207921,31.37320132,-5.62349835,5.919471947,11.2469967,43.80409241,-5.62349835,7.103366337,15.98257426,32.55709571,-5.62349835,9.471155116,24.26983498,-5.62349835,9.471155116,-5.56430363,-8.879207921,-8.879207921,5.682693069,8.287260726,-5.62349835,8.879207921,44.3960396,31.37320132,-5.62349835
47.63237,-122.37869,"Smith Cove, Terminal 91",3958466.25,7.5955,0.03575,0.701,0.06275,0.74,15,10,4,1,2,2,5,5,5,6,5,71.53277061,3.511608739,84.5387289,214.5983118,22.1101291,29.91370407,16.90774578,325.1489573,33.81549156,42.26936445,35.11608739,325.1489573,38.36757696,65.02979146,78.03574975,260.1191658,35.7663853,59.82740814,136.5625621,9.754468719,52.02383317,57.8765144,7.803574975,9.104170804,50.72323734,78.03574975,71.53277061,28.61310824,390.1787488,58.52681231,5.137353525
47.17650485,-122.9046464,Squaxin Island,6185908.75,6.574125,0.03475,0.68175,0.055,0.85625,38,13,1,3,1,1,2,2,1,2,2,-2.589438202,-2.589438202,-2.589438202,3.172061798,-2.589438202,-2.589438202,-3.431005618,12.94719101,-2.589438202,-2.589438202,7.120955056,21.36286517,-2.589438202,-2.589438202,9.710393258,12.29983146,-2.589438202,4.466780899,12.29983146,-2.589438202,4.855196629,-2.524702247,-3.431005618,-3.431005618,2.783646067,3.948893258,-2.589438202,4.402044944,13.59455056,22.65758427,-2.524702247
47.7296079,-122.5506191,Suquamish Stormwater Outfall,3575218.5,5.81925,0.02825,0.665,0.0595,1.02125,34,10,4,1,2,2,4,4,4,4,4,2.835414747,-2.706532258,5.993035714,8.377361751,-2.706532258,-2.706532258,7.732949309,25.13208525,2.770973502,4.768652074,10.31059908,28.35414747,4.704210829,5.47750576,12.24383641,22.55443548,3.157620968,7.732949309,14.82148618,-2.706532258,6.121918203,3.995357143,3.222062212,4.317563364,4.833093318,7.732949309,3.80203341,26.42091014,42.5312212,18.04354839,-2.706532258
47.259189,-122.434689,Thea Foss Waterway,3660950,11.7874,0.0292,0.6148,0.0448,0.897,46,11,1,2,1,1,5,5,5,6,5,12.98111332,-5.062634195,11.68300199,29.85656064,-5.062634195,7.139612326,-4.932823062,53.22256461,9.086779324,12.33205765,20.76978131,84.37723658,14.92828032,16.87544732,31.15467197,103.8489066,9.73583499,22.71694831,71.39612326,-5.062634195,14.92828032,11.68300199,-4.932823062,-4.932823062,10.38489066,13.63016899,9.73583499,25.31317097,61.0112326,44.13578529,-5.062634195
47.44896,-122.372267,Three Tree Point,7868514.75,7.91575,0.03475,0.7265,0.0605,0.8125,22,11,4,2,1,1,3,3,3,3,3,-4.123807157,-4.123807157,-4.123807157,7.658499006,-4.064895626,-4.064895626,-4.241630219,21.20815109,-4.064895626,-4.064895626,8.836729622,30.04488072,-4.064895626,5.77333002,11.78230616,25.92107356,-4.064895626,6.48026839,20.02992048,-4.064895626,6.48026839,-4.064895626,-4.241630219,-4.241630219,-4.064895626,5.655506958,-4.064895626,15.90611332,28.8666501,24.15372763,-4.064895626
48.0617,-122.2939,Tulalip Bay,5438866.5,6.253833333,0.033833333,0.709333333,0.054666667,0.874166667,67,8.2,4,1,2,2,4,3,3,4,2,-4.477369412,-4.41248,-4.477369412,5.840047059,-4.41248,-4.41248,-4.282701176,26.60465882,-4.41248,-4.41248,10.38230588,31.79581176,-4.41248,-4.41248,17.52014118,21.41350588,-4.41248,9.084517647,-4.41248,-4.41248,5.775157647,4.866705882,-4.282701176,-4.282701176,5.126263529,7.786729412,-4.41248,25.95576471,40.88032941,31.79581176,-4.41248
48.0697859,-122.2997764,Tulalip Reservation,5097254.75,3.952125,0.03225,0.68925,0.049,0.78375,70,8.2,4,1,2,2,3,2,2,3,1,-3.713930085,-3.654978814,-3.654978814,4.185540254,-3.654978814,-3.654978814,-4.185540254,18.86440678,-3.654978814,-3.654978814,8.253177966,21.22245763,-3.654978814,-3.654978814,11.20074153,14.7378178,-3.654978814,5.777224576,11.79025424,-3.654978814,4.303442797,-3.596027542,-4.185540254,-4.185540254,-3.654978814,5.895127119,-3.654978814,15.32733051,27.70709746,18.27489407,-3.654978814
47.052362,-122.910912,West Bay Park,8508351.5,4.628,0.03275,0.68675,0.05625,0.7725,73,13,1,3,1,1,3,3,3,4,4,6.073745565,-4.656538267,-4.656538267,11.47263051,-4.656538267,-4.656538267,-4.589052205,20.24581855,-4.656538267,-4.656538267,8.773188039,26.99442473,-4.656538267,-4.656538267,12.14749113,23.62012164,-4.656538267,5.398884947,31.71844906,-4.656538267,4.724024328,-4.589052205,-4.589052205,-4.589052205,-4.656538267,6.073745565,-4.656538267,16.87151546,27.66928535,51.28940699,-4.656538267
47.66586,-122.56698,Williams Olson Park,3067078.5,6.457625,0.034,0.6875,0.05125,0.67125,26,10,4,1,2,2,3,2,2,4,3,-3.494535452,-3.494535452,-3.494535452,5.543056235,-3.494535452,-3.494535452,-4.639297066,19.2801956,-3.494535452,3.615036675,7.23007335,28.9202934,-3.494535452,4.277793399,12.05012225,20.48520782,-3.494535452,7.832579462,12.65262836,-3.494535452,5.844309291,-3.434284841,-4.639297066,-4.579046455,3.976540342,5.964810513,-3.494535452,4.8200489,25.90776284,16.26766504,-3.434284841
