"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.188486890030482,0.850494991574119,0.944994435082354
"1 - 3",-1.41598406009366,0.156780171468268,1
"2 - 3",-1.34467033216793,0.178731719492744,0.893658597463721
"1 - 4",-0.384269122901176,0.700778990808166,1
"2 - 4",-0.230713167538328,0.81753764326096,1
"3 - 4",0.977360639572694,0.328390641941924,0.656781283883847
"1 - 5",-1.27304489038358,0.203002112892178,0.676673709640593
"2 - 5",-1.18915099944319,0.234380252655105,0.585950631637762
"3 - 5",0.165319427317965,0.868692568419148,0.868692568419148
"4 - 5",-0.833723722410481,0.404436687098898,0.67406114516483
