"Comparison","Z","P.unadj","P.adj"
"1 - 2",-1.44213741503647,0.149263611883485,0.447790835650455
"1 - 3",-1.50890975622536,0.131321846273747,0.492456923526551
"2 - 3",-0.0227341144019915,0.981862363504461,0.981862363504461
"1 - 4",-0.384658035489776,0.700490790102952,0.955214713776753
"2 - 4",1.09656608363149,0.272831120570362,0.51155835106943
"3 - 4",1.15307971514178,0.248877666751977,0.533309285897094
"1 - 5",-2.11079064153891,0.0347903108772321,0.521854663158482
"2 - 5",-0.488935321729518,0.624887487931565,1
"3 - 5",-0.47776290587631,0.632818965532342,0.949228448298513
"4 - 5",-1.73344464855511,0.0830166675917199,0.415083337958599
"1 - 6",-1.8084405261383,0.0705379653327117,0.529034739995338
"2 - 6",-0.226298555095071,0.820969222112276,0.947272179360319
"3 - 6",-0.208099891315618,0.835150972019205,0.89480461287772
"4 - 6",-1.43418571927818,0.151519271231673,0.378798178079182
"5 - 6",0.280819249436726,0.778849038565819,0.973561298207274
