"Comparison","Z","P.unadj","P.adj"
"1 - 2",-1.48050837808389,0.138737626530877,1
"1 - 3",-0.854403676887336,0.392881359356174,0.982203398390434
"2 - 3",0.541524847041523,0.588145876249652,0.980243127082753
"1 - 4",-0.585146349547188,0.558449315735495,1
"2 - 4",0.908195427109319,0.36377497969223,1
"3 - 4",0.307965690516288,0.75810843934554,0.842342710383933
"1 - 5",-0.45974197600308,0.645701436104836,0.922430623006908
"2 - 5",0.959175319589827,0.337470431543884,1
"3 - 5",0.386847315792888,0.698869246113784,0.87358655764223
"4 - 5",0.0983962314956336,0.921617666991377,0.921617666991377
