latitude,longitude,site_number,geo_group,reporting_area,site_name,p450,sod,shell,ci,ibr_bio,ibr_morph,ibr_combined,chlordane_index,ddt_index,hch_index,total_metal_index,pah_lmw_index,pah_hmw_index,pah_add_index,total_pah_index,pbde_index,pcb_index,pesticide_index,total_con_index
47.61889,-122.5275,31,3,10,Eagle Harbor Dr,-0.265611773,-0.229322065,0.551976651,0.401174115,1.548772886,1.490070833,3.038843718,0,1.856249477,0,13.04259872,5.866159193,10.83733451,2.976947376,19.68044108,0.865306945,21.15314861,0,56.59774483
48.69368,-122.90985,60,4,7,"Eastsound, Fishing Bay",-0.218944867,-3.039132328,-0.409836478,-0.047601208,4.809115088,1.355258472,6.16437356,0,0.761506611,0,8.662335932,5.384855666,2.605629344,4.249163265,12.23964828,1.825747338,18.88337168,0,42.37260984
47.81407,-122.3825,69,1,9,Edmonds Ferry,1.793793375,-9.941205183,0.119619615,0.198930759,11.73499856,1.060317892,12.79531645,0,1.187950313,0,9.830275125,5.360383189,2.739010908,6.342332139,14.44172624,2.940426286,16.41302245,0,44.81340041
47.8111,-122.388,68,3,9,Edmonds Marina,2.035497419,0.27488573,0.32034493,0.030698534,2.596138596,1.001280414,3.59741901,0,1.705590193,1.257904445,11.88002851,6.600606766,4.587933111,4.765667523,15.9542074,7.657255506,14.50623998,0,52.96122603
47.074603,-123.003527,72,3,13,Eld Inlet,1.578757386,-0.117762896,0.211746325,0.014906595,2.374083292,0.885283347,3.259366639,0,0.82242714,0,7.987933672,5.416892734,1.358354989,3.366026298,10.14127402,0,18.0237737,0,36.97540853
47.61862,-122.36108,19,3,10,Elliot Bay Myrtle Edwards,0.21684418,-0.023850199,0.423995986,0.067333697,0.991091661,1.024964349,2.016056011,0,9.944067469,0,9.853930652,61.59620522,101.0506419,26.01950621,188.6663533,2.935397503,78.90394768,1.605415019,291.9091116
47.58766,-122.35065,14,2,10,"Elliott Bay, Harbor Island, Pier 17",2.134003558,-1.709515506,0.476669922,0.033707987,4.014006559,1.144988094,5.158994653,0,5.81217481,2.264228001,10.21520811,24.2218838,36.69961383,11.33984342,72.26134105,2.478729901,60.32640779,1.858901601,155.2169913
47.9726,-122.22977,66,1,8.2,Everett Harbor,1.426502499,-6.614457724,0.344787117,0.034550613,8.040960223,1.441035894,9.481996117,0,0.852887404,0,13.1722392,3.161237568,1.630645605,3.358995499,8.150878672,0.781567563,15.29874746,0,38.2563203
48.482448,-122.583879,63,3,7,"Fidalgo Bay Aq Reserve, Weaverling Spit",0.55001603,0.085373305,0.329160282,0.151416283,1.184873185,0.940859554,2.125732739,0,5.668563224,0,10.62600542,14.28027157,8.216801955,3.024586721,25.52166025,0,24.96413001,0,66.7803589
47.19483,-122.748665,59,2,13,Filucy Bay,2.358743922,-1.786012207,0.485818516,0.110758489,4.153802698,1.426755723,5.580558421,0,0.82242714,0,10.42062619,1.381658221,0.33148792,2.469810684,4.182956825,0,16.81732844,0,32.2433386
48.5069444,-123.0194444,61,4,7,Friday Harbor,1.366464946,-5.030476619,0.292662994,-0.060711759,6.834200409,1.276234662,8.110435071,0,0.639665553,0,9.182135617,6.073490924,2.379780714,3.697571174,12.15084281,0,20.34464668,0,42.31729066
47.33785,-122.58277,58,3,11,Gig Harbor Boat Launch,0.729625331,0.246476235,0.662522233,-0.142686792,1.659022759,1.422542913,3.081565671,0,1.035648991,0,10.33606995,2.78210724,3.727344365,3.170756869,9.680208474,0,21.76587189,0,42.81779931
47.5706,-122.9717,29,1,12,Hood Canal Holly,-0.944824568,-10.03953782,0.152765787,0.036923337,11.36563883,0.42132461,11.78696344,0,0,0,6.057228059,2.845569566,0.045875216,5.735440409,8.626885191,0,15.30555999,0,29.98967324
48.024789,-122.998135,2,3,6,Jamestown,0.588332509,-0.489410414,-0.089962561,0.008861546,1.16266449,0.715249122,1.877913612,0,0,0,9.085600081,2.277632043,0.040423786,2.139119284,4.457175113,0,24.03857658,0,37.58135177
47.794695,-122.499858,36,2,10,Kingston Marina,1.275955679,-1.520007178,0.415800518,-0.101819763,2.795962857,0.976987948,3.772950805,0,0.883347669,0,12.09325599,1.302350026,0.778271513,2.826775496,4.907397035,0.725741309,9.083836439,0,27.69357844
47.54167,-122.64034,25,3,10,Kitsap St Boat Launch,0.065089936,-0.446396215,0.456569309,-0.083597005,2.039761337,0.986939697,3.026701034,0,4.224805176,3.270551557,13.03789149,12.56911698,8.099808123,6.540335619,27.20926072,4.562570309,73.72371161,0,126.0287909
47.30973,-122.68868,52,2,13,Kopachuck State Park,1.604886832,-1.601040319,0.354498188,-0.253822858,3.20592715,1.365398088,4.571325239,0,0.670125818,0,9.612534587,1.240546126,0.245672961,2.474785685,3.961004772,0,13.25082025,0,27.49448543
47.5833538,-122.6414587,37,3,10,Lions Park,1.490863958,-0.093000447,0.302846672,-0.289281619,1.991224963,1.437853093,3.429078056,0,1.401172164,0,9.451098424,2.935148797,1.294272453,2.885116225,7.114537475,3.296422016,22.19833782,0,43.4615679
48.77636877,-122.5378679,76,3,7,Locust Beach,0.172608405,-0.907975912,0.175857792,-0.035295612,1.146924568,0.713345277,1.860269845,0,2.450692672,0,8.379640218,2.73826912,0.030596212,3.58878615,6.357651482,0,15.52144023,1.858901601,34.5683262
47.57995505,-122.6786,28,2,10,Madrona Pont,1.636159375,-1.3928443,0.394495203,-0.062534055,3.029003674,1.298044017,4.327047692,0,1.309791371,0,9.674765525,2.728050368,1.368938272,2.880201763,6.977190403,0.753654436,22.17701154,0,40.89241328
47.55622,-122.54281,33,4,10,"Manchester, Stormwater Outfall",1.64059564,-3.919688717,-0.001404636,0.031413736,5.560284357,0.334569573,5.89485393,0,1.066109255,0,9.488507126,1.621229448,1.407038279,2.417234596,5.445502323,0.809480691,9.804965173,0,26.61456457
47.30008,-122.74566,51,1,13,Maple Hollow Park,1.761344072,-6.264923985,0.345343056,0.122511913,8.656934191,0.822841215,9.479775407,0,0.700586082,0,6.05259116,0.866298445,0.342854715,2.260062948,3.469216108,0,15.10222153,0,25.32461488
48.018127,-122.699524,11,2,9,Maristone Island,0.858934329,-1.580745825,0.192931695,0.007165108,2.574524644,0.74738638,3.321911025,0,0.578745024,0,9.299308548,2.352534558,0.024910274,2.177268412,4.554713244,0,21.18755686,0,35.62032368
47.11795,-122.83359,71,3,13,"Meyer's Point, Henderson Inlet",0.002206609,0.305844021,0.346585221,0.103036051,1.348764361,0.936146836,2.284911197,0,0.578745024,0,11.40351597,2.722507703,0.086061389,2.291715796,5.100284888,0,20.57702262,0,37.6595685
47.4436,-122.360316,20,4,11,Miller Creek,2.673854381,-4.078260675,0.424653783,0.032772571,6.752115056,0.693819375,7.445934431,2.140380845,1.628618513,0,8.390972541,1.942712138,1.167838825,3.074690966,6.185241929,0,17.19305273,1.436423965,36.97469052
47.3539722,-122.69175,55,2,13,Minter Bay,1.904807284,-1.241731958,0.586382307,0.125339862,3.146539242,1.23483379,4.381373032,0,0.791966875,0,6.703257991,1.300641075,0.346873843,2.395205758,4.042720676,0,12.39972258,0,23.93766812
47.94968,-122.30158,65,2,8.2,Mukilteo,1.929144442,-1.451943934,0.378315168,-0.036212419,3.694533979,1.221900216,4.916434195,0,0.913807933,0,13.29629555,4.674498328,1.72686789,4.281886277,10.6832525,1.531529716,14.22586784,0,40.65075354
48.52108,-122.61531,62,1,7,N Avenue Park,1.618478639,-7.213756626,0.433437662,0.127157293,8.832235265,1.022274811,9.854510075,0,5.902490115,2.390018445,11.21632269,39.48561448,25.91782327,12.88456248,78.28800023,1.999177955,17.76149665,0,117.5575061
48.255358,-122.507014,7,1,8.1,North Camano,2.020900562,-7.592918024,0.337183724,-0.042691938,9.613818585,0.696715692,10.31053428,0,2.419076448,0,10.10777818,4.584046016,0.333855397,3.973702321,8.891603734,0,20.29261215,0,41.71107051
48.02218,-122.728709,10,3,9,Oak Bay County Park,0.149829306,-0.278015829,0.350726346,0.044334476,1.361743395,0.987907074,2.349650469,0,0.54828476,0,9.439084434,2.303443384,0.05405697,2.100970156,4.45847051,0,22.32137448,0,36.76721418
48.21423,-122.718972,3,3,8.1,Penn Cove Reference,-2.05E-15,5.00E-16,-0.003094221,-2.21E-16,1.46052729,0.325195428,1.785722718,0,2.113317844,0,8.430559446,2.219137111,0.101918675,2.978995284,5.30005107,0,15.02537926,0,30.86930762
47.2619,-122.7376,50,2,13,Penrose Point State Park,1.718423322,-1.378331165,0.4969044,-0.417466667,3.096754487,1.193330879,4.290085366,0,0.639665553,0,8.171080892,0.987997442,0.483049579,2.082086653,3.553133674,0.6140888,21.36300766,0,34.34097658
47.3062,-122.5145,43,3,11,Point Defiance Ferry,0.005482714,-0.84983106,0.465746783,0.139538404,1.173790325,0.998427378,2.172217703,0,1.659078777,0,11.11525026,6.807867147,5.130767026,3.716617555,15.65525173,1.060698836,13.3146413,0,42.8049209
48.12823,-123.45715,1,2,6,Port Angeles Yacht Club,1.249695527,-2.671953215,0.370557119,0.028506672,4.498257665,1.143406628,5.641664292,0,4.145118165,0,8.084522866,22.42258939,20.3991163,11.53068876,54.35239445,0,28.22343974,0,94.80547522
47.386977,-122.6367089,47,3,13,"Purdy, Burley Lagoon",0.701832278,-0.128284724,0.566813164,-0.024856434,1.452576648,1.282114799,2.734691447,0,1.005188726,0,7.834327687,1.394046151,0.72873434,2.509653142,4.632433633,1.425829061,28.09858805,1.605415019,44.60178218
47.38566,-122.627255,57,1,13,"Purdy, Dexters",1.121737643,-9.165059499,0.469442952,0.01369772,10.28679714,1.087366311,11.37416345,0,0.883347669,0,7.116606993,2.830861227,0.367244374,2.646113807,5.844219408,0,14.77604353,0,28.6202176
47.32598,-122.66724,53,4,13,Raft Island Park,0.829261971,-4.229150323,0.096259144,0.087142733,5.284806838,0.713704908,5.998511745,0,0.609205289,0,10.22695398,1.1329325,0.233350879,2.139119284,3.505402663,0,12.63742924,0,26.97899117
47.346537,-122.82236,39,4,13,Reach Island,1.302350116,-3.462513152,0.338172009,-0.050925602,4.803141423,1.11685824,5.919999662,0,0.761506611,0,6.974680654,5.063277824,0.592981645,4.395009033,10.0512685,0,20.30843057,0,38.09588634
47.578117,-122.524833,32,2,10,Rich Passage,0.887351851,-2.286470947,0.414021286,0.052395105,3.410755396,1.104496279,4.515251675,0,1.447498965,0,9.266280093,3.838967115,1.670903411,2.256234126,7.766104652,1.71594097,34.74117152,0,54.9369962
47.60255,-122.66992,27,3,10,Rocky Point,1.500645696,-0.376235118,0.178872152,0.018305206,2.401462084,0.742586428,3.144048512,0,1.248870842,1.509485334,9.04918243,7.398534306,2.401121273,4.077737718,13.8773933,0.865306945,30.30853381,0,56.85877266
47.6663,-122.4018,16,2,10,"Salmon Bay, Commodore Park",0.981402766,-1.655270685,0.217879372,0.041798029,2.723968462,0.429109821,3.153078282,10.04091987,10.03024255,12.30817693,15.71284788,3.643149467,9.91290398,3.425464716,16.98151816,3.330286997,36.68315434,2.957343456,108.0444902
47.29464,-122.53053,40,4,11,Salmon Beach,-0.174877197,-3.115203336,0.493244462,0.00375951,3.958788878,1.384149311,5.342938189,0,0.791966875,0,6.308633489,9.941712506,2.322251187,4.729701586,16.99366528,0.837393818,16.05636475,0,40.98802421
47.607,-122.342,17,3,10,"Seattle Aquarium, Pier 59",0.513228911,-1.017460803,0.470412411,0.120740504,2.675147275,0.97913255,3.654279825,0,4.418864023,6.141993028,9.756540166,3.841817117,38.72168671,3.938510529,46.50201436,2.612343684,58.38632435,1.26743291,129.0855125
47.671678,-122.406663,18,3,10,Shilshole Bay,0.35753458,-1.214204999,-0.125632049,-0.054837052,2.385293902,1.080732834,3.466026737,5.817550869,11.62086054,0,16.14757334,21.80245396,20.62844284,9.015358863,51.44625566,3.369180761,45.5391262,2.788352402,136.7288998
47.6427936,-122.6967068,35,3,10,"Silverdale, Dyes Inlet",-0.573118604,0.936682611,0.174749937,0.042371728,1.509801215,0.657735066,2.16753628,0,2.061445753,1.509485334,10.63121579,14.58797324,2.216475572,5.294787621,22.09923643,1.938322917,20.26037771,1.605415019,60.10549895
47.66142,-122.49884,24,2,10,Skiff Point,1.064510685,-1.376474178,-0.12358689,0.007179163,2.514288786,0.602434359,3.116723145,0,1.066109255,0,8.112342446,3.065371547,1.780836768,2.427782468,7.273990783,0,13.9877027,0,30.44014518
47.63237,-122.37869,15,3,10,"Smith Cove, Terminal 91",0.68140945,-0.607433242,0.275377986,0.091864887,1.628184118,0.976793309,2.604977427,9.029739472,19.12217326,12.2709428,12.98714812,4.919072941,70.12523609,4.690343948,79.73465298,13.6681864,84.56391717,13.72998568,245.1067459
48.02667,-122.75076,9,3,9,South of Skunk Island,0.806770619,-0.726299893,0.370890053,0.020921874,2.422180745,0.991690475,3.41387122,0,0,0,10.12031999,46.48325147,1.003929189,18.42985629,65.91703695,0,19.1104512,0,95.14780814
47.17650485,-122.9046464,38,4,13,Squaxin Island,1.464621449,-3.462376531,0.487444637,0.053476732,5.262448326,1.004184666,6.266632992,0,0.609205289,0,6.125987645,4.71299683,0.766483077,3.28460613,8.764086037,0,19.188878,0,34.68815697
47.7296079,-122.5506191,34,2,10,Suquamish Stormwater Outfall,0.591462873,-1.711916687,0.751789738,-0.299103634,2.736934223,1.463470396,4.200404619,0,1.410655163,0,7.392877269,2.977896268,1.844797009,1.606945946,6.429639223,1.55441406,11.92734923,0,28.71493495
47.259189,-122.434689,46,3,11,Thea Foss Waterway,0.966727332,-0.754604437,0.564020049,-0.401147026,3.273180667,1.425894653,4.699075321,7.597104399,4.418155153,2.390018445,10.73716484,14.51681317,9.807046584,6.248778264,30.57263802,3.297345087,22.87715884,1.605415019,83.4949998
47.44896,-122.372267,22,3,11,Three Tree Point,1.776678288,-0.499424129,0.414801394,0.059555722,2.276102418,0.705050945,2.981153363,2.408924023,1.462092693,0,7.20611432,3.668658516,1.444326295,3.608835755,8.721820566,2.351067973,14.5272613,1.605415019,38.28269589
48.0617,-122.2939,67,2,8.2,Tulalip Bay,1.367942337,-2.217503848,0.521248876,0.023292537,3.898622915,1.102469027,5.001091941,0,1.005188726,0,10.34082007,3.267227091,1.274629161,4.101211224,8.643067476,0.753654436,15.67748513,1.774406074,38.19462191
48.0697859,-122.2997764,70,4,8.2,Tulalip Reservation,1.137525951,-3.951243674,0.361526781,-0.04429443,5.088769624,0.815513743,5.904283368,0,0.670125818,0,10.39371548,2.700374086,1.03200982,3.052282717,6.784666623,0.502436291,12.09977211,0,30.45071632
47.052362,-122.910912,73,2,13,West Bay Park,1.8098621,-1.704658754,0.343557226,-0.020363018,3.514520853,0.847206977,4.36172783,0,1.340251635,0,9.995470432,3.345995899,3.159380508,4.737316802,11.24269321,3.776897033,16.97944239,0,43.3347547
47.66586,-122.56698,26,4,10,Williams Olson Park,0.327084251,-3.474270798,0.136252169,0.022020267,4.695137641,0.9382691,5.633406741,0,1.09656952,0,10.42011404,6.223350794,1.332190854,3.224588701,10.78013035,0.669915054,23.3693068,0,46.33603576
