latitude,longitude,site_number,geo_group,reporting_area,site_name,p450,sod,shell,ci,ibr_bio,ibr_morph,ibr_combined,chlordane_index,ddt_index,hch_index,total_metal_index,pah_lmw_index,pah_hmw_index,pah_add_index,total_pah_index,pbde_index,pcb_index,pesticide_index,total_con_index
48.6793778,-122.6300583,77,4,7,Aiston Preserve,0.847866067,-5.849011643,0.412795261,-0.018245357,6.993865959,1.127387361,8.12125332,0,0.913807933,0,11.39836719,1.86765393,0.005649625,2.139119284,4.012422839,0,13.19783118,0,29.52242914
47.50161,-122.38593,13,2,11,Arroyo Beach,0.96787539,-2.779299725,0.508517553,-0.073627953,4.06595583,0.940100521,5.00605635,5.496493742,1.218410577,0,9.03458244,4.965709481,2.314961583,5.363599564,12.64427063,3.024165668,16.70811458,0,48.12603764
47.27568,-122.4173,41,2,11,Blair Waterway,1.069645831,-1.235241779,0.443443123,0.03105049,2.304887611,0.762578816,3.067466427,8.654466903,6.26324646,2.012647112,10.52067676,14.23481608,4.974135826,9.608021663,28.81697357,14.05814798,17.1068985,0,87.43305729
47.2632444,-122.385731,42,3,11,Blair Waterway Two,0.97396538,-0.848228207,0.493074716,-0.060523501,2.640298581,1.552473935,4.192772516,0,9.855249892,2.012647112,5.449562187,18.92230897,8.786300782,6.576063172,34.28467292,4.95243102,17.31854006,3.46431662,77.33741981
47.68234,-122.5064,23,4,10,Brackenwood Lane,-0.239118567,-3.128869865,0.135014958,0.050092817,3.71252553,0.5344433,4.24696883,0,1.127029784,0,7.955719901,4.698216875,1.573226289,4.914909178,11.18635234,0.949046327,19.27573878,0,40.49388713
47.78184,-122.83474,30,3,12,Broad Spit,-0.079949789,-1.038652798,0.119848324,0.031130107,1.762640142,0.70836621,2.471006352,0,0,0,8.387785117,0.941057984,0.059126699,2.368014052,3.368198735,0,8.463128429,0,20.21911228
47.30515,-122.44441,54,2,11,Browns Point Lighthouse,1.692194057,-2.282096956,0.482832058,0.12827297,4.040994149,0.819905234,4.860899383,4.414928496,4.523874106,0,8.973901617,5.24726184,2.484056677,4.140664638,11.87198316,0,16.34937702,1.520919492,47.65498389
48.520971,-122.600717,64,3,7,Cap Sante,0.602164164,0.397814101,0.359074096,-0.02588507,2.084572725,1.493017101,3.577589826,0,3.005963896,2.138437556,8.692503831,7.813565022,3.304284261,2.201870905,13.31972019,0,13.90623614,0,41.06286161
47.1905742,-122.5834897,56,3,13,Chambers Bay Park,1.607100703,0.084869129,0.789066354,-0.106929065,2.046612325,1.616172341,3.662784667,0,0.852887404,0,7.848319061,1.391544039,0.93444923,2.578658331,4.9046516,0,11.38149971,1.013946328,26.0013041
48.8208,-122.7101,75,2,7,"Cherry Point Aquatic Reserve, Conoco Phillips",0.847157948,-2.055454325,0.508169283,0.049397463,2.902612273,1.495792842,4.398405115,0,1.005188726,1.761066223,8.027539595,3.203084453,3.015825558,2.457858943,8.676768954,0,13.35134807,0,32.82191157
48.04906,-122.7724,8,4,9,Chimacum Creek delta,0.333181042,-4.545654227,0.562940227,-0.064410983,4.979870739,1.273030949,6.252901688,0,0,0,16.72593816,2.480227112,0.393581118,2.750401215,5.624209445,0,17.22049271,0,39.57064032
48.68975,-122.50434,74,3,7,"Chuckanut, Clark's Point",0.242476201,-0.250348838,0.212209897,0.013885782,1.634552516,0.948975094,2.58352761,0,2.70902694,0,11.70111046,3.339112525,0.667355314,5.199915646,9.206383485,0,16.02104717,0,39.63756806
47.29,-122.41,45,3,11,Commencement Bay Skookum,1.508762665,-0.401355539,0.308131942,-0.033130811,2.274540177,1.189381819,3.463921996,9.163160314,18.48282344,0,8.973477755,10.91991471,4.415327323,6.075471698,21.41071373,5.980601374,31.77520869,2.112388183,97.89837349
47.292549,-122.412175,48,3,11,"Commencement Bay, Dick Gilmur Launch",0.789774781,0.086434538,0.441809756,0.042792062,1.5431623,0.856205491,2.399367791,8.071134522,16.13265701,0,12.20854947,11.22040322,4.210887135,4.279995521,19.71128588,8.362130045,45.59350654,1.605415019,111.6846785
47.2694,-122.4243,49,2,11,"Commencement Bay, Milwaukee Waterway",1.686850849,-2.581698221,0.431690592,0.092392119,4.683419165,1.293380459,5.976799624,10.87012993,3.69043959,0,12.89605726,10.31302099,3.010031502,4.694796636,18.01784913,4.85678793,26.16235632,0,76.49362016
47.40301418,-122.3305538,21,2,11,Des Moines Marina,1.865289825,-0.653759032,0.707931391,-0.058293663,3.044934368,1.262972505,4.307906872,2.304188196,13.28966143,0,8.76060013,131.6057424,91.87726251,58.5246115,282.0076164,0,15.8201363,1.520919492,323.7031219
48.064957,-122.857524,12,3,6,Discovery Bay,0.776495727,-0.899509412,0.385687863,0.021119793,2.572494872,0.749517757,3.322012629,0,0.670125818,0,6.768321497,5.512939392,1.083096793,4.451441862,11.04747805,0,19.11641045,0,37.60233582
47.33775,-122.59014,44,4,11,Donkey Creek Delta,0.718920967,-5.026790001,0.267014422,0.044624281,5.811225325,0.581264106,6.392489431,0,1.187950313,0,11.88900252,3.317907384,4.882011285,2.540283678,10.74020235,0.642001927,30.25764743,0,54.71680454
