"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"plmw","1","p450","a101",0.565934065934066,0.0437925922354547
"plmw","1","p450","a103",0.593406593406593,0.0325244402700968
"plmw","1","p450","a107",0.565934065934066,0.0437925922354547
"plmw","1","p450","a109",0.582417582417582,0.0367413343586542
"plmw","1","p450","a113",0.648351648351648,0.0165366988042672
"plmw","1","p450","a114",0.582417582417582,0.0367413343586542
"plmw","1","p450","a119",0.648351648351648,0.0165366988042672
"plmw","1","p450","a126",0.692307692307692,0.00873031779674927
"plmw","1","p450","a128",0.620879120879121,0.023538167096433
"plmw","1","p450","a84",0.648351648351648,0.0165366988042672
"plmw","1","p450","a86",0.626373626373626,0.0219886024098896
"plmw","1","p450","a88",0.675824175824176,0.0112252455776685
"plmw","1","p450","a91",0.576923076923077,0.0389926234324482
"plmw","1","p450","a95",0.554945054945055,0.0490044955983309
"plmw","1","p450","a97",0.598901098901099,0.0305541141729377
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"plmw","1","ci2","a112",-0.620879120879121,0.023538167096433
"plmw","1","ci2","a91",-0.604395604395604,0.0286727056714069
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"plmw","1","shell","a103",0.588721327232381,0.0342765954958368
"plmw","1","shell","a112",0.591472361471784,0.0332396582268357
"plmw","1","shell","a83",0.668501320175086,0.0124921731328189
"plmw","1","shell","a91",0.729024073441967,0.00469482846909353
NA,NA,NA,NA,NA,NA
"plmw","3","p450","a97",-0.632142857142857,0.0114575415400791
NA,NA,NA,NA,NA,NA
"plmw","3","sod","a119",0.567857142857143,0.0272283567088618
"plmw","3","sod","a84",0.621428571428571,0.0134020067121816
"plmw","3","sod","a86",0.575,0.0249362279425824
"plmw","3","sod","a88",0.635714285714286,0.01086074616879
NA,NA,NA,NA,NA,NA
"plmw","3","ci1","a128",-0.718966573635222,0.00252338876036617
"plmw","3","ci1","a85",-0.640699326378729,0.010068536337237
"plmw","3","ci1","a86",-0.65344050616467,0.00824763542708373
"plmw","3","ci1","a87",-0.715326236553524,0.00271693541774498
"plmw","3","ci1","a91",-0.591554775775815,0.0201881842891098
NA,NA,NA,NA,NA,NA
"plmw","3","ci2","a97",-0.539285714285714,0.0380216562635578
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"plmw","4","p450","a109",-0.58041958041958,0.0478559768420606
"plmw","4","p450","a119",-0.608391608391608,0.0358059970520292
NA,NA,NA,NA,NA,NA
"plmw","4","sod","a103",0.608391608391608,0.0358059970520292
NA,NA,NA,NA,NA,NA
"plmw","4","ci1","a86",0.643356643356643,0.0240031912007137
"plmw","4","ci1","a91",0.643356643356643,0.0240031912007137
"plmw","4","ci1","a95",0.65034965034965,0.0220341909323654
"plmw","4","ci1","a97",0.58041958041958,0.0478559768420606
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"plmw","2","p450","a112",0.601651186790506,0.00825378047929437
"plmw","2","p450","a85",0.541795665634675,0.0202068283975589
"plmw","2","p450","a87",0.583075335397317,0.0110924436195416
"plmw","2","p450","a97",0.486068111455108,0.0408334847820804
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"plmw","2","ci2","a85",-0.506707946336429,0.0318731322605115
"plmw","2","ci2","a86",-0.560371517027864,0.0155691221165934
"plmw","2","ci2","a87",-0.521155830753354,0.0265656971038648
"plmw","2","ci2","a95",-0.539731682146543,0.0207827146467412
"plmw","2","ci2","a97",-0.490196078431373,0.0389034457234458
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
