"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"p16","1","p450","cadmium",-0.635164835164835,0.0146578813272891
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","1","shell","arsenic",-0.6,0.0233084108799999
"p16","1","shell","copper",-0.643956043956044,0.012942152559323
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","3","ci1","cadmium",-0.515652976723387,0.0409093710654105
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","4","p450","mercury",0.697802197802198,0.00800071741122643
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","p450","copper",-0.632142857142857,0.0114575415400791
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","ci1","cadmium",0.613596688434144,0.0149780941353694
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","5","sod","zinc",-0.652941176470588,0.00610204667907688
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","5","ci2","zinc",-0.5,0.0485802888870239
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
