"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"p42","1","p450","hmwPAH",0.617582417582418,0.0186046742807084
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","1","ci1","lmwPAH",-0.556043956043956,0.0389436504186604
"p42","1","ci1","sum40CB",0.608791208791209,0.0208566160172232
"p42","1","ci1","sumBDE",0.617582417582418,0.0186046742807084
"p42","1","ci1","sumPCB",0.648351648351648,0.0121442225731059
NA,NA,NA,NA,NA,NA
"p42","1","ci2","lmwPAH",0.591208791208791,0.0259708136689625
"p42","1","ci2","sumBDE",-0.6,0.0233084108799999
"p42","1","ci2","sumHCH",-0.547252747252747,0.0428220493781972
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","1","shell","sumBDE",0.626373626373626,0.0165419354288712
"p42","1","shell","sumCHLD",0.573626373626374,0.031970813976397
"p42","1","shell","sumHCH",0.591208791208791,0.0259708136689625
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","3","ci3","sum40CB",0.72854752707188,0.00720175094976216
"p42","3","ci3","sumPCB",0.700526468338346,0.0111699289259677
NA,NA,NA,NA,NA,NA
"p42","3","shell","sumCHLD",0.594405594405594,0.0415214944103186
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","4","ci1","lmwPAH",0.586143580434349,0.0134080661758333
"p42","4","ci1","sumDDT",0.565297469833127,0.0180405197161373
NA,NA,NA,NA,NA,NA
"p42","4","ci2","lmwPAH",0.681372549019608,0.00259660313572541
"p42","4","ci2","sum42PAH",0.620098039215686,0.00791952057076273
"p42","4","ci2","sumDDT",0.492647058823529,0.0445245262088991
"p42","4","ci2","sumPAH",0.620098039215686,0.00791952057076273
NA,NA,NA,NA,NA,NA
"p42","4","ci3","sum16PAH",-0.5141108164485,0.0347529779213624
"p42","4","ci3","sumDDT",0.485889936309322,0.0479929013199922
NA,NA,NA,NA,NA,NA
"p42","4","shell","sum40CB",0.503067863350561,0.0395508566191038
"p42","4","shell","sumPCB",0.51042983208252,0.0362999601246459
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","5","ci1","sumBDE",-0.589533917442782,0.0339678878957241
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","5","shell","sumDDT",-0.60989010989011,0.0268778344212519
NA,NA,NA,NA,NA,NA
"p42","2","p450","sumBDE",0.500515995872033,0.034383779176359
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
