"Comparison","Z","P.unadj","P.adj"
"1 - 2",-0.0357897241113022,0.971450026790427,0.971450026790427
"1 - 3",-2.16302576512322,0.0305391979895881,0.0508986633159802
"2 - 3",-2.08578235808402,0.0369983421829284,0.0528547745470406
"1 - 4",1.92849246741014,0.0537939002823961,0.0672423753529952
"2 - 4",1.89617002079897,0.0579375660047929,0.0643750733386588
"3 - 4",3.27397478848721,0.00106046072357175,0.00265115180892937
"1 - 5",-4.13748111092836,3.51139345724183e-05,0.000175569672862092
"2 - 5",-4.10252046050947,4.08673702692506e-05,0.000136224567564169
"3 - 5",-2.92397362673995,0.00345594026032291,0.00691188052064583
"4 - 5",-4.74280666308235,2.10777410098529e-06,2.10777410098529e-05
