"term","Group1","Group2","null.value","estimate","conf.low","conf.high","adj.p.value","Significant","Group1_CLD","Group2_CLD"
"reporting_area","7","6",0,-0.201698195111113,-1.67244042374784,1.26904403352562,0.99995659161028,"No","ab","ab"
"reporting_area","8.1","6",0,0.138942359999998,-1.8749543772494,2.15283909724939,0.999999797038321,"No","ab","ab"
"reporting_area","8.2","6",0,0.593770886249999,-1.09117601137397,2.27871778387397,0.967243143476802,"No","a","ab"
"reporting_area","9","6",0,0.124826427333332,-1.43513127753634,1.68478413220301,0.999999345515337,"No","ab","ab"
"reporting_area","10","6",0,-0.119597687052633,-1.49016930428072,1.25097393017546,0.99999870581278,"No","ab","ab"
"reporting_area","11","6",0,0.278543451933333,-1.11672513611193,1.67381203997859,0.999277952448684,"No","a","ab"
"reporting_area","12","6",0,-1.3838950995,-3.3977918367494,0.630001637749396,0.414969498311573,"No","b","ab"
"reporting_area","13","6",0,0.540344628071427,-0.863204558416314,1.94389381455917,0.945445344081409,"No","a","ab"
"reporting_area","8.1","7",0,0.340640555111111,-1.38395757684778,2.06523868707,0.999331880676543,"No","ab","ab"
"reporting_area","8.2","7",0,0.795469081361111,-0.530240048223868,2.12117821094609,0.599281329315706,"No","a","ab"
"reporting_area","9","7",0,0.326524622444445,-0.836199200926603,1.48924844581549,0.99216690420272,"No","ab","ab"
"reporting_area","10","7",0,0.0821005080584799,-0.810606166277243,0.974807182394203,0.999998045201315,"No","ab","ab"
"reporting_area","11","7",0,0.480241647044445,-0.449937411652393,1.41042070574128,0.769809014581171,"No","a","ab"
"reporting_area","12","7",0,-1.18219690438889,-2.90679503634778,0.542401227570003,0.418347989810704,"No","b","ab"
"reporting_area","13","7",0,0.74204282318254,-0.200511667201294,1.68459731356637,0.239156999948332,"No","a","ab"
"reporting_area","8.2","8.1",0,0.454828526250001,-1.45572167237693,2.36537872487693,0.997460860727256,"No","a","ab"
"reporting_area","9","8.1",0,-0.0141159326666657,-1.81539993432854,1.78716806899521,1,"No","ab","ab"
"reporting_area","10","8.1",0,-0.258540047052631,-1.89854692862721,1.38146683452195,0.999874823408575,"No","ab","ab"
"reporting_area","11","8.1",0,0.139601091933334,-1.52110070141987,1.80030288528654,0.9999990352118,"No","a","ab"
"reporting_area","12","8.1",0,-1.5228374595,-3.7289508024551,0.6832758834551,0.408754911219018,"No","b","ab"
"reporting_area","13","8.1",0,0.401402268071429,-1.26626266606587,2.06906720220873,0.997257980319058,"No","a","ab"
"reporting_area","9","8.2",0,-0.468944458916666,-1.89298449843518,0.955095580601845,0.978266864820243,"No","ab","a"
"reporting_area","10","8.2",0,-0.713368573302631,-1.92699477239395,0.500257625788687,0.625530186783596,"No","ab","a"
"reporting_area","11","8.2",0,-0.315227434316666,-1.55667675908004,0.926221890446705,0.996030638414888,"No","a","a"
"reporting_area","12","8.2",0,-1.97766598575,-3.88821618437693,-0.0671157871230725,0.0369636192937274,"Yes","b","a"
"reporting_area","13","8.2",0,-0.0534262581785714,-1.30417495878154,1.1973224424244,0.999999995495156,"No","a","a"
"reporting_area","10","9",0,-0.244424114385965,-1.27753134226237,0.788683113490437,0.997568591031839,"No","ab","ab"
"reporting_area","11","9",0,0.1537170246,-0.911936961985259,1.21937101118526,0.999936161985842,"No","a","ab"
"reporting_area","12","9",0,-1.50872152683333,-3.31000552849521,0.292562474828541,0.172791769004249,"No","b","ab"
"reporting_area","13","9",0,0.415518200738095,-0.660954885423211,1.4919912868994,0.944636713233295,"No","a","ab"
"reporting_area","11","10",0,0.398141138985965,-0.363841102338603,1.16012338031053,0.758220570711151,"No","a","ab"
"reporting_area","12","10",0,-1.26429741244737,-2.90430429402194,0.37570946912721,0.264041803659085,"No","b","ab"
"reporting_area","13","10",0,0.65994231512406,-0.117098753416468,1.43698338366459,0.159503133482259,"No","a","ab"
"reporting_area","12","11",0,-1.66243855143333,-3.32314034478654,-0.00173675808012508,0.0495602646786949,"Yes","b","a"
"reporting_area","13","11",0,0.261801176138095,-0.558016301739265,1.08161865401545,0.98204661333849,"No","a","a"
"reporting_area","13","12",0,1.92423972757143,0.256574793434131,3.59190466170872,0.0123472567715128,"Yes","a","b"
