"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"1","3",-2.50091558816791,0.0124,0.0372,"Yes","a","b"
"2","3",-2.03189026073717,0.0422,0.0632,"No","ab","b"
"1","2",-1.05402273540995,0.2919,0.2919,"No","a","ab"
