"term","Group1","Group2","null.value","estimate","conf.low","conf.high","adj.p.value","Significant","Group1_CLD","Group2_CLD"
"site_number","2","1",0,0.0269950053578325,-0.162004074906764,0.215994085622429,1,"No","a","a"
"site_number","3","1",0,0.0758053809711798,-0.135502014607109,0.287112776549469,0.999999998740406,"No","a","a"
"site_number","7","1",0,0.0803463223639129,-0.130961073214376,0.291653717942202,0.999999984390764,"No","a","a"
"site_number","8","1",0,0.0224624115333987,-0.18884498404489,0.233769807111688,1,"No","a","a"
"site_number","9","1",0,-0.0292912936538882,-0.240598689232177,0.182016101924401,1,"No","a","a"
"site_number","10","1",0,0.0112841305588507,-0.200023265019438,0.22259152613714,1,"No","a","a"
"site_number","11","1",0,0.0631608564714907,-0.125838223793106,0.252159936736088,0.99999999995195,"No","a","a"
"site_number","12","1",0,0.0530400345373967,-0.158267361040892,0.264347430115686,1,"No","a","a"
"site_number","13","1",0,0.0657123682752747,-0.123286711989322,0.254711448539872,0.999999999694141,"No","a","a"
"site_number","14","1",0,0.0904421516012915,-0.120865243976997,0.30174954717958,0.999998382804881,"No","a","a"
"site_number","15","1",0,-0.0379622143416568,-0.249269609919946,0.173345181236632,1,"No","a","a"
"site_number","16","1",0,0.0685649776976017,-0.142742417880687,0.279872373275891,0.999999999988473,"No","a","a"
"site_number","17","1",0,0.0875641590975923,-0.123743236480697,0.298871554675881,0.999999513584406,"No","a","a"
"site_number","18","1",0,-0.052835480354358,-0.264142875932647,0.158471915223931,1,"No","a","a"
"site_number","19","1",0,0.0322433159396286,-0.165980591737901,0.230467223617159,1,"No","a","a"
"site_number","20","1",0,0.0771885511938149,-0.134118844384474,0.288495946772104,0.999999997201618,"No","a","a"
"site_number","21","1",0,0.0516862755390389,-0.15962112003925,0.262993671117328,1,"No","a","a"
"site_number","22","1",0,0.0868998400811666,-0.124407555497122,0.298207235659456,0.999999636154058,"No","a","a"
"site_number","23","1",0,0.136837761841172,-0.0744696337371167,0.348145157419461,0.935921701519126,"No","a","a"
"site_number","24","1",0,0.0555304894495128,-0.155776906128776,0.266837885027802,1,"No","a","a"
"site_number","25","1",0,0.113521364580406,-0.0977860309978827,0.324828760158695,0.998340114023046,"No","a","a"
"site_number","26","1",0,0.0145978291007794,-0.196709566477509,0.225905224679068,1,"No","a","a"
"site_number","27","1",0,-0.0419983986894158,-0.253305794267705,0.169308996888873,1,"No","a","a"
"site_number","28","1",0,0.0629631559364282,-0.148344239641861,0.274270551514717,1,"No","a","a"
"site_number","29","1",0,0.0930548346802598,-0.0959442455843371,0.282053914944857,0.999840251912631,"No","a","a"
"site_number","30","1",0,0.0635250395054598,-0.147782356072829,0.274832435083749,1,"No","a","a"
"site_number","31","1",0,-0.0117094086788333,-0.223016804257122,0.199597986899456,1,"No","a","a"
"site_number","32","1",0,0.00392089860196587,-0.207386496976323,0.215228294180255,1,"No","a","a"
"site_number","33","1",0,0.0333027448404104,-0.178004650737878,0.244610140418699,1,"No","a","a"
"site_number","34","1",0,2.24058339323152e-05,-0.211284989744357,0.211329801412221,1,"No","a","a"
"site_number","35","1",0,0.0176926339309164,-0.193614761647372,0.229000029509205,1,"No","a","a"
"site_number","36","1",0,0.0813122859346173,-0.129995109643672,0.292619681512906,0.999999974306916,"No","a","a"
"site_number","37","1",0,-0.0756520162935977,-0.286959411871887,0.135655379284691,0.999999998849149,"No","a","a"
"site_number","38","1",0,0.0271499329673052,-0.184157462610984,0.238457328545594,1,"No","a","a"
"site_number","39","1",0,0.0051599992666848,-0.206147396311604,0.216467394844974,1,"No","a","a"
"site_number","40","1",0,-0.0208441606209588,-0.232151556199248,0.19046323495733,1,"No","a","a"
"site_number","41","1",0,0.0396957469708014,-0.171611648607487,0.25100314254909,1,"No","a","a"
"site_number","42","1",0,-0.0618135502627106,-0.273120945840999,0.149493845315578,1,"No","a","a"
"site_number","43","1",0,0.0375662491847415,-0.173741146393547,0.24887364476303,1,"No","a","a"
"site_number","44","1",0,0.0900834617678941,-0.121223933810395,0.301390857346183,0.99999860089447,"No","a","a"
"site_number","45","1",0,-0.0341475018445514,-0.24545489742284,0.177159893733737,1,"No","a","a"
"site_number","46","1",0,0.0653463948298602,-0.13287751284767,0.26357030250739,0.999999999975029,"No","a","a"
"site_number","47","1",0,0.101158108495775,-0.110149287082514,0.312465504074064,0.999930990627561,"No","a","a"
"site_number","48","1",0,0.110315266887451,-0.100992128690838,0.32162266246574,0.999195295952359,"No","a","a"
"site_number","49","1",0,-0.0142658720557626,-0.212489779733293,0.183958035621767,1,"No","a","a"
"site_number","50","1",0,-0.0233284906446091,-0.234635886222898,0.18797890493368,1,"No","a","a"
"site_number","51","1",0,0.0681366882541024,-0.143170707324186,0.279444083832391,1,"No","a","a"
"site_number","52","1",0,0.0462326734216671,-0.165074722156622,0.257540068999956,1,"No","a","a"
"site_number","53","1",0,0.037289282847752,-0.174018112730537,0.248596678426041,1,"No","a","a"
"site_number","54","1",0,0.0632468957297985,-0.14806049984849,0.274554291308087,1,"No","a","a"
"site_number","55","1",0,0.080848210453784,-0.130459185124505,0.292155606032073,0.999999979746046,"No","a","a"
"site_number","56","1",0,0.0279114281532643,-0.183395967425025,0.239218823731553,1,"No","a","a"
"site_number","57","1",0,0.0746711732791301,-0.136636222299159,0.285978568857419,0.9999999993595,"No","a","a"
"site_number","58","1",0,-0.02563670227612,-0.236944097854409,0.185670693302169,1,"No","a","a"
"site_number","59","1",0,0.0791400896649136,-0.132167305913375,0.290447485243202,0.999999991769848,"No","a","a"
"site_number","60","1",0,-0.0156497100608742,-0.226957105639163,0.195657685517415,1,"No","a","a"
"site_number","61","1",0,0.0271316655839978,-0.171092242093532,0.225355573261528,1,"No","a","a"
"site_number","62","1",0,0.0298639453515764,-0.181443450226712,0.241171340929865,1,"No","a","a"
"site_number","63","1",0,0.0202435651489238,-0.191063830429365,0.231550960727213,1,"No","a","a"
"site_number","64","1",0,-0.0288911974360058,-0.240198593014295,0.182416198142283,1,"No","a","a"
"site_number","65","1",0,-0.0110216858653918,-0.222329081443681,0.200285709712897,1,"No","a","a"
"site_number","66","1",0,-0.0253995106661095,-0.236706906244398,0.185907884912179,1,"No","a","a"
"site_number","67","1",0,0.0304429263120582,-0.158556153952539,0.219442006576655,1,"No","a","a"
"site_number","68","1",0,0.020272723847415,-0.191034671730874,0.231580119425704,1,"No","a","a"
"site_number","69","1",0,0.02220742938399,-0.189099966194299,0.233514824962279,1,"No","a","a"
"site_number","70","1",0,0.0818158223463544,-0.129491573231934,0.293123217924643,0.999999966847687,"No","a","a"
"site_number","71","1",0,0.0183491537562718,-0.192958241822017,0.229656549334561,1,"No","a","a"
"site_number","72","1",0,0.0644299243408293,-0.14687747123746,0.275737319919118,1,"No","a","a"
"site_number","73","1",0,0.0397007466750163,-0.171606648903273,0.251008142253305,1,"No","a","a"
"site_number","74","1",0,0.0368159445048864,-0.174491451073402,0.248123340083175,1,"No","a","a"
"site_number","75","1",0,-0.00873522323979052,-0.220042618818079,0.202572172338498,1,"No","a","a"
"site_number","76","1",0,0.115170394906283,-0.0961370006720057,0.326477790484572,0.997649578479079,"No","a","a"
"site_number","77","1",0,0.00392694664325462,-0.207380448935034,0.215234342221543,1,"No","a","a"
"site_number","3","2",0,0.0488103756133473,-0.162497019964942,0.260117771191636,1,"No","a","a"
"site_number","7","2",0,0.0533513170060804,-0.157956078572208,0.264658712584369,1,"No","a","a"
"site_number","8","2",0,-0.00453259382443381,-0.215839989402723,0.206774801753855,1,"No","a","a"
"site_number","9","2",0,-0.0562862990117207,-0.26759369459001,0.155021096566568,1,"No","a","a"
"site_number","10","2",0,-0.0157108747989818,-0.227018270377271,0.195596520779307,1,"No","a","a"
"site_number","11","2",0,0.0361658511136582,-0.152833229150939,0.225164931378255,1,"No","a","a"
"site_number","12","2",0,0.0260450291795642,-0.185262366398725,0.237352424757853,1,"No","a","a"
"site_number","13","2",0,0.0387173629174421,-0.150281717347155,0.227716443182039,1,"No","a","a"
"site_number","14","2",0,0.063447146243459,-0.14786024933483,0.274754541821748,1,"No","a","a"
"site_number","15","2",0,-0.0649572196994894,-0.276264615277778,0.1463501758788,1,"No","a","a"
"site_number","16","2",0,0.0415699723397692,-0.16973742323852,0.252877367918058,1,"No","a","a"
"site_number","17","2",0,0.0605691537397598,-0.150738241838529,0.271876549318049,1,"No","a","a"
"site_number","18","2",0,-0.0798304857121905,-0.291137881290479,0.131476909866098,0.999999988099403,"No","a","a"
"site_number","19","2",0,0.00524831058179607,-0.192975597095734,0.203472218259326,1,"No","a","a"
"site_number","20","2",0,0.0501935458359823,-0.161113849742306,0.261500941414271,1,"No","a","a"
"site_number","21","2",0,0.0246912701812064,-0.186616125397082,0.235998665759495,1,"No","a","a"
"site_number","22","2",0,0.0599048347233341,-0.151402560854955,0.271212230301623,1,"No","a","a"
"site_number","23","2",0,0.10984275648334,-0.101464639094949,0.321150152061629,0.999280749372224,"No","a","a"
"site_number","24","2",0,0.0285354840916803,-0.182771911486609,0.239842879669969,1,"No","a","a"
"site_number","25","2",0,0.0865263592225736,-0.124781036355715,0.297833754800862,0.999999691632954,"No","a","a"
"site_number","26","2",0,-0.0123971762570531,-0.223704571835342,0.198910219321236,1,"No","a","a"
"site_number","27","2",0,-0.0689934040472483,-0.280300799625537,0.142313991531041,0.999999999984355,"No","a","a"
"site_number","28","2",0,0.0359681505785956,-0.175339244999693,0.247275546156884,1,"No","a","a"
"site_number","29","2",0,0.0660598293224273,-0.12293925094217,0.255058909587024,0.999999999610697,"No","a","a"
"site_number","30","2",0,0.0365300341476273,-0.174777361430661,0.247837429725916,1,"No","a","a"
"site_number","31","2",0,-0.0387044140366658,-0.250011809614955,0.172602981541623,1,"No","a","a"
"site_number","32","2",0,-0.0230741067558666,-0.234381502334156,0.188233288822422,1,"No","a","a"
"site_number","33","2",0,0.00630773948257793,-0.204999656095711,0.217615135060867,1,"No","a","a"
"site_number","34","2",0,-0.0269725995239002,-0.238279995102189,0.184334796054389,1,"No","a","a"
"site_number","35","2",0,-0.00930237142691616,-0.220609767005205,0.202005024151373,1,"No","a","a"
