"term","Group1","Group2","null.value","estimate","conf.low","conf.high","adj.p.value","Significant","Group1_CLD","Group2_CLD"
"site_number","2","1",0,-0.135745464074122,-0.754855550809065,0.48336462266082,1,"No","ab","ab"
"site_number","3","1",0,0.0907985826479371,-0.601387537099624,0.782984702395498,1,"No","ab","ab"
"site_number","7","1",0,-0.0144444038368106,-0.706630523584372,0.677741715910751,1,"No","ab","ab"
"site_number","8","1",0,0.233295886101304,-0.458890233646258,0.925482005848865,0.999999999928077,"No","a","ab"
"site_number","9","1",0,-0.247349204450957,-0.939535324198518,0.444836915296604,0.999999998942046,"No","ab","ab"
"site_number","10","1",0,-0.0242555432648876,-0.716441663012449,0.667930576482674,1,"No","ab","ab"
"site_number","11","1",0,-0.162927805988011,-0.782037892722954,0.456182280746932,1,"No","ab","ab"
"site_number","12","1",0,0.190344560643656,-0.501841559103905,0.882530680391217,1,"No","a","ab"
"site_number","13","1",0,0.156028878033763,-0.46308120870118,0.775138964768706,1,"No","a","ab"
"site_number","14","1",0,0.170808093291954,-0.521378026455607,0.862994213039516,1,"No","a","ab"
"site_number","15","1",0,-0.116147514903734,-0.808333634651296,0.576038604843827,1,"No","ab","ab"
"site_number","16","1",0,-0.0409070488748889,-0.73309316862245,0.651279070872672,1,"No","ab","ab"
"site_number","17","1",0,-0.0499457009503876,-0.742131820697949,0.642240418797174,1,"No","ab","ab"
"site_number","18","1",0,-0.5905672218961,-1.28275334164366,0.101618897851461,0.304128054213626,"No","b","ab"
"site_number","19","1",0,0.042076207198186,-0.607251929760812,0.691404344157184,1,"No","ab","ab"
"site_number","20","1",0,0.105009599326969,-0.587176520420592,0.797195719074531,1,"No","ab","ab"
"site_number","21","1",0,0.126051336978872,-0.566134782768689,0.818237456726434,1,"No","ab","ab"
"site_number","22","1",0,0.0369085476686775,-0.655277572078884,0.729094667416239,1,"No","ab","ab"
"site_number","23","1",0,0.218141466505025,-0.474044653242536,0.910327586252586,1,"No","a","ab"
"site_number","24","1",0,-0.109825935188847,-0.802012054936408,0.582360184558715,1,"No","ab","ab"
"site_number","25","1",0,-0.0416615769728581,-0.733847696720419,0.650524542774703,1,"No","ab","ab"
"site_number","26","1",0,-0.15094703589198,-0.843133155639541,0.541239083855582,1,"No","ab","ab"
"site_number","27","1",0,-0.227996988679784,-0.920183108427345,0.464189131067778,0.999999999976013,"No","ab","ab"
"site_number","28","1",0,0.0159588726896492,-0.676227247057912,0.70814499243721,1,"No","ab","ab"
"site_number","29","1",0,0.16702958605589,-0.452080500679053,0.786139672790832,1,"No","a","ab"
"site_number","30","1",0,-0.15993757092865,-0.852123690676211,0.532248548818911,1,"No","ab","ab"
"site_number","31","1",0,-0.14399085143068,-0.836176971178242,0.548195268316881,1,"No","ab","ab"
"site_number","32","1",0,-0.279003106568958,-0.971189226316519,0.413183013178603,0.999999832985706,"No","ab","ab"
"site_number","33","1",0,-0.119440714743084,-0.811626834490645,0.572745405004477,1,"No","ab","ab"
"site_number","34","1",0,0.162475096629898,-0.529711023117664,0.854661216377459,1,"No","ab","ab"
"site_number","35","1",0,-0.0119804720998061,-0.704166591847367,0.680205647647755,1,"No","ab","ab"
"site_number","36","1",0,0.285893289680718,-0.406292830066843,0.97807940942828,0.999999570842181,"No","a","ab"
"site_number","37","1",0,-0.299944019340191,-0.992130139087752,0.392242100407371,0.999997476383012,"No","ab","ab"
"site_number","38","1",0,0.0263255003426758,-0.665860619404886,0.718511620090237,1,"No","ab","ab"
"site_number","39","1",0,0.0411738857207727,-0.651012234026789,0.733360005468334,1,"No","ab","ab"
"site_number","40","1",0,-0.165912492659853,-0.858098612407415,0.526273627087708,1,"No","ab","ab"
"site_number","41","1",0,-0.0436420925441826,-0.735828212291744,0.648544027203379,1,"No","ab","ab"
"site_number","42","1",0,-0.0937130573458112,-0.785899177093372,0.59847306240175,1,"No","ab","ab"
"site_number","43","1",0,-0.167162203763057,-0.859348323510618,0.525023915984504,1,"No","ab","ab"
"site_number","44","1",0,-0.061591376226166,-0.753777495973727,0.630594743521395,1,"No","ab","ab"
"site_number","45","1",0,-0.117898814125735,-0.810084933873296,0.574287305621826,1,"No","ab","ab"
"site_number","46","1",0,0.0600953616570724,-0.589232775301926,0.70942349861607,1,"No","ab","ab"
"site_number","47","1",0,0.114375437679347,-0.577810682068214,0.806561557426908,1,"No","ab","ab"
"site_number","48","1",0,0.0169096017783974,-0.675276517969164,0.709095721525959,1,"No","ab","ab"
"site_number","49","1",0,-0.084602657214935,-0.733930794173933,0.564725479744063,1,"No","ab","ab"
