"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"1","3",6.01467911760952,0,0,"Yes","a","c"
"3","4",-6.16616726526025,0,0,"Yes","c","a"
"2","3",4.16879956554896,0,1e-04,"Yes","b","c"
"1","2",3.12205709942469,0.0018,0.0027,"Yes","a","b"
"2","4",-2.4084223924591,0.016,0.0192,"Yes","b","a"
"1","4",1.14799360533468,0.251,0.251,"No","a","a"
