"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"1","3",-6.07919891744085,0,0,"Yes","a","c"
"2","3",-4.3035609947433,0,0,"Yes","b","c"
"3","4",6.38410594207579,0,0,"Yes","c","a"
"1","2",-3.0977040799284,0.002,0.0029,"Yes","a","b"
"2","4",2.50380545750699,0.0123,0.0147,"Yes","b","a"
"1","4",-1.05471912490124,0.2916,0.2916,"No","a","a"
