"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"1","3",6.49139376792019,0,0,"Yes","a","c"
"2","3",5.38327021638398,0,0,"Yes","b","c"
"1","2",2.66099940241941,0.0078,0.0078,"Yes","a","b"
