"term","Group1","Group2","null.value","estimate","conf.low","conf.high","adj.p.value","Significant","Group1_CLD","Group2_CLD"
"site_number","2","1",0,0.0599052400836151,-0.224102691227369,0.343913171394599,1,"No","abc","abc"
"site_number","3","1",0,0.13904547679631,-0.178485043483916,0.456575997076535,0.999996339022658,"No","abc","abc"
"site_number","7","1",0,0.105492894758622,-0.212037625521603,0.423023415038848,0.999999999963711,"No","abc","abc"
"site_number","8","1",0,-0.00779733706021821,-0.325327857340443,0.309733183220007,1,"No","abc","abc"
"site_number","9","1",0,0.0220759244594892,-0.295454595820736,0.339606444739714,1,"No","abc","abc"
"site_number","10","1",0,0.0360666125775219,-0.281463907702703,0.353597132857747,1,"No","abc","abc"
"site_number","11","1",0,0.117228837718518,-0.166779093592466,0.401236769029501,0.999999581152287,"No","abc","abc"
"site_number","12","1",0,0.144407531432122,-0.173122988848104,0.461938051712347,0.999986616344734,"No","abc","abc"
"site_number","13","1",0,0.089175116839911,-0.194832814471073,0.373183048150895,1,"No","abc","abc"
"site_number","14","1",0,-0.0195153779899583,-0.337045898270183,0.298015142290267,1,"No","abc","abc"
"site_number","15","1",0,0.0494735363210544,-0.268056983959171,0.36700405660128,1,"No","abc","abc"
"site_number","16","1",0,0.117505223621078,-0.200025296659147,0.435035743901303,0.999999995081907,"No","abc","abc"
"site_number","17","1",0,0.0432151445947422,-0.274315375685483,0.360745664874967,1,"No","abc","abc"
"site_number","18","1",0,-0.018311674629994,-0.335842194910219,0.299218845650231,1,"No","abc","abc"
"site_number","19","1",0,0.0445648574207257,-0.253305173888735,0.342434888730186,1,"No","abc","abc"
"site_number","20","1",0,0.0727745161820911,-0.244756004098134,0.390305036462316,1,"No","abc","abc"
"site_number","21","1",0,0.071911618763409,-0.245618901516816,0.389442139043634,1,"No","abc","abc"
"site_number","22","1",0,0.134252861749324,-0.183277658530901,0.451783382029549,0.999998967680737,"No","abc","abc"
"site_number","23","1",0,0.145252020452043,-0.172278499828182,0.462782540732268,0.999983762780075,"No","abc","abc"
"site_number","24","1",0,0.0292740567109936,-0.288256463569232,0.346804576991219,1,"No","abc","abc"
"site_number","25","1",0,0.145945275315942,-0.171585244964283,0.463475795596167,0.999981011518912,"No","abc","abc"
