"term","Group1","Group2","null.value","estimate","conf.low","conf.high","adj.p.value","Significant","Group1_CLD","Group2_CLD"
"site_number","2","1",0,-0.118299771133112,-0.657555749927856,0.420956207661633,1,"No","ab","a"
"site_number","3","1",0,-0.0412619970269238,-0.644168509956041,0.561644515902193,1,"No","ab","a"
"site_number","7","1",0,-0.17648656609859,-0.779393079027707,0.426419946830527,1,"No","ab","a"
"site_number","8","1",0,-0.18585436419529,-0.788760877124407,0.417052148733827,1,"No","ab","a"
"site_number","9","1",0,-0.011192870867558,-0.614099383796675,0.591713642061559,1,"No","ab","a"
"site_number","10","1",0,-0.085846095529321,-0.688752608458438,0.517060417399796,1,"No","ab","a"
"site_number","11","1",0,-0.0855448951533639,-0.624800873948108,0.453711083641381,1,"No","ab","a"
"site_number","12","1",0,-0.0134433603933894,-0.616349873322506,0.589463152535728,1,"No","ab","a"
"site_number","13","1",0,-0.190813806196346,-0.73006978499109,0.348442172598399,0.999999999319939,"No","ab","a"
"site_number","14","1",0,-0.343439507790199,-0.946346020719316,0.259467005138918,0.993638177198947,"No","ab","a"
"site_number","15","1",0,0.0784000414087426,-0.524506471520374,0.68130655433786,1,"No","a","a"
"site_number","16","1",0,-0.04376581659439,-0.646672329523507,0.559140696334727,1,"No","ab","a"
"site_number","17","1",0,-0.216143989288876,-0.819050502217993,0.386762523640241,0.999999998777594,"No","ab","a"
"site_number","18","1",0,-0.155326201535786,-0.758232714464903,0.447580311393331,1,"No","ab","a"
"site_number","19","1",0,-0.022518637481673,-0.588095079470257,0.543057804506911,1,"No","ab","a"
"site_number","20","1",0,-0.0846267863719795,-0.687533299301097,0.518279726557137,1,"No","ab","a"
"site_number","21","1",0,-0.26912031617876,-0.872026829107877,0.333786196750357,0.999992875519282,"No","ab","a"
"site_number","22","1",0,0.036968398618041,-0.565938114311076,0.639874911547158,1,"No","ab","a"
"site_number","23","1",0,-0.167849309866406,-0.770755822795523,0.435057203062711,1,"No","ab","a"
"site_number","24","1",0,-0.154108941655352,-0.757015454584469,0.448797571273765,1,"No","ab","a"
