"","Aiston Preserve.1","Broad Spit (Fisherman's Point).1","Cap Sante.1","Eld Inlet.1","Filucy Bay.1","Hood Canal Holly.1","Jamestown.1","Kopachuck State Park.1","Locust Beach.1","Maristone Island.1","Meyer's Point - Henderson Inlet.1","North Camano.1","Oak Bay County Park.1","Penn Cove Reference.1","Chambers Bay Park.2","Chimacum Creek delta.2","Chuckanut, Clark's Point.2","Discovery Bay.2","Lions Park.2","Madrona Pont.2","Maple Hollow Park.2","Miller Creek.2","Minter Bay.2","Pennrose Point State Park.2","Purdy - Dexters.2","Purdy, Burley Lagoon.2","Raft Island Park.2","Reach Island.2","Squaxin Island.2","Arroyo Beach.3","Brackenwood Ln.3","Browns Point Lighthouse.3","Cherry Point Aquatic Reserve, Conoco Phillips.3","Everett Harbor.3","Fidalgo Bay Aq Reserve, Weaverling Spit.3","Kingston Marina.3","Manchester, Stormwater Outfall.3","Rich Passage.3","Rocky Point.3","S of Skunk Island.3","Silverdale, Dyes Inlet.3","Three Tree Point.3","Tulalip Reservation.3","West Bay Park.3","Williams Olson Park.3","Blair Waterway.4","Blair Waterway #2.4","Comm Bay, Milwaukee Waterway.4","Donkey Creek Delta.4","Eastsound, Fishing Bay.4","Edmonds Ferry.4","Gig Harbor Boat Launch.4","Kitsap St Boat Launch.4","Mukilteo.4","Salmon Beach.4","Skiff Point.4","Suquamish Stormwater Outfall.4","Tulalip Bay.4","Comm Bay Skookum.5","Comm Bay, Dick Gilmur Launch.5","Des Moines Marina.5","Eagle Harbor Dr.5","Edmonds Marina.5","Elliot Bay Myrtle Edwards.5","Elliott Bay, Harbor Island, Pier 17.5","Friday Harbor.5","N Avenue Park.5","Point Defiance Ferry.5","Port Angeles Yacht Club.5","Salmon Bay, Commodore Park.5","Seattle Aquarium, Pier 59.5","Shilshole Bay.5","Smith Cove, Terminal 91.5"
"Broad Spit (Fisherman's Point).1",0.666115504682622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cap Sante.1",0.487680555555556,0.610413348946136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eld Inlet.1",0.487680555555556,0.762951029098652,0.804373040752351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filucy Bay.1",0.881793068809643,0.840907126168224,0.554170689655172,0.559908789386401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hood Canal Holly.1",0.857090124123044,0.551123161764706,0.487680555555556,0.487680555555556,0.705432077125329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jamestown.1",0.516367647058824,0.934189331001312,0.52595537525355,0.625690366972477,0.625690366972477,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kopachuck State Park.1",0.851206013363029,0.765033933518006,0.487680555555556,0.506026763990268,1,0.606014475271411,0.567845089903181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Locust Beach.1",0.738973037272006,0.915338888888889,0.559908789386401,0.567845089903181,0.913176890156919,0.487680555555556,0.764185365853659,0.858949759486905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maristone Island.1",0.771194612794613,0.874543734015345,0.487680555555556,0.567845089903181,0.933094256904866,0.554170689655172,0.762951029098652,0.901210423770093,0.968428863450531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyer's Point - Henderson Inlet.1",0.526238568588469,0.674591219512195,0.915338888888889,0.762951029098652,0.554170689655172,0.487680555555556,0.487680555555556,0.516615384615385,0.567845089903181,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Camano.1",0.740321484992101,0.487680555555556,0.487680555555556,0.487680555555556,0.551123161764706,1,0.487680555555556,0.495061994609164,0.487680555555556,0.487680555555556,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oak Bay County Park.1",0.567845089903181,0.814613636363636,0.8599984,0.928128859060403,0.649389361702128,0.487680555555556,0.762951029098652,0.647894456289979,0.735647058823529,0.647894456289979,0.88603523573201,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn Cove Reference.1",0.542227016885554,0.632148936170213,0.901645772594752,0.810970223325062,0.567845089903181,0.487680555555556,0.597206030150754,0.597206030150754,0.674591219512195,0.563262725779967,0.912760590195145,0.487680555555556,0.989794117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chambers Bay Park.2",0.534955339805825,0.650877919320595,0.887452392698569,0.818583283223091,0.555,0.487680555555556,0.526098393574297,0.516367647058824,0.532814453125,0.487680555555556,0.846375,0.487680555555556,1,0.931707984119982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimacum Creek delta.2",0.869432657306292,0.555686340640809,0.487680555555556,0.487680555555556,0.726430317848411,1,0.487680555555556,0.567845089903181,0.487680555555556,0.567845089903181,0.487680555555556,0.72547520661157,0.52595537525355,0.487680555555556,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chuckanut, Clark's Point.2",0.567845089903181,0.762951029098652,0.844936170212766,0.91901244813278,0.674591219512195,0.487680555555556,0.727445890968267,0.652360169491526,0.674591219512195,0.590618666666667,0.850314814814815,0.487680555555556,1,0.920148097203118,0.951694630872483,0.516367647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discovery Bay.2",0.69726902173913,0.874056323604711,0.801620037807183,0.978638877755511,0.762951029098652,0.487680555555556,0.885065835411471,0.762951029098652,0.814613636363636,0.762951029098652,0.769342213114754,0.516367647058824,0.898571428571429,0.841604542807222,0.883175526579739,0.67249387755102,0.885065835411471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lions Park.2",0.514764573991031,0.717558897243108,0.847312570781427,0.925285779191277,0.567845089903181,0.487680555555556,0.662562630480167,0.542227016885554,0.604603406326034,0.551922242314647,0.77118966689327,0.487680555555556,0.990473976956695,0.871965392561983,0.84288747099768,0.487680555555556,0.946908935442497,0.923766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madrona Pont.2",0.901645772594752,0.747936817472699,0.487680555555556,0.487680555555556,0.975058823529412,0.675902415458937,0.539153100775194,0.997618860510805,0.814900243309002,0.874056323604711,0.523663265306122,0.487680555555556,0.67249387755102,0.516367647058824,0.487680555555556,0.567845089903181,0.594779792746114,0.765314443676572,0.534955339805825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maple Hollow Park.2",0.978638877755511,0.844936170212766,0.567845089903181,0.610413348946136,1,0.846742063492064,0.726430317848411,1,0.925500450856628,0.925500450856628,0.551922242314647,0.775069565217391,0.675902415458937,0.635352285395764,0.567845089903181,0.909414505283381,0.653836152219873,0.705432077125329,0.644490238611714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller Creek.2",0.99054495049505,0.68707465437788,0.516858024691358,0.516367647058824,0.902954391072295,0.777048716260698,0.55913856427379,0.930384512683578,0.811136222910217,0.857090124123044,0.506026763990268,0.666879132231405,0.594779792746114,0.554170689655172,0.487680555555556,0.762951029098652,0.532814453125,0.707349178910977,0.559908789386401,0.958743388429752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minter Bay.2",0.850314814814815,0.809288389513109,0.506026763990268,0.487680555555556,1,0.611428238039673,0.597206030150754,0.952428092243187,0.868025857519789,0.930384512683578,0.526375984251969,0.487680555555556,0.674591219512195,0.554170689655172,0.487680555555556,0.554170689655172,0.599093984962406,0.762951029098652,0.516367647058824,0.957373084886128,1,0.915338888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pennrose Point State Park.2",0.901210423770093,0.751673643410853,0.487680555555556,0.506026763990268,0.958743388429752,0.635704972375691,0.487680555555556,0.986199122106943,0.762951029098652,0.868479708636837,0.487680555555556,0.487680555555556,0.675902415458937,0.506026763990268,0.487680555555556,0.5402,0.567845089903181,0.777048716260698,0.493098092643052,0.995947098302408,1,0.968741013071896,0.925500450856628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy - Dexters.2",0.84288747099768,0.487680555555556,0.487680555555556,0.487680555555556,0.657461538461539,1,0.487680555555556,0.703460444444444,0.516858024691358,0.599093984962406,0.489741758241758,1,0.487680555555556,0.50201832460733,0.487680555555556,1,0.487680555555556,0.604257946210269,0.487680555555556,0.701872759856631,0.912760590195145,0.674591219512195,0.610413348946136,0.631759322033898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Burley Lagoon.2",0.501511936339523,0.749228438228438,0.790833333333333,0.978638877755511,0.567845089903181,0.487680555555556,0.686483364140481,0.487680555555556,0.567845089903181,0.567845089903181,0.772489618218352,0.487680555555556,0.938254450716457,0.850314814814815,0.846375,0.487680555555556,0.932813462384514,0.996784954706577,0.953294117647059,0.487680555555556,0.639865720524017,0.516367647058824,0.487680555555556,0.487680555555556,0.50201832460733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raft Island Park.2",0.978936724068883,0.771197050938338,0.487680555555556,0.559908789386401,0.931707984119982,0.82386961722488,0.567845089903181,0.911118351701006,0.810970223325062,0.844936170212766,0.51331221719457,0.69726902173913,0.610413348946136,0.555686340640809,0.508884057971015,0.912760590195145,0.639865720524017,0.675902415458937,0.526098393574297,0.925500450856628,0.945870981568796,1,0.893713235294118,0.937896132116471,0.840802808660035,0.506026763990268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reach Island.2",0.909414505283381,0.767202888583219,0.555,0.567845089903181,0.951694630872483,0.705432077125329,0.631759322033898,1,0.880820060483871,0.907723804925157,0.567845089903181,0.686483364140481,0.668317248459959,0.567845089903181,0.5402,0.762951029098652,0.604945520581114,0.71663811922754,0.567845089903181,1,1,0.947820076563165,0.985616706634692,0.99054495049505,0.594779792746114,0.594779792746114,0.997895956026698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squaxin Island.2",0.845516944284894,0.956393939393939,0.674561671763507,0.751781804163454,0.915338888888889,0.674591219512195,0.913987677725118,0.931707984119982,1,0.951694630872483,0.594779792746114,0.597206030150754,0.788447249190939,0.647894456289979,0.71663811922754,0.671794268167861,0.770135061391542,0.907305905130687,0.76382299012694,0.926647032374101,0.88603523573201,0.878306829765545,0.918190498154982,0.932813462384514,0.762951029098652,0.777048716260698,0.850482662192394,0.915183317624882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arroyo Beach.3",0.753043778801843,0.995947098302408,0.5402,0.726430317848411,0.878340458015267,0.554170689655172,0.920148097203118,0.850314814814815,0.951694630872483,0.915338888888889,0.563262725779967,0.51331221719457,0.752703618167821,0.638310722100656,0.638310722100656,0.597206030150754,0.734654560129136,0.85706226105953,0.721315307820299,0.816012084592145,0.856378496982995,0.814900243309002,0.861105207226355,0.792985897435898,0.611428238039673,0.762951029098652,0.777048716260698,0.84288747099768,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brackenwood Ln.3",0.762951029098652,1,0.701872759856631,0.84288747099768,0.855366081229418,0.590618666666667,0.999748055987558,0.796228716645489,0.898574010747435,0.85706226105953,0.614861788617886,0.567845089903181,0.844744373918061,0.748292607003891,0.705432077125329,0.567845089903181,0.80692375,0.940547701647875,0.869932467532468,0.810970223325062,0.85888329764454,0.853807036833425,0.84396463768116,0.811136222910217,0.674591219512195,0.850314814814815,0.762951029098652,0.885065835411471,0.945870981568796,0.9511370386084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browns Point Lighthouse.3",0.915183317624882,0.567845089903181,0.487680555555556,0.487680555555556,0.754963442498096,0.975058823529412,0.487680555555556,0.682277199621571,0.487680555555556,0.62138612716763,0.487680555555556,0.508884057971015,0.516367647058824,0.501511936339523,0.487680555555556,0.868479708636837,0.487680555555556,0.734654560129136,0.487680555555556,0.632148936170213,0.956393939393939,0.767202888583219,0.526098393574297,0.567845089903181,0.952630171333055,0.487680555555556,0.947133787814231,0.786767230169051,0.751781804163454,0.597206030150754,0.567845089903181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cherry Point Aquatic Reserve, Conoco Phillips.3",0.952630171333055,0.754963442498096,0.487680555555556,0.51331221719457,0.927750559785043,0.762951029098652,0.516367647058824,0.918190498154982,0.762951029098652,0.838898823529412,0.516367647058824,0.567845089903181,0.610413348946136,0.516615384615385,0.51331221719457,0.844936170212766,0.604257946210269,0.708954388984509,0.51331221719457,0.918190498154982,0.962578600823045,1,0.866089276281035,0.933094256904866,0.804192211055276,0.51331221719457,0.999201713395639,0.996506109578242,0.885065835411471,0.765033933518006,0.762951029098652,0.909414505283381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett Harbor.3",0.915338888888889,0.561594059405941,0.487680555555556,0.487680555555556,0.732846466287571,1,0.487680555555556,0.707349178910977,0.567845089903181,0.674591219512195,0.487680555555556,0.788447249190939,0.516858024691358,0.516367647058824,0.487680555555556,0.925285779191277,0.506026763990268,0.644490238611714,0.487680555555556,0.711155231560892,0.968968609865471,0.858220967741935,0.594779792746114,0.717099664991625,1,0.487680555555556,0.902081553398058,0.762951029098652,0.762951029098652,0.635704972375691,0.609903225806452,1,0.852633554083885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fidalgo Bay Aq Reserve, Weaverling Spit.3",0.487680555555556,0.610413348946136,0.901645772594752,0.833168146832445,0.566767213114754,0.487680555555556,0.567845089903181,0.487680555555556,0.554170689655172,0.513254156769596,0.85888329764454,0.487680555555556,1,0.999201713395639,0.999158984375,0.487680555555556,0.96432580115037,0.88603523573201,0.893254545454546,0.506026763990268,0.567845089903181,0.516367647058824,0.487680555555556,0.487680555555556,0.487680555555556,0.846742063492064,0.526375984251969,0.567845089903181,0.652360169491526,0.597206030150754,0.739941409342834,0.487680555555556,0.487680555555556,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kingston Marina.3",0.920148097203118,0.754873660030628,0.487680555555556,0.487680555555556,0.966067268252666,0.705432077125329,0.506026763990268,0.965751642036125,0.814900243309002,0.873934670781893,0.487680555555556,0.495061994609164,0.627783446712018,0.567845089903181,0.487680555555556,0.57193306010929,0.590618666666667,0.762951029098652,0.487680555555556,0.999201713395639,1,0.933094256904866,0.909414505283381,1,0.69726902173913,0.487680555555556,0.943778974579923,1,0.911118351701006,0.814771305947272,0.816012084592145,0.677195965417868,0.937896132116471,0.722360465116279,0.487680555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester, Stormwater Outfall.3",1,0.610413348946136,0.516858024691358,0.487680555555556,0.851123814835471,0.85888329764454,0.487680555555556,0.848929338609384,0.69726902173913,0.770135061391542,0.487680555555556,0.578262872628726,0.567845089903181,0.5402,0.487680555555556,0.702404825737265,0.551123161764706,0.738973037272006,0.487680555555556,0.868479708636837,0.973451313131313,0.966778597785978,0.762994350282486,0.861105207226355,0.816012084592145,0.487680555555556,0.999201713395639,0.907305905130687,0.851041340782123,0.711155231560892,0.71663811922754,0.80674827802129,0.970208858187729,0.915183317624882,0.487680555555556,0.879809017223911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rich Passage.3",0.873975346687211,0.570791436464088,0.487680555555556,0.487680555555556,0.763900139664805,0.972535034426893,0.487680555555556,0.655997888067582,0.487680555555556,0.63744785949506,0.487680555555556,0.516367647058824,0.516367647058824,0.487680555555556,0.487680555555556,0.880820060483871,0.516367647058824,0.71663811922754,0.487680555555556,0.567845089903181,0.951694630872483,0.771197050938338,0.512930288461538,0.604603406326034,0.951694630872483,0.487680555555556,0.944535745047373,0.794310630171865,0.754963442498096,0.594779792746114,0.567845089903181,1,0.915183317624882,1,0.487680555555556,0.627567198177677,0.77118966689327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocky Point.3",0.567845089903181,0.83911488862837,0.808106808244847,1,0.627783446712018,0.487680555555556,0.786767230169051,0.610413348946136,0.751673643410853,0.666879132231405,0.766399449035813,0.487680555555556,0.958743388429752,0.841604542807222,0.852633554083885,0.506026763990268,0.953955851728446,0.986199122106943,0.978638877755511,0.633754189944134,0.704608695652174,0.567845089903181,0.674591219512195,0.625690366972477,0.487680555555556,1,0.604945520581114,0.67655105973025,0.846742063492064,0.771197050938338,0.8599984,0.487680555555556,0.627783446712018,0.516367647058824,0.868479708636837,0.607075721153846,0.55913856427379,0.51331221719457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S of Skunk Island.3",0.597206030150754,0.88364378757515,0.825752681764005,1,0.762951029098652,0.487680555555556,0.871965392561983,0.751781804163454,0.857622102425876,0.751781804163454,0.814900243309002,0.506026763990268,0.924123462414579,0.888346646942801,0.99054495049505,0.567845089903181,0.973234817813765,1,1,0.734654560129136,0.764469401947149,0.57193306010929,0.762951029098652,0.695037545787546,0.487680555555556,1,0.733848337388483,0.753382375478927,0.829099345627603,0.825752681764005,0.852633554083885,0.567845089903181,0.72547520661157,0.551922242314647,0.925500450856628,0.686483364140481,0.567845089903181,0.597206030150754,0.997895956026698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
