"","Aiston Preserve.1","Broad Spit (Fisherman's Point).1","Cap Sante.1","Eld Inlet.1","Filucy Bay.1","Hood Canal Holly.1","Jamestown.1","Kopachuck State Park.1","Locust Beach.1","Maristone Island.1","Meyer's Point - Henderson Inlet.1","North Camano.1","Oak Bay County Park.1","Penn Cove Reference.1","Chambers Bay Park.2","Chimacum Creek delta.2","Chuckanut, Clark's Point.2","Discovery Bay.2","Lions Park.2","Madrona Pont.2","Maple Hollow Park.2","Miller Creek.2","Minter Bay.2","Pennrose Point State Park.2","Purdy - Dexters.2","Purdy, Burley Lagoon.2","Raft Island Park.2","Reach Island.2","Squaxin Island.2","Arroyo Beach.3","Brackenwood Ln.3","Browns Point Lighthouse.3","Cherry Point Aquatic Reserve, Conoco Phillips.3","Everett Harbor.3","Fidalgo Bay Aq Reserve, Weaverling Spit.3","Kingston Marina.3","Manchester, Stormwater Outfall.3","Rich Passage.3","Rocky Point.3","S of Skunk Island.3","Silverdale, Dyes Inlet.3","Three Tree Point.3","Tulalip Reservation.3","West Bay Park.3","Williams Olson Park.3","Blair Waterway.4","Blair Waterway #2.4","Comm Bay, Milwaukee Waterway.4","Donkey Creek Delta.4","Eastsound, Fishing Bay.4","Edmonds Ferry.4","Gig Harbor Boat Launch.4","Kitsap St Boat Launch.4","Mukilteo.4","Salmon Beach.4","Skiff Point.4","Suquamish Stormwater Outfall.4","Tulalip Bay.4","Comm Bay Skookum.5","Comm Bay, Dick Gilmur Launch.5","Des Moines Marina.5","Eagle Harbor Dr.5","Edmonds Marina.5","Elliot Bay Myrtle Edwards.5","Elliott Bay, Harbor Island, Pier 17.5","Friday Harbor.5","N Avenue Park.5","Point Defiance Ferry.5","Port Angeles Yacht Club.5","Salmon Bay, Commodore Park.5","Seattle Aquarium, Pier 59.5","Shilshole Bay.5","Smith Cove, Terminal 91.5"
"Elliot Bay Myrtle Edwards.5",0.487680555555556,0.657461538461539,0.846742063492064,0.840907126168224,0.526375984251969,0.487680555555556,0.567845089903181,0.544231343283582,0.567845089903181,0.493098092643052,0.825619104477612,0.487680555555556,1,0.952630171333055,1,0.487680555555556,0.982770891643343,0.871965392561983,0.893713235294118,0.487680555555556,0.567845089903181,0.501511936339523,0.523663265306122,0.487680555555556,0.487680555555556,0.85888329764454,0.487680555555556,0.506026763990268,0.674591219512195,0.604257946210269,0.720266666666667,0.487680555555556,0.487680555555556,0.487680555555556,1,0.487680555555556,0.487680555555556,0.487680555555556,0.880285425101215,0.920148097203118,0.597206030150754,0.674591219512195,0.513254156769596,0.51331221719457,0.702404825737265,0.567845089903181,0.969195280716029,0.762951029098652,0.487680555555556,0.71663811922754,0.487680555555556,0.878853299492386,0.951694630872483,0.726430317848411,0.686483364140481,0.551922242314647,0.610413348946136,0.646963480128894,0.818583283223091,0.929713902548056,0.846742063492064,0.962578600823045,0.868479708636837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott Bay, Harbor Island, Pier 17.5",0.853807036833425,0.877342185903984,0.597206030150754,0.669715163934426,0.972316152597403,0.715649572649573,0.804373040752351,0.931707984119982,0.989794117647059,1,0.551922242314647,0.588912516823688,0.678474689589303,0.632148936170213,0.557421140939597,0.738973037272006,0.644623110151188,0.777048716260698,0.635704972375691,0.923766666666667,0.945176041219407,0.913987677725118,0.960900536524969,0.937896132116471,0.610413348946136,0.681010426540284,0.861167639257294,0.934508289703316,0.945870981568796,0.927750559785043,0.880820060483871,0.777048716260698,0.897689182574645,0.771194612794613,0.590618666666667,0.947133787814231,0.85888329764454,0.762994350282486,0.678474689589303,0.788447249190939,0.513254156769596,0.846375,0.901210423770093,0.955012479201331,0.953955851728446,0.950394312393888,0.817300783604581,0.852633554083885,0.764185365853659,0.856522689994532,0.487680555555556,0.567845089903181,0.71663811922754,0.884553830746119,0.907723804925157,0.951694630872483,0.962578600823045,0.975058823529412,0.762951029098652,0.684118198874296,0.850482662192394,0.686483364140481,0.555686340640809,0.554170689655172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Friday Harbor.5",0.814900243309002,1,0.658919032597266,0.811136222910217,0.924123462414579,0.666844398340249,0.934189331001312,0.901645772594752,0.968968609865471,0.946908935442497,0.637281146637266,0.751781804163454,0.762951029098652,0.71663811922754,0.717099664991625,0.771194612794613,0.786767230169051,0.878853299492386,0.770925749318801,0.885529646238166,0.926991924629879,0.858949759486905,0.919357372531006,0.880820060483871,0.743199685534591,0.814771305947272,0.858220967741935,0.911118351701006,1,1,0.972535034426893,0.771197050938338,0.858749731471536,0.768531958762887,0.696235831809872,0.871965392561983,0.814613636363636,0.788447249190939,0.844744373918061,0.852633554083885,0.542227016885554,0.946622964867181,0.874543734015345,0.903388269510422,1,1,0.846742063492064,0.915338888888889,0.794310630171865,0.969195280716029,0.710056701030928,0.674591219512195,0.82386961722488,0.959463031805039,0.986386698526483,0.911118351701006,0.986386698526483,0.991506329113924,0.871965392561983,0.726430317848411,0.915338888888889,0.705432077125329,0.667600411946447,0.701872759856631,0.952630171333055,NA,NA,NA,NA,NA,NA,NA,NA
"N Avenue Park.5",0.902081553398058,0.487680555555556,0.487680555555556,0.487680555555556,0.604257946210269,1,0.487680555555556,0.67655105973025,0.508884057971015,0.573273469387755,0.487680555555556,0.943778974579923,0.487680555555556,0.487680555555556,0.487680555555556,1,0.487680555555556,0.594779792746114,0.487680555555556,0.632148936170213,0.907723804925157,0.693198900091659,0.554170689655172,0.626632,1,0.487680555555556,0.844744373918061,0.638310722100656,0.674591219512195,0.567845089903181,0.567845089903181,0.882706325301205,0.777048716260698,1,0.487680555555556,0.610413348946136,0.833780011827321,0.8670580781415,0.487680555555556,0.506026763990268,0.487680555555556,0.487680555555556,0.759399696048632,0.573273469387755,0.763900139664805,0.487680555555556,0.604257946210269,0.567845089903181,0.834883569739953,0.567845089903181,0.846375,0.487680555555556,0.487680555555556,0.495061994609164,0.567845089903181,0.627567198177677,0.597206030150754,0.674591219512195,0.487680555555556,0.487680555555556,0.5402,0.487680555555556,0.487680555555556,0.487680555555556,0.590618666666667,0.762951029098652,NA,NA,NA,NA,NA,NA,NA
"Point Defiance Ferry.5",0.71663811922754,0.931544888888889,0.526098393574297,0.567845089903181,0.852633554083885,0.487680555555556,0.817150362318841,0.798139505389981,0.957373084886128,0.931707984119982,0.567845089903181,0.487680555555556,0.762951029098652,0.67249387755102,0.551922242314647,0.487680555555556,0.71663811922754,0.850314814814815,0.625690366972477,0.770925749318801,0.878340458015267,0.771194612794613,0.851123814835471,0.750743788819876,0.548247672253259,0.632148936170213,0.743355746677091,0.850314814814815,1,0.99054495049505,0.925500450856628,0.487680555555556,0.748292607003891,0.561594059405941,0.573273469387755,0.762951029098652,0.684118198874296,0.487680555555556,0.743355746677091,0.868479708636837,0.487680555555556,0.814900243309002,0.74488515625,0.814771305947272,1,1,0.881321769733534,0.886077684314696,0.567845089903181,0.915338888888889,0.487680555555556,0.594779792746114,0.777048716260698,0.919357372531006,0.937896132116471,0.810970223325062,0.96432580115037,0.999748055987558,0.802310887350535,0.662562630480167,0.943778974579923,0.69726902173913,0.506026763990268,0.567845089903181,0.92298581884721,1,0.512930288461538,NA,NA,NA,NA,NA,NA
"Port Angeles Yacht Club.5",0.771197050938338,0.978638877755511,0.674591219512195,0.913987677725118,0.874056323604711,0.609903225806452,1,0.840907126168224,0.930384512683578,0.88364378757515,0.703460444444444,0.610413348946136,0.831940059347181,0.769342213114754,0.837086776859504,0.674591219512195,0.857090124123044,0.951475625264943,0.893244094488189,0.847312570781427,0.831940059347181,0.839007046388726,0.873934670781893,0.844744373918061,0.71663811922754,0.915338888888889,0.786767230169051,0.855366081229418,0.943778974579923,0.946908935442497,1,0.71663811922754,0.788664082687339,0.762951029098652,0.792779062299294,0.846742063492064,0.788664082687339,0.707349178910977,0.925500450856628,0.919357372531006,0.526238568588469,1,0.800738938053097,0.846742063492064,0.942779844290658,0.937896132116471,0.886077684314696,1,0.726430317848411,1,0.597206030150754,0.726430317848411,0.873975346687211,1,0.978638877755511,0.848929338609384,0.912360687022901,0.925500450856628,0.954683180682764,0.769342213114754,0.951694630872483,0.810970223325062,0.703460444444444,0.778554826001313,0.893254545454546,0.951694630872483,0.69726902173913,0.930758114717652,NA,NA,NA,NA,NA
"Salmon Bay, Commodore Park.5",0.963293706293706,0.635704972375691,0.487680555555556,0.487680555555556,0.887433300395257,0.763900139664805,0.487680555555556,0.88880197044335,0.633754189944134,0.801620037807183,0.487680555555556,0.506026763990268,0.567845089903181,0.516367647058824,0.487680555555556,0.609903225806452,0.554170689655172,0.738973037272006,0.487680555555556,0.91150692124105,0.999201713395639,0.997618860510805,0.839007046388726,0.913987677725118,0.719214524207012,0.487680555555556,1,0.930384512683578,0.883175526579739,0.738973037272006,0.735647058823529,0.720266666666667,0.978638877755511,0.762951029098652,0.487680555555556,0.947133787814231,0.944827675118178,0.661064075630252,0.567845089903181,0.662562630480167,0.487680555555556,0.551123161764706,1,0.930384512683578,0.915338888888889,0.721315307820299,0.762951029098652,0.696235831809872,0.828478260869565,0.649389361702128,0.487680555555556,0.487680555555556,0.551123161764706,0.733848337388483,0.674591219512195,0.879777777777778,0.915183317624882,0.88603523573201,0.51331221719457,0.493098092643052,0.722360465116279,0.555686340640809,0.487680555555556,0.487680555555556,0.914401041666667,0.846375,0.645448869752422,0.674591219512195,0.810468496568933,NA,NA,NA,NA
"Seattle Aquarium, Pier 59.5",0.777048716260698,0.934189331001312,0.915183317624882,1,0.880820060483871,0.506026763990268,0.885065835411471,0.871965392561983,0.953294117647059,0.762951029098652,1,0.554170689655172,0.98921974522293,1,0.999201713395639,0.707349178910977,0.998840392156863,0.968199508398197,0.99054495049505,0.909414505283381,0.850314814814815,0.777048716260698,0.915183317624882,0.874056323604711,0.594779792746114,1,0.853182469680265,0.816012084592145,0.903388269510422,0.82386961722488,0.918190498154982,0.743355746677091,0.868479708636837,0.701872759856631,1,0.857622102425876,0.764469401947149,0.762994350282486,0.992182285488335,0.951694630872483,0.794310630171865,1,0.861167639257294,0.857090124123044,0.893703485517919,0.933094256904866,0.952630171333055,0.915338888888889,0.701872759856631,0.932813462384514,0.487680555555556,1,0.999158984375,0.915338888888889,0.931707984119982,0.915741443108233,0.878306829765545,0.814613636363636,0.9820836,1,0.924123462414579,1,1,0.986386698526483,0.873975346687211,0.857090124123044,0.610413348946136,0.951694630872483,0.853260319207485,0.814613636363636,NA,NA,NA
"Shilshole Bay.5",0.717099664991625,0.915183317624882,0.777048716260698,1,0.810970223325062,0.487680555555556,0.91150692124105,0.777048716260698,0.857090124123044,0.794310630171865,0.817300783604581,0.590618666666667,0.913987677725118,0.919357372531006,0.957117842323651,0.738973037272006,0.966067268252666,1,0.99054495049505,0.789603348358017,0.844936170212766,0.762951029098652,0.814900243309002,0.799537001897533,0.57193306010929,1,0.734654560129136,0.762951029098652,0.880820060483871,0.868479708636837,0.915338888888889,0.762951029098652,0.708954388984509,0.686483364140481,0.933094256904866,0.775320427236315,0.760296661608498,0.754963442498096,1,1,0.726430317848411,0.915338888888889,0.762951029098652,0.80674827802129,0.871965392561983,0.887433300395257,0.926647032374101,0.940191840277778,0.69845027124774,0.901210423770093,0.487680555555556,0.818583283223091,0.998172616712436,0.91150692124105,0.915183317624882,0.814613636363636,0.885065835411471,0.846375,0.981788630904724,0.868479708636837,0.993532595811932,0.915338888888889,0.868479708636837,0.915338888888889,0.868479708636837,0.848929338609384,0.567845089903181,0.887452392698569,0.951694630872483,0.76382299012694,0.931707984119982,NA,NA
"Smith Cove, Terminal 91.5",0.647894456289979,0.975058823529412,0.69726902173913,0.753382375478927,0.794310630171865,0.487680555555556,0.999115987460815,0.765314443676572,0.868479708636837,0.82386961722488,0.625690366972477,0.487680555555556,0.846375,0.72547520661157,0.600222222222222,0.487680555555556,0.794310630171865,0.926991924629879,0.674591219512195,0.684118198874296,0.812305693069307,0.686483364140481,0.762951029098652,0.645448869752422,0.516367647058824,0.747936817472699,0.708954388984509,0.762951029098652,0.948906966864911,0.951694630872483,1,0.487680555555556,0.661815706806283,0.487680555555556,0.674591219512195,0.71663811922754,0.554170689655172,0.487680555555556,0.851761401557286,0.909414505283381,0.516367647058824,0.999158984375,0.705432077125329,0.754963442498096,0.915338888888889,0.915338888888889,0.925500450856628,0.953625260525219,0.554170689655172,1,0.487680555555556,0.681010426540284,0.84288747099768,1,0.975058823529412,0.765033933518006,0.874056323604711,0.934508289703316,0.860584574468085,0.769342213114754,0.992857707509882,0.771194612794613,0.644623110151188,0.674591219512195,0.856522689994532,0.956393939393939,0.526375984251969,0.881293051359517,0.999201713395639,0.567845089903181,0.953625260525219,0.915338888888889,NA
"Thea Foss Waterway.5",0.555686340640809,0.726430317848411,0.838790218031821,0.885529646238166,0.594779792746114,0.487680555555556,0.702404825737265,0.594779792746114,0.67655105973025,0.567845089903181,0.856450711938664,0.487680555555556,1,0.969505284552845,1,0.499648793565684,0.998172616712436,0.881293051359517,0.925500450856628,0.555686340640809,0.674591219512195,0.567845089903181,0.584790257104195,0.567845089903181,0.487680555555556,0.915338888888889,0.567845089903181,0.597206030150754,0.762951029098652,0.701872759856631,0.788447249190939,0.506026763990268,0.557421140939597,0.487680555555556,1,0.567845089903181,0.50201832460733,0.516367647058824,0.915338888888889,0.924123462414579,0.705432077125329,0.777802761341223,0.554170689655172,0.596732558139535,0.726430317848411,0.71663811922754,0.99054495049505,0.786767230169051,0.487680555555556,0.777048716260698,0.487680555555556,0.871965392561983,0.932488095238095,0.816012084592145,0.742828211189913,0.586856950067476,0.69726902173913,0.666115504682622,0.87295206185567,0.923376599634369,0.864091101694915,0.956393939393939,0.924511606736459,1,0.675902415458937,0.707349178910977,0.487680555555556,0.701872759856631,0.810970223325062,0.554170689655172,0.932813462384514,0.945870981568796,0.762951029098652
