"Comparison","Z","P.unadj","P.adj"
"10 - 12",2.67732575762142,0.00742124416987258,0.0333955987644266
"11 - 12",3.72909556781116,0.000192168265748018,0.00230601918897621
"10 - 13",-3.60099277086873,0.000317004392221178,0.0028530395299906
"12 - 13",-4.46359992249643,8.05939871012092e-06,0.000290138353564353
"12 - 7",-2.57134966243427,0.0101302987837164,0.0405211951348655
"13 - 7",2.90720737106822,0.00364671361032318,0.0262563379943269
"10 - 8.2",-2.77613902258854,0.0055008681449423,0.0282901790311318
"12 - 8.2",-4.1245763022056,3.71417849877008e-05,0.000668552129778615
"7 - 8.2",-2.4717240597614,0.013446326040884,0.0484067737471824
"12 - 9",-2.78689382817245,0.00532159111425845,0.0319295466855507
