"Comparison","Z","P.unadj","P.adj"
"1 - 2",3.13239792741004,0.00173384704185624,0.00520154112556872
"1 - 3",3.44755365046824,0.000565688044245542,0.00339412826547325
"2 - 3",1.17264273147372,0.240939105838332,0.361408658757499
"1 - 4",2.71713962725439,0.00658488215944348,0.013169764318887
"2 - 4",0.397918007009053,0.690690626085339,0.690690626085339
"3 - 4",-0.662092170552554,0.507912153246745,0.609494583896094
