"Comparison","Z","P.unadj","P.adj"
"1 - 2",2.47940602760586,0.0131601402731002,0.0658007013655012
"1 - 3",1.31781218852999,0.187566526710882,0.375133053421764
"2 - 3",-0.811605288839381,0.417018155547016,0.463353506163351
"1 - 4",0.2057686718269,0.836971613768686,0.836971613768686
"2 - 4",-1.73879216823911,0.0820713266899173,0.205178316724793
"3 - 4",-0.897736282722563,0.369326161230157,0.461657701537696
"1 - 5",-0.941608100023906,0.346393321166183,0.494847601665976
"2 - 5",-2.84662602623643,0.00441852358351235,0.0441852358351235
"3 - 5",-1.90882350278626,0.0562848638939266,0.187616212979755
"4 - 5",-0.958287032704889,0.337918040806454,0.563196734677424
