"Comparison","Z","P.unadj","P.adj"
"1 - 2",1.4440599964236,0.148722099512835,0.247870165854726
"1 - 3",3.1809798103433,0.00146777858353928,0.0146777858353928
"2 - 3",2.1766205738036,0.029508888827836,0.14754444413918
"1 - 4",1.48347455893289,0.137948370929565,0.27589674185913
"2 - 4",0.409341235783122,0.682289258045465,0.758099175606072
"3 - 4",-1.5464202661606,0.122003102812612,0.30500775703153
"1 - 5",-0.236627150930796,0.812946054905181,0.812946054905181
"2 - 5",-0.698589952465114,0.484808324658883,0.606010405823603
"3 - 5",-1.65886495332673,0.0971430081821984,0.323810027273995
"4 - 5",-0.844756728586963,0.398246678899971,0.568923826999959
