"latitude","longitude","site_name","reporting_area","site_number","p450","sod","shell","ci1","ci2","ci3","weight_initial","weight_change","weight_final","length","height","width","ibr_bio","ibr_morph","ibr_combined","ai_z_dieldrin","ai_z_mirex","ai_z_PCB101","ai_z_PCB105","ai_z_PCB110","ai_z_PCB118","ai_z_PCB128","ai_z_PCB138","ai_z_PCB149","ai_z_PCB151","ai_z_PCB153","ai_z_PCB156","ai_z_PCB158","ai_z_PCB017","ai_z_PCB170","ai_z_PCB177","ai_z_PCB018","ai_z_PCB180","ai_z_PCB183","ai_z_PCB187","ai_z_PCB028","ai_z_PCB031","ai_z_PCB033","ai_z_PCB044","ai_z_PCB049","ai_z_PCB052","ai_z_PCB066","ai_z_PCB070","ai_z_PCB074","ai_z_PCB087","ai_z_PCB095","ai_z_PCB099","ai_z_BDE100","ai_z_BDE047","ai_z_BDE099","ai_z_acenaphthene","ai_z_acenaphthylene","ai_z_C1.dibenzothiophenes","ai_z_C1.fluorenes","ai_z_C1.naphthalenes","ai_z_C1.phenanthrenes_anthracenes","ai_z_C2.dibenzothiophenes","ai_z_C2.fluorenes","ai_z_C2.naphthalenes","ai_z_C2.phenanthrenes_anthracenes","ai_z_C3.dibenzothiophenes","ai_z_C3.fluorenes","ai_z_C3.naphthalenes","ai_z_C3.phenanthrenes_anthracenes","ai_z_C4.dibenzothiophenes","ai_z_C4.naphthalenes","ai_z_C4.phenanthrenes_anthracenes","ai_z_dibenzothiophene","ai_z_fluorene","ai_z_naphthalene","ai_z_phenanthrene","ai_z_benz_a_anthracene","ai_z_benzo_a_pyrene","ai_z_benzo_b_fluoranthene","ai_z_benzo_e_pyrene","ai_z_benzo_ghi_perylene","ai_z_benzo_k_fluoranthene","ai_z_C1.benzanthracenes_chrysenes","ai_z_C2.benzanthracenes_chrysenes","ai_z_C2.fluoranthenes_pyrenes","ai_z_C3.benzanthracenes_chrysenes","ai_z_C3.fluoranthenes_pyrenes","ai_z_C4.benzanthracenes_chrysenes","ai_z_C4.fluoranthenes_pyrenes","ai_z_chrysene","ai_z_dibenz_ah_anthracene","ai_z_fluoranthene","ai_z_indeno_123cd_pyrene","ai_z_perylene","ai_z_pyrene","ai_z_arsenic","ai_z_cadmium","ai_z_mercury","ai_z_copper","ai_z_lead","ai_z_zinc","ai_z_alpha_hexachlorocyclohexane","ai_z_beta_hexachlorocyclohexane","ai_z_gamma_hexachlorocyclohexane","ai_z_opDDD","ai_z_opDDT","ai_z_ppDDD","ai_z_ppDDT","ai_z_ppDDE","ai_z_alpha_chlordane","ai_z_beta_chlordane","ai_z_trans_Nonachlor","ai_z_1.methylnaphthalene","ai_z_1.methylphenanthrene","ai_z_1_7.dimethylphenanthrene","ai_z_2.methylnaphthalene","ai_z_235.trimethylnaphthalene","ai_z_26.dimethylnaphthalene","ai_z_3.methylphenanthrene","ai_z_9.methylphenanthrene","ai_z_Retene","ai_z_arsenic_ng","ai_z_cadmium_ng","ai_z_copper_ng","ai_z_lead_ng","ai_z_mercury_ng","ai_z_zinc_ng"
48.04887,-122.7711,"Chimacum Creek delta",9,8,0.312454928,-2.404401088,0.57963248,-0.08418084,-0.164338698,-0.117826441,-0.102614763,-0.281971349,0.106515219,-0.069546692,-0.023934894,-0.15594816,1.559678866,7.801742696,9.361421561,0,0,0.289437639,1.279633366,0,0,0,0,0.159103777,0,0,0,0,2.380379706,0,0,1.920281939,0,0,0,2.273411492,1.754237612,0.255351955,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0,0,0,0,0,0,0.736191614,0.033852986,0,0,1.160000585,0.099506146,0,0,0,0.107384085,0,0.113324896,0.21577171,0,0,0,0.014195091,0.032888033,0,0.039923234,0,0,0.050537344,0,0,0,0,0,0,0,0.03705821,0,0.018387217,0,0.193178351,0.021608729,0.814606858,2.432783362,3.819698955,7.906056384,0.903431327,0.849361271,0,0,0,0,0,0,0,0,0,0,0,0.99741047,0,0,1.029053195,0,0,0.037253245,0,0.686684305,814.606858,2432.783362,7906.056384,903.431327,3819.698955,849.361271
48.691084,-122.504012,"Chuckanut, Clark's Point",7,74,0.249397412,-0.223516418,0.250307017,-0.006749837,-0.034344957,-0.051132733,-0.224580528,-0.245655856,-0.127929416,-0.043974559,-0.087133113,-0.106861241,0.867750666,6.944684639,7.812435305,0,0,0.225118164,0.232660612,0,0,0,0,0.101247858,0,0,0,0,2.380379706,0,0,1.920281939,0,0,0,2.273411492,1.809057537,0.170234637,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0,0,0,0,0,0,0.736191614,0.053197549,0,0,1.338462214,0.099506146,0,0.168697943,0,0.134685123,0,0.136452426,0.632173255,0,0,0,0.039746255,0.064601493,0,0.061841872,0,0,0.074226723,0.078822707,0,0.103635852,0,0,0,0,0.079410451,0,0.022630421,0,0.162875865,0.019309928,1.258937872,3.355563258,4.377168533,1.400830379,0.615573306,0.69303711,0,0,0,0,0,0,1.06417266,1.64485428,0,0,0,0.99741047,0,0.304696612,1.029053195,0,0,0.045719892,0,2.823035477,1258.937872,3355.563258,1400.830379,615.573306,4377.168533,693.03711
47.28915,-122.4096,"Commencement Bay Skookum",11,45,1.445564406,-0.764920984,0.298593647,-0.032153486,-0.087146261,-0.104086073,-0.372190506,-0.43957445,-0.225417585,-0.102652915,-0.15517779,-0.168199663,1.525141834,8.455761443,9.980903276,2.112388183,0,1.92958426,1.105137907,0,0,0,0,1.258366233,0,0,0,0,2.380379706,0,0,2.160317181,1.611801599,0,1.57545641,3.182776089,2.466896641,0.170234637,1.776716648,2.791045907,1.901005357,1.51266605,1.930231237,0,1.037191629,1.629893505,1.355507689,0,2.791312726,3.189288648,0.236978186,0,0,0.425728938,0.736191614,0.28049617,0.561233931,0.589758975,2.498462799,0.485824122,0.791958511,0.582774712,0,0.835411777,0.690432835,0.69151314,1.181066201,0,0.156063671,0,0.17601913,0.281897426,0,0.203530212,0.237740329,0,0.228997338,0.419540217,0.685858524,0.369113995,0.861657105,0.48806338,0,0,0.328229863,0,0.162656153,0,0,0.14804278,1.703268886,2.768339688,3.599464061,0.057568372,0.704145005,0.140691744,0,0,0,1.515276361,4.835624934,1.547993526,6.014888949,4.569039666,3.210571268,3.334193369,2.618395677,0.99741047,0.410974811,0.933747682,1.029053195,0,0,0.196426203,0.257060782,2.250798556,1703.268886,2768.339688,57.568372,704.145005,3599.464061,140.691744
47.2925,-122.4122,"Commencement Bay, Dick Gilmur Launch",11,48,0.732512736,-0.336011396,0.5415387,0.082650396,0.00560884,-0.146118205,-0.036558124,0.006854946,-0.002327855,0.055027673,-0.039734595,-0.054505694,0.889696208,5.719565773,6.60926198,1.605415019,0,1.897424523,0.756146989,2.805317259,3.182392074,0,2.885135083,1.026942558,0,2.334867258,0,0,1.647955181,0,0,3.600528635,1.177855014,0,1.390108597,3.561678005,2.905456044,1.10652514,1.453677258,2.344478562,1.612974242,1.578434139,1.192201646,3.684449523,0.963106513,1.317311189,1.168541111,3.355718912,2.400528944,2.605882188,0.256726368,0,0,0.388302218,0.064016662,0.251479325,0.561233931,0.631884616,2.855386056,0.380464674,0.897552979,0.766808831,0.693314982,0.6625052,0.910460881,0.552747961,0.972865428,0,0.184438884,0,0.190214221,0.182058754,0,0.133077447,0.246545527,0,0.157929199,0.317833498,0.592332361,0.354917303,0.775491394,0.441581154,0,0.408568957,0.243525382,0,0.176800167,0,0,0.180225993,2.295710237,4.320287695,3.750875551,0.163110387,0.704145005,0.974420599,0,0,0,1.515276361,4.363856648,2.063991368,4.5343009,3.655231732,2.461437972,3.0960367,2.51365985,0.99741047,0.410974811,0.737169223,0.307379526,0,0,0.213359496,0.278482514,1.335219482,2295.710237,4320.287695,163.110387,704.145005,3750.875551,974.420599
47.2694,-122.4243,"Commencement Bay, Milwaukee Waterway",11,49,1.7835787,-1.126478944,0.435711068,0.058341356,-0.043177439,-0.090602549,-0.424385029,-0.48384848,-0.168567809,-0.125637739,-0.269094648,-0.149282828,2.259777028,8.801088561,11.06086559,0,0,0.771833704,0.407156071,1.896552513,2.310503835,0,1.904189155,0.419455411,0,1.506365973,0,0,2.380379706,0,0,2.280334802,0,0,0,3.258556472,2.795816194,0.680938548,0.646078781,0,0.864093344,0.526144713,1.192201646,0,1.111276746,0.602837324,0.607641378,0,2.484268326,2.372519604,0.179708458,0,0,0.322805459,0.08802291,0.178937212,0.467694942,0.505507693,2.766155242,0.304371739,0.686364043,0.736136478,0.662500983,0.598802777,0.986332621,0.599003021,1.010720114,0,0.126269698,0,0.093687601,0.111584398,0,0.086108936,0.114467566,0,0.086861059,0.279693478,0.623507749,0.241343766,0.783324641,0.371857814,0,0,0.153526871,0,0.076377672,0,0,0.081377553,1.925434392,4.446121317,3.812816615,1.151367435,0.429572739,1.130744759,0,0,0,0,0,1.009560995,1.249246166,1.431632429,3.531628395,4.405898381,2.932603158,0.99741047,0.410974811,0.737169223,0.053457309,0,0,0.145626323,0.175658201,2.1745003,1925.434392,4446.121317,1151.367435,429.572739,3812.816615,1130.744759
47.402778,-122.331667,"Des Moines Marina",11,21,1.672233747,-1.414022079,0.688386017,-0.034622668,-0.104821817,-0.201922458,-0.221735812,-0.333407174,0.03464459,-0.01093312,-0.142638908,-0.06070299,1.945890446,6.461526042,8.407416487,1.520919492,0,0.996951868,0.523486377,0,0,0,0,0.679807046,0,0,0,0,2.380379706,0,0,2.04029956,0,0,0,2.424972259,2.028337238,0.170234637,1.211397715,0,0.518456006,0.460376624,0.454172056,0,0.444510698,0.692146557,0.794607955,0,0,0,8.294236507,7.304396907,7.677501041,7.953177967,7.265891148,7.186505313,7.015424135,6.740102569,0,6.3391268,5.807695746,5.521023583,8.473849778,5.294581394,4.248817445,7.259731593,4.190513733,8.358425447,8.512563881,0,8.162177399,6.460149349,5.620863823,6.18418722,5.018962508,4.157943474,4.422017564,4.195402168,3.741046494,4.684908399,3.681625812,3.95098927,2.773481494,4.085689573,6.321071881,5.310392097,6.485030108,4.848874566,3.749932702,6.184694009,0.962717196,1.971393414,4.611168108,0,0.730716515,0.484604897,0,0,0,2.03615261,5.30739322,3.813897092,0,2.132218511,0,0,2.304188196,7.094787682,7.27109281,5.405907633,6.588613314,8.134866908,7.669837416,7.206809646,7.283388815,1.869307275,962.717196,1971.393414,0,730.716515,4611.168108,484.604897
48.064974,-122.857218,"Discovery Bay",6,12,0.866072133,-1.032223922,0.358026847,0.011320706,-0.04001594,0.073323916,0.005182037,-0.035600616,0.097766789,-0.022883419,-0.078836823,0.021476588,1.284100242,4.687509557,5.971609799,0,0,0.032159738,1.279633366,1.066810789,0,0,0,0.043391939,0,0.954031783,0,0,2.380379706,0,0,1.380202644,0,0,0,1.742948811,1.370498134,1.957698324,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0,0,0,0,0,0,0.736191614,0.11123124,0,0.181140257,1.070769771,0.199012291,0,0.156429002,0,0.243889277,0,0.074008095,0.367190454,0,0.06668175,2.172961785,0.133433857,0.117457261,0,0.117421276,0.048428586,0,0.118446899,0.086450711,0,0.117832545,0,0.102260899,0,0,0.095292541,0,0.06364806,0,0.166663676,0.04919434,0.222165507,0.713057192,4.101874914,0.057568372,0.407429814,1.266225698,0,0,0,0,0,0,0,0.670125818,0,0,0,0.99741047,0.196003371,0.638879993,1.029053195,0,0,0.111759736,0.104966486,1.37336861,222.165507,713.057192,57.568372,407.429814,4101.874914,1266.225698
47.337909,-122.59023,"Donkey Creek Delta",11,44,0.493355145,-3.931321409,0.256831969,0.047739056,0.023761572,-0.117826441,-0.12299649,-0.099902374,-0.191645533,0.020772918,-0.121877491,-0.012400169,1.992310745,4.052867166,6.045177911,0,0,2.476299801,0.872477295,0,0,2.078244731,0,1.952637258,2.187156205,0,0,0,2.380379706,0,2.273524523,0,1.797778706,2.564269108,2.316847662,0,0,0.085117318,0.323039391,1.897911217,1.267336905,0.920753248,0.73802959,0,0.666766048,1.495929655,1.963149067,0,0.642001927,0,0.128363184,0,0,0,0.240062483,0.106395099,0,0.311729744,0,0.17559908,0.380140085,0.429412945,0,0.3075917,0.493166311,0.113324896,0.461827168,0,0.08796316,0,0.082331529,0.146821576,0.147807901,0.234842553,0.16729875,0.590865652,0.307961937,0.254266798,0.405280037,0.212950382,0.579660234,0.27889336,0,0.323865637,0.232937322,0,0.091936087,0.522769289,0.284085811,0.09976796,0.370275845,2.055282496,3.454934911,0.307031316,5.216873056,0.484604897,0,0,0,0,0,0,0,1.187950313,0,0,0,0.99741047,0.211810095,0.417729226,0.200464908,0,0,0.094826443,0.122103871,0.495938665,370.275845,2055.282496,307.031316,5216.873056,3454.934911,484.604897
47.618875,-122.527234,"Eagle Harbor Dr",10,31,-0.370021262,-0.080521478,0.51521749,0.419440053,0.000510956,0.010558475,-0.291471425,-0.271481139,-0.30009257,-0.106120297,-0.339841253,-0.188902794,0.716611919,10.14975644,10.86636836,0,0,2.251181637,1.105137907,0,0,2.424618852,0,1.40300603,0,0,0,0,2.380379706,0,0,0,1.48781686,0,1.853478129,0,0,0.085117318,1.211397715,0,1.324943127,0.920753248,0.794801097,0,0.81493628,1.272656573,1.822924133,0,0.865306945,0,0.183658094,0,0,0,0.216056235,0.217626339,0.561233931,0.505507693,0,0.310225042,0.844755745,0.644119418,0,0.562401393,0.758717401,0.159579955,0.594318569,0,0.140457304,0,0.167502075,0.287770289,0.457996311,0.704527658,0.554727435,1.240088405,0.868610593,0.521246936,0.779384686,0.454294148,0.939989569,0.627510061,0,0.647731274,0.423522404,0,0.205088193,1.439509637,0.454537297,0.230799613,0.962717196,2.223060659,5.189284707,0.633252089,3.268295684,0.765988385,0,0,0,0,0,0.515997842,0,1.340251635,0,0,0,0.99741047,0.31613447,0.638879993,0.160371927,0,0,0.230292789,0.214217318,0.419640409,962.717196,2223.060659,633.252089,3268.295684,5189.284707,765.988385
48.69395,-122.909933,"Eastsound, Fishing Bay",7,60,-0.176866172,-0.476686969,-0.401696077,-0.039170688,-0.046414984,-0.21679613,-0.476933863,-0.540525878,-0.33606242,-0.113674029,-0.157468306,-0.20411775,2.254232487,9.886225444,12.14045793,0,0,0.257277901,1.279633366,0,0,0,0,0.593023167,0,0,0,0,2.380379706,0,0,1.740255507,0,0,0,2.121850726,1.644597761,1.957698324,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0.697828182,1.127919156,0,0,0,0,0.736191614,0.193445634,0,0,1.516923842,0.099506146,0.385419809,0.285252885,0,0.4258962,0.644909791,0.182707485,0.575391226,0,0.097894485,0,0.241316549,0.217295933,0,0.234842553,0.176103948,0,0.307961937,0.228840118,0.293048642,0.241343766,0,0.27889336,0,0,0.307053743,0,0.176800167,0,0,0.143445178,1.036772365,2.097227036,3.819698955,0.095947286,0.398572644,1.214117644,0,0,0,0,0,0,0,0.761506611,0,0,0,0.99741047,0.256068921,0.638879993,1.029053195,0,0,0.213359496,0.160662989,0.953728202,1036.772365,2097.227036,95.947286,398.572644,3819.698955,1214.117644
47.8142069,-122.3822018,"Edmonds Ferry",9,69,1.490181869,-12.2984063,0.284576283,0.173924752,-0.008768814,0.036945745,-0.261900217,-0.258117075,-0.214167147,-0.056058324,-0.122416531,-0.20748656,4.153286968,7.291084612,11.44437158,0,0,0.803993442,0.407156071,0,0,0,0,0.564095208,0,0,0,0,2.380379706,0,0,2.04029956,0,0,0,2.728093791,2.083157164,0.170234637,1.211397715,0,0.460849783,0.986521337,0.397400549,0,1.111276746,0.64749194,0.4206748,0,1.42356949,1.516856796,0,0,0,0,0.736191614,0.183773353,0,0.345430257,1.695385471,0.292665134,0,0.285252885,0,0.334892739,0,0.344600194,0.878228714,0,0.124850937,0,0.139111893,0.234914522,0.154053305,0.219186382,0.16729875,0,0.197411498,0.203413438,0.277460948,0.212950382,0,0.255652247,0,0,0.227643292,0,0.14851214,0,0.287873622,0.152640381,0.444331014,2.726395147,4.439109597,0.326220773,1.253289537,0.640929057,0,0,0,0,0,0,0,1.187950313,0,0,0,0.99741047,0.303489091,0.688024608,1.029053195,0,0,0.145626323,0.164947335,3.013781117,444.331014,2726.395147,326.220773,1253.289537,4439.109597,640.929057
47.81094,-122.387955,"Edmonds Marina",9,68,1.379405923,-0.010469512,0.323114395,0.024006698,-0.001538328,-0.159601729,-0.299036431,-0.344383059,-0.220540012,-0.041883416,-0.192930685,-0.063691986,1.935166799,7.240728049,9.17589485,0,0,0.771833704,0.407156071,0,0,0,0,0.650879086,0,0,0,0,2.380379706,0,0,1.860273128,0,0,0.880402111,2.576533025,1.973517313,0,0.242279543,0,0.403243561,0.328840446,0.454172056,0,0.370425582,0.692146557,0.514158089,3.169290084,2.03765829,2.450307132,0.14416173,0,0,0.332162139,0.736191614,0.246643184,0.294647814,0.421256411,1.695385471,0.321931647,0.348461745,0.306723532,0,0.471397931,0,0.252090074,0.632173255,0,0.156063671,0,0.241316549,0.334753194,0.291452198,0.297467233,0.220129935,0.415794347,0.315858397,0.305120158,0.374104649,0.298130534,0,0.3486167,0,0.323865637,0.349405983,0,0.205088193,0,0.337115162,0.171030789,0.66649652,2.768339688,6.221635776,0.825146661,1.257718122,0.140691744,0,1.257904445,0,0,0,0.426259087,0,1.279331106,0,0,0,0.99741047,0.347747917,0.688024608,1.029053195,0,0,0.230292789,0.214217318,1.258921226,666.49652,2768.339688,825.146661,1257.718122,6221.635776,140.691744
47.0769,-123.0034725,"Eld Inlet",13,72,2.000121848,-0.350383882,0.176383285,0.011596638,0.034934855,0.119878618,0.108332305,0.156155857,-0.007039454,-0.006564021,0.064719537,0.067501808,1.911351363,7.217860473,9.129211837,0,0,0.900472655,0.290825765,1.738506471,0,0,0,0.535167249,0,1.983381865,0,0,2.380379706,0,0,1.560229075,0,0,0,2.121850726,1.53495791,0.085117318,1.211397715,0,0.288031115,0.986521337,0.170314521,0,1.111276746,0.424218858,0.701124667,0,0,0,0,0,0,0,0.736191614,0.043525268,0,0.193777949,1.160000585,0.099506146,0,0.159496237,0,0.107384085,0,0.113324896,0.21577171,0,0,2.585075228,0.002839018,0.02701517,0,0.062624681,0.047548066,0,0.075806015,0.069923369,0.137171705,0.097957176,0.266330378,0.120853789,0,0,0.04235224,0,0.024044823,0,0.367417649,0.019309928,0.074055169,3.020006932,3.420523209,0.038378914,0.637716231,0.797253217,0,0,0,0,0,0,0,0.82242714,0,0,0,0.99741047,0.167551269,0.39807138,1.029053195,0,0,0.049106551,0,0.724833433,74.055169,3020.006932,38.378914,637.716231,3420.523209,797.253217
47.62052,-122.36373,"Elliot Bay Myrtle Edwards",10,19,0.044577902,0.089072567,0.553892494,0.053360815,-0.003591987,-0.038135129,-0.011386336,-0.073074582,0.094240486,-0.054014812,-0.010458706,-0.096485027,0.445345215,7.138304915,7.58365013,1.605415019,0,3.119494554,1.74495459,4.346266176,4.795385317,2.511212383,5.770270167,2.878331959,3.09847129,4.770158915,0,0,2.380379706,0,3.126096219,2.700396477,2.913641351,2.930593266,2.409521568,3.637458388,3.289195522,1.276759777,1.615196953,3.125971416,2.36185514,2.038810763,1.192201646,4.186874458,1.926213026,2.701604303,2.056632355,0,1.535221999,1.400175504,1.599602755,0,3.564554055,2.47952019,1.744454042,4.429905024,4.162484987,3.370051285,5.26461804,4.875801131,4.065387022,3.680682389,1.848839952,4.566553702,3.490100044,2.148547515,4.190513733,1.998753911,1.40457304,0,2.711262406,5.22684811,5.412683681,5.166536158,5.98753422,5.252139125,6.396132548,6.229536553,5.299815866,5.820643768,3.83829074,5.577867204,3.004604952,5.480803086,5.26226587,4.425326747,5.353509042,4.773110901,6.818059458,5.724933824,1.40704821,3.145840554,4.439109597,0.019189457,0.775002364,0.067740469,0,0,0,3.172609881,0,4.486937755,0,2.284519833,0,0,0,1.072686732,4.10974811,4.914461484,1.643812247,1.647310549,1.660480265,4.497482711,4.070129044,2.403395068,1407.04821,3145.840554,19.189457,775.002364,4439.109597,67.740469
47.5876989,-122.3505105,"Elliott Bay, Harbor Island, Pier 17",10,14,1.948494321,-2.147021337,0.502763864,0.032421416,-0.099169647,-0.322269077,-0.163636004,-0.293486579,0.103599569,0.01498958,-0.196860292,-0.14276028,2.363655855,7.50718846,9.870844312,1.858901601,0,3.441091931,1.512293978,0,0,2.857586504,0,4.614009522,4.100917884,0,0,0,2.380379706,0,4.547049046,1.980290749,4.277473473,4.640106005,3.660619306,3.106995706,2.192797015,0.255351955,1.292157562,3.125971416,2.477067586,1.578434139,1.362516167,0,1.259446979,3.326768935,2.337082222,0,1.311916981,1.16681292,0.849171833,0,0.987107277,1.076018196,0.14403749,1.238052059,1.356315333,1.390146155,2.908924544,0.099506146,1.795105958,1.686979428,0,2.291467162,2.200280463,0.945915967,2.865599725,0.726819604,0.737755536,0,0.922680923,1.703130283,1.686259147,2.035302123,1.672987503,2.407230432,2.053079583,1.907000986,2.151101734,1.987536896,2.193308994,2.324111335,1.75653828,2.341797682,1.556444835,2.478182978,1.152737086,2.500200948,1.780271081,1.012391927,1.036772365,2.265005199,3.998639807,0.997851777,0.859145478,1.057793484,0,2.264228001,0,2.367619314,0,1.525558837,0,1.91899666,0,0,0,0.99741047,1.390991668,2.506375357,0.441022798,0,0.743262595,1.178557216,1.221038713,2.861184605,1036.772365,2265.005199,997.851777,859.145478,3998.639807,1057.793484
47.97252,-122.22982,"Everett Harbor",8.2,66,1.379482626,-7.018622154,0.339204598,0.063205428,-0.076298823,-0.291227823,-0.468836134,-0.553700446,-0.209352743,-0.098539258,-0.255584178,-0.218641412,2.968297563,10.07009518,13.03839275,0,0,0.482396065,0.290825765,0,0,0,0,0.361599492,0,0,0,0,2.380379706,0,0,1.980290749,0,0,0,2.652313408,2.083157164,0.085117318,1.211397715,0,0.345637338,0.986521337,0.340629042,0,1.111276746,0.379564241,0.607641378,0,0.781567563,0,0,0,0,0,0.736191614,0.116067381,0,0,1.160000585,0.181452383,0,0,0,0.280290662,0,0.136452426,0.442899825,0,0,0,0.107882693,0.105711535,0,0.076715234,0.073963658,0,0.118446899,0.127133399,0.243168022,0.113573537,0,0,0,0,0.121762691,0,0.076377672,0,0.492415405,0.081377553,1.555158548,4.236398613,4.49416832,0.076757829,1.262146707,1.547609186,0,0,0,0,0,0,0,0.852887404,0,0,0,0.99741047,0,0,1.029053195,0,0,0.111759736,0,1.220772098,1555.158548,4236.398613,76.757829,1262.146707,4494.16832,1547.609186
48.48425,-122.58392,"Fidalgo Bay Aq Reserve, Weaverling Spit",7,63,0.549379831,-0.048655477,0.302088116,0.155220279,0.012475485,-0.051601293,-0.224109676,-0.205008203,-0.297927609,-0.061229053,-0.090905456,-0.173250763,0.739992803,7.011226246,7.751219048,0,0,0.353757114,1.279633366,1.540948917,2.005342951,0,1.442567542,0.593023167,0,1.12977448,0,0,2.380379706,0,0,0,0,0,0,2.576533025,2.795816194,1.957698324,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0,0,0,0,0,0,0.736191614,0.188609493,0.982159379,0.547633334,1.873847099,0.485824122,2.428672767,0.828153537,0.523837986,1.0174187,2.579639163,0.529620432,1.464976346,0,0,0,0.093687601,0.070474357,0,0.093937021,0.123272763,0,0.086861059,0.279693478,0.935261623,0.482687532,1.72331421,0.929644534,2.542358036,0.647731274,0.148232841,0,0.083449679,0,0,0.069883548,0.888662027,3.355563258,4.542344704,0.921093948,0.465001418,0.453340065,0,0,0,1.799390679,0,2.041556679,0,1.827615866,0,0,0,0.99741047,0,0.589735378,1.029053195,0,0,0.179492909,0,0.228894768,888.662027,3355.563258,921.093948,465.001418,4542.344704,453.340065
47.19483,-122.748665,"Filucy Bay",13,59,2.3423191,-1.762654377,0.408964618,0.162947126,-0.096063005,-0.261780978,-0.199682977,-0.269880977,-0.050197742,-0.020596159,-0.132263986,-0.273269884,2.539268698,9.383463076,11.92273177,0,0,1.222070032,0.290825765,0,0,0,0,0.708735005,0,0,0,0,2.380379706,0,0,1.560229075,0,0,0.973076018,2.121850726,1.918697388,0.170234637,1.211397715,0,0.748880898,0.263072356,0.227086028,0,1.111276746,0.64749194,1.2620244,0,0,0,0,0,0,0,0.736191614,0.029016845,0,0,0,0.052679724,0,0,0.200290995,0.0709827,0,0.141077932,0.140062338,0,0,0,0.011356073,0.036411751,0,0.050882553,0,0,0.067119909,0.073737371,0,0,0,0,0,0,0.068822391,0,0.019801619,0,0,0.014712326,1.110827534,3.103896014,4.955285131,0.159272495,0.429572739,0.661772278,0,0,0,0,0,0,0,0.82242714,0,0,0,0.99741047,0,0,1.029053195,0,0,0.023706611,0,0.419640409,1110.827534,3103.896014,159.272495,429.572739,4955.285131,661.772278
48.5069444,-123.0194444,"Friday Harbor",7,61,1.367021751,-2.454799252,0.277831408,0.004307841,-0.011835981,-0.230780207,-0.470660444,-0.482252872,-0.259914771,-0.075235103,-0.165830795,-0.198690993,2.61836928,9.376023361,11.99439264,0,0,0.160798688,1.279633366,1.224856832,0,0,0,0.593023167,0,1.079562281,0,0,2.380379706,0,0,1.440211454,0,0,0,1.894509577,1.425318059,1.957698324,1.211397715,0,1.152124459,0.986521337,1.192201646,0,1.111276746,0.64749194,0.607641378,0,0,0,0.11058982,0,0,0,0.736191614,0.183773353,0,0.214840769,1.338462214,0.228278804,0,0.184034119,0,0.252989623,0,0.113324896,0.253626396,0,0.079450596,2.210426644,0.167502075,0.182058754,0.106171872,0.187874042,0.132077961,0,0.221100878,0.152560079,0.152759398,0.184556998,0,0.171984239,0,0,0.169408962,0,0.219232206,0,0.246207703,0.253787622,1.184882703,2.097227036,4.129404276,0.383789145,0.172714813,1.214117644,0,0,0,0,0,0,0,0.639665553,0,0,0,0.99741047,0.268714299,0.540590763,1.029053195,0,0,0.213359496,0.190653413,0.457789537,1184.882703,2097.227036,383.789145,172.714813,4129.404276,1214.117644
47.3372,-122.58284,"Gig Harbor Boat Launch",11,58,0.752565451,-0.060927209,0.655765828,-0.144550396,-0.14287245,-0.134457668,-0.268008459,-0.44963084,0.10146298,-0.104764435,-0.120031098,-0.080998156,0.991023901,8.28211232,9.273136218,0,0,1.80094531,0.465321224,0,0,0,0,1.431933989,0,0,0,0,2.380379706,0,0,1.380202644,1.611801599,0,1.899815083,2.121850726,1.754237612,0.085117318,1.211397715,0,0.806487121,0.591912802,0.340629042,0,1.111276746,1.183347339,1.589215911,0,0,0,0,0,0,0,0.736191614,0.11123124,0,0.278029231,0,0.163892475,0,0.368068239,0.338953991,0.262089969,0,0.025440283,0.329335768,0,0.089381921,0,0.07949251,0.123330124,0.151971503,0.203530212,0.176103948,0.620044202,0.300065478,0.203413438,0.342929262,0.170360305,0,0.230087022,0,0,0.238231352,0,0.097593692,0.507616556,0.246207703,0.115859567,1.258937872,2.516672444,4.122521935,0.038378914,2.050434826,0.349123958,0,0,0,0,0,0,0,1.035648991,0,0,0,0.99741047,0.221294129,0.412814765,1.029053195,0,0,0.128693029,0,0.381491281,1258.937872,2516.672444,38.378914,2050.434826,4122.521935,349.123958
