site_name,site_number,latitude,longitude,p450,SOD,condition_factor,avg_thickness,arsenic,cadmium,copper,lead,mercuryTotal,SumBDEs,SumCHLDs,SumDDTs,SumHCHs,SumPAHs16,SumPAHsHMW,SumPCBs2x17,Zinc,acenaphthene,anthracene,benz[a]anthracene,benzo[a]pyrene,benzo[b]fluoranthene,benzo[e]pyrene,benzo[ghi]perylene,benzo[k]fluoranthene,C1-benzanthracenes/chrysenes,C1-dibenzothiophenes,C1-fluoranthenes/pyrenes,C1-fluorenes,C1-naphthalenes,C1-phenanthrenes/anthracenes,C2-benzanthracenes/chrysenes,C2-dibenzothiophenes,C2-fluoranthenes/pyrenes,C2-fluorenes,C2-naphthalenes,C2-phenanthrenes/anthracenes,C3-benzanthracenes/chrysenes,C3-dibenzothiophenes,C3-fluoranthenes/pyrenes,C3-fluorenes,C3-naphthalenes,C3-phenanthrenes/anthracenes,C4-benzanthracenes/chrysenes,C4-dibenzothiophenes,C4-fluoranthenes/pyrenes,C4-naphthalenes,C4-phenanthrenes/anthracenes,chrysene,"dibenz[a,h]anthracene",dibenzothiophene,"indeno[1,2,3-cd]pyrene",phenanthrene
"Cherry Point Aquatic Reserve, Conoco Phillips",75,48.8208,-122.7101,3977493,1.005,0.1979,0.935,7.931034483,1.902298851,5.304597701,0.192528736,0.033045977,NA,NA,1.992105044,0.845135473,126.770321,150.9170488,NA,73.56321839,NA,NA,9.055022926,NA,5.312280117,4.768978741,NA,5.795214673,5.855581492,NA,10.26235932,NA,NA,19.92105044,7.847686536,NA,8.451354731,NA,9.055022926,25.35406419,6.640350146,NA,14.48803668,NA,NA,19.92105044,NA,NA,4.286044185,7.244018341,19.31738224,13.88436849,NA,NA,NA,33.20175073
"Cherry Point Aquatic Reserve, Conoco Phillips",75,48.8208,-122.7101,3836553,1.463,0.1543,0.975,7.931034483,1.902298851,5.304597701,0.192528736,0.033045977,NA,NA,1.992105044,0.845135473,126.770321,150.9170488,NA,73.56321839,NA,NA,9.055022926,NA,5.312280117,4.768978741,NA,5.795214673,5.855581492,NA,10.26235932,NA,NA,19.92105044,7.847686536,NA,8.451354731,NA,9.055022926,25.35406419,6.640350146,NA,14.48803668,NA,NA,19.92105044,NA,NA,4.286044185,7.244018341,19.31738224,13.88436849,NA,NA,NA,33.20175073
Chimacum Creek delta,8,48.04906,-122.7724,3089178,2.177,0.1726,1.045,8.352941176,1.835294118,30.47058824,0.291764706,0.032647059,NA,NA,NA,NA,68.63157895,56.77703349,NA,94.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864880383,NA,NA,13.10239234,NA,NA,NA,NA,8.111004785,NA,NA,NA,NA,NA,NA,12.4784689,NA,NA,NA,NA,12.4784689,8.111004785,NA,NA,NA,18.71770335
Chimacum Creek delta,8,48.04906,-122.7724,2742180,0,0.1643,0.995,8.352941176,1.835294118,30.47058824,0.291764706,0.032647059,NA,NA,NA,NA,68.63157895,56.77703349,NA,94.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864880383,NA,NA,13.10239234,NA,NA,NA,NA,8.111004785,NA,NA,NA,NA,NA,NA,12.4784689,NA,NA,NA,NA,12.4784689,8.111004785,NA,NA,NA,18.71770335
Chimacum Creek delta,8,48.04906,-122.7724,1783000,2.837,0.1266,0.75,8.352941176,1.835294118,30.47058824,0.291764706,0.032647059,NA,NA,NA,NA,68.63157895,56.77703349,NA,94.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864880383,NA,NA,13.10239234,NA,NA,NA,NA,8.111004785,NA,NA,NA,NA,NA,NA,12.4784689,NA,NA,NA,NA,12.4784689,8.111004785,NA,NA,NA,18.71770335
Chimacum Creek delta,8,48.04906,-122.7724,2951937,3.757,0.2014,0.825,8.352941176,1.835294118,30.47058824,0.291764706,0.032647059,NA,NA,NA,NA,68.63157895,56.77703349,NA,94.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.864880383,NA,NA,13.10239234,NA,NA,NA,NA,8.111004785,NA,NA,NA,NA,NA,NA,12.4784689,NA,NA,NA,NA,12.4784689,8.111004785,NA,NA,NA,18.71770335
"Chuckanut, Clark's Point",74,48.68975,-122.50434,1063470,25.619,0.1595,0.65,7.513812155,1.602209945,9.889502762,0.238121547,0.035138122,NA,NA,4.418379052,NA,80.33416459,74.59600998,NA,87.29281768,NA,NA,6.311970075,NA,4.533142145,NA,NA,5.393865337,3.55765586,NA,6.885785536,NA,NA,14.34538653,NA,NA,4.188852868,NA,8.60723192,NA,NA,NA,NA,NA,NA,13.19775561,NA,NA,NA,NA,24.10024938,12.05012469,NA,NA,NA,22.37880299
"Chuckanut, Clark's Point",74,48.68975,-122.50434,4424850,2.988,0.203,0.985,7.513812155,1.602209945,9.889502762,0.238121547,0.035138122,NA,NA,4.418379052,NA,80.33416459,74.59600998,NA,87.29281768,NA,NA,6.311970075,NA,4.533142145,NA,NA,5.393865337,3.55765586,NA,6.885785536,NA,NA,14.34538653,NA,NA,4.188852868,NA,8.60723192,NA,NA,NA,NA,NA,NA,13.19775561,NA,NA,NA,NA,24.10024938,12.05012469,NA,NA,NA,22.37880299
"Chuckanut, Clark's Point",74,48.68975,-122.50434,3385205,8.472,0.1942,0.8,7.513812155,1.602209945,9.889502762,0.238121547,0.035138122,NA,NA,4.418379052,NA,80.33416459,74.59600998,NA,87.29281768,NA,NA,6.311970075,NA,4.533142145,NA,NA,5.393865337,3.55765586,NA,6.885785536,NA,NA,14.34538653,NA,NA,4.188852868,NA,8.60723192,NA,NA,NA,NA,NA,NA,13.19775561,NA,NA,NA,NA,24.10024938,12.05012469,NA,NA,NA,22.37880299
"Chuckanut, Clark's Point",74,48.68975,-122.50434,3153370,13.731,0.1482,0.475,7.513812155,1.602209945,9.889502762,0.238121547,0.035138122,NA,NA,4.418379052,NA,80.33416459,74.59600998,NA,87.29281768,NA,NA,6.311970075,NA,4.533142145,NA,NA,5.393865337,3.55765586,NA,6.885785536,NA,NA,14.34538653,NA,NA,4.188852868,NA,8.60723192,NA,NA,NA,NA,NA,NA,13.19775561,NA,NA,NA,NA,24.10024938,12.05012469,NA,NA,NA,22.37880299
Comm Bay Skookum,45,47.29,-122.41,0,17.324,0.1513,0.66,8.441558442,1.974025974,6.688311688,0.292857143,0.033961039,12.53005873,5.539604912,27.69802456,NA,342.9279231,369.3069941,NA,92.20779221,7.913721303,7.913721303,31.65488521,NA,17.14639616,17.80587293,NA,19.12482648,21.76273358,NA,32.31436199,6.001238655,NA,47.48232782,14.50848905,7.913721303,17.14639616,9.232674853,18.46534971,65.94767752,7.254244527,9.892151628,13.84901228,12.53005873,NA,65.94767752,NA,6.001238655,NA,23.74116391,46.82285104,44.84442072,NA,NA,NA,57.37447944
Comm Bay Skookum,45,47.29,-122.41,6222187,4.194,0.1561,0.8,8.441558442,1.974025974,6.688311688,0.292857143,0.033961039,12.53005873,5.539604912,27.69802456,NA,342.9279231,369.3069941,NA,92.20779221,7.913721303,7.913721303,31.65488521,NA,17.14639616,17.80587293,NA,19.12482648,21.76273358,NA,32.31436199,6.001238655,NA,47.48232782,14.50848905,7.913721303,17.14639616,9.232674853,18.46534971,65.94767752,7.254244527,9.892151628,13.84901228,12.53005873,NA,65.94767752,NA,6.001238655,NA,23.74116391,46.82285104,44.84442072,NA,NA,NA,57.37447944
Comm Bay Skookum,45,47.29,-122.41,6882929,7.19,0.1637,0.695,8.441558442,1.974025974,6.688311688,0.292857143,0.033961039,12.53005873,5.539604912,27.69802456,NA,342.9279231,369.3069941,NA,92.20779221,7.913721303,7.913721303,31.65488521,NA,17.14639616,17.80587293,NA,19.12482648,21.76273358,NA,32.31436199,6.001238655,NA,47.48232782,14.50848905,7.913721303,17.14639616,9.232674853,18.46534971,65.94767752,7.254244527,9.892151628,13.84901228,12.53005873,NA,65.94767752,NA,6.001238655,NA,23.74116391,46.82285104,44.84442072,NA,NA,NA,57.37447944
Comm Bay Skookum,45,47.29,-122.41,4654335,6.966,0.1433,0.865,8.441558442,1.974025974,6.688311688,0.292857143,0.033961039,12.53005873,5.539604912,27.69802456,NA,342.9279231,369.3069941,NA,92.20779221,7.913721303,7.913721303,31.65488521,NA,17.14639616,17.80587293,NA,19.12482648,21.76273358,NA,32.31436199,6.001238655,NA,47.48232782,14.50848905,7.913721303,17.14639616,9.232674853,18.46534971,65.94767752,7.254244527,9.892151628,13.84901228,12.53005873,NA,65.94767752,NA,6.001238655,NA,23.74116391,46.82285104,44.84442072,NA,NA,NA,57.37447944
"Comm Bay, Dick Gilmur Launch",48,47.292549,-122.412175,0,118.683,0.1738,0.635,7.34939759,1.608433735,5.873493976,0.271686747,0.032831325,11.06804245,4.817853774,24.74033019,NA,332.0412736,338.5518868,84.6379717,75.90361446,8.46379717,9.765919811,20.18290094,NA,11.06804245,18.22971698,NA,13.02122642,16.27653302,NA,29.29775943,5.403808962,6.510613208,42.97004717,12.37016509,7.812735849,16.27653302,9.765919811,20.83396226,53.3870283,6.445507075,11.06804245,12.37016509,16.27653302,29.29775943,52.73596698,NA,7.812735849,5.33870283,19.53183962,39.06367925,33.85518868,NA,NA,NA,59.89764151
"Comm Bay, Dick Gilmur Launch",48,47.292549,-122.412175,4982158,22.927,0.2043,0.93,7.34939759,1.608433735,5.873493976,0.271686747,0.032831325,11.06804245,4.817853774,24.74033019,NA,332.0412736,338.5518868,84.6379717,75.90361446,8.46379717,9.765919811,20.18290094,NA,11.06804245,18.22971698,NA,13.02122642,16.27653302,NA,29.29775943,5.403808962,6.510613208,42.97004717,12.37016509,7.812735849,16.27653302,9.765919811,20.83396226,53.3870283,6.445507075,11.06804245,12.37016509,16.27653302,29.29775943,52.73596698,NA,7.812735849,5.33870283,19.53183962,39.06367925,33.85518868,NA,NA,NA,59.89764151
"Comm Bay, Dick Gilmur Launch",48,47.292549,-122.412175,4040973,14.762,0.1568,0.87,7.34939759,1.608433735,5.873493976,0.271686747,0.032831325,11.06804245,4.817853774,24.74033019,NA,332.0412736,338.5518868,84.6379717,75.90361446,8.46379717,9.765919811,20.18290094,NA,11.06804245,18.22971698,NA,13.02122642,16.27653302,NA,29.29775943,5.403808962,6.510613208,42.97004717,12.37016509,7.812735849,16.27653302,9.765919811,20.83396226,53.3870283,6.445507075,11.06804245,12.37016509,16.27653302,29.29775943,52.73596698,NA,7.812735849,5.33870283,19.53183962,39.06367925,33.85518868,NA,NA,NA,59.89764151
"Comm Bay, Dick Gilmur Launch",48,47.292549,-122.412175,2353073,8.819,0.2117,0.895,7.34939759,1.608433735,5.873493976,0.271686747,0.032831325,11.06804245,4.817853774,24.74033019,NA,332.0412736,338.5518868,84.6379717,75.90361446,8.46379717,9.765919811,20.18290094,NA,11.06804245,18.22971698,NA,13.02122642,16.27653302,NA,29.29775943,5.403808962,6.510613208,42.97004717,12.37016509,7.812735849,16.27653302,9.765919811,20.83396226,53.3870283,6.445507075,11.06804245,12.37016509,16.27653302,29.29775943,52.73596698,NA,7.812735849,5.33870283,19.53183962,39.06367925,33.85518868,NA,NA,NA,59.89764151
"Comm Bay, Milwaukee Waterway",49,47.2694,-122.4243,15260103,16.268,0.1666,0.955,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,10.09568733,6.528544474,8.076549865,NA,195.1832884,215.3746631,56.53584906,78.84615385,6.124716981,4.913234501,12.78787062,NA,7.403504043,8.749595687,NA,7.403504043,14.80700809,NA,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,NA,8.749595687,NA,21.53746631,41.72884097,23.55660377,NA,NA,NA,39.03665768
"Comm Bay, Milwaukee Waterway",49,47.2694,-122.4243,4517486,5.02,0.1901,0.82,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,10.09568733,6.528544474,8.076549865,NA,195.1832884,215.3746631,56.53584906,78.84615385,6.124716981,4.913234501,12.78787062,NA,7.403504043,8.749595687,NA,7.403504043,14.80700809,NA,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,NA,8.749595687,NA,21.53746631,41.72884097,23.55660377,NA,NA,NA,39.03665768
"Comm Bay, Milwaukee Waterway",49,47.2694,-122.4243,3705987,5.768,0.154,0.75,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,10.09568733,6.528544474,8.076549865,NA,195.1832884,215.3746631,56.53584906,78.84615385,6.124716981,4.913234501,12.78787062,NA,7.403504043,8.749595687,NA,7.403504043,14.80700809,NA,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,NA,8.749595687,NA,21.53746631,41.72884097,23.55660377,NA,NA,NA,39.03665768
"Comm Bay, Milwaukee Waterway",49,47.2694,-122.4243,8193639,4.93,0.1521,0.75,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,10.09568733,6.528544474,8.076549865,NA,195.1832884,215.3746631,56.53584906,78.84615385,6.124716981,4.913234501,12.78787062,NA,7.403504043,8.749595687,NA,7.403504043,14.80700809,NA,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,NA,8.749595687,NA,21.53746631,41.72884097,23.55660377,NA,NA,NA,39.03665768
"Comm Bay, Milwaukee Waterway",49,47.2694,-122.4243,6366494,-0.636,0.1402,0.83,8.141025641,1.692307692,10.64102564,0.249358974,0.035512821,10.09568733,6.528544474,8.076549865,NA,195.1832884,215.3746631,56.53584906,78.84615385,6.124716981,4.913234501,12.78787062,NA,7.403504043,8.749595687,NA,7.403504043,14.80700809,NA,19.51832884,4.644016173,5.451671159,34.32533693,13.46091644,6.730458221,11.44177898,8.076549865,20.86442049,46.44016173,6.730458221,8.749595687,10.76873315,16.15309973,28.94097035,49.80539084,NA,8.749595687,NA,21.53746631,41.72884097,23.55660377,NA,NA,NA,39.03665768
Des Moines Marina,21,47.40301418,-122.3305538,3868923,5.064,0.1502,0.945,8.536585366,1.969512195,6.463414634,0.278658537,0.040853659,NA,1.347563335,20.21345002,NA,9800.460617,8575.40304,NA,93.90243902,257.2620912,287.8885306,673.7816674,165.3827729,483.897743,349.1414095,34.91414095,343.0161216,202.1345002,85.7540304,673.7816674,104.1298941,61.25287886,918.7931829,73.50345463,91.87931829,202.1345002,98.00460617,NA,673.7816674,28.78885306,67.37816674,104.1298941,110.2551819,336.8908337,361.3919853,7.350345463,34.30161216,50.22736066,196.0092123,140.8816214,735.0345463,18.37586366,140.8816214,39.20184247,1776.333487
Des Moines Marina,21,47.40301418,-122.3305538,5679312,4.027,0.1618,0.88,8.536585366,1.969512195,6.463414634,0.278658537,0.040853659,NA,1.347563335,20.21345002,NA,9800.460617,8575.40304,NA,93.90243902,257.2620912,287.8885306,673.7816674,165.3827729,483.897743,349.1414095,34.91414095,343.0161216,202.1345002,85.7540304,673.7816674,104.1298941,61.25287886,918.7931829,73.50345463,91.87931829,202.1345002,98.00460617,NA,673.7816674,28.78885306,67.37816674,104.1298941,110.2551819,336.8908337,361.3919853,7.350345463,34.30161216,50.22736066,196.0092123,140.8816214,735.0345463,18.37586366,140.8816214,39.20184247,1776.333487
Des Moines Marina,21,47.40301418,-122.3305538,6097784,4.41,0.1739,1.145,8.536585366,1.969512195,6.463414634,0.278658537,0.040853659,NA,1.347563335,20.21345002,NA,9800.460617,8575.40304,NA,93.90243902,257.2620912,287.8885306,673.7816674,165.3827729,483.897743,349.1414095,34.91414095,343.0161216,202.1345002,85.7540304,673.7816674,104.1298941,61.25287886,918.7931829,73.50345463,91.87931829,202.1345002,98.00460617,NA,673.7816674,28.78885306,67.37816674,104.1298941,110.2551819,336.8908337,361.3919853,7.350345463,34.30161216,50.22736066,196.0092123,140.8816214,735.0345463,18.37586366,140.8816214,39.20184247,1776.333487
Des Moines Marina,21,47.40301418,-122.3305538,3899451,25.058,0.1578,1.01,8.536585366,1.969512195,6.463414634,0.278658537,0.040853659,NA,1.347563335,20.21345002,NA,9800.460617,8575.40304,NA,93.90243902,257.2620912,287.8885306,673.7816674,165.3827729,483.897743,349.1414095,34.91414095,343.0161216,202.1345002,85.7540304,673.7816674,104.1298941,61.25287886,918.7931829,73.50345463,91.87931829,202.1345002,98.00460617,NA,673.7816674,28.78885306,67.37816674,104.1298941,110.2551819,336.8908337,361.3919853,7.350345463,34.30161216,50.22736066,196.0092123,140.8816214,735.0345463,18.37586366,140.8816214,39.20184247,1776.333487
Discovery Bay,12,48.064957,-122.857524,5775686,1.485,0.1874,0.805,8.524590164,1.928961749,5.628415301,0.209836066,0.032568306,NA,NA,1.035556775,NA,117.6769062,98.84860121,NA,92.34972678,NA,NA,9.414152496,NA,7.060614372,NA,NA,7.060614372,3.200811849,NA,8.472737246,NA,NA,17.41618212,NA,NA,3.906873286,NA,5.648491498,24.00608886,NA,NA,NA,NA,NA,16.47476687,NA,NA,NA,NA,13.17981349,11.296983,NA,NA,NA,33.89094899
Discovery Bay,12,48.064957,-122.857524,5437003,17.512,0.1633,0.745,8.524590164,1.928961749,5.628415301,0.209836066,0.032568306,NA,NA,1.035556775,NA,117.6769062,98.84860121,NA,92.34972678,NA,NA,9.414152496,NA,7.060614372,NA,NA,7.060614372,3.200811849,NA,8.472737246,NA,NA,17.41618212,NA,NA,3.906873286,NA,5.648491498,24.00608886,NA,NA,NA,NA,NA,16.47476687,NA,NA,NA,NA,13.17981349,11.296983,NA,NA,NA,33.89094899
Discovery Bay,12,48.064957,-122.857524,1513923,15.957,0.2133,0.75,8.524590164,1.928961749,5.628415301,0.209836066,0.032568306,NA,NA,1.035556775,NA,117.6769062,98.84860121,NA,92.34972678,NA,NA,9.414152496,NA,7.060614372,NA,NA,7.060614372,3.200811849,NA,8.472737246,NA,NA,17.41618212,NA,NA,3.906873286,NA,5.648491498,24.00608886,NA,NA,NA,NA,NA,16.47476687,NA,NA,NA,NA,13.17981349,11.296983,NA,NA,NA,33.89094899
Discovery Bay,12,48.064957,-122.857524,3392978,0,0.2095,0.875,8.524590164,1.928961749,5.628415301,0.209836066,0.032568306,NA,NA,1.035556775,NA,117.6769062,98.84860121,NA,92.34972678,NA,NA,9.414152496,NA,7.060614372,NA,NA,7.060614372,3.200811849,NA,8.472737246,NA,NA,17.41618212,NA,NA,3.906873286,NA,5.648491498,24.00608886,NA,NA,NA,NA,NA,16.47476687,NA,NA,NA,NA,13.17981349,11.296983,NA,NA,NA,33.89094899
Donkey Creek Delta,44,47.33775,-122.59014,2345153,0,0.1687,0.635,8.915662651,1.93373494,7.34939759,0.885542169,0.030240964,1.520785372,NA,2.578723022,NA,257.8723022,284.3207434,NA,92.77108434,4.297871703,4.562356115,16.53027578,4.694598321,19.83633094,12.56300959,5.355809353,25.78723022,13.22422062,NA,19.1751199,NA,NA,23.80359712,8.595743405,NA,9.918165468,4.892961631,NA,31.07691847,4.892961631,4.760719424,7.934532374,9.256954436,NA,27.77086331,NA,4.297871703,4.297871703,7.273321343,21.81996403,33.06055156,NA,NA,4.562356115,35.70539568
Donkey Creek Delta,44,47.33775,-122.59014,4311572,0.189,0.1865,0.755,8.915662651,1.93373494,7.34939759,0.885542169,0.030240964,1.520785372,NA,2.578723022,NA,257.8723022,284.3207434,NA,92.77108434,4.297871703,4.562356115,16.53027578,4.694598321,19.83633094,12.56300959,5.355809353,25.78723022,13.22422062,NA,19.1751199,NA,NA,23.80359712,8.595743405,NA,9.918165468,4.892961631,NA,31.07691847,4.892961631,4.760719424,7.934532374,9.256954436,NA,27.77086331,NA,4.297871703,4.297871703,7.273321343,21.81996403,33.06055156,NA,NA,4.562356115,35.70539568
Donkey Creek Delta,44,47.33775,-122.59014,2003071,6.206,0.1815,0.695,8.915662651,1.93373494,7.34939759,0.885542169,0.030240964,1.520785372,NA,2.578723022,NA,257.8723022,284.3207434,NA,92.77108434,4.297871703,4.562356115,16.53027578,4.694598321,19.83633094,12.56300959,5.355809353,25.78723022,13.22422062,NA,19.1751199,NA,NA,23.80359712,8.595743405,NA,9.918165468,4.892961631,NA,31.07691847,4.892961631,4.760719424,7.934532374,9.256954436,NA,27.77086331,NA,4.297871703,4.297871703,7.273321343,21.81996403,33.06055156,NA,NA,4.562356115,35.70539568
Donkey Creek Delta,44,47.33775,-122.59014,4080904,3.605,0.1846,0.85,8.915662651,1.93373494,7.34939759,0.885542169,0.030240964,1.520785372,NA,2.578723022,NA,257.8723022,284.3207434,NA,92.77108434,4.297871703,4.562356115,16.53027578,4.694598321,19.83633094,12.56300959,5.355809353,25.78723022,13.22422062,NA,19.1751199,NA,NA,23.80359712,8.595743405,NA,9.918165468,4.892961631,NA,31.07691847,4.892961631,4.760719424,7.934532374,9.256954436,NA,27.77086331,NA,4.297871703,4.297871703,7.273321343,21.81996403,33.06055156,NA,NA,4.562356115,35.70539568
Eagle Harbor Dr,31,47.61889,-122.5275,1556940,58.783,NA,0.825,8.536585366,1.932926829,8.475609756,0.62804878,0.04597561,2.131132075,NA,4.605995131,NA,577.4680463,653.0888618,NA,79.26829268,6.393396226,6.874619598,33.68563603,15.12416312,61.87157638,43.31010347,11.68685332,75.62081558,28.18594035,NA,39.18533171,NA,NA,40.56025563,17.186549,8.249543518,21.99878271,8.249543518,NA,48.12233719,8.249543518,10.99939136,18.56147292,14.43670116,NA,48.12233719,NA,6.874619598,8.937005478,8.937005478,27.49847839,59.12172855,NA,NA,13.06177724,57.74680463
Eagle Harbor Dr,31,47.61889,-122.5275,2870476,27.272,NA,0.815,8.536585366,1.932926829,8.475609756,0.62804878,0.04597561,2.131132075,NA,4.605995131,NA,577.4680463,653.0888618,NA,79.26829268,6.393396226,6.874619598,33.68563603,15.12416312,61.87157638,43.31010347,11.68685332,75.62081558,28.18594035,NA,39.18533171,NA,NA,40.56025563,17.186549,8.249543518,21.99878271,8.249543518,NA,48.12233719,8.249543518,10.99939136,18.56147292,14.43670116,NA,48.12233719,NA,6.874619598,8.937005478,8.937005478,27.49847839,59.12172855,NA,NA,13.06177724,57.74680463
Eagle Harbor Dr,31,47.61889,-122.5275,939029,2.07,NA,0.91,8.536585366,1.932926829,8.475609756,0.62804878,0.04597561,2.131132075,NA,4.605995131,NA,577.4680463,653.0888618,NA,79.26829268,6.393396226,6.874619598,33.68563603,15.12416312,61.87157638,43.31010347,11.68685332,75.62081558,28.18594035,NA,39.18533171,NA,NA,40.56025563,17.186549,8.249543518,21.99878271,8.249543518,NA,48.12233719,8.249543518,10.99939136,18.56147292,14.43670116,NA,48.12233719,NA,6.874619598,8.937005478,8.937005478,27.49847839,59.12172855,NA,NA,13.06177724,57.74680463
Eagle Harbor Dr,31,47.61889,-122.5275,2018358,12.545,NA,1.02,8.536585366,1.932926829,8.475609756,0.62804878,0.04597561,2.131132075,NA,4.605995131,NA,577.4680463,653.0888618,NA,79.26829268,6.393396226,6.874619598,33.68563603,15.12416312,61.87157638,43.31010347,11.68685332,75.62081558,28.18594035,NA,39.18533171,NA,NA,40.56025563,17.186549,8.249543518,21.99878271,8.249543518,NA,48.12233719,8.249543518,10.99939136,18.56147292,14.43670116,NA,48.12233719,NA,6.874619598,8.937005478,8.937005478,27.49847839,59.12172855,NA,NA,13.06177724,57.74680463
"Eastsound, Fishing Bay",60,48.69368,-122.90985,3011817,0,0.1583,0.355,9.027027027,1.72972973,6,0.206486486,0.03,2.975782537,NA,1.3776771,NA,292.0675453,270.0247117,NA,90.81081081,NA,4.573887974,20.38962109,NA,16.53212521,11.0214168,NA,21.49176277,9.919275124,NA,19.28747941,NA,NA,29.75782537,5.180065898,NA,9.368204283,NA,9.368204283,NA,NA,4.022817133,6.612850082,5.124958814,NA,30.30889621,NA,NA,NA,NA,21.49176277,35.26853377,NA,NA,NA,60.61779242
"Eastsound, Fishing Bay",60,48.69368,-122.90985,582761,13.708,0.1392,0.405,9.027027027,1.72972973,6,0.206486486,0.03,2.975782537,NA,1.3776771,NA,292.0675453,270.0247117,NA,90.81081081,NA,4.573887974,20.38962109,NA,16.53212521,11.0214168,NA,21.49176277,9.919275124,NA,19.28747941,NA,NA,29.75782537,5.180065898,NA,9.368204283,NA,9.368204283,NA,NA,4.022817133,6.612850082,5.124958814,NA,30.30889621,NA,NA,NA,NA,21.49176277,35.26853377,NA,NA,NA,60.61779242
"Eastsound, Fishing Bay",60,48.69368,-122.90985,5287826,25.449,0.1427,0.58,9.027027027,1.72972973,6,0.206486486,0.03,2.975782537,NA,1.3776771,NA,292.0675453,270.0247117,NA,90.81081081,NA,4.573887974,20.38962109,NA,16.53212521,11.0214168,NA,21.49176277,9.919275124,NA,19.28747941,NA,NA,29.75782537,5.180065898,NA,9.368204283,NA,9.368204283,NA,NA,4.022817133,6.612850082,5.124958814,NA,30.30889621,NA,NA,NA,NA,21.49176277,35.26853377,NA,NA,NA,60.61779242
"Eastsound, Fishing Bay",60,48.69368,-122.90985,1134272,8.685,0.1503,0.52,9.027027027,1.72972973,6,0.206486486,0.03,2.975782537,NA,1.3776771,NA,292.0675453,270.0247117,NA,90.81081081,NA,4.573887974,20.38962109,NA,16.53212521,11.0214168,NA,21.49176277,9.919275124,NA,19.28747941,NA,NA,29.75782537,5.180065898,NA,9.368204283,NA,9.368204283,NA,NA,4.022817133,6.612850082,5.124958814,NA,30.30889621,NA,NA,NA,NA,21.49176277,35.26853377,NA,NA,NA,60.61779242
Edmonds Ferry,69,47.81407,-122.3825,5845804,0,0.2114,0.82,8.352272727,1.732954545,6.988636364,0.326704545,0.036647727,5.261635514,NA,2.280042056,NA,268.9280374,268.9280374,NA,89.20454545,NA,6.43088785,23.38504673,4.326233645,16.36953271,11.1078972,NA,14.61565421,9.354018692,NA,22.80042056,NA,NA,30.40056075,5.203172897,NA,8.769392523,4.793934579,11.1078972,39.16995327,NA,NA,6.43088785,5.437023364,NA,26.30817757,NA,NA,NA,12.27714953,32.15443925,28.64668224,NA,NA,NA,43.26233645
Edmonds Ferry,69,47.81407,-122.3825,3992468,0,0.1718,0.39,8.352272727,1.732954545,6.988636364,0.326704545,0.036647727,5.261635514,NA,2.280042056,NA,268.9280374,268.9280374,NA,89.20454545,NA,6.43088785,23.38504673,4.326233645,16.36953271,11.1078972,NA,14.61565421,9.354018692,NA,22.80042056,NA,NA,30.40056075,5.203172897,NA,8.769392523,4.793934579,11.1078972,39.16995327,NA,NA,6.43088785,5.437023364,NA,26.30817757,NA,NA,NA,12.27714953,32.15443925,28.64668224,NA,NA,NA,43.26233645
Edmonds Ferry,69,47.81407,-122.3825,6928220,0.818,0.1738,0.885,8.352272727,1.732954545,6.988636364,0.326704545,0.036647727,5.261635514,NA,2.280042056,NA,268.9280374,268.9280374,NA,89.20454545,NA,6.43088785,23.38504673,4.326233645,16.36953271,11.1078972,NA,14.61565421,9.354018692,NA,22.80042056,NA,NA,30.40056075,5.203172897,NA,8.769392523,4.793934579,11.1078972,39.16995327,NA,NA,6.43088785,5.437023364,NA,26.30817757,NA,NA,NA,12.27714953,32.15443925,28.64668224,NA,NA,NA,43.26233645
