site_name,latitude,longitude,reporting_area,site_number,sample_id,p450,mercury,arsenic,cadmium,copper,lead,zinc,lmwPAH,PAH16,sumPCB,hmwPAH,sumPAH,PAHgroup,PAHgroup2
S of Skunk Island,48.02667,-122.75076,9,9,13,2931739.411,0.028685714,8,1.748571429,5.702857143,0.462285714,76,162.156563,144.1391671,28.22725356,132.1275698,294.2841328,mid,mid
S of Skunk Island,48.02667,-122.75076,9,9,14,8066086.487,0.028685714,8,1.748571429,5.702857143,0.462285714,76,162.156563,144.1391671,28.22725356,132.1275698,294.2841328,mid,mid
S of Skunk Island,48.02667,-122.75076,9,9,16,1279969.501,0.028685714,8,1.748571429,5.702857143,0.462285714,76,162.156563,144.1391671,28.22725356,132.1275698,294.2841328,mid,mid
Williams Olson Park,47.66586,-122.56698,10,26,252,5178289.976,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid,mid
Williams Olson Park,47.66586,-122.56698,10,26,254,1570655.683,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid,mid
Williams Olson Park,47.66586,-122.56698,10,26,255,1267046.112,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid,mid
Williams Olson Park,47.66586,-122.56698,10,26,256,4252322.006,0.0308,8.571428571,1.662857143,10.17142857,0.349142857,86.85714286,144.601467,150.6265281,58.44309291,156.6515892,301.2530562,mid,mid
Rocky Point,47.60255,-122.66992,10,27,295,25070825.1,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid,mid
Rocky Point,47.60255,-122.66992,10,27,296,1980530.542,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid,mid
Rocky Point,47.60255,-122.66992,10,27,297,7956123.397,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid,mid
Rocky Point,47.60255,-122.66992,10,27,298,2871726.43,0.03422619,8.69047619,2,6.130952381,0.411904762,101.1904762,176.5702934,133.9498778,85.2408313,133.9498778,310.5201711,mid,mid
Three Tree Point,47.44896,-122.372267,11,22,277,8438404.147,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid,mid
Three Tree Point,47.44896,-122.372267,11,22,278,9704454.95,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid,mid
Three Tree Point,47.44896,-122.372267,11,22,279,10493027.31,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid,mid
Three Tree Point,47.44896,-122.372267,11,22,280,2838172.898,0.029310345,8.448275862,1.74137931,6.034482759,0.186781609,86.20689655,176.7345924,129.6053678,48.30745527,141.387674,312.2311133,mid,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,34,2992400.261,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,33,4058829.908,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,35,3977529.473,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid,mid
"Cherry Point Aquatic Reserve, Conoco Phillips",48.8208,-122.7101,7,75,36,3836040.833,0.033045977,7.931034483,1.902298851,5.304597701,0.192528736,73.56321839,169.0270946,126.770321,39.23843268,150.9170488,325.9808253,mid,mid
Rich Passage,47.578117,-122.524833,10,32,170,1476766.089,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid,mid
Rich Passage,47.578117,-122.524833,10,32,171,11738655.54,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid,mid
Rich Passage,47.578117,-122.524833,10,32,172,2880896.804,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid,mid
Rich Passage,47.578117,-122.524833,10,32,173,4148180.202,0.033011364,8.465909091,1.710227273,7.102272727,0.303409091,89.20454545,190.2926293,142.7194719,71.35973597,142.7194719,338.9587459,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,135,6050177.064,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,140,5420960.261,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,136,3475076.688,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,137,7541125.753,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,138,5438127.301,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
Tulalip Bay,48.0617,-122.2939,8.2,67,139,4707732.41,0.041572327,8.867924528,1.981132075,7.547169811,0.264779874,69.81132075,188.1792941,181.6903529,46.07148235,168.7124706,356.8917647,mid,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,47,1494268.126,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,45,958896.736,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,46,1900324.089,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid,mid
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,48,1326495.432,0.039245283,9.496855346,1.86163522,7.86163522,0.468553459,82.38993711,212.4762443,137.081448,95.95701357,150.7895928,363.2658371,mid,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,261,12587429.83,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,262,11029903.1,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,263,4659442.442,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid,mid
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,264,2585048.133,0.029810127,8.164556962,1.930379747,5.113924051,0.270253165,83.5443038,198.3929511,171.0284061,55.41320358,171.0284061,369.4213572,mid,mid
Everett Harbor,47.9726,-122.22977,8.2,66,207,6115909.82,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid,mid
Everett Harbor,47.9726,-122.22977,8.2,66,206,8135083.408,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid,mid
Everett Harbor,47.9726,-122.22977,8.2,66,208,5808286.72,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid,mid
Everett Harbor,47.9726,-122.22977,8.2,66,209,3196291.185,0.041329114,8.35443038,1.702531646,6.455696203,0.365189873,72.78481013,206.3799547,173.0928652,46.60192525,166.4354473,372.815402,mid,mid
Cap Sante,48.520971,-122.600717,7,64,214,1293401.195,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid,mid
Cap Sante,48.520971,-122.600717,7,64,215,4081902.821,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid,mid
Cap Sante,48.520971,-122.600717,7,64,216,1544138.095,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid,mid
Cap Sante,48.520971,-122.600717,7,64,217,11524795.48,0.029634146,7.743902439,1.902439024,5.298780488,0.179878049,81.09756098,254.6569343,63.66423358,29.28554745,120.9620438,375.6189781,mid,mid
Brackenwood Ln,47.68234,-122.5064,10,23,99,2161794.197,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid,mid
Brackenwood Ln,47.68234,-122.5064,10,23,96,1269668.342,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid,mid
Brackenwood Ln,47.68234,-122.5064,10,23,97,2011541.496,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid,mid
Brackenwood Ln,47.68234,-122.5064,10,23,98,1651491.582,0.037455621,8.698224852,1.857988166,6.213017751,0.220118343,90.53254438,212.3820225,176.9850187,44.24625468,176.9850187,389.3670412,mid,mid
West Bay Park,47.052362,-122.910912,13,73,182,10107486.98,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid,mid
West Bay Park,47.052362,-122.910912,13,73,183,4200103.946,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid,mid
West Bay Park,47.052362,-122.910912,13,73,184,15718987.84,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid,mid
West Bay Park,47.052362,-122.910912,13,73,185,4006827.467,0.031666667,8.205128205,1.852564103,6.602564103,0.202564103,78.20512821,182.212367,161.9665484,64.78661936,202.4581855,391.4191586,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,281,3284818.832,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,282,6484263.485,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,283,8681719.944,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,284,1813467.799,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,285,1987287.444,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Arroyo Beach,47.50161,-122.38593,11,13,286,6254098.963,0.036,9.647058824,1.952941176,5.623529412,0.242352941,104.1176471,216.1198402,168.0932091,49.22729694,186.1031957,408.2263648,mid,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,131,5582112.933,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,132,2734668.648,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,133,5447066.128,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid,mid
Gig Harbor Boat Launch,47.33785,-122.58277,11,58,134,1608895.294,0.036748466,8.343558282,1.901840491,6.625766871,0.463190184,84.66257669,172.3839836,233.949692,73.8788501,246.2628337,418.6468172,mid,mid
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,5,5049234.832,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid,mid
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,6,1547924.931,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid,mid
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,7,5631534.737,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid,mid
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,8,2072178.784,0.032710843,8.674698795,1.891566265,6.385542169,0.208433735,82.53012048,231.9884793,206.2119816,63.7968318,193.3237327,425.312212,mid,mid
Salmon Beach,47.29464,-122.53053,11,40,126,1382917.518,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid,mid
Salmon Beach,47.29464,-122.53053,11,40,123,917067.5299,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid,mid
Salmon Beach,47.29464,-122.53053,11,40,124,2352820.111,0.023798883,7.877094972,1.832402235,4.770949721,0.187150838,79.32960894,202.4216634,214.3288201,47.62862669,226.2359768,428.6576402,mid,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,194,1869821.038,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,195,10377435.58,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,196,9951688.477,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid,mid
Browns Point Lighthouse,47.30515,-122.44441,11,54,197,9992061.521,0.032954545,8.465909091,1.710227273,6.931818182,0.260795455,90.34090909,257.4299611,175.520428,53.2411965,181.3711089,438.80107,mid,mid
Mukilteo,47.94968,-122.30158,8.2,65,20,3799311.348,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,mid,mid
Mukilteo,47.94968,-122.30158,8.2,65,17,13015373,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,mid,mid
Mukilteo,47.94968,-122.30158,8.2,65,18,6552123.968,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,mid,mid
Mukilteo,47.94968,-122.30158,8.2,65,19,11487223.84,0.050645161,8.129032258,1.858064516,7.225806452,0.265806452,70.96774194,245.9927946,207.1518271,42.07771487,194.2048379,440.1976325,mid,mid
Skiff Point,47.66142,-122.49884,10,24,260,1852789.45,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high,mid
Skiff Point,47.66142,-122.49884,10,24,257,12721940.07,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high,mid
Skiff Point,47.66142,-122.49884,10,24,258,2870482.827,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high,mid
Skiff Point,47.66142,-122.49884,10,24,259,5003819.061,0.039325843,8.820224719,1.893258427,6.235955056,0.22247191,92.69662921,236.7788779,213.1009901,31.37320132,213.1009901,449.879868,high,mid
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,49,5588536.414,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,50,420155.34,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,51,5289198.37,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high,high
"Eastsound, Fishing Bay",48.69368,-122.90985,7,60,52,776432.7164,0.03,9.027027027,1.72972973,6,0.206486486,90.81081081,242.4711697,292.0675453,24.79818781,270.0247117,512.4958814,high,high
Donkey Creek Delta,47.33775,-122.59014,11,44,265,4434123.279,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high,high
Donkey Creek Delta,47.33775,-122.59014,11,44,266,2345306.358,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high,high
Donkey Creek Delta,47.33775,-122.59014,11,44,267,1872904.6,0.030240964,8.915662651,1.93373494,7.34939759,0.885542169,92.77108434,238.0359712,257.8723022,105.793765,284.3207434,522.3567146,high,high
Edmonds Ferry,47.81407,-122.3825,9,69,227,16349554,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high,high
Edmonds Ferry,47.81407,-122.3825,9,69,228,7086401.343,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high,high
Edmonds Ferry,47.81407,-122.3825,9,69,229,5844279.76,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high,high
Edmonds Ferry,47.81407,-122.3825,9,69,230,3776739.987,0.036647727,8.352272727,1.732954545,6.988636364,0.326704545,89.20454545,257.235514,268.9280374,47.93934579,268.9280374,532.0098131,high,high
Friday Harbor,48.5069444,-123.0194444,7,61,222,6899778.5,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high,high
Friday Harbor,48.5069444,-123.0194444,7,61,223,4285885.482,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high,high
Friday Harbor,48.5069444,-123.0194444,7,61,224,3660475.27,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high,high
Friday Harbor,48.5069444,-123.0194444,7,61,225,6465686.829,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high,high
Friday Harbor,48.5069444,-123.0194444,7,61,226,5908857.287,0.033333333,9.388888889,1.777777778,7,0.183888889,93.33333333,206.8104887,338.4171633,25.69463647,319.6162098,532.693683,high,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,157,4263664.216,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,158,13167666.99,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,159,3461398.645,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,160,8190625.093,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high,high
"Comm Bay, Milwaukee Waterway",47.2694,-122.4243,11,49,161,7886778.001,0.035512821,8.141025641,1.692307692,10.64102564,0.249358974,78.84615385,390.3665768,195.1832884,56.53584906,215.3746631,599.0107817,high,high
Point Defiance Ferry,47.3062,-122.5145,11,43,113,1927874.431,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high,high
Point Defiance Ferry,47.3062,-122.5145,11,43,112,2846056.156,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high,high
Point Defiance Ferry,47.3062,-122.5145,11,43,110,2208900.968,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high,high
Point Defiance Ferry,47.3062,-122.5145,11,43,111,1482316.17,0.027377049,8.087431694,1.546448087,6.93989071,0.39726776,92.89617486,370.5727878,335.831589,63.69219791,335.831589,694.8239772,high,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,62,1670358.346,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,63,4330873.92,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high,high
"Fidalgo Bay Aq Reserve, Weaverling Spit",48.482448,-122.583879,7,63,64,3613765.45,0.039759036,8.493975904,1.746987952,9.277108434,0.239156627,81.92771084,438.8161629,165.3510179,26.71054904,254.3861814,699.5619988,high,high
Edmonds Marina,47.8111,-122.388,9,68,21,2670663.546,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high,high
Edmonds Marina,47.8111,-122.388,9,68,22,6702703.93,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high,high
Edmonds Marina,47.8111,-122.388,9,68,23,52691210.55,0.051954023,8.275862069,1.747126437,8.563218391,0.331034483,81.6091954,304.567313,374.8520776,52.71357341,374.8520776,702.8476454,high,high
Blair Waterway,47.27568,-122.4173,11,41,152,3633029.828,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high,high
Blair Waterway,47.27568,-122.4173,11,41,149,4234624.268,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high,high
Blair Waterway,47.27568,-122.4173,11,41,150,5143570.449,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high,high
Blair Waterway,47.27568,-122.4173,11,41,151,4339810.41,0.032057143,8.114285714,1.622857143,5.828571429,0.255428571,98.85714286,456.559655,247.5323431,50.60661236,280.5366555,715.0934356,high,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,53,3525403.086,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,54,990428.3988,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,55,1035758.422,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high,high
Kitsap St Boat Launch,47.54167,-122.64034,10,25,56,5860347.517,0.031589744,8.153846154,1.548717949,8.307692308,0.50974359,87.17948718,419.8019285,303.4712736,146.6777822,354.0498192,758.678184,high,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,115,4636576.897,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,116,4040139.802,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high,high
"Comm Bay, Dick Gilmur Launch",47.292549,-122.412175,11,48,117,2353037.661,0.032831325,7.34939759,1.608433735,5.873493976,0.271686747,75.90361446,442.7216981,332.0412736,84.6379717,338.5518868,781.2735849,high,high
Comm Bay Skookum,47.29,-122.41,11,45,37,6405635.77,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high,high
Comm Bay Skookum,47.29,-122.41,11,45,38,6222160.272,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high,high
Comm Bay Skookum,47.29,-122.41,11,45,40,4652774.201,0.033961039,8.441558442,1.974025974,6.688311688,0.292857143,92.20779221,461.6337427,342.9279231,92.32674853,369.3069941,857.3198078,high,high
Eagle Harbor Dr,47.61889,-122.5275,10,31,60,1556796.569,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high,vhigh
Eagle Harbor Dr,47.61889,-122.5275,10,31,57,2871509.72,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high,vhigh
Eagle Harbor Dr,47.61889,-122.5275,10,31,58,939065.4732,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high,vhigh
Eagle Harbor Dr,47.61889,-122.5275,10,31,59,2018230.909,0.04597561,8.536585366,1.932926829,8.475609756,0.62804878,79.26829268,364.3548387,577.4680463,103.119294,653.0888618,1031.19294,high,vhigh
Blair Waterway #2,47.2632444,-122.385731,11,42,141,7415687.477,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high,vhigh
